"Rank","NameCountry/Region","No. of FTE Students","No. of students per staff","International Students","Female:Male Ratio"
"601-800","Birla Institute of Technology and Science, PilaniIndiaCourses","11,837","19.5","0%","22 : 78"
"601-800","University of BradfordUnited KingdomCoursesEnquire","11,065","20.5","32%","53 : 47"
"601-800","University of BrasíliaBrazilCourses","45,880","14.5","2%","52 : 48"
"601-800","University of BrightonUnited KingdomCoursesEnquire","16,924","19.5","19%","58 : 42"
"601-800","University of BucharestRomaniaCourses","31,806","24.9","2%","70 : 30"
"601-800","Budapest University of Technology and EconomicsHungaryCourses","22,447","22.1","4%","32 : 68"
"601-800","Cairo UniversityEgyptCourses","231,941","39.1","2%","47 : 53"
"601-800","University of CalcuttaIndiaCourses","18,511","32.5","0%","n/a"
"601-800","California State University, Long BeachUnited StatesCoursesEnquire","29,594","32.3","5%","58 : 42"
"601-800","Capital Medical UniversityChinaCourses","11,506","7.1","3%","70 : 30"
"601-800","University of Castilla-La ManchaSpainCoursesExplore","26,381","14.3","3%","56 : 44"
"601-800","University of Central LancashireUnited KingdomCoursesEnquire","18,542","17.5","17%","57 : 43"
"601-800","University of Cergy-PontoiseFranceCourses","17,000","9.2","11%","53 : 47"
"601-800","Chang Gung UniversityTaiwanCourses","7,506","12.6","0%","42 : 58"
"601-800","Carlos III University of MadridSpainCoursesExplore","15,730","11.4","9%","43 : 57"
"601-800","University of Chemistry and Technology, PragueCzech RepublicCourses","4,699","11.0","18%","n/a"
"601-800","Chiang Mai UniversityThailandCourses","35,617","16.5","1%","19 : 81"
"601-800","Chiba UniversityJapanCourses","14,554","12.3","5%","37 : 63"
"601-800","China University of Geosciences, WuhanChinaCourses","29,483","20.7","2%","n/a"
"601-800","China University of Petroleum, BeijingChinaCourses","14,579","19.4","6%","n/a"
"601-800","Jeonbuk National UniversitySouth KoreaCoursesExplore","23,270","15.0","3%","45 : 55"
"601-800","Chongqing UniversityChinaCourses","43,955","16.0","3%","n/a"
"601-800","Chonnam National UniversitySouth KoreaCoursesExplore","35,779","18.5","3%","41 : 59"
"601-800","Chulalongkorn UniversityThailandCoursesExplore","38,719","14.5","2%","59 : 41"
"601-800","Chung Yuan Christian UniversityTaiwanCourses","15,020","30.2","3%","41 : 59"
"601-800","Chungnam National UniversitySouth KoreaCourses","18,361","17.2","3%","n/a"
"601-800","Clemson UniversityUnited StatesCoursesEnquire","19,198","17.1","8%","46 : 54"
"601-800","Comenius University in BratislavaSlovakiaCourses","20,879","9.7","10%","54 : 46"
"601-800","Coventry UniversityUnited KingdomCoursesExplore","21,934","14.8","35%","47 : 53"
"601-800","Dalian University of TechnologyChinaCourses","34,326","15.2","2%","33 : 67"
"601-800","University of DebrecenHungaryCoursesExplore","29,714","20.3","13%","57 : 43"
"601-800","University of DelhiIndiaCourses","32,567","22.9","1%","50 : 50"
"601-800","University of DhakaBangladeshCourses","62,716","6.9","5%","34 : 66"
"601-800","Dublin Institute of TechnologyIrelandCourses","13,839","18.9","25%","41 : 59"
"601-800","Ehime UniversityJapanCourses","8,394","9.9","1%","39 : 61"
"601-800","University of Electronic Science and Technology of ChinaChinaCoursesExplore","21,689","9.8","0%","21 : 79"
"601-800","Eötvös Loránd UniversityHungaryCoursesExplore","28,698","22.4","4%","n/a"
"601-800","Erciyes UniversityTurkeyCourses","28,079","28.0","2%","46 : 54"
"601-800","Universidade Federal da BahiaBrazilCourses","39,861","17.9","1%","47 : 53"
"601-800","Federal University of Minas GeraisBrazilCourses","42,612","13.5","1%","55 : 45"
"601-800","Universidade Federal do Paraná (UFPR)BrazilCourses","21,850","11.2","1%","n/a"
"601-800","Universidade Federal do Rio Grande do SulBrazilCourses","38,743","14.8","1%","50 : 50"
"601-800","Universidade Federal de Santa CatarinaBrazilCourses","26,078","12.6","1%","48 : 52"
"601-800","Federal University of São CarlosBrazilCourses","18,587","16.9","0%","n/a"
"601-800","Federal University of ViçosaBrazilCourses","13,163","11.4","3%","70 : 30"
"601-800","Federal University of LavrasBrazilCourses","10,350","20.9","1%","53 : 47"
"601-800","Feng Chia UniversityTaiwanCourses","20,213","23.9","7%","36 : 64"
"601-800","Florida Institute of TechnologyUnited StatesCoursesEnquire","4,408","13.7","26%","34 : 66"
"601-800","Fu Jen Catholic UniversityTaiwanCourses","25,951","22.8","4%","59 : 41"
"601-800","Gdańsk University of TechnologyPolandCourses","25,217","23.3","1%","39 : 61"
"601-800","University of GhanaGhanaCourses","37,274","37.5","2%","41 : 59"
"601-800","Gifu UniversityJapanCourses","7,318","12.4","4%","35 : 65"
"601-800","Glasgow Caledonian UniversityUnited KingdomCoursesEnquire","13,527","21.6","16%","60 : 40"
"601-800","University of GreenwichUnited KingdomCoursesEnquire","18,096","24.6","32%","53 : 47"
"601-800","Hacettepe UniversityTurkeyCourses","39,606","20.4","4%","56 : 44"
"601-800","University of HuddersfieldUnited KingdomCoursesEnquire","15,436","18.1","25%","54 : 46"
"601-800","University of TehranIranCourses","53,802","27.0","1%","45 : 55"
"601-800","Hunan UniversityChinaCourses","42,756","24.7","2%","43 : 57"
"601-800","University of IbadanNigeriaCourses","26,247","17.1","1%","45 : 55"
"601-800","University of IndonesiaIndonesiaCourses","43,565","15.8","0%","51 : 49"
"601-800","Inha UniversitySouth KoreaCourses","20,353","24.1","3%","36 : 64"
"601-800","I-Shou UniversityTaiwanCourses","16,263","29.9","10%","45 : 55"
"601-800","Istanbul UniversityTurkeyCourses","82,096","41.1","6%","44 : 56"
"601-800","Jagiellonian UniversityPolandCourses","42,835","11.5","5%","67 : 33"
"601-800","Jilin UniversityChinaCourses","65,605","13.6","3%","46 : 54"
"601-800","The University of JordanJordanCourses","35,577","13.6","13%","67 : 33"
"601-800","Jordan University of Science and TechnologyJordanCourses","24,686","16.4","23%","55 : 45"
"601-800","Juntendo UniversityJapanCourses","3,955","3.7","1%","52 : 48"
"601-800","K.N. Toosi University of TechnologyIranCourses","7,146","24.6","0%","32 : 68"
"601-800","Kaohsiung Medical UniversityTaiwanCourses","7,009","12.6","5%","56 : 44"
"601-800","Khon Kaen UniversityThailandCourses","39,669","16.9","1%","62 : 38"
"601-800","King Mongkut’s University of Technology ThonburiThailandCourses","17,791","23.7","1%","42 : 58"
"601-800","Kingston UniversityUnited KingdomCoursesEnquire","20,778","20.9","34%","53 : 47"
"601-800","Kindai UniversityJapanCourses","31,216","11.6","2%","n/a"
"601-800","Kobe UniversityJapanCourses","15,885","8.4","6%","33 : 67"
"601-800","Konkuk UniversitySouth KoreaCourses","26,483","23.5","6%","47 : 53"
"601-800","Kumamoto UniversityJapanCourses","10,226","7.6","5%","37 : 63"
"601-800","Kyungpook National UniversitySouth KoreaCoursesExplore","27,152","14.4","3%","42 : 58"
"601-800","Kyushu Institute of Technology (Kyutech)JapanCourses","5,890","12.1","4%","11 : 89"
"601-800","University of LatviaLatviaCourses","15,100","26.5","3%","68 : 32"
"601-800","Lille 1 University – Science and TechnologyFranceCourses","19,599","14.5","18%","41 : 59"
"601-800","University of LincolnUnited KingdomCourses","10,665","18.9","11%","54 : 46"
"601-800","University of LjubljanaSloveniaCourses","48,821","17.6","4%","60 : 40"
"601-800","University of Marrakech Cadi AyyadMoroccoCourses","56,060","38.7","1%","46 : 54"
"601-800","Miami UniversityUnited StatesCoursesEnquire","16,370","20.5","7%","53 : 47"
"601-800","Middlesex UniversityUnited KingdomCoursesEnquire","17,753","24.7","44%","59 : 41"
"601-800","University of MurciaSpainCoursesExplore","31,460","15.8","6%","62 : 38"
"601-800","Nagasaki UniversityJapanCourses","9,137","7.2","4%","36 : 64"
"601-800","University of NairobiKenyaCourses","72,676","47.0","1%","40 : 60"
"601-800","National Chengchi UniversityTaiwanCourses","16,867","18.4","10%","57 : 43"
"601-800","National Chung Cheng UniversityTaiwanCourses","11,989","22.9","1%","n/a"
"601-800","National Chung Hsing UniversityTaiwanCourses","15,632","20.3","4%","39 : 61"
"601-800","National Taipei University of TechnologyTaiwanCoursesExplore","10,227","16.5","3%","25 : 75"
"601-800","National Taiwan Ocean UniversityTaiwanCourses","8,240","20.9","5%","30 : 70"
"601-800","National University of CórdobaArgentinaCourses","108,373","38.1","2%","62 : 38"
"601-800","National University of Science and Technology (MISiS)Russian FederationCourses","4,441","6.7","13%","43 : 57"
"601-800","National University of Sciences and TechnologyPakistanCourses","9,808","7.8","3%","27 : 73"
"601-800","Niigata UniversityJapanCoursesExplore","12,460","8.5","3%","37 : 63"
"601-800","Northumbria UniversityUnited KingdomCoursesEnquire","22,750","19.3","16%","55 : 45"
"601-800","Northwestern Polytechnical UniversityChinaCoursesExplore","23,056","14.1","3%","25 : 75"
"601-800","Nottingham Trent UniversityUnited KingdomCoursesEnquire","21,852","17.4","17%","55 : 45"
"601-800","Oakland UniversityUnited StatesCoursesEnquire","14,584","19.8","2%","60 : 40"
"601-800","Ocean University of ChinaChinaCourses","36,205","20.6","1%","40 : 60"
"601-800","Ohio University (Main campus)United StatesCoursesEnquire","22,224","20.0","9%","50 : 50"
"601-800","Okayama UniversityJapanCourses","13,035","8.6","3%","38 : 62"
"601-800","Osaka Prefecture UniversityJapanCourses","8,051","7.5","3%","36 : 64"
"601-800","University of PardubiceCzech RepublicCourses","10,671","19.8","4%","55 : 45"
"601-800","University of Paris North – Paris 13FranceCourses","23,026","23.4","22%","60 : 40"
"601-800","University of PatrasGreeceCourses","29,251","40.9","4%","46 : 54"
"601-800","University of PécsHungaryCoursesExplore","21,819","15.4","10%","n/a"
"601-800","Polytechnic University of ValenciaSpainCourses","33,172","13.6","7%","36 : 64"
"601-800","Pontifícia Universidade Católica do ParanáBrazilCourses","7,741","10.9","2%","1 : 99"
"601-800","Pontifical Catholic University of Rio Grande do Sul (PUCRS)BrazilCourses","14,797","10.1","0%","50 : 50"
"601-800","Pontifical Catholic University of ValparaísoChileCourses","13,493","10.4","0%","45 : 55"
"601-800","Prince of Songkla UniversityThailandCourses","38,274","16.1","1%","69 : 31"
"601-800","Qatar UniversityQatarCourses","9,583","19.0","42%","74 : 26"
"601-800","Universidade do Estado do Rio de Janeiro (UERJ)BrazilCourses","28,757","10.1","0%","46 : 54"
"601-800","Rochester Institute of TechnologyUnited StatesCoursesEnquire","12,965","13.5","13%","34 : 66"
"601-800","Saitama UniversityJapanCourses","7,469","11.7","2%","33 : 67"
"601-800","University of SalfordUnited KingdomCoursesEnquire","16,152","17.0","25%","51 : 49"
"601-800","University of Santiago, Chile (USACH)ChileCourses","22,739","23.6","1%","39 : 61"
"601-800","Universidade Estadual Paulista (Unesp)BrazilCourses","50,594","13.0","5%","52 : 48"
"601-800","Savitribai Phule Pune UniversityIndiaCourses","4,858","14.6","3%","25 : 75"
"601-800","University of Science and Technology BeijingChinaCourses","22,780","15.1","4%","36 : 64"
"601-800","Sejong UniversitySouth KoreaCourses","11,704","15.5","3%","43 : 57"
"601-800","University of SeoulSouth KoreaCourses","10,243","19.0","3%","36 : 64"
"601-800","Shahid Beheshti UniversityIranCourses","17,800","24.9","1%","52 : 48"
"601-800","Shanghai UniversityChinaCourses","46,044","17.5","3%","48 : 52"
"601-800","Shantou UniversityChinaCourses","9,593","13.5","0%","48 : 52"
"601-800","Sheffield Hallam UniversityUnited KingdomCoursesEnquire","27,477","18.8","15%","53 : 47"
"601-800","Shinshu UniversityJapanCourses","11,232","9.6","3%","n/a"
"601-800","Showa UniversityJapanCourses","3,675","2.5","0%","57 : 43"
"601-800","Sichuan UniversityChinaCourses","65,035","14.5","2%","48 : 52"
"601-800","University of Silesia in KatowicePolandCourses","32,764","17.3","1%","65 : 35"
"601-800","Slovak University of Technology in BratislavaSlovakiaCourses","16,400","15.3","2%","31 : 69"
"601-800","Sogang UniversitySouth KoreaCourses","10,625","24.1","7%","43 : 57"
"601-800","Sophia UniversityJapanCoursesExplore","12,799","24.3","8%","53 : 47"
"601-800","University of South AfricaSouth AfricaCourses","197,102","108.5","9%","65 : 35"
"601-800","Southern Federal UniversityRussian FederationCourses","27,556","9.0","3%","56 : 44"
"601-800","University of Southern MississippiUnited StatesCoursesEnquire","14,569","18.5","3%","63 : 37"
"601-800","University of Southern QueenslandAustraliaCourses","13,761","29.2","21%","55 : 45"
"601-800","Suez Canal UniversityEgyptCourses","16,817","6.0","0%","65 : 35"
"601-800","Sultan Qaboos UniversityOmanCourses","7,089","9.0","3%","50 : 50"
"601-800","Suranaree University of TechnologyThailandCourses","12,650","32.9","1%","50 : 50"
"601-800","University of SzegedHungaryCourses","22,684","13.8","9%","58 : 42"
"601-800","Taipei Medical UniversityTaiwanCoursesExplore","6,001","11.1","6%","58 : 42"
"601-800","Taras Shevchenko National University of KyivUkraineCourses","22,686","8.2","2%","45 : 55"
"601-800","Technical University of MadridSpainCourses","41,500","13.8","11%","32 : 68"
"601-800","University of Texas at El PasoUnited StatesCoursesEnquire","19,123","29.0","7%","54 : 46"
"601-800","Texas Tech UniversityUnited StatesCoursesEnquire","29,512","20.9","7%","46 : 54"
"601-800","Tokai UniversityJapanCourses","29,700","12.7","1%","27 : 73"
"601-800","Tokushima UniversityJapanCourses","7,519","8.9","3%","34 : 66"
"601-800","Tokyo University of Marine Science and TechnologyJapanCourses","2,597","11.1","7%","34 : 66"
"601-800","Tokyo University of ScienceJapanCoursesExplore","20,243","25.7","2%","20 : 80"
"601-800","Tomsk State UniversityRussian FederationCourses","10,413","9.9","12%","60 : 40"
"601-800","Tottori UniversityJapanCourses","6,248","8.2","2%","34 : 66"
"601-800","Toyohashi University of Technology (TUT)JapanCourses","2,153","9.3","9%","9 : 91"
"601-800","Universiti Kebangsaan MalaysiaMalaysiaCourses","24,227","11.8","12%","62 : 38"
"601-800","Universiti Putra MalaysiaMalaysiaCourses","23,883","12.2","15%","63 : 37"
"601-800","Universiti Sains MalaysiaMalaysiaCourses","28,179","14.8","10%","61 : 39"
"601-800","Universiti Teknologi MARAMalaysiaCourses","69,268","16.8","0%","65 : 35"
"601-800","Ural Federal UniversityRussian FederationCourses","28,427","10.1","3%","48 : 52"
"601-800","V.N. Karazin Kharkiv National UniversityUkraineCourses","14,410","9.7","22%","53 : 47"
"601-800","University of VigoSpainCourses","22,793","19.0","3%","51 : 49"
"601-800","Vilnius UniversityLithuaniaCourses","19,019","14.2","4%","65 : 35"
"601-800","Warsaw University of TechnologyPolandCourses","34,572","14.5","3%","34 : 66"
"601-800","Waseda UniversityJapanCourses","52,316","16.9","8%","35 : 65"
"601-800","University of West BohemiaCzech RepublicCourses","15,639","21.5","2%","52 : 48"
"601-800","University of the West of EnglandUnited KingdomCoursesEnquire","22,525","21.4","15%","53 : 47"
"601-800","West University of TimişoaraRomaniaCourses","12,933","19.0","2%","62 : 38"
"601-800","University of WestminsterUnited KingdomCoursesEnquire","16,609","21.0","43%","57 : 43"
"601-800","Xidian UniversityChinaCourses","31,618","16.4","2%","29 : 71"
"601-800","Yeungnam UniversitySouth KoreaCourses","21,958","15.3","3%","48 : 52"
"601-800","Yıldız Technical UniversityTurkeyCoursesExplore","31,268","28.7","2%","36 : 64"
"601-800","Yokohama City UniversityJapanCourses","4,122","3.7","3%","n/a"
"601-800","Yokohama National UniversityJapanCourses","10,117","12.1","7%","28 : 72"
"601-800","Yuan Ze UniversityTaiwanCourses","8,663","20.6","4%","43 : 57"
