"Rank","NameCountry/Region","Overall","Teaching","Research","Citations","Industry Income","International Outlook"
"251-300","King Abdulaziz UniversitySaudi ArabiaCoursesExplore","-","23.9","11.8","76.6","73.1","93"
"251-300","Koç UniversityTurkeyCourses","-","21.2","27.1","74.9","82.4","53.5"
"251-300","Korea UniversitySouth KoreaCoursesExplore","-","43.9","43.4","41.8","99.8","40.2"
"251-300","University of LiègeBelgiumCoursesVerify Documents","-","29.1","36.6","46.5","98.9","69.7"
"251-300","Linköping UniversitySwedenCoursesVerify Documents","-","24.2","18.9","76.8","42.1","57.7"
"251-300","Nanjing UniversityChinaCourses","-","37.2","32.2","54.2","58.6","50.4"
"251-300","National Tsing Hua UniversityTaiwanCourses","-","37.7","36.6","53","49.5","23.2"
"251-300","National University of Ireland, GalwayIrelandCourses","-","27.3","25.4","68.5","41.9","76.5"
"251-300","University of NewcastleAustraliaCoursesEnquire","-","27.4","26.5","67.2","64.4","75.9"
"251-300","North Carolina State UniversityUnited StatesCoursesEnquire","-","36.1","30.5","60","40.7","49"
"251-300","National Research Nuclear University MEPhIRussian FederationCourses","-","44.9","27.8","52.8","99.8","27.5"
"251-300","Oregon State UniversityUnited StatesCoursesEnquire","-","30.6","28.5","63.8","32.1","42.8"
"251-300","Osaka UniversityJapanCourses","-","46.8","45.2","37.4","76.1","26.6"
"251-300","Queen’s UniversityCanadaCoursesEnquireExplore","-","35.8","35.8","54.4","54.2","61.6"
"251-300","Technion Israel Institute of TechnologyIsraelCourses","-","33","36.1","52.1","38.9","61.9"
"251-300","Queensland University of TechnologyAustraliaCoursesExplore","-","28.8","35.6","56","73.7","76"
"251-300","Rensselaer Polytechnic InstituteUnited StatesCoursesEnquireAdmissions Support","-","30.4","31.5","65.1","79.6","40.3"
"251-300","RCSI University of Medicine and Health SciencesIrelandCoursesExplore","-","29.9","20.1","65.3","33.9","90.1"
"251-300","Ruhr University BochumGermanyCourses","-","32.8","30","54.4","66.6","51.7"
"251-300","Saint Louis UniversityUnited StatesCoursesEnquire","-","36.9","10.9","85","29.9","26.6"
"251-300","Paris-Sorbonne University – Paris 4FranceCourses","-","61","55.8","7.1","28.5","44.2"
"251-300","Simon Fraser UniversityCanadaCoursesExplore","-","23.2","29.2","72.8","42.3","61.4"
"251-300","University of SurreyUnited KingdomCoursesExplore","-","31.7","28.9","51.2","34.9","90.4"
"251-300","Syracuse UniversityUnited StatesCoursesEnquireAdmissions Support","-","31.4","20.8","77.1","36.3","38.3"
"251-300","University of TasmaniaAustraliaCoursesEnquire","-","21.8","25.7","68","42.7","79.1"
"251-300","The University of Tennessee-KnoxvilleUnited StatesCoursesEnquire","-","29.5","23.2","81.4","41.3","39.3"
"251-300","Tomsk Polytechnic UniversityRussian FederationCourses","-","31.6","15.1","82.4","60.2","32.7"
"251-300","Tulane UniversityUnited StatesCoursesEnquireAdmissions Support","-","39.1","19.3","67.8","32.4","35.3"
"251-300","Umeå UniversitySwedenCourses","-","20.8","25","74.5","31.1","56.1"
"251-300","TU WienAustriaCourses","-","34.1","32","54.6","86.5","77.3"
"251-300","Virginia Polytechnic Institute and State UniversityUnited StatesCoursesExplore","-","34.9","38.2","54.2","43.3","29.5"
"251-300","University of WollongongAustraliaCoursesExplore","-","25.8","28.4","59.3","57.9","86.8"
"251-300","Zhejiang UniversityChinaCoursesExplore","-","44.3","46","36.1","96.2","19.6"
"301-350","Aberystwyth UniversityUnited KingdomCoursesEnquire","-","21.6","18.9","67.2","31.3","72.2"
"301-350","University of Alaska FairbanksUnited StatesCoursesEnquire","-","25.1","23.1","63","51.2","53.5"
"301-350","Autonomous University of MadridSpainCourses","-","35.6","30.9","46.9","33","48.6"
"301-350","Bangor UniversityUnited KingdomCoursesEnquire","-","22.6","22.1","65.4","31","81.3"
"301-350","University of BremenGermanyCoursesVerify Documents","-","30.9","32.7","50","46","50"
"301-350","University of Cincinnati – UptownUnited StatesCoursesEnquire","-","31.3","20.4","72.1","35.3","28.3"
"301-350","University of ConnecticutUnited StatesCoursesEnquire","-","35.9","25.6","57","30.9","43.1"
"301-350","Deakin UniversityAustraliaCoursesEnquire","-","22.4","21.9","66.8","30","76.9"
"301-350","University of EssexUnited KingdomCoursesEnquire","-","33.9","33.3","38.6","28.9","93.7"
"301-350","George Mason UniversityUnited StatesCoursesEnquire","-","29.6","21.2","64.9","29.1","36.9"
"301-350","University of GreifswaldGermanyCourses","-","30.1","23.5","61.3","32.6","41.7"
"301-350","Gwangju Institute of Science and TechnologySouth KoreaCourses","-","35.2","42","43.7","45.2","36.2"
"301-350","University of HohenheimGermanyCoursesVerify Documents","-","30.9","33.8","51.5","52.8","50.3"
"301-350","University of InnsbruckAustriaCourses","-","23.6","16.9","67.3","39.9","95.7"
"301-350","Kazan Federal UniversityRussian FederationCourses","-","21.9","12.3","87.5","42.4","25.5"
"301-350","University of KentUnited KingdomCoursesExplore","-","24.6","19.1","60.9","28.8","87.2"
"301-350","Leibniz University HannoverGermanyCourses","-","36.5","36.9","39","69.6","43.2"
"301-350","Macquarie UniversityAustraliaCoursesExplore","-","28.5","27.2","52.3","33.1","90"
"301-350","Medical College of WisconsinUnited StatesCoursesEnquire","-","25.4","12.1","85.2","31.8","30.4"
"301-350","University of MilanItalyCourses","-","30.5","24.2","64.8","40.9","37.7"
"301-350","University of Milan-BicoccaItalyCourses","-","24.3","25.5","65.8","46.6","34.3"
"301-350","Montpellier UniversityFranceCourses","-","38.7","16.7","59.5","31.9","54.4"
"301-350","Nagoya UniversityJapanCourses","-","40.8","38.9","40.1","91.4","27.4"
"301-350","University of Naples Federico IIItalyCourses","-","24.7","14.8","81.3","47.4","21.1"
"301-350","National Chiao Tung UniversityTaiwanCourses","-","32.9","45.4","34.2","96.9","32"
"301-350","National Taiwan University of Science and Technology (Taiwan Tech)TaiwanCoursesExplore","-","31.7","43.1","39.1","92.2","30.5"
"301-350","University of NavarraSpainCoursesVerify Documents","-","31.9","20.8","57.5","63.5","52.6"
"301-350","University of Nebraska-LincolnUnited StatesCoursesExplore","-","30.1","30.2","53.5","35.6","45.8"
"301-350","Örebro UniversitySwedenCourses","-","18.3","10.4","87.8","29.8","39.4"
"301-350","University of OregonUnited StatesCoursesEnquire","-","21.2","22.7","72.6","30.8","33.5"
"301-350","University of PaduaItalyCourses","-","25.7","22.6","74.6","32.6","37.9"
"301-350","University of PaviaItalyCourses","-","25","22.5","65.1","69.4","40.5"
"301-350","University of PlymouthUnited KingdomCoursesEnquire","-","19.3","18","75.2","28.5","64"
"301-350","Shanghai Jiao Tong UniversityChinaCoursesExplore","-","37.8","45.2","34","92.9","27.5"
"301-350","University of Southern DenmarkDenmarkCourses","-","19.2","14.7","79.7","28","71.8"
"301-350","Stellenbosch UniversitySouth AfricaCoursesExplore","-","28.2","35","46.9","100","49.8"
"301-350","University of StrasbourgFranceCourses","-","25.5","23.4","64.4","32.8","71.6"
"301-350","TU Dortmund UniversityGermanyCourses","-","34.2","29.8","55.3","48.6","40.8"
"301-350","Toulouse 1 Capitole UniversityFranceCourses","-","18.6","35.7","56.3","32.5","66.7"
"301-350","University of TriesteItalyCourses","-","26.5","18.5","74.1","32.3","47.3"
"301-350","University of TurinItalyCourses","-","27.4","22.3","67.5","54.2","38.8"
"301-350","University of TurkuFinlandCourses","-","27.1","21.2","65.8","31.2","66.2"
"301-350","Vrije Universiteit BrusselBelgiumCoursesVerify Documents","-","28.7","24.5","56.8","77.1","64.5"
"301-350","VSB - Technical University of OstravaCzech RepublicCoursesExplore","-","18.8","15.7","85.5","32.1","22.3"
"301-350","Yonsei UniversitySouth KoreaCourses","-","37.2","34.1","39.4","75.9","41.5"
"301-350","York UniversityCanadaCoursesExplore","-","30.2","30.8","49.1","33.2","58.2"
"351-400","SUNY Binghamton UniversityUnited StatesCoursesEnquire","-","22.7","17.4","62","34","53.6"
"351-400","University of CreteGreeceCourses","-","18.6","19.2","73.6","34.5","47"
"351-400","University of CyprusCyprusCoursesExplore","-","18","28.5","56.7","30","74.7"
"351-400","Drexel UniversityUnited StatesCoursesEnquire","-","31.2","14.6","57.7","36.3","46.3"
"351-400","University of Eastern FinlandFinlandCourses","-","24.8","20.7","65.1","33.3","46.1"
"351-400","University of FlorenceItalyCourses","-","21.7","20.4","72.1","35.9","38.5"
"351-400","University of St GallenSwitzerlandCourses","-","25.8","11.2","53.5","41.8","97.6"
"351-400","Graz University of TechnologyAustriaCourses","-","26","15.8","52.9","77.2","69.3"
"351-400","University of GuelphCanadaCoursesEnquire","-","28","34.2","44.4","47.4","53.6"
"351-400","Hanyang UniversitySouth KoreaCoursesExplore","-","33.9","32.6","31.1","87.9","54.3"
"351-400","Hong Kong Baptist UniversityHong KongCoursesExplore","-","22.6","12.1","67.9","28.8","75"
"351-400","University of HoustonUnited StatesCoursesEnquire","-","34.9","26.5","52","42.3","33.9"
"351-400","Indian Institute of Technology BombayIndiaCourses","-","37.8","28.6","48.5","42.3","17.7"
"351-400","Instituto Superior Técnico LisboaPortugalCourses","-","22.2","25","59.8","38.8","43.7"
"351-400","University of JyväskyläFinlandCourses","-","28.2","25.5","55.5","34.2","47.1"
"351-400","La Trobe UniversityAustraliaCoursesEnquire","-","27","28.5","45.4","43.7","78"
"351-400","Loughborough UniversityUnited KingdomCoursesEnquire","-","31.2","32.2","41.3","36.6","72.9"
"351-400","University of ManitobaCanadaCoursesEnquire","-","27.1","26.9","49.7","41.8","57.8"
"351-400","Mizzou - University of MissouriUnited StatesCoursesEnquire","-","31.2","21","60.2","31.1","31"
"351-400","University of Modena and Reggio EmiliaItalyCourses","-","18.7","15.6","72.9","32.3","34.2"
"351-400","University of MontanaUnited StatesCoursesEnquire","-","30.8","13.6","65.5","31","21.5"
"351-400","Maynooth UniversityIrelandCourses","-","24.6","22.8","50.2","36.6","75.6"
"351-400","University of Nebraska Medical CenterUnited StatesCoursesEnquire","-","37","13.3","64.4","33.6","37.7"
"351-400","University of New Mexico (Main campus)United StatesCoursesEnquire","-","25.6","15.4","74.5","37","28.6"
"351-400","Norwegian University of Science and TechnologyNorwayCoursesVerify Documents","-","16.3","25.8","59.8","51.8","59.9"
"351-400","University of OuluFinlandCoursesExplore","-","23.1","15.9","62.3","30.9","56.9"
"351-400","Panthéon-Sorbonne University – Paris 1FranceCourses","-","53.2","47.6","6.8","28.3","47.6"
"351-400","Polytechnic University of TurinItalyCourses","-","23.7","18.6","65.9","42.5","50.6"
"351-400","University of Rome IIIItalyCourses","-","23.1","21","64.8","37.5","35.9"
"351-400","Bilkent UniversityTurkeyCourses","-","23.5","18.6","64.1","36.4","47.5"
"351-400","Sabancı UniversityTurkeyCoursesExplore","-","22.3","32.3","52.8","70","42.7"
"351-400","San Diego State UniversityUnited StatesCoursesEnquire","-","20.3","27","62.7","29.3","25.9"
"351-400","University of South AustraliaAustraliaCoursesEnquire","-","26.4","26.7","41.2","85.9","89"
"351-400","University of South Carolina-ColumbiaUnited StatesCoursesEnquire","-","31.1","21.5","58.7","30.3","24.5"
"351-400","University of South DakotaUnited StatesCoursesEnquire","-","29.3","12.1","70.4","28","17.1"
"351-400","University of CampinasBrazilCourses","-","44.6","42.3","22.6","49.4","21.1"
"351-400","University of StirlingUnited KingdomCoursesExplore","-","22.6","23.5","59.1","30.4","77.7"
"351-400","Sun Yat-sen UniversityChinaCoursesExplore","-","31.9","24.6","45.7","79.4","37"
"351-400","Swansea UniversityUnited KingdomCoursesEnquire","-","22.2","23.8","58.2","32.7","72.4"
"351-400","Swinburne University of TechnologyAustraliaCoursesEnquire","-","21.5","20.2","53.4","32.2","84.8"
"351-400","University of TartuEstoniaCourses","-","23.8","22.8","64.2","31.5","46.1"
"351-400","Temple UniversityUnited StatesCoursesEnquire","-","34","18.2","58.3","41.6","28.6"
"351-400","The University of Texas at San AntonioUnited StatesCoursesEnquire","-","18.1","16.6","74.9","28.6","29.6"
"351-400","UiT The Arctic University of NorwayNorwayCourses","-","26.5","18.7","58.8","36.8","66.1"
"351-400","Université Libre de BruxellesBelgiumCoursesVerify Documents","-","26.1","28.3","47.9","39.1","84.5"
"351-400","Lille 2 University – Health and LawFranceCourses","-","15.1","9.5","81.7","31.5","39.4"
"351-400","University College CorkIrelandCourses","-","28.6","23.8","48.4","47.1","75.5"
"351-400","Verona UniversityItalyCourses","-","23.6","13.1","76.1","36.6","38.3"
"351-400","Victoria University of WellingtonNew ZealandCoursesEnquire","-","26","28.7","44.3","45.6","88.8"
"351-400","Washington State UniversityUnited StatesCoursesEnquire","-","29","28.2","49.6","57.1","39.6"
"351-400","Wayne State UniversityUnited StatesCoursesEnquire","-","31.9","14.2","65.3","41.7","29.6"
"401-500","American UniversityUnited StatesCoursesEnquire","-","42.2","16.5","41.1","35.9","28.9"
"401-500","Aston UniversityUnited KingdomCoursesEnquire","-","18.4","20.4","51.9","34.6","92.5"
"401-500","University of AveiroPortugalCourses","-","24.8","26.5","43.6","40.1","45.9"
"401-500","University of Bari Aldo MoroItalyCourses","-","28.7","21.6","48.8","45.4","31.7"
"401-500","Bar-Ilan UniversityIsraelCourses","-","22.6","21.3","42.3","28.9","49.4"
"401-500","Makerere UniversityUgandaCourses","-","15.9","11.8","70.7","33.1","58"
"401-500","Bournemouth UniversityUnited KingdomCoursesEnquire","-","32","12.6","35.2","28.8","70.6"
"401-500","University of BresciaItalyCourses","-","15.6","14.8","72.3","35.8","36.6"
"401-500","Brno University of TechnologyCzech RepublicCourses","-","18","14.7","55.8","33.7","35.8"
"401-500","Brunel University LondonUnited KingdomCoursesEnquire","-","24.8","23.3","39.5","34.7","91.8"
"401-500","Ca’ Foscari University of VeniceItalyCourses","-","23.9","27.8","48.9","32.3","38.1"
"401-500","University of CagliariItalyCourses","-","19.4","13.2","56.8","33.6","32.6"
"401-500","University of CanterburyNew ZealandCoursesEnquireExplore","-","23.5","22.5","38.9","52.1","91"
"401-500","Catholic University of the Sacred HeartItalyCourses","-","18.6","11.3","55.4","38.7","39"
"401-500","Charles University in PragueCzech RepublicCourses","-","31.5","21.5","41","28.2","52.8"
"401-500","China Medical University, TaiwanTaiwanCoursesExplore","-","24","29.4","45","60.4","25.7"
"401-500","City, University of LondonUnited KingdomCoursesEnquire","-","23.5","21.2","43.5","28.9","89.6"
"401-500","Claude Bernard University Lyon 1FranceCourses","-","21.3","13.2","66.5","34.5","50.5"
"401-500","University of CoimbraPortugalCourses","-","28.3","26.5","42.4","34.8","46.2"
"401-500","Complutense University of MadridSpainCoursesVerify Documents","-","33.2","27.6","31.2","30.9","39.1"
"401-500","Concordia UniversityCanadaCoursesEnquire","-","19.3","23.4","36.4","30.9","77.4"
"401-500","Curtin UniversityAustraliaCoursesExplore","-","20.1","20.2","44.6","37.8","93.1"
"401-500","Dublin City UniversityIrelandCourses","-","26.1","25.2","36.3","51.7","76.7"
"401-500","East China University of Science and TechnologyChinaCourses","-","24.1","17.1","46.4","64.7","21.7"
"401-500","Ewha Womans UniversitySouth KoreaCourses","-","23.9","18.3","50.4","57.6","34.3"
"401-500","Federico Santa María Technical UniversityChileCoursesExplore","-","17.2","10.1","70.5","35.1","54.1"
"401-500","University of FerraraItalyCourses","-","17.7","17.2","63.3","35.9","41.8"
"401-500","Florida International UniversityUnited StatesCoursesExplore","-","25.7","18.1","49.4","32.7","32.8"
"401-500","University of GenoaItalyCourses","-","27.2","14.2","59.3","42.3","38.8"
"401-500","Georgia State UniversityUnited StatesCoursesEnquire","-","26.3","19.5","52.9","28.7","29.5"
"401-500","University of GrazAustriaCourses","-","24.9","16.3","53.3","29.3","68.9"
"401-500","Heriot-Watt UniversityUnited KingdomCoursesEnquire","-","23.4","22.4","36.4","45.6","90.1"
"401-500","Hokkaido UniversityJapanCourses","-","40.3","32.8","29.3","53.7","27.9"
"401-500","Howard UniversityUnited StatesCoursesEnquire","-","38.8","11","44.5","-","30.3"
"401-500","University of HullUnited KingdomCoursesEnquire","-","22.4","16.1","41.1","31.8","73.2"
"401-500","University of IdahoUnited StatesCoursesEnquire","-","28.3","19.4","40.8","32.4","32"
"401-500","Indian Institute of Technology DelhiIndiaCourses","-","35.8","25.8","33.4","62.8","15.5"
"401-500","Indian Institute of Technology KharagpurIndiaCourses","-","33.2","30.5","41.4","31.7","13.3"
"401-500","Indian Institute of Technology MadrasIndiaCourses","-","34.6","20.7","31.4","88.9","16.1"
"401-500","University of IoanninaGreeceCourses","-","14.5","17.7","56.4","32.9","36.9"
"401-500","Iran University of Science and TechnologyIranCourses","-","25.9","26","42.3","61.2","12.2"
"401-500","Johannes Kepler University of LinzAustriaCourses","-","19.2","13.8","51.6","37.4","58.5"
"401-500","University of KaiserslauternGermanyCoursesVerify Documents","-","29.6","22.6","47.5","80.2","44.1"
"401-500","Keele UniversityUnited KingdomCoursesEnquire","-","20","17.6","53","29.3","72.7"
"401-500","University of KwaZulu-NatalSouth AfricaCoursesExplore","-","20.3","25.7","41.5","38.2","58.6"
"401-500","Kyung Hee UniversitySouth KoreaCoursesExplore","-","26.1","27.6","39.2","89.4","46.4"
"401-500","Kyushu UniversityJapanCourses","-","36.5","27.5","31.8","83.2","26.4"
"401-500","Lehigh UniversityUnited StatesCoursesEnquireAdmissions Support","-","23.9","15","58.2","38.9","36"
"401-500","Louisiana State UniversityUnited StatesCoursesEnquire","-","26.8","27.7","37.8","-","26.1"
"401-500","University of MacauMacaoCoursesExplore","-","18.5","17","49.7","34.9","98.4"
"401-500","Marche Polytechnic UniversityItalyCourses","-","15.2","11","80.2","28","27.3"
"401-500","University of Maryland, Baltimore CountyUnited StatesCoursesEnquire","-","21.3","18.2","61.3","31.7","28.2"
"401-500","Murdoch UniversityAustraliaCoursesExplore","-","18.7","19.6","51.2","36.5","88.3"
"401-500","University of NantesFranceCourses","-","19.6","12.2","69.4","-","35.1"
"401-500","National and Kapodistrian University of AthensGreeceCourses","-","26.7","16.3","45.8","-","39"
"401-500","National Autonomous University of MexicoMexicoCourses","-","42.7","40.2","14.8","63.7","35.9"
"401-500","National Cheng Kung University (NCKU)TaiwanCoursesExplore","-","29.8","40.2","27.2","100","27.7"
"401-500","National Institute of Applied Sciences of Lyon (INSA Lyon)FranceCourses","-","27","10.6","41.8","40.3","63.6"
"401-500","National Yang-Ming UniversityTaiwanCourses","-","41.5","18.5","33.3","30.2","15.8"
"401-500","University of NeuchâtelSwitzerlandCourses","-","24.2","14.7","48.2","-","91.4"
"401-500","NOVA University of LisbonPortugalCourses","-","26.9","21.9","38.3","41.3","44.5"
"401-500","University of Nice Sophia AntipolisFranceCourses","-","21.4","16.1","53.7","28.5","79.5"
"401-500","Novosibirsk State UniversityRussian FederationCourses","-","41.4","30.8","26.2","38.2","32.4"
"401-500","The Open UniversityUnited KingdomCoursesEnquire","-","21","13.8","60.3","28.4","51.5"
"401-500","Oxford Brookes UniversityUnited KingdomCoursesEnquire","-","25.7","18.8","42.7","28.4","68.9"
"401-500","University of PalermoItalyCourses","-","15.3","9.1","77.4","28","23.6"
"401-500","University of ParmaItalyCourses","-","17.7","16.6","56.4","37.1","36.8"
"401-500","University of PisaItalyCourses","-","21.6","18.9","64.5","31.4","31.1"
"401-500","Universitat Politècnica de CatalunyaSpainCourses","-","25.2","14.8","44.7","40.9","63.9"
"401-500","Pontifical Catholic University of ChileChileCourses","-","28.2","21.3","37","28","52.4"
"401-500","University of PortoPortugalCourses","-","32","28.2","37.2","38.7","45.4"
"401-500","University of PortsmouthUnited KingdomCoursesEnquire","-","17.2","10.9","58.2","28.9","79.3"
"401-500","RMIT UniversityAustraliaCoursesEnquire","-","24.7","17.7","44.6","37","82.1"
"401-500","University of Rome II – Tor VergataItalyCourses","-","23.5","17.2","64.5","34.7","36.5"
"401-500","Rovira i Virgili UniversitySpainCourses","-","20.8","14.8","66.9","30.9","41.5"
"401-500","Saint Petersburg State UniversityRussian FederationCourses","-","47.9","31.4","14.5","29.5","33"
"401-500","University of SalentoItalyCourses","-","29.6","13.2","53","36.2","24.5"
"401-500","University of San FranciscoUnited StatesCoursesEnquire","-","34.2","12.9","43.8","28.6","40.1"
"401-500","University of SaskatchewanCanadaCoursesEnquireExplore","-","30.8","22.4","39.7","62.9","52.9"
"401-500","Sharif University of TechnologyIranCourses","-","26.6","30.1","33.7","87.8","15.9"
"401-500","University of SienaItalyCourses","-","23.7","17.8","45.2","33.2","39"
"401-500","Southern Cross UniversityAustraliaCoursesEnquire","-","18.9","18.3","53.3","37.7","52.7"
"401-500","SUNY University at AlbanyUnited StatesCoursesEnquire","-","25.6","35.3","35.5","28","31.4"
"401-500","University of StrathclydeUnited KingdomCoursesEnquire","-","25.9","28","31.8","44.1","71"
"401-500","University of TampereFinlandCourses","-","23.5","13.7","63.7","40","41.9"
"401-500","Boğaziçi UniversityTurkeyCourses","-","21.9","19.2","45.4","57.1","38.3"
"401-500","Tampere University of TechnologyFinlandCourses","-","23.1","17.2","45.5","67.5","54"
"401-500","Tokyo Medical and Dental University (TMDU)JapanCourses","-","39.3","18.3","36.6","59.5","23.1"
"401-500","Tokyo Metropolitan UniversityJapanCourses","-","21.6","11.4","72.2","30.9","19.9"
"401-500","University of TsukubaJapanCourses","-","40","30","33.7","42.9","34.4"
"401-500","University of UlsanSouth KoreaCourses","-","19.5","20.5","54","64.7","18.6"
"401-500","Ulster UniversityUnited KingdomCoursesEnquire","-","19.1","13.2","44.1","29.2","79"
"401-500","Université du Québec à MontréalCanadaCoursesEnquire","-","26.8","24.5","41.6","29.2","42.9"
"401-500","Universiti Teknologi MalaysiaMalaysiaCourses","-","26.3","14.6","44.7","31.1","51.7"
"401-500","University of Urbino Carlo BoItalyCourses","-","17.2","8.7","66.8","31.2","35"
"401-500","University of ValenciaSpainCourses","-","22.7","16.9","49.6","31.3","40.5"
"401-500","University of WaikatoNew ZealandCoursesEnquire","-","19.3","18.2","53.7","30.7","87"
"401-500","Western Sydney UniversityAustraliaCoursesExplore","-","20.1","24.6","52.3","30.7","54"
"401-500","Wuhan UniversityChinaCoursesExplore","-","38.2","26.8","18","97.8","36.7"
"401-500","Xiamen UniversityChinaCourses","-","26.7","15.6","47","-","25"
"501-600","American University of BeirutLebanonCourses","-","27.7","11.2","31.9","-","93"
"501-600","Amirkabir University of TechnologyIranCourses","-","24.5","25.7","34.8","55.7","7.7"
"501-600","University of the Andes, ColombiaColombiaCourses","-","21.2","13.8","31.2","28","51.7"
"501-600","University of ArkansasUnited StatesCoursesEnquire","-","25.5","17.4","30.3","36.9","25.9"
"501-600","Auburn UniversityUnited StatesCoursesEnquire","-","30.2","19.4","21","37.2","27.9"
"501-600","Babeş-Bolyai UniversityRomaniaCourses","-","27.9","12.5","32.1","28.6","35.4"
"501-600","Bauman Moscow State Technical UniversityRussian FederationCourses","-","44","23.7","3.1","68.1","15.6"
"501-600","Blaise Pascal UniversityFranceCourses","-","20.2","2.9","46.9","-","66.6"
"501-600","University of BurgundyFranceCourses","-","21.4","8.8","46.3","-","50.9"
"501-600","University of CanberraAustraliaCoursesExplore","-","18.4","19.3","29.8","36.2","54.6"
"501-600","Ben-Gurion University of the NegevIsraelCourses","-","25.8","23.1","30.1","37","52.9"
"501-600","Carleton UniversityCanadaCoursesEnquire","-","19.9","24","32","30.4","61.3"
"501-600","University of CataniaItalyCourses","-","19.2","15.9","52.9","29.5","25.3"
"501-600","Central Queensland UniversityAustraliaCoursesExplore","-","20.9","11.4","43.7","32.5","50.8"
"501-600","University of ChileChileCourses","-","28.3","19.6","30.5","-","44.1"
"501-600","China Agricultural UniversityChinaCourses","-","35.8","24.9","22.6","52.3","17.6"
"501-600","Chung-Ang UniversitySouth KoreaCourses","-","29.9","27.6","17.4","61.3","43.7"
"501-600","Czech Technical University in PragueCzech RepublicCourses","-","20.6","9.3","46.5","28.2","25"
"501-600","De Montfort UniversityUnited KingdomCoursesEnquire","-","16.8","10.1","40.1","28.5","58.4"
"501-600","East China Normal UniversityChinaCoursesExplore","-","24.6","14.7","43.3","42","30.6"
"501-600","Edith Cowan UniversityAustraliaCoursesExplore","-","18.9","16.1","35","34.5","68.7"
"501-600","Federal University of Rio de JaneiroBrazilCourses","-","32.4","19.7","18.3","42.9","25.1"
"501-600","University of GranadaSpainCoursesVerify Documents","-","24.3","14.7","45.8","29.4","36.4"
"501-600","University of HaifaIsraelCourses","-","25.5","29.5","26.2","30.3","34.7"
"501-600","Harbin Institute of TechnologyChinaCourses","-","29.4","27.3","15.7","99.8","25.6"
"501-600","University of HertfordshireUnited KingdomCoursesEnquire","-","15.5","9.5","50.5","29.3","78.9"
"501-600","Hiroshima UniversityJapanCourses","-","27.8","18.9","41.7","42.2","22.2"
"501-600","Huazhong University of Science and TechnologyChinaCoursesExplore","-","29.3","22.7","31.6","71.8","17.3"
"501-600","Indian Institute of Technology GuwahatiIndiaCourses","-","24.3","20.7","42.6","32.3","12.9"
"501-600","Indian Institute of Technology KanpurIndiaCourses","-","33.1","15","31.5","28","16.4"
"501-600","Indian Institute of Technology RoorkeeIndiaCourses","-","29.7","17.5","37.2","81.4","13.9"
"501-600","Isfahan University of TechnologyIranCourses","-","18.1","23","39.5","99.5","17.2"
"501-600","Istanbul Technical UniversityTurkeyCourses","-","19.2","25.8","26.5","72.1","22.9"
"501-600","Jadavpur UniversityIndiaCourses","-","32.8","22.2","31.8","33.8","7.7"
"501-600","Kanazawa UniversityJapanCourses","-","24.7","14.8","35.5","30.4","18.4"
"501-600","Kansas State UniversityUnited StatesCoursesEnquire","-","22.9","17.5","39.3","43.1","41.7"
"501-600","Keio UniversityJapanCourses","-","25","17.5","28.5","41.4","22.7"
"501-600","Kent State UniversityUnited StatesCoursesEnquire","-","18.4","14.2","53.8","28.5","32.4"
"501-600","King Fahd University of Petroleum and MineralsSaudi ArabiaCourses","-","25.4","16.1","24.4","81.2","84.5"
"501-600","King Saud UniversitySaudi ArabiaCourses","-","20","17.5","22.3","57.4","75.5"
"501-600","University of La LagunaSpainCourses","-","16.9","10","44.8","28.5","44.7"
"501-600","Lappeenranta-Lahti University of Technology LUTFinlandCoursesExplore","-","27.1","27.5","20.8","80.3","53"
"501-600","University of LimerickIrelandCourses","-","19.8","16.3","36.6","34","76.5"
"501-600","University of LisbonPortugalCourses","-","25.9","18.3","32.4","35.4","46.6"
"501-600","Liverpool John Moores UniversityUnited KingdomCoursesEnquire","-","16.4","11.6","45.9","28.8","62.1"
"501-600","Mahidol UniversityThailandCoursesExplore","-","26.8","15.1","28.3","71.6","44.1"
"501-600","Manchester Metropolitan UniversityUnited KingdomCoursesEnquire","-","22.7","10.6","30.8","28.3","57.8"
"501-600","University of MariborSloveniaCourses","-","17.1","11.5","42.1","38.7","33.6"
"501-600","Masaryk UniversityCzech RepublicCourses","-","21.2","22.9","27.8","28.5","48.9"
"501-600","University of the Basque CountrySpainCourses","-","18.2","19.6","43.1","30.3","34.9"
"501-600","Massey UniversityNew ZealandCoursesEnquire","-","23.1","17.1","31.9","35.8","80.5"
"501-600","Memorial University of NewfoundlandCanadaCoursesExplore","-","18.1","15.8","35.6","48.3","53.3"
"501-600","Middle East Technical UniversityTurkeyCourses","-","29.9","17.3","28.8","60","26.7"
"501-600","University of MinhoPortugalCourses","-","23.9","20.1","35.3","51.6","43.6"
"501-600","Missouri University of Science and TechnologyUnited StatesCoursesEnquire","-","23.5","18.4","28.7","52.8","40.6"
"501-600","Montana State UniversityUnited StatesCoursesEnquire","-","17.7","21.8","48","43","23.5"
"501-600","Monterrey Institute of TechnologyMexicoCoursesExplore","-","23.9","12.7","23.4","75.8","59.6"
"501-600","National Central UniversityTaiwanCourses","-","26.3","23.2","17.5","75.3","27.1"
"501-600","National Sun Yat-Sen UniversityTaiwanCourses","-","26.1","33","25.8","44.3","19.7"
"501-600","National Taiwan Normal UniversityTaiwanCoursesExplore","-","26.2","31.3","16.2","81.9","38.1"
