"Rank","NameCountry/Region","No. of FTE Students","No. of students per staff","International Students","Female:Male Ratio"
"301–350","Auckland University of TechnologyNew ZealandCoursesExplore","18,160","17.5","44%","59 : 41"
"301–350","University of BayreuthGermanyCoursesVerify Documents","12,784","36.7","8%","45 : 55"
"301–350","Birkbeck, University of LondonUnited KingdomCoursesEnquire","8,242","16.1","40%","53 : 47"
"301–350","Boston CollegeUnited StatesCoursesEnquireAdmissions Support","13,035","15.9","14%","55 : 45"
"301–350","University of BremenGermanyCoursesVerify Documents","19,173","31.4","11%","50 : 50"
"301–350","University of CanterburyNew ZealandCoursesEnquireExplore","12,492","17.2","22%","49 : 51"
"301–350","University of Colorado Denver/Anschutz Medical CampusUnited StatesCoursesEnquire","17,853","5.4","7%","56 : 44"
"301–350","University of ConnecticutUnited StatesCoursesEnquire","30,356","14.6","8%","53 : 47"
"301–350","Curtin UniversityAustraliaCoursesExplore","30,904","18.3","35%","51 : 49"
"301–350","Cyprus University of TechnologyCyprusCourses","3,114","17.7","8%","56 : 44"
"301–350","University of DenverUnited StatesCoursesEnquire","9,421","13.2","10%","57 : 43"
"301–350","Federal University of Toulouse Midi-PyrénéesFranceCourses","101,658","25.0","18%","52 : 48"
"301–350","George Mason UniversityUnited StatesCoursesEnquire","28,261","17.7","9%","54 : 46"
"301–350","Grenoble Alpes UniversityFranceCourses","40,758","17.5","13%","53 : 47"
"301–350","Heriot-Watt UniversityUnited KingdomCoursesEnquire","9,158","16.7","38%","41 : 59"
"301–350","University of HoustonUnited StatesCoursesEnquire","42,962","43.6","10%","50 : 50"
"301–350","HSE UniversityRussian FederationCourses","19,527","11.3","9%","n/a"
"301–350","Khalifa UniversityUnited Arab EmiratesCoursesExplore","3,288","8.1","28%","51 : 49"
"301–350","La Trobe UniversityAustraliaCoursesEnquire","21,203","34.8","28%","62 : 38"
"301–350","University of LiègeBelgiumCoursesVerify Documents","20,730","26.5","21%","56 : 44"
"301–350","University of MalayaMalaysiaCourses","17,095","8.9","23%","57 : 43"
"301–350","University of MilanItalyCourses","46,843","23.0","6%","59 : 41"
"301–350","Montpellier UniversityFranceCourses","39,837","19.9","14%","53 : 47"
"301–350","Nagoya UniversityJapanCourses","15,630","9.2","10%","29 : 71"
"301–350","University of Naples Federico IIItalyCourses","49,789","20.5","1%","56 : 44"
"301–350","National University of Ireland, GalwayIrelandCourses","13,888","26.8","18%","57 : 43"
"301–350","University of NewcastleAustraliaCoursesEnquire","22,220","20.9","17%","55 : 45"
"301–350","University of New Mexico (Main campus)United StatesCoursesEnquire","21,506","18.8","5%","55 : 45"
"301–350","Oregon State UniversityUnited StatesCoursesEnquire","24,280","16.2","11%","46 : 54"
"301–350","University of PisaItalyCourses","32,751","22.1","5%","52 : 48"
"301–350","Politecnico di MilanoItalyCoursesExplore","33,663","24.2","15%","34 : 66"
"301–350","Reykjavík UniversityIcelandCourses","3,110","27.2","7%","42 : 58"
"301–350","Southern University of Science and Technology (SUSTech)ChinaCoursesExplore","2,115","6.3","0%","33 : 67"
"301–350","Stellenbosch UniversitySouth AfricaCoursesExplore","23,750","26.0","8%","55 : 45"
"301–350","Sun Yat-sen UniversityChinaCoursesExplore","51,061","16.2","9%","51 : 49"
"301–350","University of TartuEstoniaCourses","8,518","11.3","6%","68 : 32"
"301–350","Technion Israel Institute of TechnologyIsraelCourses","14,703","21.8","5%","36 : 64"
"301–350","The University of Tennessee-KnoxvilleUnited StatesCoursesEnquire","25,720","16.7","5%","n/a"
"301–350","TU Dortmund UniversityGermanyCourses","33,665","102.0","10%","45 : 55"
"301–350","Tulane UniversityUnited StatesCoursesEnquireAdmissions Support","11,120","10.5","11%","57 : 43"
"301–350","Umeå UniversitySwedenCourses","16,762","11.9","11%","60 : 40"
"301–350","University College CorkIrelandCourses","16,578","22.2","18%","57 : 43"
"301–350","Université de Versailles Saint-Quentin-en-YvelinesFranceCourses","16,817","24.1","14%","59 : 41"
"301–350","Victoria UniversityAustraliaCoursesEnquire","15,153","31.1","19%","53 : 47"
"301–350","University of VictoriaCanadaCoursesEnquire","19,286","23.4","21%","56 : 44"
"301–350","Washington State UniversityUnited StatesCoursesEnquire","27,689","19.3","8%","52 : 48"
"301–350","Wayne State UniversityUnited StatesCoursesEnquire","22,123","11.0","9%","55 : 45"
"301–350","Wuhan UniversityChinaCoursesExplore","50,015","14.2","8%","n/a"
"351–400","Aberystwyth UniversityUnited KingdomCoursesEnquire","7,163","15.7","18%","47 : 53"
"351–400","Aston UniversityUnited KingdomCoursesEnquire","9,926","21.6","29%","49 : 51"
"351–400","Autonomous University of MadridSpainCourses","29,532","13.4","14%","59 : 41"
"351–400","Babol Noshirvani University of TechnologyIranCourses","5,353","30.9","0%","33 : 67"
"351–400","University of California, MercedUnited StatesCoursesEnquire","6,680","19.3","8%","51 : 49"
"351–400","City, University of LondonUnited KingdomCoursesEnquire","14,067","18.7","53%","56 : 44"
"351–400","University of Côte d’AzurFranceCourses","35,112","21.8","23%","55 : 45"
"351–400","University of CreteGreeceCourses","14,890","27.8","4%","61 : 39"
"351–400","University of CyprusCyprusCoursesExplore","6,861","22.7","10%","67 : 33"
"351–400","Deakin UniversityAustraliaCoursesEnquire","37,330","30.3","19%","58 : 42"
"351–400","Drexel UniversityUnited StatesCoursesEnquire","19,650","10.5","18%","49 : 51"
"351–400","University of Eastern FinlandFinlandCourses","11,572","18.7","7%","63 : 37"
"351–400","Free University of Bozen-BolzanoItalyCourses","3,445","11.4","11%","67 : 33"
"351–400","Hanyang UniversitySouth KoreaCoursesExplore","20,010","14.8","19%","n/a"
"351–400","Hofstra UniversityUnited StatesCoursesExplore","9,813","13.6","10%","57 : 43"
"351–400","Huazhong University of Science and TechnologyChinaCoursesExplore","56,282","16.6","5%","35 : 65"
"351–400","IMT AtlantiqueFranceCourses","1,664","8.0","45%","n/a"
"351–400","Indian Institute of Technology IndoreIndiaCourses","1,118","8.6","0%","15 : 85"
"351–400","University of InnsbruckAustriaCourses","14,524","13.0","39%","54 : 46"
"351–400","Iowa State UniversityUnited StatesCoursesEnquire","31,931","18.3","12%","44 : 56"
"351–400","Jordan University of Science and TechnologyJordanCourses","22,318","12.1","19%","57 : 43"
"351–400","Justus Liebig University GiessenGermanyCourses","28,389","47.0","9%","61 : 39"
"351–400","University of KansasUnited StatesCoursesEnquire","24,450","9.9","9%","51 : 49"
"351–400","University of KentUnited KingdomCoursesExplore","17,369","13.1","30%","53 : 47"
"351–400","Kyung Hee UniversitySouth KoreaCoursesExplore","22,013","16.9","23%","45 : 55"
"351–400","Linköping UniversitySwedenCoursesVerify Documents","18,221","8.2","11%","55 : 45"
"351–400","University of MacauMacaoCoursesExplore","9,893","15.2","36%","58 : 42"
"351–400","Maynooth UniversityIrelandCourses","8,768","27.6","12%","56 : 44"
"351–400","University of Modena and Reggio EmiliaItalyCourses","16,137","22.2","6%","53 : 47"
"351–400","Nankai UniversityChinaCoursesExplore","28,336","13.7","6%","n/a"
"351–400","National Research Nuclear University MEPhIRussian FederationCourses","6,804","9.7","21%","30 : 70"
"351–400","University of Nebraska-LincolnUnited StatesCoursesExplore","22,728","16.6","12%","48 : 52"
"351–400","Norwegian University of Science and TechnologyNorwayCoursesVerify Documents","34,803","16.2","9%","49 : 51"
"351–400","University of PerugiaItalyCourses","23,401","34.4","5%","56 : 44"
"351–400","Rensselaer Polytechnic InstituteUnited StatesCoursesEnquireAdmissions Support","7,459","15.4","19%","32 : 68"
"351–400","Rush UniversityUnited StatesCoursesEnquire","2,426","1.4","1%","74 : 26"
"351–400","Sabancı UniversityTurkeyCoursesExplore","3,632","22.0","10%","38 : 62"
"351–400","University of SalernoItalyCourses","23,171","24.3","2%","58 : 42"
"351–400","University of SienaItalyCourses","12,143","13.8","7%","59 : 41"
"351–400","University of StirlingUnited KingdomCourses","9,183","16.0","22%","62 : 38"
"351–400","University of TasmaniaAustraliaCoursesEnquire","11,920","15.0","26%","57 : 43"
"351–400","Temple UniversityUnited StatesCoursesEnquire","34,450","9.1","9%","52 : 48"
"351–400","University of TurkuFinlandCourses","12,604","16.3","6%","62 : 38"
"351–400","United Arab Emirates UniversityUnited Arab EmiratesCoursesExplore","7,494","9.2","24%","81 : 19"
"351–400","University of VermontUnited StatesCoursesEnquire","11,126","8.7","5%","56 : 44"
"351–400","Western Sydney UniversityAustraliaCoursesExplore","32,461","33.2","14%","55 : 45"
"351–400","York UniversityCanadaCoursesExplore","46,220","41.5","24%","57 : 43"
"401–500","The University of AlabamaUnited StatesCoursesEnquire","34,539","22.3","5%","55 : 45"
"401–500","University of Alabama in HuntsvilleUnited StatesCoursesEnquire","5,969","14.1","9%","44 : 56"
"401–500","American University of BeirutLebanonCourses","8,214","8.6","21%","51 : 49"
"401–500","Australian Catholic UniversityAustraliaCoursesEnquire","23,078","42.4","11%","73 : 27"
"401–500","Bangor UniversityUnited KingdomCoursesEnquire","9,277","18.9","24%","56 : 44"
"401–500","University of Bari Aldo MoroItalyCourses","30,273","20.6","1%","61 : 39"
"401–500","Bar-Ilan UniversityIsraelCourses","16,637","17.7","5%","59 : 41"
"401–500","University of BordeauxFranceCoursesExplore","54,484","21.3","13%","58 : 42"
"401–500","Brunel University LondonUnited KingdomCoursesEnquire","10,979","16.0","38%","47 : 53"
"401–500","University of CalabriaItalyCourses","29,008","33.3","2%","60 : 40"
"401–500","University of CampinasBrazilCourses","27,936","14.5","4%","47 : 53"
"401–500","Catholic University of the Sacred HeartItalyCourses","30,690","22.2","9%","66 : 34"
"401–500","Centrale NantesFranceCourses","1,656","16.0","43%","25 : 75"
"401–500","CentraleSupélecFranceCourses","4,339","12.1","32%","22 : 78"
"401–500","Charles University in PragueCzech RepublicCourses","49,236","12.9","17%","62 : 38"
"401–500","Claude Bernard University Lyon 1FranceCourses","26,034","12.3","13%","52 : 48"
"401–500","Colorado State University, Fort CollinsUnited StatesCoursesEnquire","25,374","16.5","6%","53 : 47"
"401–500","Complutense University of MadridSpainCoursesVerify Documents","64,466","20.1","14%","61 : 39"
"401–500","University of DesarrolloChileCoursesExplore","15,925","18.0","2%","55 : 45"
"401–500","Diego Portales UniversityChileCourses","16,802","14.6","2%","49 : 51"
"401–500","Dublin City UniversityIrelandCourses","9,748","27.3","14%","50 : 50"
"401–500","University of FerraraItalyCourses","14,464","24.4","7%","56 : 44"
"401–500","University of FlorenceItalyCourses","35,055","20.5","7%","55 : 45"
"401–500","Florida International UniversityUnited StatesCoursesExplore","33,394","23.9","8%","56 : 44"
"401–500","Fujita Health UniversityJapanCoursesExplore","2,810","3.1","0%","55 : 45"
"401–500","University of GenoaItalyCourses","23,547","18.9","9%","55 : 45"
"401–500","University of GeorgiaUnited StatesCoursesEnquire","34,707","16.6","8%","57 : 43"
"401–500","Georgia State UniversityUnited StatesCoursesEnquire","33,233","16.1","5%","59 : 41"
"401–500","Graz University of TechnologyAustriaCourses","6,403","10.2","19%","23 : 77"
"401–500","University of GreifswaldGermanyCourses","10,414","19.7","6%","56 : 44"
"401–500","Gwangju Institute of Science and TechnologySouth KoreaCourses","1,964","11.6","6%","26 : 74"
"401–500","Hamburg University of TechnologyGermanyCourses","7,452","50.7","18%","26 : 74"
"401–500","Harbin Institute of TechnologyChinaCourses","30,116","9.9","10%","31 : 69"
"401–500","Hasselt UniversityBelgiumCourses","5,256","32.4","12%","47 : 53"
"401–500","Hokkaido UniversityJapanCourses","18,114","7.9","10%","30 : 70"
"401–500","Hong Kong Baptist UniversityHong KongCoursesExplore","10,872","10.5","31%","62 : 38"
"401–500","Indian Institute of Technology BombayIndiaCourses","10,001","17.1","1%","18 : 82"
"401–500","Indian Institute of Technology RoorkeeIndiaCourses","7,925","17.4","2%","10 : 90"
"401–500","JSS Academy of Higher Education and ResearchIndiaCourses","5,421","8.6","8%","55 : 45"
"401–500","University of JyväskyläFinlandCourses","10,338","15.9","5%","60 : 40"
"401–500","University of KaiserslauternGermanyCoursesVerify Documents","14,648","53.9","16%","38 : 62"
"401–500","University of KentuckyUnited StatesCoursesEnquire","27,299","14.5","5%","55 : 45"
"401–500","Koç UniversityTurkeyCourses","5,378","15.7","8%","52 : 48"
"401–500","University of KwaZulu-NatalSouth AfricaCoursesExplore","35,451","28.4","5%","58 : 42"
"401–500","Kyushu UniversityJapanCourses","18,647","8.3","12%","28 : 72"
"401–500","Leibniz University HannoverGermanyCourses","26,318","44.4","12%","40 : 60"
"401–500","University of LilleFranceCourses","66,710","28.2","12%","56 : 44"
"401–500","Loughborough UniversityUnited KingdomCoursesEnquire","14,225","14.7","24%","39 : 61"
"401–500","University of ManitobaCanadaCoursesEnquire","29,260","28.4","16%","54 : 46"
"401–500","Marche Polytechnic UniversityItalyCourses","10,850","20.9","4%","48 : 52"
"401–500","Middlesex UniversityUnited KingdomCoursesEnquire","15,135","18.0","46%","60 : 40"
"401–500","University of Milan-BicoccaItalyCourses","26,508","30.4","6%","62 : 38"
"401–500","University of MontanaUnited StatesCoursesEnquire","8,957","16.1","3%","56 : 44"
"401–500","Murdoch UniversityAustraliaCoursesExplore","15,723","30.9","43%","59 : 41"
"401–500","National Taiwan University of Science and Technology (Taiwan Tech)TaiwanCoursesExplore","8,087","18.9","13%","30 : 70"
"401–500","National Tsing Hua UniversityTaiwanCourses","16,037","15.6","8%","41 : 59"
"401–500","University of Nebraska Medical CenterUnited StatesCoursesEnquire","2,806","2.3","8%","67 : 33"
"401–500","New Mexico Institute of Mining and TechnologyUnited StatesCoursesEnquire","1,791","6.3","9%","28 : 72"
"401–500","Northern Arizona UniversityUnited StatesCoursesEnquire","27,449","26.6","5%","59 : 41"
"401–500","Northumbria UniversityUnited KingdomCoursesEnquire","22,084","17.9","16%","54 : 46"
"401–500","University of OklahomaUnited StatesCoursesEnquire","27,352","10.3","7%","52 : 48"
"401–500","Örebro UniversitySwedenCourses","9,437","19.4","2%","61 : 39"
"401–500","University of PaviaItalyCourses","24,032","39.2","7%","56 : 44"
"401–500","University of PlymouthUnited KingdomCoursesEnquire","17,901","17.5","15%","54 : 46"
"401–500","Polytechnic University of BariItalyCourses","6,107","23.6","1%","32 : 68"
"401–500","Polytechnic University of TurinItalyCourses","31,008","30.4","14%","29 : 71"
"401–500","University of PortoPortugalCourses","31,855","18.9","12%","55 : 45"
"401–500","University of PortsmouthUnited KingdomCoursesEnquire","19,305","15.5","26%","45 : 55"
"401–500","Qatar UniversityQatarCourses","14,395","17.5","43%","75 : 25"
"401–500","RMIT UniversityAustraliaCoursesEnquire","32,151","20.2","27%","47 : 53"
"401–500","University of Rome II – Tor VergataItalyCourses","34,899","19.2","7%","52 : 48"
"401–500","University of Rome IIIItalyCourses","32,615","52.7","4%","58 : 42"
"401–500","Rovira i Virgili UniversitySpainCourses","12,709","12.7","10%","59 : 41"
"401–500","Royal Veterinary CollegeUnited KingdomCoursesEnquire","1,966","10.3","17%","77 : 23"
"401–500","University of St GallenSwitzerlandCourses","7,495","11.7","35%","35 : 65"
"401–500","University of SaskatchewanCanadaCoursesEnquireExplore","16,884","16.7","19%","56 : 44"
"401–500","Sciences PoFranceCourses","11,584","44.0","34%","59 : 41"
"401–500","Semmelweis UniversityHungaryCoursesExplore","10,809","9.6","32%","67 : 33"
"401–500","University of SiegenGermanyCourses","19,586","43.3","11%","49 : 51"
"401–500","SOAS University of LondonUnited KingdomCoursesExplore","4,965","11.7","54%","65 : 35"
"401–500","University of South Carolina-ColumbiaUnited StatesCoursesEnquire","31,547","16.2","6%","55 : 45"
"401–500","SUNY University at AlbanyUnited StatesCoursesEnquire","15,954","16.2","10%","52 : 48"
"401–500","University of StrasbourgFranceCourses","45,482","18.5","20%","58 : 42"
"401–500","University of StrathclydeUnited KingdomCoursesEnquire","17,727","19.4","27%","50 : 50"
"401–500","Swinburne University of TechnologyAustraliaCoursesEnquire","12,862","25.3","26%","38 : 62"
"401–500","Tampere University of TechnologyFinlandCourses","5,439","21.4","10%","23 : 77"
"401–500","Teikyo UniversityJapanCourses","23,711","18.1","2%","34 : 66"
"401–500","Tokyo Medical and Dental University (TMDU)JapanCourses","2,986","3.2","8%","50 : 50"
"401–500","Tokyo Metropolitan UniversityJapanCourses","9,185","13.4","4%","36 : 64"
"401–500","Tongji UniversityChinaCourses","36,511","13.5","10%","40 : 60"
"401–500","University of TriesteItalyCourses","16,084","22.9","9%","56 : 44"
"401–500","University of TsukubaJapanCourses","16,717","13.3","20%","39 : 61"
"401–500","The University of TulsaUnited StatesCoursesEnquire","4,563","11.9","23%","43 : 57"
"401–500","University of TurinItalyCourses","52,495","27.9","8%","61 : 39"
"401–500","UiT The Arctic University of NorwayNorwayCourses","16,266","13.4","10%","58 : 42"
"401–500","University of Urbino Carlo BoItalyCourses","14,386","40.3","6%","61 : 39"
"401–500","University of ValenciaSpainCourses","50,927","16.7","11%","62 : 38"
"401–500","Verona UniversityItalyCourses","19,030","26.1","5%","65 : 35"
"401–500","Victoria University of WellingtonNew ZealandCoursesEnquire","17,391","19.1","21%","56 : 44"
"401–500","University of WaikatoNew ZealandCoursesEnquire","9,805","17.1","18%","58 : 42"
"401–500","University of the West of ScotlandUnited KingdomCoursesEnquire","11,161","20.7","18%","58 : 42"
"401–500","University of Wisconsin-MilwaukeeUnited StatesCoursesEnquire","21,251","19.1","6%","53 : 47"
"501–600","Amirkabir University of TechnologyIranCourses","11,918","21.7","2%","35 : 65"
"501–600","University of AveiroPortugalCourses","9,842","16.5","11%","51 : 49"
"501–600","University of the Balearic IslandsSpainCourses","11,507","12.7","6%","59 : 41"
"501–600","Beihang UniversityChinaCourses","29,520","14.4","6%","n/a"
"501–600","University of BergamoItalyCourses","17,349","56.7","6%","62 : 38"
"501–600","Bilkent UniversityTurkeyCourses","10,659","15.0","7%","46 : 54"
"501–600","SUNY Binghamton UniversityUnited StatesCoursesEnquire","17,582","23.0","15%","48 : 52"
"501–600","Boğaziçi UniversityTurkeyCourses","12,374","25.4","7%","49 : 51"
"501–600","Bond UniversityAustraliaCoursesEnquire","3,273","10.7","41%","53 : 47"
"501–600","Université Bourgogne Franche-Comté (UBFC)FranceCourses","58,837","33.6","11%","54 : 46"
"501–600","Bournemouth UniversityUnited KingdomCoursesEnquire","12,777","16.5","19%","57 : 43"
"501–600","University of BresciaItalyCourses","14,296","26.2","7%","46 : 54"
"501–600","Carleton UniversityCanadaCoursesEnquire","26,856","30.3","20%","48 : 52"
"501–600","University of CataniaItalyCourses","26,267","20.6","1%","57 : 43"
"501–600","Central Queensland UniversityAustraliaCoursesExplore","13,770","26.4","28%","56 : 44"
"501–600","Charles Darwin UniversityAustraliaCoursesEnquire","6,537","25.7","34%","64 : 36"
"501–600","Chemnitz University of TechnologyGermanyCourses","10,831","47.3","22%","42 : 58"
"501–600","China Medical University, TaiwanTaiwanCoursesExplore","7,730","17.0","10%","54 : 46"
"501–600","Chung-Ang UniversitySouth KoreaCourses","13,815","18.9","18%","n/a"
"501–600","University of CoimbraPortugalCourses","21,236","17.4","17%","56 : 44"
"501–600","Creighton UniversityUnited StatesCoursesEnquire","8,281","11.5","10%","62 : 38"
"501–600","East China Normal UniversityChinaCoursesExplore","25,237","11.5","17%","66 : 34"
"501–600","Edith Cowan UniversityAustraliaCoursesExplore","17,100","36.0","26%","60 : 40"
"501–600","University of GrazAustriaCourses","20,586","22.2","14%","64 : 36"
"501–600","University of GuelphCanadaCoursesEnquire","21,644","27.8","5%","59 : 41"
"501–600","Hacettepe UniversityTurkeyCourses","42,827","19.9","4%","57 : 43"
"501–600","University of HullUnited KingdomCoursesEnquire","13,433","16.9","18%","53 : 47"
"501–600","Hunan UniversityChinaCourses","42,692","22.5","2%","45 : 55"
"501–600","University of IdahoUnited StatesCoursesEnquire","9,675","17.2","8%","48 : 52"
"501–600","Indian Institute of Technology DelhiIndiaCourses","8,130","14.9","1%","16 : 84"
"501–600","Indian Institute of Technology KanpurIndiaCourses","6,609","15.2","1%","14 : 86"
"501–600","Indian Institute of Technology KharagpurIndiaCourses","9,397","13.9","0%","14 : 86"
"501–600","ITMO UniversityRussian FederationCourses","10,268","9.3","15%","38 : 62"
"501–600","Johannes Kepler University of LinzAustriaCourses","6,345","11.1","11%","52 : 48"
"501–600","University of KashanIranCourses","7,844","25.7","4%","55 : 45"
"501–600","Keele UniversityUnited KingdomCoursesEnquire","8,505","14.7","21%","57 : 43"
"501–600","Kent State UniversityUnited StatesCoursesEnquire","24,469","19.3","10%","59 : 41"
"501–600","King Saud UniversitySaudi ArabiaCourses","38,917","11.0","10%","51 : 49"
"501–600","King Saud bin Abdulaziz University for Health SciencesSaudi ArabiaCourses","8,122","4.4","1%","47 : 53"
"501–600","University of La LagunaSpainCourses","18,736","13.1","4%","58 : 42"
"501–600","Lappeenranta-Lahti University of Technology LUTFinlandCoursesExplore","3,670","24.6","20%","31 : 69"
"501–600","Lehigh UniversityUnited StatesCoursesEnquireAdmissions Support","6,443","11.2","17%","44 : 56"
"501–600","University of LimerickIrelandCourses","13,969","21.4","17%","48 : 52"
"501–600","Lincoln UniversityNew ZealandCoursesEnquire","2,426","13.2","38%","49 : 51"
"501–600","University of LisbonPortugalCourses","50,170","18.7","11%","50 : 50"
"501–600","Liverpool John Moores UniversityUnited KingdomCoursesEnquire","18,752","17.5","13%","54 : 46"
"501–600","Louisiana State UniversityUnited StatesCoursesEnquire","29,533","20.5","6%","52 : 48"
"501–600","Makerere UniversityUgandaCourses","38,596","29.2","8%","52 : 48"
"501–600","University of Maryland, Baltimore CountyUnited StatesCoursesEnquire","11,647","18.6","8%","45 : 55"
"501–600","Massey UniversityNew ZealandCoursesEnquire","18,944","15.7","30%","62 : 38"
"501–600","Memorial University of NewfoundlandCanadaCoursesExplore","15,154","13.8","16%","57 : 43"
"501–600","Missouri University of Science and TechnologyUnited StatesCoursesEnquire","8,135","22.7","15%","23 : 77"
"501–600","Montana State UniversityUnited StatesCoursesEnquire","14,192","18.8","4%","46 : 54"
"501–600","Nanjing University of Information Science and TechnologyChinaCourses","19,265","14.6","3%","n/a"
"501–600","National and Kapodistrian University of AthensGreeceCourses","54,364","27.5","11%","62 : 38"
"501–600","National Cheng Kung University (NCKU)TaiwanCoursesExplore","20,511","13.7","12%","36 : 64"
"501–600","National Chiao Tung UniversityTaiwanCourses","12,053","16.8","12%","28 : 72"
"501–600","National Yang-Ming UniversityTaiwanCourses","4,255","5.1","2%","48 : 52"
"501–600","University of NeuchâtelSwitzerlandCourses","4,352","9.0","22%","59 : 41"
"501–600","New Jersey Institute of TechnologyUnited StatesCoursesEnquire","12,044","19.8","19%","24 : 76"
"501–600","Norwegian University of Life SciencesNorwayCourses","5,700","6.9","23%","60 : 40"
"501–600","NOVA University of LisbonPortugalCourses","19,885","18.6","17%","50 : 50"
"501–600","Novosibirsk State UniversityRussian FederationCourses","7,250","6.4","19%","57 : 43"
"501–600","Oklahoma State UniversityUnited StatesCoursesEnquire","21,638","15.6","7%","49 : 51"
"501–600","The Open UniversityUnited KingdomCoursesEnquire","64,638","34.0","8%","61 : 39"
"501–600","Oxford Brookes UniversityUnited KingdomCoursesEnquire","14,006","16.7","28%","59 : 41"
"501–600","University of PalermoItalyCourses","28,801","19.5","1%","58 : 42"
"501–600","Panthéon-Sorbonne University – Paris 1FranceCourses","40,917","33.7","20%","60 : 40"
"501–600","University of ParmaItalyCourses","24,346","26.3","6%","56 : 44"
"501–600","Universidad Peruana Cayetano HerediaPeruCourses","5,885","12.1","0%","60 : 40"
"501–600","University of the PhilippinesPhilippinesCourses","45,410","9.7","1%","53 : 47"
"501–600","Universitat Politècnica de CatalunyaSpainCourses","21,591","9.1","14%","28 : 72"
"501–600","Pontifical Javeriana UniversityColombiaCourses","29,643","16.4","1%","56 : 44"
"501–600","Renmin University of ChinaChinaCourses","25,168","11.8","6%","n/a"
"501–600","Saint Louis UniversityUnited StatesCoursesEnquire","11,220","7.3","7%","59 : 41"
"501–600","Saint Petersburg State UniversityRussian FederationCourses","21,644","7.3","11%","64 : 36"
"501–600","University of SalentoItalyCourses","11,927","28.4","1%","63 : 37"
"501–600","San Diego State UniversityUnited StatesCoursesEnquire","29,974","30.3","8%","55 : 45"
"501–600","Savitribai Phule Pune UniversityIndiaCourses","6,186","15.3","2%","46 : 54"
"501–600","Sejong UniversitySouth KoreaCourses","11,886","16.4","9%","47 : 53"
"501–600","Shandong UniversityChinaCourses","46,351","13.7","6%","n/a"
"501–600","Soochow UniversityChinaCoursesExplore","42,684","15.2","7%","58 : 42"
"501–600","South China University of TechnologyChinaCourses","42,472","14.5","5%","36 : 64"
"501–600","Southeast UniversityChinaCourses","33,063","11.8","5%","40 : 60"
"501–600","Southern Cross UniversityAustraliaCoursesEnquire","8,678","24.5","21%","64 : 36"
"501–600","Stevens Institute of TechnologyUnited StatesCoursesEnquire","5,636","16.2","35%","29 : 71"
"501–600","Taipei Medical UniversityTaiwanCoursesExplore","5,895","10.5","9%","57 : 43"
"501–600","The University of Texas at San AntonioUnited StatesCoursesEnquire","26,089","25.1","5%","50 : 50"
"501–600","Tianjin UniversityChinaCourses","33,429","12.9","5%","n/a"
"501–600","University of ToledoUnited StatesCoursesEnquire","18,238","15.2","11%","50 : 50"
"501–600","Tomsk Polytechnic UniversityRussian FederationCourses","9,682","8.7","26%","33 : 67"
"501–600","Tomsk State UniversityRussian FederationCourses","7,673","9.6","29%","n/a"
"501–600","Universiti Tunku Abdul Rahman (UTAR)MalaysiaCoursesExplore","19,179","17.2","2%","52 : 48"
"501–600","University of UdineItalyCourses","11,472","17.1","6%","53 : 47"
"501–600","University of UlsanSouth KoreaCourses","13,523","12.3","4%","46 : 54"
"501–600","The University of the West IndiesJamaicaCoursesExplore","43,295","12.5","4%","68 : 32"
"501–600","Worcester Polytechnic InstituteUnited StatesCoursesEnquire","5,517","12.6","22%","33 : 67"
"501–600","Xiamen UniversityChinaCourses","40,507","14.9","5%","49 : 51"
"501–600","Xi’an Jiaotong UniversityChinaCourses","33,973","10.8","5%","34 : 66"
"601–800","University of the AegeanGreeceCourses","12,352","38.7","1%","57 : 43"
"601–800","The University of AizuJapanCoursesExplore","1,165","10.5","5%","11 : 89"
"601–800","University of AlcaláSpainCourses","17,711","12.8","22%","55 : 45"
"601–800","University of AlgarvePortugalCourses","7,501","12.4","13%","57 : 43"
"601–800","American University in CairoEgyptCourses","5,997","13.7","4%","54 : 46"
"601–800","Amrita Vishwa VidyapeethamIndiaCourses","14,395","11.9","13%","n/a"
"601–800","University of the Andes, ColombiaColombiaCourses","15,921","8.7","2%","45 : 55"
"601–800","Aristotle University of ThessalonikiGreeceCourses","46,597","26.3","5%","58 : 42"
"601–800","University of ArkansasUnited StatesCoursesEnquire","24,545","20.3","6%","52 : 48"
"601–800","Athens University of Economics and BusinessGreeceCourses","9,839","46.9","4%","47 : 53"
"601–800","Auburn UniversityUnited StatesCoursesEnquire","24,274","18.2","6%","50 : 50"
"601–800","Banaras Hindu UniversityIndiaCourses","12,220","9.3","3%","27 : 73"
"601–800","University of the Basque CountrySpainCourses","42,581","14.6","4%","53 : 47"
"601–800","Baylor UniversityUnited StatesCoursesEnquire","16,932","16.6","5%","57 : 43"
"601–800","Beijing Institute of TechnologyChinaCourses","28,910","11.8","8%","35 : 65"
"601–800","University of Beira InteriorPortugalCourses","6,909","15.6","10%","52 : 48"
"601–800","Ben-Gurion University of the NegevIsraelCourses","15,133","18.9","3%","53 : 47"
"601–800","Benha UniversityEgyptCourses","89,763","29.0","5%","42 : 58"
"601–800","Beni-Suef UniversityEgyptCourses","66,543","26.1","1%","44 : 56"
"601–800","University of BradfordUnited KingdomCoursesEnquire","9,239","16.9","28%","56 : 44"
"601–800","University of BrightonUnited KingdomCoursesEnquire","16,906","17.5","22%","58 : 42"
