"Rank","NameCountry/Region","No. of FTE Students","No. of students per staff","International Students","Female:Male Ratio"
"601–800","Ca’ Foscari University of VeniceItalyCourses","16,090","34.3","9%","65 : 35"
"601–800","University of CagliariItalyCourses","27,885","24.0","2%","59 : 41"
"601–800","Carlos III University of MadridSpainCoursesExplore","16,917","11.0","15%","43 : 57"
"601–800","Catholic University of PortugalPortugalCourses","10,904","10.7","16%","60 : 40"
"601–800","University of Central FloridaUnited StatesCoursesEnquire","54,697","36.2","3%","56 : 44"
"601–800","Central South UniversityChinaCoursesExplore","53,069","17.3","2%","41 : 59"
"601–800","Chang Gung UniversityTaiwanCourses","7,527","12.3","4%","44 : 56"
"601–800","Chiba UniversityJapanCourses","13,898","10.0","5%","37 : 63"
"601–800","University of ChileChileCourses","39,345","17.1","6%","47 : 53"
"601–800","China Agricultural UniversityChinaCourses","19,056","11.5","1%","58 : 42"
"601–800","China University of Geosciences, BeijingChinaCourses","18,114","17.4","1%","32 : 68"
"601–800","University of Clermont AuvergneFranceCourses","34,572","18.3","13%","57 : 43"
"601–800","COMSATS University IslamabadPakistanCourses","31,413","10.9","1%","25 : 75"
"601–800","Concordia UniversityCanadaCoursesEnquire","32,065","30.6","28%","50 : 50"
"601–800","University of Costa RicaCosta RicaCourses","32,276","14.3","2%","50 : 50"
"601–800","Covenant UniversityNigeriaCoursesExplore","9,369","18.1","0%","37 : 63"
"601–800","Coventry UniversityUnited KingdomCoursesExplore","25,118","14.4","45%","48 : 52"
"601–800","Dalian University of TechnologyChinaCourses","39,075","16.2","2%","35 : 65"
"601–800","University of DaytonUnited StatesCoursesEnquire","10,116","13.9","13%","52 : 48"
"601–800","University of DelhiIndiaCourses","22,854","23.8","1%","47 : 53"
"601–800","De Montfort UniversityUnited KingdomCoursesEnquire","17,131","19.2","25%","57 : 43"
"601–800","University of DeustoSpainCoursesVerify Documents","8,665","21.3","11%","59 : 41"
"601–800","East China University of Science and TechnologyChinaCourses","21,602","11.9","1%","40 : 60"
"601–800","Eastern Mediterranean UniversityNorthern CyprusCoursesExplore","19,694","30.6","84%","37 : 63"
"601–800","École Centrale de LyonFranceCourses","1,938","15.6","29%","26 : 74"
"601–800","École normale supérieure Paris-SaclayFranceCourses","1,830","11.7","15%","30 : 70"
"601–800","Edinburgh Napier UniversityUnited KingdomCourses","11,156","20.0","32%","56 : 44"
"601–800","Embry-Riddle Aeronautical UniversityUnited StatesCoursesEnquire","16,010","17.3","10%","17 : 83"
"601–800","Eötvös Loránd UniversityHungaryCoursesExplore","27,267","19.4","10%","65 : 35"
"601–800","Ewha Womans UniversitySouth KoreaCourses","14,893","14.3","14%","100 : 0"
"601–800","Federal University of Minas GeraisBrazilCourses","44,108","13.3","2%","53 : 47"
"601–800","Federal University of Rio de JaneiroBrazilCourses","55,109","14.0","2%","54 : 46"
"601–800","Universidade Federal do Rio Grande do SulBrazilCourses","47,931","17.1","2%","50 : 50"
"601–800","Universidade Federal de São Paulo (UNIFESP)BrazilCourses","13,520","8.6","1%","60 : 40"
"601–800","Federico Santa María Technical UniversityChileCoursesExplore","19,273","27.9","3%","24 : 76"
"601–800","Fordham UniversityUnited StatesCoursesEnquire","12,646","12.5","15%","59 : 41"
"601–800","Fuzhou UniversityChinaCourses","34,664","16.6","1%","42 : 58"
"601–800","Glasgow Caledonian UniversityUnited KingdomCoursesEnquire","12,986","20.1","18%","59 : 41"
"601–800","University of GranadaSpainCoursesVerify Documents","52,989","14.9","10%","57 : 43"
"601–800","University of GreenwichUnited KingdomCoursesEnquire","14,579","17.9","35%","57 : 43"
"601–800","University of HaifaIsraelCourses","17,848","30.6","2%","66 : 34"
"601–800","University of HertfordshireUnited KingdomCoursesEnquire","17,555","17.6","28%","54 : 46"
"601–800","Hiroshima UniversityJapanCourses","14,875","8.6","7%","37 : 63"
"601–800","Huazhong Agricultural UniversityChinaCourses","26,178","17.9","2%","53 : 47"
"601–800","University of HuddersfieldUnited KingdomCoursesEnquire","15,055","21.5","26%","55 : 45"
"601–800","University of IbadanNigeriaCourses","25,416","15.6","1%","46 : 54"
"601–800","Ilmenau University of TechnologyGermanyCourses","6,253","8.0","20%","27 : 73"
"601–800","Indian Institute of Science Education and Research, PuneIndiaCourses","1,130","8.5","0%","33 : 67"
"601–800","Indian Institute of Technology BhubaneswarIndiaCourses","1,016","9.4","0%","15 : 85"
"601–800","Indian Institute of Technology GuwahatiIndiaCourses","5,592","13.2","1%","17 : 83"
"601–800","Indian Institute of Technology HyderabadIndiaCourses","1,969","11.7","0%","20 : 80"
"601–800","Indian Institute of Technology MadrasIndiaCourses","9,013","15.8","1%","20 : 80"
"601–800","University of IndonesiaIndonesiaCourses","41,144","10.1","8%","60 : 40"
"601–800","University of IoanninaGreeceCourses","22,492","44.3","3%","56 : 44"
"601–800","Iran University of Science and TechnologyIranCourses","14,208","33.5","0%","31 : 69"
"601–800","ISCTE-University Institute of LisbonPortugalCourses","8,866","25.2","13%","49 : 51"
"601–800","Isfahan University of TechnologyIranCourses","9,816","20.7","1%","43 : 57"
"601–800","Istanbul Technical UniversityTurkeyCourses","34,594","22.8","4%","34 : 66"
"601–800","Jadavpur UniversityIndiaCourses","11,515","17.5","1%","32 : 68"
"601–800","Jagiellonian UniversityPolandCourses","42,131","11.5","7%","67 : 33"
"601–800","Jaume I UniversitySpainCourses","12,581","16.5","9%","58 : 42"
"601–800","University of JohannesburgSouth AfricaCoursesExplore","25,515","24.0","9%","55 : 45"
"601–800","Juntendo UniversityJapanCourses","4,407","3.8","2%","52 : 48"
"601–800","Kafrelsheikh UniversityEgyptCourses","66,990","40.7","1%","51 : 49"
"601–800","Kansas State UniversityUnited StatesCoursesEnquire","21,970","14.6","9%","50 : 50"
"601–800","Kazan Federal UniversityRussian FederationCourses","26,021","10.8","11%","68 : 32"
"601–800","Universiti Kebangsaan MalaysiaMalaysiaCourses","18,904","11.1","14%","60 : 40"
"601–800","Keio UniversityJapanCourses","34,740","10.6","7%","35 : 65"
"601–800","Kindai UniversityJapanCourses","32,322","13.5","2%","30 : 70"
"601–800","King Fahd University of Petroleum and MineralsSaudi ArabiaCourses","6,427","6.3","18%","0 : 100"
"601–800","Kingston UniversityUnited KingdomCoursesEnquire","16,545","20.3","36%","56 : 44"
"601–800","Kobe UniversityJapanCourses","15,786","7.7","7%","35 : 65"
"601–800","Konkuk UniversitySouth KoreaCourses","14,173","26.7","14%","59 : 41"
"601–800","University of Las Palmas de Gran CanariaSpainCourses","18,532","16.4","7%","56 : 44"
"601–800","Lebanese American UniversityLebanonCourses","7,734","13.6","19%","51 : 49"
"601–800","University of LeobenAustriaCourses","3,103","6.1","16%","23 : 77"
"601–800","University of LincolnUnited KingdomCourses","11,477","15.8","14%","55 : 45"
"601–800","University of LjubljanaSloveniaCourses","40,834","15.2","5%","60 : 40"
"601–800","University of LorraineFranceCourses","57,103","19.0","15%","52 : 48"
"601–800","Louisiana Tech UniversityUnited StatesCoursesEnquire","11,138","27.4","4%","45 : 55"
"601–800","Mahidol UniversityThailandCoursesExplore","28,611","10.2","4%","64 : 36"
"601–800","Manchester Metropolitan UniversityUnited KingdomCoursesEnquire","27,732","15.4","16%","58 : 42"
"601–800","Mansoura UniversityEgyptCourses","136,359","25.0","3%","54 : 46"
"601–800","Marquette UniversityUnited StatesCoursesEnquire","10,494","12.3","5%","53 : 47"
"601–800","Masaryk UniversityCzech RepublicCourses","33,243","21.5","21%","62 : 38"
"601–800","Mashhad University of Medical SciencesIranCourses","9,015","10.6","2%","61 : 39"
"601–800","Middle East Technical UniversityTurkeyCourses","27,294","32.2","6%","44 : 56"
"601–800","Miguel Hernández University of ElcheSpainCourses","13,667","20.8","4%","50 : 50"
"601–800","University of MinhoPortugalCourses","18,299","18.4","10%","54 : 46"
"601–800","Mississippi State UniversityUnited StatesCoursesEnquire","23,609","18.6","3%","51 : 49"
"601–800","Monterrey Institute of TechnologyMexicoCoursesExplore","14,215","16.1","11%","41 : 59"
"601–800","Nanjing Agricultural UniversityChinaCourses","26,198","15.9","2%","55 : 45"
"601–800","Nanjing Medical UniversityChinaCourses","13,707","9.1","5%","n/a"
"601–800","Nanjing Normal UniversityChinaCourses","26,894","13.2","3%","70 : 30"
"601–800","Nanjing Tech UniversityChinaCourses","31,846","14.2","1%","n/a"
"601–800","University of NantesFranceCourses","36,520","24.5","10%","56 : 44"
"601–800","National Autonomous University of MexicoMexicoCourses","162,018","13.6","6%","51 : 49"
"601–800","National Institute of Applied Sciences of Lyon (INSA Lyon)FranceCourses","6,125","8.8","29%","32 : 68"
"601–800","National Institute of Technology RourkelaIndiaCourses","6,010","20.0","4%","19 : 81"
"601–800","National University of Science and Technology (MISiS)Russian FederationCourses","7,334","10.4","24%","38 : 62"
"601–800","National Sun Yat-Sen UniversityTaiwanCourses","9,522","14.9","5%","39 : 61"
"601–800","National Taiwan Normal UniversityTaiwanCoursesExplore","10,621","12.6","26%","56 : 44"
"601–800","University of Nevada, Las VegasUnited StatesCoursesEnquire","25,120","26.1","5%","56 : 44"
"601–800","New Mexico State University (Main campus)United StatesCoursesEnquire","13,329","17.3","8%","53 : 47"
"601–800","Nippon Medical SchoolJapanCourses","837","6.3","1%","33 : 67"
"601–800","University of North Carolina at GreensboroUnited StatesCoursesEnquire","18,593","24.9","3%","66 : 34"
"601–800","Northeast Normal UniversityChinaCourses","25,325","16.2","2%","72 : 28"
"601–800","Northwestern Polytechnical UniversityChinaCoursesExplore","27,423","13.6","3%","26 : 74"
"601–800","Nottingham Trent UniversityUnited KingdomCoursesEnquire","23,462","15.9","19%","57 : 43"
"601–800","Old Dominion UniversityUnited StatesCoursesEnquire","19,064","19.3","3%","54 : 46"
"601–800","Open University of CataloniaSpainCourses","20,133","54.6","3%","55 : 45"
"601–800","Otto von Guericke University of MagdeburgGermanyCourses","14,427","12.1","16%","43 : 57"
"601–800","University of OviedoSpainCourses","18,689","10.8","3%","52 : 48"
"601–800","Palacký University OlomoucCzech RepublicCourses","17,968","11.5","12%","69 : 31"
"601–800","Panjab UniversityIndiaCourses","18,360","21.5","1%","47 : 53"
"601–800","University of PécsHungaryCoursesExplore","17,456","13.3","18%","58 : 42"
"601–800","Peter the Great St Petersburg Polytechnic UniversityRussian FederationCoursesExplore","18,420","8.8","24%","40 : 60"
"601–800","Polytechnic Institute of PortoPortugalCourses","18,215","17.0","6%","46 : 54"
"601–800","Polytechnic University of ValenciaSpainCourses","21,945","9.4","13%","38 : 62"
"601–800","Pontifical Catholic University of ChileChileCourses","27,485","15.2","7%","n/a"
"601–800","Pontifical Catholic University of Rio de Janeiro (PUC-Rio)BrazilCourses","15,415","18.7","6%","52 : 48"
"601–800","Portland State UniversityUnited StatesCoursesEnquire","20,666","18.4","9%","54 : 46"
"601–800","University of PretoriaSouth AfricaCoursesExplore","35,687","23.2","8%","56 : 44"
"601–800","Pusan National UniversitySouth KoreaCoursesExplore","24,409","18.4","11%","47 : 53"
"601–800","Université du QuébecCanadaCoursesEnquire","54,198","20.2","10%","57 : 43"
"601–800","University of ReginaCanadaCoursesExplore","12,585","22.5","15%","60 : 40"
"601–800","University of Rennes 1FranceCourses","27,685","17.4","11%","53 : 47"
"601–800","Rikkyo UniversityJapanCourses","20,542","24.7","3%","52 : 48"
"601–800","Rochester Institute of TechnologyUnited StatesCoursesEnquire","14,200","16.2","18%","34 : 66"
"601–800","Roskilde UniversityDenmarkCourses","6,109","16.1","10%","63 : 37"
"601–800","RUDN UniversityRussian FederationCourses","19,350","10.8","25%","58 : 42"
"601–800","Universiti Sains MalaysiaMalaysiaCourses","21,394","11.2","13%","65 : 35"
"601–800","University of SalamancaSpainCourses","29,243","17.7","15%","58 : 42"
"601–800","University of SalfordUnited KingdomCoursesEnquire","15,947","18.8","25%","51 : 49"
"601–800","University of San DiegoUnited StatesCoursesEnquire","7,671","13.0","8%","56 : 44"
"601–800","University of Santiago de CompostelaSpainCourses","26,118","15.2","8%","62 : 38"
"601–800","University of SassariItalyCourses","12,227","21.2","1%","61 : 39"
"601–800","University of SevilleSpainCourses","55,395","19.4","7%","54 : 46"
"601–800","Sharif University of TechnologyIranCourses","9,435","19.0","0%","26 : 74"
"601–800","Shenzhen UniversityChinaCoursesExplore","34,095","17.2","1%","47 : 53"
"601–800","Université de SherbrookeCanadaCoursesEnquire","15,148","12.7","8%","55 : 45"
"601–800","Shiraz University of TechnologyIranCourses","1,512","14.5","0%","36 : 64"
"601–800","Sichuan UniversityChinaCourses","59,998","13.8","3%","50 : 50"
"601–800","Sogang UniversitySouth KoreaCourses","9,636","22.2","8%","43 : 57"
"601–800","University of South AlabamaUnited StatesCoursesEnquire","14,391","15.0","6%","61 : 39"
"601–800","University of South DakotaUnited StatesCoursesEnquire","15,570","35.3","3%","61 : 39"
"601–800","University of Southern QueenslandAustraliaCourses","11,815","26.4","16%","58 : 42"
"601–800","University of SplitCroatiaCourses","20,093","28.3","2%","n/a"
"601–800","Suez Canal UniversityEgyptCourses","39,113","12.5","1%","62 : 38"
"601–800","University of the Sunshine CoastAustraliaCoursesExplore","8,915","29.2","16%","64 : 36"
"601–800","University of SzegedHungaryCourses","20,388","13.1","14%","57 : 43"
"601–800","University of TabrizIranCourses","23,480","29.9","0%","50 : 50"
"601–800","Tallinn University of TechnologyEstoniaCourses","10,431","20.8","15%","43 : 57"
"601–800","Technical University of MadridSpainCourses","39,269","13.2","13%","32 : 68"
"601–800","University of Technology of CompiègneFranceCourses","4,254","15.9","24%","37 : 63"
"601–800","University of TehranIranCourses","55,645","25.7","2%","43 : 57"
"601–800","Tehran University of Medical SciencesIranCourses","12,230","7.2","6%","58 : 42"
"601–800","Universiti Teknologi MalaysiaMalaysiaCourses","17,726","10.9","17%","52 : 48"
"601–800","Universiti Teknologi PetronasMalaysiaCourses","6,448","16.5","21%","33 : 67"
"601–800","University of Texas at ArlingtonUnited StatesCoursesEnquire","27,061","23.8","15%","55 : 45"
"601–800","University of Texas at El PasoUnited StatesCoursesEnquire","16,744","23.6","8%","53 : 47"
"601–800","Texas Tech UniversityUnited StatesCoursesEnquire","32,486","22.2","9%","46 : 54"
"601–800","Tezpur UniversityIndiaCourses","3,454","12.4","0%","38 : 62"
"601–800","University of Trás-os-Montes and Alto DouroPortugalCourses","6,770","12.4","4%","57 : 43"
"601–800","Ulster UniversityUnited KingdomCoursesEnquire","17,919","18.9","8%","56 : 44"
"601–800","University of VigoSpainCourses","19,699","17.0","6%","50 : 50"
"601–800","University of WarsawPolandCourses","49,752","14.0","9%","65 : 35"
"601–800","Waseda UniversityJapanCourses","49,761","16.0","10%","37 : 63"
"601–800","University of the West of EnglandUnited KingdomCoursesEnquire","20,893","18.0","20%","53 : 47"
"601–800","University of the Western CapeSouth AfricaCourses","21,246","32.4","8%","60 : 40"
"601–800","Western Washington UniversityUnited StatesCoursesEnquire","13,726","17.7","1%","57 : 43"
"601–800","University of WestminsterUnited KingdomCoursesEnquire","16,966","18.1","47%","59 : 41"
"601–800","West Virginia UniversityUnited StatesCoursesEnquire","23,689","16.8","8%","47 : 53"
"601–800","University of WindsorCanadaCoursesEnquire","13,427","24.8","18%","n/a"
"601–800","University of WolverhamptonUnited KingdomCoursesEnquire","15,468","20.4","21%","59 : 41"
"601–800","Yeungnam UniversitySouth KoreaCourses","20,389","14.5","5%","50 : 50"
"601–800","Yokohama City UniversityJapanCourses","4,910","3.7","2%","56 : 44"
"601–800","University of ZaragozaSpainCourses","28,008","10.3","4%","54 : 46"
"801–1000","Acharya Nagarjuna UniversityIndiaCourses","4,730","13.4","5%","35 : 65"
"801–1000","University of A CoruñaSpainCourses","15,159","11.4","2%","52 : 48"
"801–1000","Adam Mickiewicz University, PoznańPolandCourses","37,630","14.0","2%","70 : 30"
"801–1000","AGH University of Science and TechnologyPolandCourses","31,252","14.1","2%","n/a"
"801–1000","University of Agriculture, FaisalabadPakistanCourses","22,178","32.0","0%","42 : 58"
"801–1000","Aichi Medical UniversityJapanCourses","1,272","2.9","1%","60 : 40"
"801–1000","Ajou UniversitySouth KoreaCourses","11,349","10.0","5%","36 : 64"
"801–1000","Alexandria UniversityEgyptCourses","175,270","25.0","3%","54 : 46"
"801–1000","Al-Farabi Kazakh National UniversityKazakhstanCourses","16,931","4.6","14%","56 : 44"
"801–1000","University of AlicanteSpainCourses","27,639","19.0","9%","58 : 42"
"801–1000","Aligarh Muslim UniversityIndiaCourses","17,884","14.3","2%","32 : 68"
"801–1000","University of AlmeríaSpainCourses","12,883","19.2","7%","56 : 44"
"801–1000","American University of SharjahUnited Arab EmiratesCourses","5,769","14.2","84%","49 : 51"
"801–1000","Anadolu UniversityTurkeyCourses","1,413,003","865.8","1%","44 : 56"
"801–1000","Asia University, TaiwanTaiwanCourses","12,320","26.0","3%","58 : 42"
"801–1000","Atılım UniversityTurkeyCoursesExplore","7,624","13.7","7%","40 : 60"
"801–1000","Austral University of ChileChileCourses","14,873","16.7","2%","49 : 51"
"801–1000","Universidad Autónoma de QuerétaroMexicoCourses","21,812","36.8","1%","56 : 44"
"801–1000","Azarbaijan Shahid Madani UniversityIranCourses","6,322","23.9","0%","65 : 35"
"801–1000","Babeş-Bolyai UniversityRomaniaCourses","36,888","24.5","2%","64 : 36"
"801–1000","University of BaghdadIraqCourses","66,948","10.2","0%","58 : 42"
"801–1000","Bandung Institute of Technology (ITB)IndonesiaCourses","18,643","11.8","2%","41 : 59"
"801–1000","Bauman Moscow State Technical UniversityRussian FederationCourses","20,510","3.9","7%","25 : 75"
"801–1000","University of BedfordshireUnited KingdomCoursesEnquire","10,683","18.8","32%","62 : 38"
"801–1000","Beijing Jiaotong UniversityChinaCourses","25,110","13.4","7%","n/a"
"801–1000","University of BéjaïaAlgeriaCourses","42,689","25.8","0%","61 : 39"
"801–1000","Belgorod State National Research UniversityRussian FederationCourses","13,883","12.9","15%","67 : 33"
"801–1000","University of BelgradeSerbiaCourses","99,760","21.1","5%","61 : 39"
"801–1000","Birla Institute of Technology and Science, PilaniIndiaCourses","12,612","17.2","0%","19 : 81"
"801–1000","University of BrasíliaBrazilCourses","52,039","18.4","2%","51 : 49"
"801–1000","Brno University of TechnologyCzech RepublicCourses","21,522","20.8","21%","28 : 72"
"801–1000","University of BucharestRomaniaCourses","31,388","24.2","2%","70 : 30"
"801–1000","Budapest University of Technology and EconomicsHungaryCourses","19,499","17.6","7%","30 : 70"
"801–1000","University of BurgosSpainCourses","7,394","13.4","3%","56 : 44"
"801–1000","Cairo UniversityEgyptCourses","233,999","42.1","2%","47 : 53"
"801–1000","California Polytechnic State University, San Luis ObispoUnited StatesCoursesEnquire","19,461","20.1","2%","48 : 52"
"801–1000","Capital Medical UniversityChinaCourses","12,826","7.1","5%","68 : 32"
"801–1000","University of Castilla-La ManchaSpainCoursesExplore","23,309","13.6","6%","56 : 44"
"801–1000","University of Central LancashireUnited KingdomCoursesEnquire","18,389","16.4","18%","57 : 43"
"801–1000","University of Cergy-PontoiseFranceCourses","17,161","19.1","15%","56 : 44"
"801–1000","University of Chemistry and Technology, PragueCzech RepublicCourses","4,312","10.0","20%","62 : 38"
"801–1000","Chiang Mai UniversityThailandCourses","36,635","16.2","1%","61 : 39"
"801–1000","China University of Geosciences, WuhanChinaCourses","28,652","17.2","3%","n/a"
"801–1000","China University of Mining and TechnologyChinaCourses","45,518","18.8","2%","30 : 70"
"801–1000","China University of Petroleum, BeijingChinaCourses","15,127","18.9","4%","n/a"
"801–1000","China Pharmaceutical UniversityChinaCourses","15,646","17.0","2%","n/a"
"801–1000","Chongqing UniversityChinaCourses","47,031","17.0","4%","n/a"
"801–1000","Chonnam National UniversitySouth KoreaCoursesExplore","23,261","17.1","5%","49 : 51"
"801–1000","Chulalongkorn UniversityThailandCoursesExplore","36,781","12.3","2%","59 : 41"
"801–1000","Chung Yuan Christian UniversityTaiwanCourses","16,034","33.0","11%","43 : 57"
"801–1000","Comenius University in BratislavaSlovakiaCourses","21,376","10.4","12%","67 : 33"
"801–1000","Czech University of Life Sciences Prague (CULS)Czech RepublicCourses","17,094","20.5","19%","54 : 46"
"801–1000","Czech Technical University in PragueCzech RepublicCourses","20,387","13.1","18%","31 : 69"
"801–1000","University of DebrecenHungaryCoursesExplore","26,752","17.0","16%","56 : 44"
"801–1000","De La Salle UniversityPhilippinesCoursesExplore","17,679","19.3","3%","52 : 48"
"801–1000","University of DerbyUnited KingdomCoursesEnquire","12,500","14.9","13%","56 : 44"
"801–1000","Dublin Institute of TechnologyIrelandCourses","15,288","21.0","20%","42 : 58"
"801–1000","East Carolina UniversityUnited StatesCoursesEnquire","25,297","14.1","2%","59 : 41"
"801–1000","University of East LondonUnited KingdomCoursesEnquire","10,639","16.9","32%","63 : 37"
"801–1000","Edge Hill UniversityUnited KingdomCoursesEnquire","12,025","14.6","5%","68 : 32"
"801–1000","Erciyes UniversityTurkeyCourses","38,308","26.7","3%","47 : 53"
"801–1000","University of ÉvoraPortugalCourses","7,254","13.9","12%","55 : 45"
"801–1000","Fayoum UniversityEgyptCourses","30,087","15.0","0%","39 : 61"
"801–1000","Universidade Federal do ABC (UFABC)BrazilCourses","14,320","20.9","1%","26 : 74"
"801–1000","Universidade Federal da BahiaBrazilCourses","32,614","12.7","1%","52 : 48"
"801–1000","Federal University of PelotasBrazilCourses","18,700","14.0","1%","56 : 44"
"801–1000","Universidade Federal de Santa CatarinaBrazilCourses","37,964","16.7","3%","49 : 51"
"801–1000","Federal University of São CarlosBrazilCourses","18,258","14.6","2%","49 : 51"
"801–1000","Ferdowsi University of MashhadIranCourses","23,334","28.4","5%","57 : 43"
"801–1000","Ferhat Abbas Sétif University 1AlgeriaCourses","32,283","21.9","1%","62 : 38"
"801–1000","Florida Atlantic UniversityUnited StatesCoursesEnquire","23,449","18.7","11%","60 : 40"
"801–1000","Florida Institute of TechnologyUnited StatesCoursesEnquire","5,483","13.8","36%","34 : 66"
"801–1000","University of La FronteraChileCourses","10,310","26.5","0%","44 : 56"
"801–1000","Fu Jen Catholic UniversityTaiwanCourses","23,161","18.9","8%","58 : 42"
"801–1000","Gebze Technical UniversityTurkeyCourses","6,620","25.4","2%","34 : 66"
"801–1000","University of GhanaGhanaCourses","37,010","24.6","2%","44 : 56"
"801–1000","University of GuilanIranCourses","16,525","27.4","0%","56 : 44"
"801–1000","Hamamatsu University School of MedicineJapanCourses","1,205","3.8","1%","49 : 51"
"801–1000","Hyogo College of MedicineJapanCourses","878","1.9","1%","36 : 64"
"801–1000","Indian Institute of Science Education and Research KolkataIndiaCourses","1,199","12.5","0%","27 : 73"
"801–1000","Indian Institute of Technology (Indian School of Mines) DhanbadIndiaCourses","7,370","23.0","1%","14 : 86"
"801–1000","Universidad Industrial de Santander (UIS)ColombiaCourses","20,014","23.9","0%","46 : 54"
"801–1000","Inha UniversitySouth KoreaCourses","19,384","23.7","5%","39 : 61"
"801–1000","Iran University of Medical SciencesIranCourses","8,600","8.4","3%","50 : 50"
"801–1000","University of IsfahanIranCourses","12,900","19.8","1%","59 : 41"
"801–1000","Istanbul UniversityTurkeyCourses","93,109","44.7","8%","48 : 52"
"801–1000","Iuliu Haţieganu University of Medicine and Pharmacy Cluj-NapocaRomaniaCourses","7,121","6.9","33%","64 : 36"
"801–1000","University of JaénSpainCourses","15,728","19.2","8%","55 : 45"
"801–1000","Jamia Millia IslamiaIndiaCourses","11,902","10.9","2%","42 : 58"
"801–1000","Jeonbuk National UniversitySouth KoreaCoursesExplore","21,221","20.6","4%","45 : 55"
"801–1000","Jiangsu UniversityChinaCoursesExplore","34,251","9.5","4%","42 : 58"
"801–1000","Jikei University School of MedicineJapanCourses","1,041","0.9","0%","46 : 54"
"801–1000","Jilin UniversityChinaCourses","69,305","10.7","3%","48 : 52"
"801–1000","Jinan UniversityChinaCoursesExplore","35,904","14.4","28%","59 : 41"
"801–1000","The University of JordanJordanCourses","31,305","16.7","15%","66 : 34"
"801–1000","Kagawa UniversityJapanCourses","6,426","9.5","2%","40 : 60"
"801–1000","Kanazawa UniversityJapanCourses","10,430","10.4","5%","36 : 64"
"801–1000","Kansai Medical UniversityJapanCourses","845","1.2","2%","37 : 63"
"801–1000","Kaohsiung Medical UniversityTaiwanCourses","6,896","12.0","7%","56 : 44"
"801–1000","King Mongkut’s University of Technology ThonburiThailandCourses","16,410","22.3","1%","47 : 53"
"801–1000","K.N. Toosi University of TechnologyIranCourses","6,646","21.6","1%","33 : 67"
"801–1000","Kochi UniversityJapanCourses","5,563","8.2","2%","45 : 55"
"801–1000","Kumamoto UniversityJapanCourses","10,237","7.7","7%","37 : 63"
"801–1000","Kuwait UniversityKuwaitCourses","37,207","22.0","14%","73 : 27"
"801–1000","Kyungpook National UniversitySouth KoreaCoursesExplore","24,981","20.4","6%","44 : 56"
"801–1000","Kyushu Institute of Technology (Kyutech)JapanCourses","5,723","16.4","4%","13 : 87"
"801–1000","University of LatviaLatviaCourses","15,197","13.6","5%","63 : 37"
"801–1000","Leeds Beckett UniversityUnited KingdomCoursesEnquire","20,099","20.0","13%","50 : 50"
"801–1000","University of MariborSloveniaCourses","12,571","14.4","5%","54 : 46"
"801–1000","University of Marrakech Cadi AyyadMoroccoCourses","85,610","55.6","1%","48 : 52"
"801–1000","University of MazandaranIranCourses","13,164","36.2","2%","64 : 36"
"801–1000","Metropolitan Autonomous UniversityMexicoCourses","57,742","20.1","0%","48 : 52"
"801–1000","Mohammed V University of RabatMoroccoCourses","75,254","33.1","4%","56 : 44"
"801–1000","University of MurciaSpainCoursesExplore","30,233","18.1","7%","61 : 39"
"801–1000","Nagasaki UniversityJapanCourses","9,144","6.9","4%","37 : 63"
"801–1000","Nagoya City UniversityJapanCourses","4,385","7.5","3%","52 : 48"
"801–1000","National Central UniversityTaiwanCourses","11,277","9.7","10%","34 : 66"
"801–1000","National Chengchi UniversityTaiwanCourses","14,670","17.8","16%","57 : 43"
"801–1000","National Chung Hsing UniversityTaiwanCourses","15,163","15.5","4%","39 : 61"
"801–1000","National University of CuyoArgentinaCourses","45,269","10.1","8%","58 : 42"
"801–1000","National Dong Hwa UniversityTaiwanCoursesExplore","10,154","17.9","9%","50 : 50"
"801–1000","National Institute of Technology, TiruchirappalliIndiaCourses","5,981","18.5","7%","23 : 77"
"801–1000","National University of San MartínArgentinaCourses","14,981","15.6","5%","66 : 34"
"801–1000","National University of Sciences and TechnologyPakistanCourses","10,446","7.6","3%","35 : 65"
"801–1000","National Taipei UniversityTaiwanCourses","8,580","16.9","4%","54 : 46"
"801–1000","National Taipei University of TechnologyTaiwanCoursesExplore","10,092","16.3","8%","26 : 74"
"801–1000","National Taiwan Ocean UniversityTaiwanCourses","8,707","21.9","7%","31 : 69"
"801–1000","Niigata UniversityJapanCoursesExplore","12,430","7.9","4%","38 : 62"
"801–1000","Normandy UniversityFranceCoursesVerify Documents","66,189","20.7","11%","n/a"
"801–1000","Northeastern UniversityChinaCourses","33,718","14.4","4%","n/a"
"801–1000","University of Northern British Columbia (UNBC)CanadaCoursesEnquire","2,684","14.2","9%","60 : 40"
"801–1000","Northwest UniversityChinaCourses","23,155","14.4","3%","56 : 44"
"801–1000","NorthWest A&F UniversityChinaCourses","29,666","15.5","1%","48 : 52"
"801–1000","Novosibirsk State Technical UniversityRussian FederationCourses","12,643","11.6","17%","43 : 57"
"801–1000","Oakland UniversityUnited StatesCoursesEnquire","15,927","19.3","3%","58 : 42"
"801–1000","Ocean University of ChinaChinaCourses","32,161","17.6","3%","52 : 48"
"801–1000","Okayama UniversityJapanCourses","13,189","7.9","4%","39 : 61"
"801–1000","Osaka City UniversityJapanCourses","8,325","8.8","4%","36 : 64"
"801–1000","Osmania UniversityIndiaCourses","12,017","16.3","3%","29 : 71"
"801–1000","University of OstravaCzech RepublicCourses","9,382","20.4","7%","70 : 30"
