"Rank","NameCountry/Region","No. of FTE Students","No. of students per staff","International Students","Female:Male Ratio"
"801–1000","Pondicherry UniversityIndiaCourses","6,107","17.2","1%","42 : 58"
"801–1000","Pontifical Catholic University of PeruPeruCourses","24,984","7.5","3%","47 : 53"
"801–1000","Pontifical Catholic University of Rio Grande do Sul (PUCRS)BrazilCourses","16,750","22.8","0%","50 : 50"
"801–1000","University of Puerto RicoPuerto RicoCourses","49,713","13.9","1%","58 : 42"
"801–1000","University of the PunjabPakistanCourses","27,907","26.9","0%","52 : 48"
"801–1000","University Rey Juan CarlosSpainCourses","42,079","25.2","11%","58 : 42"
"801–1000","Rikkyo UniversityJapanCourses","20,183","14.1","4%","53 : 47"
"801–1000","Rochester Institute of TechnologyUnited StatesCoursesEnquire","13,996","15.7","18%","36 : 64"
"801–1000","University of RoehamptonUnited KingdomCoursesEnquire","7,665","16.3","28%","71 : 29"
"801–1000","RUDN UniversityRussian FederationCourses","19,803","11.6","29%","60 : 40"
"801–1000","Université Saint-Joseph de BeyrouthLebanonCourses","7,566","19.4","5%","63 : 37"
"801–1000","Saint-Petersburg Mining UniversityRussian FederationCourses","7,298","11.1","11%","40 : 60"
"801–1000","University of SalfordUnited KingdomCoursesEnquire","15,356","17.0","22%","52 : 48"
"801–1000","Universidade Estadual Paulista (Unesp)BrazilCourses","39,577","13.0","2%","51 : 49"
"801–1000","Sapporo Medical UniversityJapanCourses","1,336","3.5","0%","42 : 58"
"801–1000","University of Science and Technology BeijingChinaCourses","24,232","14.7","4%","37 : 63"
"801–1000","University of SeoulSouth KoreaCourses","8,807","16.6","5%","n/a"
"801–1000","University of SevilleSpainCourses","62,811","20.6","6%","53 : 47"
"801–1000","Shahid Beheshti UniversityIranCourses","18,403","21.4","2%","51 : 49"
"801–1000","Shanghai UniversityChinaCourses","36,637","11.3","6%","49 : 51"
"801–1000","Shanghai University of Finance and Economics (SUFE)ChinaCourses","15,130","14.5","5%","n/a"
"801–1000","Shanghai Maritime UniversityChinaCourses","23,789","17.9","3%","38 : 62"
"801–1000","Shantou UniversityChinaCourses","10,305","11.7","1%","50 : 50"
"801–1000","Sheffield Hallam UniversityUnited KingdomCoursesEnquire","25,119","17.0","13%","55 : 45"
"801–1000","Shiraz UniversityIranCourses","14,286","20.6","0%","49 : 51"
"801–1000","Sogang UniversitySouth KoreaCourses","9,559","22.9","11%","45 : 55"
"801–1000","University of South Bohemia in České BudějoviceCzech RepublicCourses","9,738","15.2","5%","70 : 30"
"801–1000","Southwestern University of Finance and EconomicsChinaCourses","22,283","15.9","2%","63 : 37"
"801–1000","Sri Venkateswara UniversityIndiaCourses","7,832","15.5","0%","41 : 59"
"801–1000","Staffordshire UniversityUnited KingdomCoursesExplore","8,558","14.8","12%","49 : 51"
"801–1000","St Marianna University School of MedicineJapanCourses","846","1.0","1%","36 : 64"
"801–1000","Sultan Qaboos UniversityOmanCourses","6,823","7.4","4%","50 : 50"
"801–1000","University of SzegedHungaryCourses","19,700","12.5","16%","57 : 43"
"801–1000","Tallinn UniversityEstoniaCourses","7,681","27.2","12%","73 : 27"
"801–1000","Tallinn University of TechnologyEstoniaCourses","9,895","21.8","14%","43 : 57"
"801–1000","Tanta UniversityEgyptCourses","128,995","23.6","1%","53 : 47"
"801–1000","Technical University of MadridSpainCourses","40,592","14.0","13%","32 : 68"
"801–1000","Technological University DublinIrelandCourses","14,904","20.0","20%","43 : 57"
"801–1000","Teesside UniversityUnited KingdomCoursesEnquire","11,919","18.3","11%","56 : 44"
"801–1000","Universiti Tenaga Nasional (UNITEN)MalaysiaCourses","6,780","16.1","6%","38 : 62"
"801–1000","University of Texas at El PasoUnited StatesCoursesEnquire","17,089","23.2","8%","53 : 47"
"801–1000","Tezpur UniversityIndiaCourses","3,904","14.0","1%","42 : 58"
"801–1000","Tokyo University of Agriculture and TechnologyJapanCourses","5,766","14.8","6%","30 : 70"
"801–1000","Tokyo Medical UniversityJapanCourses","1,350","1.6","1%","52 : 48"
"801–1000","Tokyo University of ScienceJapanCoursesExplore","18,490","24.4","2%","23 : 77"
"801–1000","University of Trás-os-Montes and Alto DouroPortugalCourses","6,793","12.1","4%","54 : 46"
"801–1000","Tshwane University of TechnologySouth AfricaCourses","45,992","39.4","2%","52 : 48"
"801–1000","Universiti Utara MalaysiaMalaysiaCourses","12,871","11.7","25%","65 : 35"
"801–1000","Vietnam National University, HanoiVietnamCoursesExplore","32,944","13.4","1%","54 : 46"
"801–1000","University of VigoSpainCourses","18,652","16.4","5%","50 : 50"
"801–1000","Vilnius UniversityLithuaniaCourses","16,216","10.8","9%","65 : 35"
"801–1000","VIT UniversityIndiaCourses","33,380","19.9","1%","25 : 75"
"801–1000","University of WolverhamptonUnited KingdomCoursesEnquire","15,687","20.4","21%","61 : 39"
"801–1000","Wuhan University of TechnologyChinaCourses","51,684","14.0","3%","30 : 70"
"801–1000","Xiangtan UniversityChinaCoursesExplore","31,340","21.2","1%","53 : 47"
"801–1000","Xidian UniversityChinaCourses","34,140","17.1","3%","29 : 71"
"801–1000","Yangzhou UniversityChinaCoursesExplore","36,880","15.1","3%","55 : 45"
"801–1000","Yeungnam UniversitySouth KoreaCourses","20,135","14.8","5%","50 : 50"
"801–1000","University of ZaragozaSpainCourses","28,211","10.3","6%","54 : 46"
"1001+","Acıbadem UniversityTurkeyCourses","2,342","4.3","2%","74 : 26"
"1001+","AGH University of Science and TechnologyPolandCourses","28,620","13.0","2%","n/a"
"1001+","Akdeniz UniversityTurkeyCourses","42,862","35.9","1%","45 : 55"
"1001+","Akita UniversityJapanCourses","4,942","9.8","4%","35 : 65"
"1001+","Al-Azhar UniversityEgyptCourses","342,151","32.6","6%","45 : 55"
"1001+","Alexandria UniversityEgyptCourses","182,129","27.4","3%","54 : 46"
"1001+","Alexandru Ioan Cuza UniversityRomaniaCourses","23,124","18.1","6%","63 : 37"
"1001+","Al-Farabi Kazakh National UniversityKazakhstanCourses","21,138","5.6","11%","55 : 45"
"1001+","University of AlmeríaSpainCourses","12,913","18.4","12%","56 : 44"
"1001+","Alzahra UniversityIranCourses","10,110","22.5","1%","100 : 0"
"1001+","Amity UniversityIndiaCourses","29,623","15.0","4%","46 : 54"
"1001+","Anadolu UniversityTurkeyCourses","830,104","493.5","1%","37 : 63"
"1001+","University of the Andes, ChileChileCourses","8,402","14.4","2%","59 : 41"
"1001+","University of the Andes, VenezuelaVenezuelaCourses","42,198","16.8","0%","58 : 42"
"1001+","Andhra UniversityIndiaCourses","9,785","16.6","2%","51 : 49"
"1001+","Universidad Andrés Bello (UNAB)ChileCourses","44,327","21.8","1%","53 : 47"
"1001+","Ankara UniversityTurkeyCourses","69,737","19.1","4%","50 : 50"
"1001+","Anna UniversityIndiaCourses","14,428","15.6","1%","45 : 55"
"1001+","Annamalai UniversityIndiaCourses","23,098","14.1","2%","49 : 51"
"1001+","University of AntioquiaColombiaCourses","41,389","24.0","0%","51 : 49"
"1001+","Aoyama Gakuin UniversityJapanCourses","19,143","11.4","3%","49 : 51"
"1001+","Assiut UniversityEgyptCourses","87,471","19.7","1%","45 : 55"
"1001+","Austral University of ChileChileCourses","15,575","17.7","2%","50 : 50"
"1001+","Autonomous University of Baja CaliforniaMexicoCoursesExplore","59,507","17.7","2%","53 : 47"
"1001+","Universidad Autónoma del Estado de HidalgoMexicoCourses","34,995","18.2","1%","57 : 43"
"1001+","Universidad Autónoma de Nuevo León (UANL)MexicoCourses","207,520","54.1","0%","n/a"
"1001+","Benemérita Universidad Autónoma de PueblaMexicoCourses","69,982","33.2","1%","53 : 47"
"1001+","Universidad Autónoma de QuerétaroMexicoCourses","22,058","39.9","1%","56 : 44"
"1001+","Autonomous University of San Luis PotosiMexicoCourses","32,012","9.5","1%","51 : 49"
"1001+","Autonomous University of SinaloaMexicoCoursesExplore","72,792","21.5","0%","52 : 48"
"1001+","Universidad Autónoma del Estado de Mexico (UAEMex)MexicoCourses","57,588","22.2","1%","58 : 42"
"1001+","Universidad Autónoma de YucatánMexicoCourses","15,206","13.6","0%","50 : 50"
"1001+","Azarbaijan Shahid Madani UniversityIranCourses","6,329","23.9","0%","62 : 38"
"1001+","Bahauddin Zakariya UniversityPakistanCourses","28,135","34.5","0%","43 : 57"
"1001+","Bahçeşehir UniversityTurkeyCourses","16,458","38.3","12%","48 : 52"
"1001+","Banasthali UniversityIndiaCoursesExplore","10,355","19.1","4%","95 : 5"
"1001+","Bandung Institute of Technology (ITB)IndonesiaCourses","17,382","10.5","2%","41 : 59"
"1001+","Bashkir State UniversityRussian FederationCourses","15,236","11.1","3%","63 : 37"
"1001+","Başkent UniversityTurkeyCourses","12,516","11.0","0%","53 : 47"
"1001+","Belarusian State UniversityBelarusCourses","27,101","8.4","9%","55 : 45"
"1001+","Belgorod State National Research UniversityRussian FederationCourses","13,175","13.4","18%","65 : 35"
"1001+","University of Bío-BíoChileCourses","12,955","24.7","1%","42 : 58"
"1001+","University of BirjandIranCourses","11,000","24.4","1%","64 : 36"
"1001+","Birla Institute of Technology and Science, PilaniIndiaCourses","13,535","17.4","1%","20 : 80"
"1001+","University of BiskraAlgeriaCourses","34,037","24.5","1%","60 : 40"
"1001+","University of BrawijayaIndonesiaCourses","52,975","18.9","1%","54 : 46"
"1001+","Brno University of TechnologyCzech RepublicCourses","20,275","19.6","22%","29 : 71"
"1001+","Bu-Ali Sina UniversityIranCourses","11,609","26.3","1%","53 : 47"
"1001+","University of BucharestRomaniaCourses","30,192","17.5","2%","68 : 32"
"1001+","Budapest University of Technology and EconomicsHungaryCourses","18,219","16.9","7%","33 : 67"
"1001+","University of BurgosSpainCourses","7,369","13.4","3%","53 : 47"
"1001+","California State University, Long BeachUnited StatesCoursesEnquire","30,595","19.7","4%","58 : 42"
"1001+","Canterbury Christ Church UniversityUnited KingdomCoursesEnquire","11,386","16.9","12%","68 : 32"
"1001+","Polytechnic University of CartagenaSpainCourses","4,749","10.6","6%","27 : 73"
"1001+","University of CarthageTunisiaCourses","32,088","10.1","1%","67 : 33"
"1001+","Catholic University of the NorthChileCourses","11,871","19.6","2%","46 : 54"
"1001+","University of Caxias do SulBrazilCourses","17,101","24.9","0%","54 : 46"
"1001+","Ceará State UniversityBrazilCourses","20,174","17.8","0%","55 : 45"
"1001+","University of Cergy-PontoiseFranceCourses","14,867","16.3","16%","57 : 43"
"1001+","Chaoyang University of TechnologyTaiwanCourses","16,787","41.9","8%","56 : 44"
"1001+","University of Chemistry and Technology, PragueCzech RepublicCourses","4,285","9.8","20%","62 : 38"
"1001+","University of ChesterUnited KingdomCoursesEnquire","10,915","19.5","11%","67 : 33"
"1001+","Chiang Mai UniversityThailandCourses","35,013","15.5","2%","62 : 38"
"1001+","Chiba Institute of TechnologyJapanCourses","9,763","30.4","1%","13 : 87"
"1001+","Chubu UniversityJapanCourses","12,533","24.1","1%","26 : 74"
"1001+","Chungnam National UniversitySouth KoreaCourses","21,908","19.9","4%","45 : 55"
"1001+","Chung Yuan Christian UniversityTaiwanCourses","15,926","32.9","11%","44 : 56"
"1001+","Chuo UniversityJapanCourses","26,302","37.2","4%","36 : 64"
"1001+","Cochin University of Science and TechnologyIndiaCourses","8,271","18.5","0%","36 : 64"
"1001+","University of ColomboSri LankaCourses","22,322","29.6","1%","61 : 39"
"1001+","Comenius University in BratislavaSlovakiaCourses","20,056","9.8","14%","67 : 33"
"1001+","University of ConcepciónChileCourses","27,640","17.4","1%","51 : 49"
"1001+","Université Frères Mentouri Constantine 1AlgeriaCourses","35,382","20.5","0%","56 : 44"
"1001+","Corvinus University of BudapestHungaryCourses","11,023","23.2","15%","54 : 46"
"1001+","Cukurova UniversityTurkeyCourses","42,418","19.6","3%","39 : 61"
"1001+","Czech University of Life Sciences Prague (CULS)Czech RepublicCourses","17,065","20.4","20%","53 : 47"
"1001+","University of Dar es SalaamTanzaniaCourses","30,139","19.1","0%","32 : 68"
"1001+","De La Salle UniversityPhilippinesCoursesExplore","15,604","17.8","3%","50 : 50"
"1001+","Delhi Technological UniversityIndiaCourses","8,242","23.3","0%","16 : 84"
"1001+","Del Rosario UniversityColombiaCourses","10,339","12.9","1%","61 : 39"
"1001+","Democritus University of ThraceGreeceCourses","30,414","49.8","3%","54 : 46"
"1001+","University of DhakaBangladeshCourses","34,108","15.6","0%","42 : 58"
"1001+","Dokuz Eylül UniversityTurkeyCourses","62,844","19.3","2%","47 : 53"
"1001+","Doshisha UniversityJapanCourses","28,309","18.8","4%","41 : 59"
"1001+","University of Economics, PragueCzech RepublicCourses","14,011","28.1","23%","54 : 46"
"1001+","Edge Hill UniversityUnited KingdomCoursesEnquire","12,185","15.5","5%","68 : 32"
"1001+","Ege UniversityTurkeyCoursesExplore","46,056","21.0","3%","50 : 50"
"1001+","Ehime UniversityJapanCourses","9,333","13.1","2%","38 : 62"
"1001+","The University of Electro-CommunicationsJapanCourses","4,813","15.1","5%","12 : 88"
"1001+","University of Engineering & Technology (UET) LahorePakistanCourses","14,654","14.5","2%","24 : 76"
"1001+","Erciyes UniversityTurkeyCourses","39,178","29.1","3%","46 : 54"
"1001+","Far Eastern Federal UniversityRussian FederationCourses","15,601","10.3","19%","n/a"
"1001+","Fayoum UniversityEgyptCourses","33,084","14.1","1%","39 : 61"
"1001+","Universidade Federal do ABC (UFABC)BrazilCourses","14,422","20.9","1%","41 : 59"
"1001+","Federal University of AlagoasBrazilCourses","24,077","13.2","0%","n/a"
"1001+","Universidade Federal da BahiaBrazilCourses","40,848","15.9","0%","53 : 47"
"1001+","Universidade Federal do Ceará (UFC)BrazilCourses","34,676","17.2","1%","46 : 54"
"1001+","Federal University of Espírito SantoBrazilCourses","24,924","13.3","1%","59 : 41"
"1001+","Federal University of GoiásBrazilCourses","34,158","13.4","1%","50 : 50"
"1001+","Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA)BrazilCourses","3,621","10.7","2%","n/a"
"1001+","Federal University of ItajubáBrazilCourses","9,449","18.6","1%","29 : 71"
"1001+","Federal University of LavrasBrazilCourses","14,024","19.4","1%","50 : 50"
"1001+","Federal University of Mato Grosso do SulBrazilCourses","25,018","18.0","0%","49 : 51"
"1001+","Universidade Federal de Ouro Preto (UFOP)BrazilCourses","13,823","16.3","1%","53 : 47"
"1001+","Federal University of ParáBrazilCourses","48,114","19.6","0%","44 : 56"
"1001+","Universidade Federal do Paraná (UFPR)BrazilCourses","34,528","14.2","0%","49 : 51"
"1001+","Federal University of PernambucoBrazilCourses","34,072","12.8","1%","50 : 50"
"1001+","Federal University of Rio Grande do Norte (UFRN)BrazilCourses","42,573","17.1","0%","54 : 46"
"1001+","Universidade Federal Rural do Semi-AridoBrazilCourses","5,872","7.7","0%","42 : 58"
"1001+","Federal University of Santa MariaBrazilCourses","27,285","14.1","0%","54 : 46"
"1001+","Federal University of São CarlosBrazilCourses","19,134","14.6","2%","49 : 51"
"1001+","Universidade Tecnológica Federal do Paraná (UTFPR)BrazilCourses","35,177","14.0","1%","35 : 65"
"1001+","Federal University of ViçosaBrazilCourses","17,595","14.0","2%","50 : 50"
"1001+","Feng Chia UniversityTaiwanCourses","19,840","23.1","16%","37 : 63"
"1001+","Fluminense Federal UniversityBrazilCourses","55,502","15.4","0%","50 : 50"
"1001+","University of Fortaleza (UNIFOR)BrazilCourses","23,923","15.2","0%","49 : 51"
"1001+","University of FukuiJapanCourses","5,020","9.3","4%","30 : 70"
"1001+","Universitas Gadjah MadaIndonesiaCourses","38,310","8.6","2%","58 : 42"
"1001+","Gazi UniversityTurkeyCourses","77,346","30.3","3%","49 : 51"
"1001+","Gaziantep UniversityTurkeyCourses","37,903","38.1","6%","38 : 62"
"1001+","University of GdańskPolandCourses","27,859","17.1","2%","69 : 31"
"1001+","Gebze Technical UniversityTurkeyCourses","7,487","27.4","2%","34 : 66"
"1001+","Gifu UniversityJapanCourses","7,194","7.6","4%","36 : 64"
"1001+","GITAM UniversityIndiaCourses","17,226","14.2","2%","30 : 70"
"1001+","Government College University LahorePakistanCourses","9,986","24.1","1%","43 : 57"
"1001+","Grigore T. Popa University of Medicine and PharmacyRomaniaCourses","9,375","11.1","28%","66 : 34"
"1001+","University of GuadalajaraMexicoCoursesExplore","123,932","55.6","0%","52 : 48"
"1001+","University of GuanajuatoMexicoCourses","26,034","19.8","3%","53 : 47"
"1001+","Guangxi UniversityChinaCourses","36,083","16.9","4%","47 : 53"
"1001+","Gubkin Russian State University of Oil and GasRussian FederationCourses","8,406","11.8","7%","36 : 64"
"1001+","University of GuilanIranCourses","16,240","28.2","0%","61 : 39"
"1001+","Gunma UniversityJapanCourses","6,473","7.7","3%","37 : 63"
"1001+","Hallym UniversitySouth KoreaCourses","8,108","9.8","5%","n/a"
"1001+","The Hashemite UniversityJordanCourses","15,654","17.8","7%","63 : 37"
"1001+","Université Hassan II de CasablancaMoroccoCourses","110,125","27.8","2%","54 : 46"
"1001+","University of HavanaCubaCourses","14,856","9.8","7%","71 : 29"
"1001+","Helwan UniversityEgyptCourses","113,043","21.9","1%","51 : 49"
"1001+","Hosei UniversityJapanCourses","30,969","40.7","2%","37 : 63"
"1001+","University of Hradec KrálovéCzech RepublicCourses","6,611","15.1","4%","60 : 40"
"1001+","Huaqiao UniversityChinaCourses","30,491","17.7","11%","50 : 50"
"1001+","University of HyogoJapanCourses","6,566","12.8","3%","40 : 60"
"1001+","Ibaraki UniversityJapanCourses","8,181","15.2","3%","36 : 64"
"1001+","Ibn Tofaïl UniversityMoroccoCourses","49,042","82.0","2%","48 : 52"
"1001+","Imam Abdulrahman Bin Faisal UniversitySaudi ArabiaCoursesExplore","24,763","8.5","4%","77 : 23"
"1001+","Incheon National UniversitySouth KoreaCourses","13,499","22.3","3%","43 : 57"
"1001+","Universidad Industrial de Santander (UIS)ColombiaCourses","20,851","24.5","0%","46 : 54"
"1001+","IPB UniversityIndonesiaCourses","22,289","12.4","3%","58 : 42"
"1001+","I-Shou UniversityTaiwanCourses","13,970","28.5","14%","48 : 52"
"1001+","Istanbul Medipol UniversityTurkeyCoursesExplore","26,215","29.4","2%","66 : 34"
"1001+","Ivane Javakhishvili Tbilisi State UniversityGeorgiaCoursesExplore","19,670","23.9","2%","62 : 38"
"1001+","Ivan Franko National University of LvivUkraineCourses","16,220","8.6","1%","69 : 31"
"1001+","Iwate UniversityJapanCourses","5,516","13.8","3%","37 : 63"
"1001+","Izmir Institute of TechnologyTurkeyCourses","5,090","19.6","4%","46 : 54"
"1001+","Kagawa UniversityJapanCourses","6,392","9.7","2%","41 : 59"
"1001+","Kagoshima UniversityJapanCourses","10,541","10.1","3%","38 : 62"
"1001+","Kanagawa UniversityJapanCourses","18,104","14.6","3%","28 : 72"
"1001+","Kangwon National UniversitySouth KoreaCoursesExplore","23,127","23.1","3%","41 : 59"
"1001+","Kansai UniversityJapanCourses","30,346","11.2","3%","39 : 61"
"1001+","Kasetsart UniversityThailandCourses","68,067","22.2","1%","62 : 38"
"1001+","Kaunas University of TechnologyLithuaniaCourses","9,956","14.7","6%","38 : 62"
"1001+","Kazan National Research Technological UniversityRussian FederationCourses","15,260","10.7","11%","45 : 55"
"1001+","Kharazmi UniversityIranCourses","12,656","20.9","1%","57 : 43"
"1001+","Khon Kaen UniversityThailandCourses","38,655","19.7","2%","51 : 49"
"1001+","KIIT UniversityIndiaCoursesExplore","21,390","13.1","2%","41 : 59"
"1001+","King Mongkut’s Institute of Technology LadkrabangThailandCourses","23,539","21.7","1%","53 : 47"
"1001+","King Mongkut's University of Technology North BangkokThailandCourses","26,846","24.9","0%","42 : 58"
"1001+","King Mongkut’s University of Technology ThonburiThailandCourses","16,126","21.4","3%","47 : 53"
"1001+","Kitasato UniversityJapanCourses","8,503","5.4","0%","53 : 47"
"1001+","Kochi UniversityJapanCourses","5,469","8.1","1%","44 : 56"
"1001+","Kogakuin UniversityJapanCoursesExplore","6,505","17.4","1%","17 : 83"
"1001+","Kookmin UniversitySouth KoreaCourses","17,081","11.3","10%","46 : 54"
"1001+","Kwansei Gakuin UniversityJapanCourses","24,766","23.8","3%","48 : 52"
"1001+","Kyoto Institute of TechnologyJapanCourses","3,989","13.0","5%","26 : 74"
"1001+","Kyushu Institute of Technology (Kyutech)JapanCourses","5,653","16.2","4%","13 : 87"
"1001+","Latvia University of Life Sciences and TechnologiesLatviaCourses","4,216","36.9","1%","49 : 51"
"1001+","University of LeónSpainCourses","13,606","16.1","13%","56 : 44"
"1001+","University of LethbridgeCanadaCoursesEnquire","6,996","12.9","12%","n/a"
"1001+","L.N. Gumilyov Eurasian National UniversityKazakhstanCourses","17,205","5.3","4%","n/a"
"1001+","Lobachevsky State University of Nizhni NovgorodRussian FederationCourses","18,077","7.9","7%","53 : 47"
"1001+","University of ŁódźPolandCourses","31,192","14.1","5%","65 : 35"
"1001+","Lodz University of TechnologyPolandCourses","16,372","13.0","4%","41 : 59"
"1001+","London South Bank UniversityUnited KingdomCoursesEnquire","12,168","16.5","33%","56 : 44"
"1001+","Londrina State UniversityBrazilCourses","26,685","15.3","1%","57 : 43"
"1001+","Maharaja Sayajirao University of BarodaIndiaCourses","39,252","27.2","0%","55 : 45"
"1001+","Mahasarakham UniversityThailandCourses","38,192","29.3","0%","67 : 33"
"1001+","Universiti Malaysia Sarawak (UNIMAS)MalaysiaCoursesExplore","15,973","18.8","6%","65 : 35"
"1001+","Manipal Academy of Higher EducationIndiaCourses","23,082","8.6","11%","45 : 55"
"1001+","University of ManoubaTunisiaCourses","18,361","13.5","1%","66 : 34"
"1001+","Marmara UniversityTurkeyCourses","59,480","29.1","4%","49 : 51"
"1001+","University of Marrakech Cadi AyyadMoroccoCourses","102,000","65.7","1%","54 : 46"
"1001+","Meiji UniversityJapanCourses","33,309","11.7","4%","34 : 66"
"1001+","Meijo UniversityJapanCourses","15,412","31.4","1%","29 : 71"
"1001+","Mendel University in BrnoCzech RepublicCourses","7,215","14.4","16%","60 : 40"
"1001+","Menoufia UniversityEgyptCourses","84,587","36.4","1%","45 : 55"
"1001+","M’Hamed Bougara University of BoumerdèsAlgeriaCourses","31,075","21.1","0%","60 : 40"
"1001+","Universidad Michoacana de San Nicolás de HidalgoMexicoCourses","40,381","30.2","1%","52 : 48"
"1001+","Mie UniversityJapanCourses","7,118","9.5","3%","37 : 63"
"1001+","Ming Chuan UniversityTaiwanCourses","18,590","22.7","12%","60 : 40"
"1001+","Minia UniversityEgyptCourses","59,181","15.6","1%","60 : 40"
"1001+","MIREA - Russian Technological UniversityRussian FederationCourses","19,965","17.0","3%","33 : 67"
"1001+","University of MiyazakiJapanCourses","5,488","7.9","3%","35 : 65"
"1001+","Mohammed V University of RabatMoroccoCourses","81,914","33.4","5%","57 : 43"
"1001+","University of MonastirTunisiaCourses","19,973","9.7","1%","68 : 32"
"1001+","University of MontenegroMontenegroCourses","19,171","27.3","2%","56 : 44"
"1001+","Moscow Aviation InstituteRussian FederationCourses","15,248","11.7","9%","28 : 72"
"1001+","Moscow Power Engineering InstituteRussian FederationCourses","11,422","14.7","10%","37 : 63"
"1001+","Multimedia UniversityMalaysiaCourses","11,080","13.3","9%","45 : 55"
"1001+","University of MumbaiIndiaCourses","7,874","18.1","0%","47 : 53"
"1001+","University of MysoreIndiaCourses","7,810","21.3","10%","39 : 61"
"1001+","Nagaoka University of TechnologyJapanCourses","2,300","10.7","12%","11 : 89"
"1001+","Nagasaki UniversityJapanCourses","9,163","7.0","4%","37 : 63"
"1001+","Nagoya City UniversityJapanCourses","4,444","7.6","2%","53 : 47"
"1001+","Nagoya Institute of TechnologyJapanCourses","5,661","16.2","4%","15 : 85"
"1001+","Nanjing University of Aeronautics and AstronauticsChinaCourses","29,542","16.6","3%","27 : 73"
"1001+","Nara Medical UniversityJapanCourses","1,240","3.3","1%","47 : 53"
"1001+","Naresuan UniversityThailandCourses","22,863","15.6","1%","66 : 34"
"1001+","National Changhua University of EducationTaiwanCourses","8,180","21.8","8%","52 : 48"
"1001+","National Chiayi UniversityTaiwanCourses","12,219","26.3","3%","48 : 52"
"1001+","National Chin-Yi University of TechnologyTaiwanCourses","7,158","24.9","4%","39 : 61"
"1001+","National Chung Cheng UniversityTaiwanCourses","10,161","14.9","5%","42 : 58"
"1001+","National Chung Hsing UniversityTaiwanCourses","15,077","14.9","5%","40 : 60"
"1001+","National University of ColombiaColombiaCourses","52,085","22.4","1%","38 : 62"
"1001+","National University of CórdobaArgentinaCourses","59,450","10.4","3%","68 : 32"
"1001+","National University of CuyoArgentinaCourses","46,096","9.6","2%","61 : 39"
"1001+","National University of KaohsiungTaiwanCourses","5,550","23.3","4%","45 : 55"
"1001+","Instituto Politécnico Nacional (IPN)MexicoCourses","177,983","10.8","0%","39 : 61"
"1001+","National Research Saratov State UniversityRussian FederationCourses","9,847","9.7","7%","61 : 39"
"1001+","National University of San MartínArgentinaCourses","15,236","15.8","5%","65 : 35"
"1001+","National University of the SouthArgentinaCourses","20,987","16.0","%","58 : 42"
"1001+","National Taipei UniversityTaiwanCourses","8,645","17.0","4%","54 : 46"
"1001+","National Taiwan Ocean UniversityTaiwanCourses","8,652","21.6","9%","32 : 68"
"1001+","National Technical University Kharkiv Polytechnic InstituteUkraineCourses","13,411","8.4","9%","32 : 68"
"1001+","National Yunlin University of Science and TechnologyTaiwanCourses","9,215","24.9","4%","42 : 58"
"1001+","Nicolaus Copernicus University in ToruńPolandCourses","22,438","11.1","2%","71 : 29"
"1001+","University of Nigeria NsukkaNigeriaCourses","34,227","13.2","1%","51 : 49"
"1001+","Slovak University of Agriculture in NitraSlovakiaCourses","6,570","14.1","2%","57 : 43"
"1001+","University of North Carolina WilmingtonUnited StatesCoursesEnquire","14,791","19.6","2%","62 : 38"
"1001+","North China Electric Power UniversityChinaCourses","30,733","16.6","2%","37 : 63"
"1001+","University of the North, ColombiaColombiaCourses","14,228","20.5","3%","51 : 49"
"1001+","University of North FloridaUnited StatesCoursesEnquire","12,132","17.7","2%","57 : 43"
"1001+","Novosibirsk State Technical UniversityRussian FederationCourses","11,640","11.4","20%","44 : 56"
"1001+","Oakland UniversityUnited StatesCoursesEnquire","15,887","18.9","4%","57 : 43"
"1001+","Ocean University of ChinaChinaCourses","32,059","17.5","4%","52 : 48"
"1001+","Ochanomizu UniversityJapanCourses","2,775","14.8","4%","100 : 0"
"1001+","Oita UniversityJapanCourses","5,693","9.2","1%","37 : 63"
"1001+","Ondokuz Mayis UniversityTurkeyCourses","36,179","33.0","6%","51 : 49"
"1001+","Osaka Medical CollegeJapanCourses","1,248","2.7","1%","49 : 51"
"1001+","Osaka Prefecture UniversityJapanCourses","7,746","10.1","4%","36 : 64"
"1001+","University of OstravaCzech RepublicCourses","8,872","18.3","9%","70 : 30"
"1001+","University of PardubiceCzech RepublicCourses","7,266","13.7","7%","55 : 45"
"1001+","Paris Nanterre UniversityFranceCourses","33,434","36.3","17%","62 : 38"
"1001+","Perm National Research Polytechnic UniversityRussian FederationCourses","8,922","9.0","7%","35 : 65"
"1001+","Perm State UniversityRussian FederationCourses","9,252","10.5","1%","62 : 38"
"1001+","University of PeshawarPakistanCourses","5,647","10.7","2%","40 : 60"
"1001+","Pirogov Russian National Research Medical UniversityRussian FederationCourses","8,078","6.3","6%","72 : 28"
"1001+","PMAS Arid Agriculture University RawalpindiPakistanCourses","12,452","52.1","0%","39 : 61"
"1001+","Polytechnic University of BucharestRomaniaCourses","29,437","13.5","3%","36 : 64"
"1001+","Polytechnic University of TimişoaraRomaniaCourses","12,646","20.4","3%","37 : 63"
"1001+","Universidad Pontificia Bolivariana (UPB)ColombiaCourses","15,118","12.6","1%","55 : 45"
"1001+","Pontifical Catholic University of Minas GeraisBrazilCourses","34,101","21.3","0%","57 : 43"
"1001+","Pontifícia Universidade Católica do ParanáBrazilCourses","23,714","23.0","1%","53 : 47"
