"Rank","NameCountry/Region","Overall","Teaching","Research","Citations","Industry Income","International Outlook"
"116","Vanderbilt UniversityUnited StatesCoursesEnquireAdmissions Support","60.2","48.7","42.1","95.4","47.5","43.0"
"=117","Free University of BerlinGermanyCoursesVerify Documents","60.1","57.2","63.3","58.4","42.4","71.6"
"=117","University of SheffieldUnited KingdomCoursesEnquire","60.1","45.2","46.4","83.0","45.8","87.3"
"119","Case Western Reserve UniversityUnited StatesCoursesEnquireAdmissions Support","60.0","48.4","39.9","95.3","42.1","52.2"
"=120","University of AdelaideAustraliaCoursesExplore","59.9","34.3","41.6","95.3","64.8","91.7"
"=120","National Taiwan University (NTU)TaiwanCoursesExplore","59.9","57.0","62.7","64.0","65.4","41.9"
"122","University of SouthamptonUnited KingdomCoursesEnquire","59.8","40.2","44.3","88.0","40.1","94.2"
"123","Ghent UniversityBelgiumCoursesVerify Documents","59.7","43.3","55.5","78.4","80.9","59.5"
"124","University of Colorado BoulderUnited StatesCoursesEnquire","59.6","44.8","45.6","93.1","41.7","47.3"
"125","University of GöttingenGermanyCoursesVerify Documents","59.5","49.6","48.6","82.0","37.0","60.9"
"126","City University of Hong KongHong KongCoursesExplore","59.3","41.0","48.9","77.6","62.4","99.6"
"127","Maastricht UniversityNetherlandsCoursesExplore","59.0","40.2","48.3","77.0","82.9","97.6"
"=128","Radboud University NijmegenNetherlandsCoursesExplore","58.9","36.0","49.9","88.2","46.2","73.0"
"=128","University of YorkUnited KingdomCoursesEnquire","58.9","40.3","46.6","85.1","36.4","85.4"
"130","Université de ParisFranceCoursesExplore","58.8","52.0","36.1","88.3","35.6","66.6"
"=131","University of OsloNorwayCoursesVerify Documents","58.7","39.6","43.8","90.0","40.7","75.5"
"=131","The University of Western AustraliaAustraliaCoursesEnquire","58.7","32.5","43.9","91.0","57.0","94.3"
"133","Durham UniversityUnited KingdomCoursesEnquireAdmissions Support","58.5","45.5","47.8","75.5","37.9","91.7"
"=134","Indiana UniversityUnited StatesCoursesEnquire","58.4","50.8","49.7","76.7","49.8","53.5"
"=134","University of ViennaAustriaCourses","58.4","48.1","55.3","64.6","37.1","94.2"
"=136","University of AlbertaCanadaCoursesEnquire","58.2","47.9","48.8","70.3","60.5","87.5"
"=136","University of Cape TownSouth AfricaCoursesExplore","58.2","33.2","42.8","90.3","85.3","81.8"
"138","Vrije Universiteit AmsterdamNetherlandsCoursesVerify Documents","58.1","35.7","48.1","88.4","52.5","68.8"
"=139","Lancaster UniversityUnited KingdomCoursesEnquireAdmissions Support","58.0","34.7","39.4","92.5","36.0","94.2"
"=139","Tufts UniversityUnited StatesCoursesEnquireAdmissions Support","58.0","49.1","34.2","94.4","38.6","49.6"
"=141","University of OttawaCanadaCoursesEnquireExplore","57.9","41.3","42.0","86.2","46.5","77.7"
"=141","Ulm UniversityGermanyCoursesVerify Documents","57.9","40.6","36.6","94.9","75.7","57.5"
"143","Pompeu Fabra UniversitySpainCoursesVerify Documents","57.8","37.7","40.1","94.4","44.5","66.5"
"=144","University of GenevaSwitzerlandCourses","57.6","38.1","43.7","80.4","63.3","98.4"
"=144","Nanjing UniversityChinaCourses","57.6","50.7","48.0","71.8","84.9","57.8"
"=146","University of ExeterUnited KingdomCoursesExplore","57.4","33.9","38.9","92.4","37.8","91.9"
"=146","Pohang University of Science and Technology (POSTECH)South KoreaCourses","57.4","51.7","50.9","72.2","99.6","32.9"
"=146","University of SussexUnited KingdomCoursesEnquire","57.4","35.3","37.9","91.8","35.9","93.6"
"=149","University of HamburgGermanyCoursesExplore","57.3","44.4","49.8","74.0","98.5","58.1"
"=149","Sant’Anna School of Advanced Studies – PisaItalyCourses","57.3","45.0","42.3","82.5","84.7","56.0"
"=149","Technical University of BerlinGermanyCourses","57.3","50.4","53.9","62.3","92.7","66.2"
"=152","Université Catholique de LouvainBelgiumCoursesVerify Documents","57.2","38.8","51.5","75.7","53.7","80.5"
"=152","University of NottinghamUnited KingdomCoursesEnquire","57.2","42.7","42.6","80.3","39.4","87.5"
"=152","Scuola Normale Superiore di PisaItalyCourses","57.2","57.2","38.1","79.2","35.9","52.8"
"=155","Arizona State University (Tempe)United StatesCoursesExplore","57.1","39.3","50.7","81.6","38.5","61.8"
"=155","University of LeedsUnited KingdomCoursesEnquire","57.1","41.1","45.9","78.0","39.9","87.5"
"=157","Autonomous University of BarcelonaSpainCoursesExplore","56.9","40.9","36.1","92.9","44.8","64.3"
"=157","University of CologneGermanyCoursesVerify Documents","56.9","43.6","42.9","81.5","70.6","62.9"
"=157","University of MannheimGermanyCoursesVerify Documents","56.9","41.9","50.0","78.2","58.6","58.5"
"=157","University of Notre DameUnited StatesCoursesEnquireAdmissions Support","56.9","52.9","46.2","73.5","38.1","55.3"
"=157","Shanghai Jiao Tong UniversityChinaCoursesExplore","56.9","58.0","63.0","47.9","99.9","49.8"
"=157","TU DresdenGermanyCoursesVerify Documents","56.9","46.5","48.5","73.0","94.1","55.8"
"163","University of WürzburgGermanyCourses","56.8","38.7","42.4","87.5","65.6","61.5"
"164","Trinity College DublinIrelandCoursesExplore","56.4","41.7","43.9","75.4","41.2","94.4"
"165","University of LiverpoolUnited KingdomCoursesEnquire","56.3","35.2","37.5","88.8","38.8","92.2"
"=166","Bielefeld UniversityGermanyCourses","56.1","36.1","42.7","91.1","59.4","48.6"
"=166","University of LeicesterUnited KingdomCoursesEnquire","56.1","30.1","34.8","96.2","38.1","90.7"
"=168","University of AberdeenUnited KingdomCoursesEnquire","56.0","30.4","33.3","95.2","45.8","95.7"
"=168","University of BolognaItalyCoursesExplore","56.0","51.5","34.8","83.8","45.1","50.7"
"=168","Rutgers, the State University of New JerseyUnited StatesCoursesEnquireAdmissions Support","56.0","47.8","48.5","73.9","41.1","51.5"
"171","Hong Kong Polytechnic UniversityHong KongCoursesExplore","55.9","41.0","46.6","71.8","42.3","94.1"
"172","University of Alabama at BirminghamUnited StatesCoursesExplore","55.7","39.2","33.6","97.3","74.8","37.4"
"=173","Northeastern UniversityUnited StatesCoursesEnquireAdmissions Support","55.6","38.0","27.9","97.5","38.0","75.0"
"=173","University of RochesterUnited StatesCoursesEnquireAdmissions Support","55.6","43.4","30.3","91.4","40.9","67.2"
"=175","University of FloridaUnited StatesCoursesEnquireAdmissions Support","55.4","54.0","53.8","61.9","57.9","40.0"
"=175","Karlsruhe Institute of TechnologyGermanyCoursesVerify Documents","55.4","45.4","47.8","66.5","91.3","69.1"
"=175","Stockholm UniversitySwedenCourses","55.4","30.0","46.4","85.0","36.6","81.3"
"178","Texas A&M UniversityUnited StatesCoursesExplore","55.3","49.3","54.8","62.8","45.3","54.3"
"=179","University of AucklandNew ZealandCoursesExplore","55.2","31.4","43.9","80.2","62.4","94.0"
"=179","University of California, Santa CruzUnited StatesCoursesEnquire","55.2","33.1","34.9","97.7","39.1","60.6"
"=179","Korea UniversitySouth KoreaCoursesExplore","55.2","48.4","50.2","64.5","93.9","52.0"
"=179","Queensland University of TechnologyAustraliaCoursesExplore","55.2","31.9","40.3","86.4","62.4","81.4"
"183","University of Erlangen-NurembergGermanyCourses","54.9","41.1","45.8","75.2","89.6","52.9"
"=184","Aalto UniversityFinlandCourses","54.8","41.8","39.4","76.7","48.3","82.3"
"=184","Technical University of DenmarkDenmarkCoursesVerify Documents","54.8","39.4","40.2","73.8","71.6","92.8"
"=186","Eindhoven University of TechnologyNetherlandsCoursesExplore","54.7","44.6","48.8","61.0","99.8","78.3"
"=186","University of GothenburgSwedenCoursesVerify Documents","54.7","27.5","41.5","93.5","40.1","65.7"
"188","Télécom ParisFranceCourses","54.6","42.6","38.3","74.4","76.6","81.7"
"=189","Lomonosov Moscow State UniversityRussian FederationCourses","54.3","78.2","63.0","15.6","90.7","66.6"
"=189","University of MünsterGermanyCoursesVerify Documents","54.3","41.0","42.5","81.3","47.5","48.7"
"=189","Tel Aviv UniversityIsraelCourses","54.3","41.3","51.3","71.2","41.8","54.7"
"192","University of East AngliaUnited KingdomCoursesExplore","54.2","28.3","30.1","97.2","35.7","87.7"
"193","University of CanberraAustraliaCoursesExplore","54.1","25.2","31.1","99.2","38.6","86.9"
"=194","University of Duisburg-EssenGermanyCoursesExplore","54.0","34.4","32.8","91.8","71.6","60.0"
"=194","University of Technology SydneyAustraliaCoursesExplore","54.0","33.5","42.9","75.3","50.3","96.1"
"=194","University of the WitwatersrandSouth AfricaCoursesExplore","54.0","31.2","43.2","78.8","100.0","73.7"
"197","Yonsei University (Seoul campus)South KoreaCoursesExplore","53.9","51.2","52.6","53.0","98.9","58.4"
"=198","University of AntwerpBelgiumCoursesVerify Documents","53.8","35.6","44.5","75.8","72.2","69.6"
"=198","Cardiff UniversityUnited KingdomCoursesEnquire","53.8","32.5","35.5","87.1","37.8","85.1"
"=198","George Washington UniversityUnited StatesCoursesEnquire","53.8","48.6","32.4","81.5","35.0","55.5"
"=198","University of LausanneSwitzerlandCourses","53.8","33.1","44.2","73.3","67.8","92.7"
"=198","University of St AndrewsUnited KingdomCoursesEnquireAdmissions Support","53.8","42.2","41.8","67.8","37.6","96.6"
"201–250","Aalborg UniversityDenmarkCoursesExplore","50.1–53.7","28.5","39.1","87.1","48.0","75.1"
"201–250","University of BarcelonaSpainCoursesExplore","50.1–53.7","37.3","32.5","87.6","41.2","54.7"
"201–250","University of BergenNorwayCourses","50.1–53.7","29.5","29.4","94.1","37.1","78.3"
"201–250","Brandeis UniversityUnited StatesCoursesEnquireAdmissions Support","50.1–53.7","28.5","22.9","100.0","35.6","53.4"
"201–250","University of CalgaryCanadaCoursesEnquire","50.1–53.7","33.9","34.2","84.7","48.1","77.2"
"201–250","Copenhagen Business SchoolDenmarkCoursesVerify Documents","50.1–53.7","25.3","32.4","83.7","43.6","92.2"
"201–250","University of DundeeUnited KingdomCoursesEnquire","50.1–53.7","24.8","31.2","90.5","46.5","80.4"
"201–250","École Normale Supérieure de LyonFranceCourses","50.1–53.7","45.2","43.5","63.9","47.0","70.7"
"201–250","Griffith UniversityAustraliaCoursesExplore","50.1–53.7","25.5","32.7","86.0","42.0","81.8"
"201–250","University of Hawai’i at MānoaUnited StatesCoursesEnquire","50.1–53.7","36.3","38.9","73.8","51.5","65.5"
"201–250","Hebrew University of JerusalemIsraelCourses","50.1–53.7","48.2","45.1","62.3","41.4","60.3"
"201–250","University of HohenheimGermanyCoursesVerify Documents","50.1–53.7","34.4","31.0","92.0","50.0","55.7"
"201–250","Howard UniversityUnited StatesCoursesEnquire","50.1–53.7","42.8","15.3","99.0","34.4","34.0"
"201–250","University of IowaUnited StatesCoursesEnquire","50.1–53.7","43.1","29.5","82.3","54.0","46.5"
"201–250","James Cook UniversityAustraliaCoursesEnquire","50.1–53.7","23.3","28.4","93.3","45.9","75.7"
"201–250","King Abdulaziz UniversitySaudi ArabiaCoursesExplore","50.1–53.7","29.5","16.5","96.4","78.9","93.1"
"201–250","University of KonstanzGermanyCourses","50.1–53.7","38.8","44.2","66.4","72.1","65.6"
"201–250","KTH Royal Institute of TechnologySwedenCoursesVerify Documents","50.1–53.7","40.5","42.7","62.3","50.5","89.0"
"201–250","Université Libre de BruxellesBelgiumCoursesVerify Documents","50.1–53.7","30.2","41.5","73.6","42.7","87.0"
"201–250","University of LuxembourgLuxembourgCourses","50.1–53.7","37.9","36.5","75.8","45.2","99.7"
"201–250","Macquarie UniversityAustraliaCoursesExplore","50.1–53.7","37.8","42.6","71.8","53.1","83.9"
"201–250","University of MassachusettsUnited StatesCoursesEnquire","50.1–53.7","38.5","31.1","87.0","49.9","61.7"
"201–250","Medical University of GrazAustriaCourses","50.1–53.7","30.9","25.1","91.7","62.1","74.2"
"201–250","Medical University of ViennaAustriaCourses","50.1–53.7","33.4","23.5","90.3","53.0","78.8"
"201–250","University of MiamiUnited StatesCoursesEnquireAdmissions Support","50.1–53.7","44.0","25.2","83.2","41.3","59.1"
"201–250","Moscow Institute of Physics and Technology (MIPT)Russian FederationCourses","50.1–53.7","53.3","45.6","47.2","99.9","58.7"
"201–250","Newcastle UniversityUnited KingdomCoursesEnquireExplore","50.1–53.7","31.5","36.2","85.5","41.7","87.8"
"201–250","University of OtagoNew ZealandCourses","50.1–53.7","30.2","32.1","84.7","37.0","89.8"
"201–250","University of PaduaItalyCourses","50.1–53.7","42.5","30.9","80.2","38.4","45.1"
"201–250","Paris-Sud UniversityFranceCourses","50.1–53.7","33.7","32.3","85.9","35.1","65.3"
"201–250","Queen’s University BelfastUnited KingdomCoursesExplore","50.1–53.7","31.2","35.5","83.7","38.7","96.4"
"201–250","RCSI University of Medicine and Health SciencesIrelandCoursesExplore","50.1–53.7","30.1","26.9","90.0","47.5","93.7"
"201–250","University of ReadingUnited KingdomCoursesEnquire","50.1–53.7","32.1","35.2","76.9","40.3","91.9"
"201–250","St George’s, University of LondonUnited KingdomCoursesEnquire","50.1–53.7","24.0","22.0","98.2","36.9","79.6"
"201–250","University of South Florida (Tampa)United StatesCoursesEnquire","50.1–53.7","30.5","34.2","87.3","89.0","54.7"
"201–250","Tilburg UniversityNetherlandsCoursesExplore","50.1–53.7","36.8","48.8","62.1","55.9","78.2"
"201–250","University of TwenteNetherlandsCoursesVerify Documents","50.1–53.7","35.2","46.8","55.6","85.0","90.8"
"201–250","Ulsan National Institute of Science and Technology (UNIST)South KoreaCoursesExplore","50.1–53.7","27.8","38.6","91.3","80.5","51.9"
"201–250","University College DublinIrelandCourses","50.1–53.7","30.8","36.5","73.6","43.9","92.5"
"201–250","University of UtahUnited StatesCoursesEnquire","50.1–53.7","39.0","34.7","86.4","48.3","33.0"
"201–250","Virginia Polytechnic Institute and State UniversityUnited StatesCoursesExplore","50.1–53.7","37.5","42.3","70.9","47.5","54.0"
"201–250","Vita-Salute San Raffaele UniversityItalyCourses","50.1–53.7","38.7","22.4","97.6","35.9","43.1"
"201–250","Vrije Universiteit BrusselBelgiumCoursesVerify Documents","50.1–53.7","37.4","42.3","62.7","87.0","75.4"
"201–250","Wake Forest UniversityUnited StatesCoursesEnquireAdmissions Support","50.1–53.7","42.8","18.8","94.1","43.6","31.2"
"201–250","University of WaterlooCanadaCoursesExplore","50.1–53.7","35.0","42.1","66.3","45.1","84.1"
"201–250","Western UniversityCanadaCoursesEnquire","50.1–53.7","40.2","35.7","76.4","59.1","80.0"
"201–250","William & MaryUnited StatesCoursesEnquireAdmissions Support","50.1–53.7","47.5","21.1","87.4","35.3","37.3"
"201–250","University of WollongongAustraliaCoursesExplore","50.1–53.7","29.9","35.0","75.5","55.7","93.4"
"251–300","Alfaisal UniversitySaudi ArabiaCoursesExplore","46.9–50.0","19.6","21.2","95.0","50.4","98.1"
"251–300","Auckland University of TechnologyNew ZealandCoursesExplore","46.9–50.0","19.7","18.4","98.0","36.7","95.8"
"251–300","Autonomous University of MadridSpainCourses","46.9–50.0","40.1","28.7","74.5","38.6","51.5"
"251–300","University of BathUnited KingdomCoursesEnquireAdmissions Support","46.9–50.0","28.6","31.1","75.7","37.5","90.3"
"251–300","Brighton and Sussex Medical SchoolUnited KingdomCoursesEnquire","46.9–50.0","15.9","19.9","100.0","34.4","77.7"
"251–300","University at BuffaloUnited StatesCoursesEnquire","46.9–50.0","37.2","32.7","73.8","42.1","64.7"
"251–300","University of California, RiversideUnited StatesCoursesEnquire","46.9–50.0","31.2","30.3","85.9","39.4","64.7"
"251–300","Chalmers University of TechnologySwedenCoursesVerify Documents","46.9–50.0","36.1","42.1","60.0","74.1","82.9"
