"Rank","NameCountry/Region","Overall","Teaching","Research","Citations","Industry Income","International Outlook"
"19","Cornell UniversityUnited StatesCoursesEnquireAdmissions Support","85.3","78.8","86.7","97.2","36.3","73.7"
"=20","Duke UniversityUnited StatesCoursesEnquireAdmissions Support","84.8","80.7","80.4","96.9","99.7","65.5"
"=20","Tsinghua UniversityChinaCoursesExplore","84.8","87.7","94.9","78.8","100.0","51.1"
"22","University of Michigan-Ann ArborUnited StatesCoursesEnquireAdmissions Support","84.0","79.0","86.9","95.4","47.2","59.6"
"23","Peking UniversityChinaCoursesExplore","83.9","89.6","91.3","75.4","96.3","61.2"
"24","Northwestern UniversityUnited StatesCoursesEnquireAdmissions Support","83.6","74.9","83.6","98.2","69.9","64.5"
"25","National University of SingaporeSingaporeCoursesExplore","83.5","75.9","90.8","81.5","77.8","94.8"
"26","New York UniversityUnited StatesCoursesEnquireAdmissions Support","81.9","76.1","80.6","96.0","37.3","69.6"
"27","London School of Economics and Political ScienceUnited KingdomCoursesEnquireAdmissions Support","81.4","68.5","82.5","94.3","34.1","92.8"
"28","Carnegie Mellon UniversityUnited StatesCoursesEnquireAdmissions Support","81.0","65.1","81.3","98.9","53.3","80.5"
"29","University of WashingtonUnited StatesCoursesEnquireAdmissions Support","80.4","69.8","80.5","98.7","45.6","60.9"
"30","University of EdinburghUnited KingdomCoursesEnquireAdmissions Support","79.4","67.2","74.7","96.0","38.7","94.6"
"31","University of MelbourneAustraliaCoursesEnquire","78.9","67.1","76.3","90.1","74.2","93.9"
"32","LMU MunichGermanyCoursesExplore","78.2","68.7","78.7","87.9","100.0","68.1"
"33","University of California, San DiegoUnited StatesCoursesEnquireAdmissions Support","77.7","60.3","80.4","94.3","95.6","64.4"
"34","University of British ColumbiaCanadaCoursesEnquire","76.4","62.1","75.1","90.0","44.7","94.7"
"35","King’s College LondonUnited KingdomCoursesAdmissions Support","76.1","57.3","72.4","96.6","43.6","95.4"
"=36","Karolinska InstituteSwedenCoursesVerify Documents","76.0","57.6","72.2","95.8","71.4","87.3"
"=36","The University of TokyoJapanCourses","76.0","87.9","90.7","57.7","82.6","40.1"
"38","Georgia Institute of TechnologyUnited StatesCoursesEnquireAdmissions Support","75.8","59.5","76.8","91.1","65.8","78.9"
"39","University of Hong KongHong KongCoursesExplore","75.2","67.5","73.3","80.3","57.4","99.0"
"40","McGill UniversityCanadaCoursesEnquire","75.1","64.2","73.4","86.4","43.7","91.3"
"41","Technical University of MunichGermanyCoursesVerify Documents","74.8","63.8","73.6","85.0","100.0","74.4"
"42","Heidelberg UniversityGermanyCourses","74.3","67.5","61.7","96.6","56.9","68.4"
"43","École Polytechnique Fédérale de LausanneSwitzerlandCourses","74.1","63.9","66.7","85.8","73.3","98.5"
"44","University of Texas at AustinUnited StatesCoursesEnquireAdmissions Support","74.0","67.9","74.8","90.5","46.2","39.4"
"45","KU LeuvenBelgiumCoursesExplore","73.7","58.7","74.4","86.1","97.2","72.7"
"46","Paris Sciences et Lettres – PSL Research University ParisFranceCourses","73.6","71.2","73.0","75.9","61.7","80.6"
"47","Nanyang Technological University, SingaporeSingaporeCoursesExplore","72.7","57.1","71.9","83.0","83.2","94.0"
"48","University of Illinois at Urbana-ChampaignUnited StatesCoursesEnquireAdmissions Support","72.3","62.5","79.1","81.3","49.5","55.1"
"49","University of Wisconsin-MadisonUnited StatesCoursesEnquireAdmissions Support","71.4","68.2","71.4","82.5","45.0","48.4"
"50","Washington University in St LouisUnited StatesCoursesExplore","71.1","61.2","58.7","99.0","40.4","59.1"
"=51","University of ManchesterUnited KingdomCoursesEnquireExplore","70.9","57.1","66.5","85.6","49.2","91.7"
"=51","University of SydneyAustraliaCourses","70.9","51.3","64.4","92.3","69.3","90.0"
"53","University of Southern CaliforniaUnited StatesCoursesEnquireAdmissions Support","70.4","63.8","58.4","93.1","39.2","64.9"
"=54","Boston UniversityUnited StatesCoursesEnquireAdmissions Support","70.3","58.9","60.9","94.9","41.7","64.9"
"=54","Kyoto UniversityJapanCourses","70.3","77.9","79.9","60.8","74.6","37.8"
"=56","Chinese University of Hong KongHong KongCoursesExplore","70.1","55.7","59.1","89.4","58.6","98.3"
"=56","The Hong Kong University of Science and TechnologyHong KongCoursesExplore","70.1","52.1","63.0","88.9","63.6","97.4"
"=56","University of North Carolina at Chapel HillUnited StatesCoursesEnquireAdmissions Support","70.1","60.6","63.3","96.3","42.5","39.7"
"59","Australian National UniversityAustraliaCoursesEnquire","69.8","48.5","68.3","88.4","43.0","96.2"
"60","Seoul National UniversitySouth KoreaCourses","69.7","72.4","73.8","68.8","97.8","37.4"
"61","Brown UniversityUnited StatesCoursesEnquireAdmissions Support","69.5","62.4","56.6","94.0","36.1","62.3"
"=62","The University of QueenslandAustraliaCoursesExplore","69.4","54.3","61.0","85.9","81.0","93.0"
"=62","Wageningen University & ResearchNetherlandsCourses","69.4","48.2","56.4","97.3","100.0","83.7"
"=64","University of California, DavisUnited StatesCoursesEnquireAdmissions Support","68.9","60.5","66.2","81.9","50.4","66.9"
"=64","Monash UniversityAustraliaCoursesEnquire","68.9","52.9","61.7","86.2","73.9","90.3"
"66","University of AmsterdamNetherlandsCoursesExplore","68.8","49.1","62.2","92.8","39.9","87.4"
"67","UNSW SydneyAustraliaCoursesExplore","68.2","50.9","62.0","85.3","66.8","94.7"
"68","University of California, Santa BarbaraUnited StatesCoursesEnquireAdmissions Support","67.9","45.8","59.6","96.7","81.8","70.0"
"69","McMaster UniversityCanadaCoursesExplore","67.5","46.7","53.1","95.8","99.5","83.8"
"=70","Fudan UniversityChinaCourses","66.7","65.9","65.6","73.3","67.1","47.7"
"=70","Leiden UniversityNetherlandsCoursesExplore","66.7","45.6","66.0","84.1","72.6","82.2"
"72","Erasmus University RotterdamNetherlandsCoursesExplore","66.2","37.9","57.0","97.6","73.6","87.8"
"=73","University of MontrealCanadaCoursesExplore","65.6","51.1","52.6","87.4","78.3","84.3"
"=73","University of ZurichSwitzerlandCourses","65.6","50.1","50.4","89.8","64.1","92.1"
"=75","Charité - Universitätsmedizin BerlinGermanyCourses","65.4","48.3","48.0","97.4","92.1","66.6"
"=75","Utrecht UniversityNetherlandsCoursesExplore","65.4","43.0","61.1","89.9","65.7","74.1"
"77","University of WarwickUnited KingdomCoursesEnquireAdmissions Support","65.3","46.7","53.8","90.1","41.6","94.0"
"=78","Delft University of TechnologyNetherlandsCoursesVerify Documents","65.2","54.4","71.6","60.0","98.9","92.8"
"=78","University of TübingenGermanyCoursesVerify Documents","65.2","53.3","59.7","81.9","77.1","64.3"
"=80","University of GroningenNetherlandsCoursesExplore","65.1","41.2","56.2","92.6","69.8","85.1"
"=80","Humboldt University of BerlinGermanyCourses","65.1","60.6","67.8","68.3","37.6","68.3"
"=80","Ohio State University (Main campus)United StatesCoursesEnquire","65.1","55.6","54.2","87.9","53.3","60.1"
"83","University of FreiburgGermanyCourses","64.7","48.4","52.2","87.3","100.0","77.8"
"84","University of CopenhagenDenmarkCourses","63.8","49.3","47.3","90.4","50.5","86.4"
"=85","Emory UniversityUnited StatesCoursesEnquireAdmissions Support","63.7","53.9","41.1","98.7","46.7","59.2"
"=85","University of MinnesotaUnited StatesCoursesEnquire","63.7","55.1","59.0","81.4","80.3","40.7"
"=87","École PolytechniqueFranceCoursesExplore","63.4","60.5","52.4","68.2","72.1","96.1"
"=87","University of Science and Technology of ChinaChinaCoursesExplore","63.4","64.0","60.4","72.3","75.2","33.0"
"=87","Sorbonne UniversityFranceCourses","63.4","63.2","54.5","73.5","36.9","68.5"
"90","University of Maryland, College ParkUnited StatesCoursesEnquire","63.1","47.4","58.8","90.2","38.9","42.9"
"91","University of BristolUnited KingdomCoursesAdmissions Support","63.0","40.3","48.6","95.6","39.8","88.2"
"=92","University of BaselSwitzerlandCourses","62.9","44.0","41.4","91.7","99.7","97.2"
"=92","University of GlasgowUnited KingdomCoursesExplore","62.9","40.9","48.1","94.3","39.9","92.8"
"=94","Purdue University West LafayetteUnited StatesCoursesEnquireAdmissions Support","62.5","57.1","65.5","62.0","69.9","71.5"
"=94","Zhejiang UniversityChinaCoursesExplore","62.5","65.9","65.6","52.3","100.0","65.1"
"96","Korea Advanced Institute of Science and Technology (KAIST)South KoreaCourses","62.4","64.4","68.1","57.9","100.0","36.6"
"97","National Taiwan University (NTU)TaiwanCoursesExplore","62.3","57.1","66.7","66.9","69.5","44.8"
"=98","University of California, IrvineUnited StatesCoursesEnquireAdmissions Support","62.1","43.5","47.5","93.5","53.2","72.4"
"=98","University of HelsinkiFinlandCourses","62.1","42.7","58.3","88.9","37.0","56.1"
"100","Shanghai Jiao Tong UniversityChinaCoursesExplore","61.8","60.8","70.0","53.7","100.0","52.0"
"=101","Dartmouth CollegeUnited StatesCoursesEnquireAdmissions Support","61.7","57.8","39.2","95.3","37.8","40.7"
"=101","Sungkyunkwan University (SKKU)South KoreaCoursesExplore","61.7","55.7","60.3","67.8","98.1","55.0"
"=103","Ghent UniversityBelgiumCoursesVerify Documents","61.6","46.6","57.4","79.6","79.9","60.7"
"=103","Lund UniversitySwedenCoursesVerify Documents","61.6","39.4","54.5","85.5","79.0","77.0"
"105","Michigan State UniversityUnited StatesCoursesEnquire","61.5","53.1","55.1","77.9","36.4","63.6"
"106","Aarhus UniversityDenmarkCourses","61.4","36.9","56.4","86.2","71.3","76.6"
"=107","University of BirminghamUnited KingdomCoursesEnquire","61.3","40.3","45.5","92.6","40.1","90.2"
"=107","RWTH Aachen UniversityGermanyCourses","61.3","55.8","62.4","62.9","98.0","60.1"
"109","University of BernSwitzerlandCourses","61.2","44.9","42.8","87.4","84.7","87.1"
"110","Queen Mary University of LondonUnited KingdomCourses","61.1","34.9","43.6","97.4","41.5","96.8"
"=111","Nanjing UniversityChinaCourses","61.0","52.4","54.0","75.2","91.3","56.3"
"=111","Uppsala UniversitySwedenCoursesVerify Documents","61.0","39.2","55.3","84.8","72.4","72.2"
"=111","Vanderbilt UniversityUnited StatesCoursesEnquireAdmissions Support","61.0","48.9","44.5","94.6","53.5","43.6"
"=114","University of BonnGermanyCoursesVerify Documents","60.9","48.6","49.8","84.9","52.7","61.7"
"=114","Penn State (Main campus)United StatesCoursesEnquire","60.9","52.6","58.8","76.9","36.9","46.9"
"116","Vrije Universiteit AmsterdamNetherlandsCoursesVerify Documents","60.8","38.2","52.1","89.3","57.5","73.1"
"117","University of Virginia (Main campus)United StatesCoursesEnquireAdmissions Support","60.6","52.1","43.3","90.7","41.9","50.2"
"=118","University of AdelaideAustraliaCoursesExplore","60.4","33.7","42.9","96.0","68.5","92.3"
"=118","Free University of BerlinGermanyCoursesVerify Documents","60.4","56.8","64.4","58.4","42.0","73.3"
"120","Georgetown UniversityUnited StatesCoursesEnquireAdmissions Support","60.1","54.5","33.8","94.7","65.7","47.2"
"=121","Case Western Reserve UniversityUnited StatesCoursesEnquireAdmissions Support","60.0","47.3","41.0","95.0","40.7","53.5"
"=121","Maastricht UniversityNetherlandsCoursesExplore","60.0","39.9","49.1","79.7","82.1","98.0"
"=121","University of SheffieldUnited KingdomCoursesEnquire","60.0","45.0","47.4","81.8","46.5","87.7"
"=124","University of ArizonaUnited StatesCoursesEnquire","59.8","47.6","51.7","85.6","50.3","40.4"
"=124","Rice UniversityUnited StatesCoursesEnquireAdmissions Support","59.8","48.0","38.4","89.9","42.9","77.3"
"126","City University of Hong KongHong KongCoursesExplore","59.7","44.1","47.2","78.6","50.3","99.8"
"=127","University of OsloNorwayCoursesVerify Documents","59.4","39.5","44.2","91.5","40.4","78.1"
"=127","University of SouthamptonUnited KingdomCoursesEnquire","59.4","39.4","42.5","89.0","41.2","94.5"
"129","Hong Kong Polytechnic UniversityHong KongCoursesExplore","59.1","41.1","47.5","81.0","41.7","96.1"
"130","University of GöttingenGermanyCoursesVerify Documents","59.0","47.6","48.5","82.1","36.4","61.8"
"=131","University of AlbertaCanadaCoursesEnquire","58.9","46.4","50.4","72.4","60.0","88.2"
"=131","University of Colorado BoulderUnited StatesCoursesEnquire","58.9","43.8","45.9","91.3","42.0","47.5"
"=133","University of Pittsburgh-Pittsburgh campusUnited StatesCoursesEnquireAdmissions Support","58.8","45.5","42.8","93.9","40.6","41.7"
"=133","University of YorkUnited KingdomCoursesEnquire","58.8","39.0","44.8","87.9","35.2","86.0"
"135","University of HamburgGermanyCoursesExplore","58.6","45.0","53.9","74.1","93.7","58.7"
"=136","Lancaster UniversityUnited KingdomCoursesEnquireAdmissions Support","58.4","36.8","40.5","90.9","35.2","94.6"
"=136","Université de ParisFranceCoursesExplore","58.4","50.8","38.2","86.3","33.3","66.4"
"=136","Radboud University NijmegenNetherlandsCoursesExplore","58.4","33.7","50.0","88.6","48.0","73.9"
"139","The University of Western AustraliaAustraliaCoursesEnquire","58.3","32.4","43.1","90.4","59.1","94.6"
"=140","Indiana UniversityUnited StatesCoursesEnquire","58.2","49.8","48.8","77.8","51.7","53.6"
"=140","University of MannheimGermanyCoursesVerify Documents","58.2","41.4","49.7","82.7","58.8","60.6"
"=140","Technical University of BerlinGermanyCourses","58.2","51.2","55.9","62.3","93.9","66.9"
"=140","Ulm UniversityGermanyCoursesVerify Documents","58.2","40.0","37.9","94.9","82.0","57.4"
"=140","University of WürzburgGermanyCourses","58.2","39.3","43.0","90.5","70.2","61.5"
"=145","University of CologneGermanyCoursesVerify Documents","58.0","42.9","44.8","81.6","79.6","69.6"
"=145","University of OttawaCanadaCoursesEnquireExplore","58.0","41.1","41.3","87.1","46.0","79.9"
"=147","University of AucklandNew ZealandCoursesExplore","57.8","30.6","44.8","87.5","75.4","94.5"
"=147","University of RochesterUnited StatesCoursesEnquireAdmissions Support","57.8","45.4","35.2","91.2","41.4","69.8"
"=149","Durham UniversityUnited KingdomCoursesEnquireAdmissions Support","57.6","44.8","49.7","71.2","37.3","92.7"
"=149","University of GenevaSwitzerlandCourses","57.6","35.2","45.4","80.6","72.8","98.3"
"151","Pohang University of Science and Technology (POSTECH)South KoreaCourses","57.5","53.8","51.5","70.4","97.9","30.7"
"=152","University of FloridaUnited StatesCoursesEnquireAdmissions Support","57.4","54.2","60.4","61.9","56.1","40.5"
"=152","Pompeu Fabra UniversitySpainCoursesVerify Documents","57.4","36.9","39.9","93.8","50.9","65.8"
"=152","TU DresdenGermanyCoursesVerify Documents","57.4","47.2","48.6","73.1","96.7","57.6"
"=155","University of Cape TownSouth AfricaCoursesExplore","57.3","30.1","42.1","90.9","89.0","81.6"
"=155","Trinity College DublinIrelandCoursesExplore","57.3","40.5","44.4","78.3","50.7","94.8"
"=155","Tufts UniversityUnited StatesCoursesEnquireAdmissions Support","57.3","46.7","33.0","95.5","38.5","50.0"
"=158","Bielefeld UniversityGermanyCourses","56.9","34.4","42.7","94.8","66.5","48.3"
"=158","University of NottinghamUnited KingdomCoursesEnquire","56.9","42.0","42.4","80.0","38.7","87.8"
"=160","University of LeedsUnited KingdomCoursesEnquire","56.8","43.2","46.2","74.7","38.5","88.5"
"=160","University of SussexUnited KingdomCoursesEnquire","56.8","32.7","38.1","92.3","35.1","93.9"
"=160","University of Technology SydneyAustraliaCoursesExplore","56.8","35.3","44.3","81.1","53.7","97.0"
"163","University of LiverpoolUnited KingdomCoursesEnquire","56.7","35.2","38.1","89.5","37.9","92.6"
"=164","Université Catholique de LouvainBelgiumCoursesVerify Documents","56.5","38.1","51.5","73.7","57.9","80.5"
"=164","University of ViennaAustriaCourses","56.5","46.1","56.4","59.1","36.3","94.6"
"166","Rutgers, the State University of New JerseyUnited StatesCoursesEnquireAdmissions Support","56.4","47.3","48.5","75.8","40.4","52.5"
"=167","University of BolognaItalyCoursesExplore","56.3","50.8","36.6","83.6","44.1","51.6"
"=167","Korea UniversitySouth KoreaCoursesExplore","56.3","48.7","50.1","67.6","96.2","53.4"
"169","University of Alabama at BirminghamUnited StatesCoursesExplore","56.2","38.4","35.5","97.4","78.6","38.4"
"=170","University of AntwerpBelgiumCoursesVerify Documents","56.0","35.3","46.0","80.7","83.0","70.0"
"=170","University of LeicesterUnited KingdomCoursesEnquire","56.0","30.9","33.6","96.2","37.6","90.7"
"=170","University of Notre DameUnited StatesCoursesEnquireAdmissions Support","56.0","52.1","45.5","71.5","38.1","57.3"
"=170","Sant’Anna School of Advanced Studies – PisaItalyCourses","56.0","45.8","39.6","79.9","85.9","57.2"
"=174","University of ExeterUnited KingdomCoursesExplore","55.9","32.4","38.3","89.9","35.8","91.5"
"=174","Lomonosov Moscow State UniversityRussian FederationCourses","55.9","80.0","67.6","12.9","97.7","70.7"
"=176","Northeastern UniversityUnited StatesCoursesEnquireAdmissions Support","55.8","36.7","29.1","98.2","36.5","76.0"
"=176","Ulsan National Institute of Science and Technology (UNIST)South KoreaCoursesExplore","55.8","34.9","40.7","90.8","85.3","49.1"
"=178","University of AberdeenUnited KingdomCoursesEnquire","55.7","29.5","34.2","94.4","45.1","95.6"
"=178","Newcastle UniversityUnited KingdomCoursesEnquireExplore","55.7","31.4","38.2","90.6","40.1","88.0"
"=178","Paris-Saclay UniversityFranceCourses","55.7","37.3","48.7","80.4","34.5","65.1"
"181","Scuola Normale Superiore di PisaItalyCourses","55.6","55.6","36.3","77.2","34.2","53.5"
"182","Autonomous University of BarcelonaSpainCoursesExplore","55.5","34.7","38.3","91.9","42.1","65.6"
"183","Stockholm UniversitySwedenCourses","55.3","31.6","49.2","82.5","35.7","71.4"
"=184","Arizona State University (Tempe)United StatesCoursesExplore","55.2","38.2","47.8","79.1","37.1","62.8"
"=184","University of CanberraAustraliaCoursesExplore","55.2","25.5","32.9","99.7","41.2","89.8"
"186","Queensland University of TechnologyAustraliaCoursesExplore","55.1","31.7","37.4","89.4","53.5","83.2"
"=187","Eindhoven University of TechnologyNetherlandsCoursesExplore","54.9","46.5","49.7","57.9","99.8","82.3"
"=187","George Washington UniversityUnited StatesCoursesEnquire","54.9","46.9","33.3","85.8","34.4","55.9"
"=187","Technical University of DenmarkDenmarkCoursesVerify Documents","54.9","39.8","41.2","72.4","78.4","92.7"
"=187","Yonsei University (Seoul campus)South KoreaCoursesExplore","54.9","52.2","53.7","54.0","99.5","58.6"
"=191","Cardiff UniversityUnited KingdomCoursesEnquire","54.7","32.4","35.6","89.4","36.7","86.8"
"=191","University of GothenburgSwedenCoursesVerify Documents","54.7","27.7","40.8","94.0","39.4","66.2"
"=191","University of LausanneSwitzerlandCourses","54.7","33.1","44.1","76.1","71.3","92.6"
"=191","Tel Aviv UniversityIsraelCourses","54.7","40.1","52.0","73.0","41.1","56.2"
"=195","Macquarie UniversityAustraliaCoursesExplore","54.6","38.5","43.1","73.7","58.6","87.1"
"=195","University of MünsterGermanyCoursesVerify Documents","54.6","39.2","43.8","82.5","47.0","49.5"
"197","Texas A&M UniversityUnited StatesCoursesExplore","54.5","47.4","51.6","64.8","44.9","56.1"
"=198","University of BarcelonaSpainCoursesExplore","54.4","31.0","40.2","91.5","45.9","58.6"
"=198","University of Erlangen-NurembergGermanyCourses","54.4","41.6","46.2","72.6","88.4","53.8"
"=200","University of CalgaryCanadaCoursesEnquire","54.3","33.7","36.1","87.0","51.3","80.2"
"=200","University of East AngliaUnited KingdomCoursesExplore","54.3","27.8","31.4","97.1","34.5","87.9"
"=200","Queen’s University BelfastUnited KingdomCoursesExplore","54.3","31.5","38.1","84.0","38.4","96.7"
"201–250","Aalborg UniversityDenmarkCoursesExplore","50.6–54.2","27.6","38.6","85.6","49.1","74.5"
"201–250","Aalto UniversityFinlandCourses","50.6–54.2","39.8","38.8","70.7","50.0","82.7"
"201–250","University of BathUnited KingdomCoursesEnquireAdmissions Support","50.6–54.2","30.0","32.2","80.5","36.5","91.8"
"201–250","University of BergenNorwayCourses","50.6–54.2","28.3","29.0","94.4","36.3","78.3"
"201–250","Brandeis UniversityUnited StatesCoursesEnquireAdmissions Support","50.6–54.2","28.1","24.4","99.9","34.7","55.8"
"201–250","University of California, Santa CruzUnited StatesCoursesEnquire","50.6–54.2","31.4","31.9","96.2","38.9","63.6"
"201–250","Chalmers University of TechnologySwedenCoursesVerify Documents","50.6–54.2","38.8","42.6","61.6","78.9","84.0"
"201–250","Copenhagen Business SchoolDenmarkCoursesVerify Documents","50.6–54.2","25.7","33.1","86.2","42.4","93.3"
"201–250","Curtin UniversityAustraliaCoursesExplore","50.6–54.2","24.1","30.5","86.9","42.1","95.0"
"201–250","University of Duisburg-EssenGermanyCoursesExplore","50.6–54.2","31.8","33.6","91.5","70.4","60.4"
"201–250","University of DundeeUnited KingdomCoursesEnquire","50.6–54.2","23.9","32.1","91.5","49.3","80.9"
"201–250","Griffith UniversityAustraliaCoursesExplore","50.6–54.2","26.7","35.3","85.6","48.0","82.2"
"201–250","University of Hawai’i at MānoaUnited StatesCoursesEnquire","50.6–54.2","37.0","39.3","72.3","52.5","65.5"
"201–250","Hebrew University of JerusalemIsraelCourses","50.6–54.2","45.6","45.0","61.3","42.6","60.5"
"201–250","University of HohenheimGermanyCoursesVerify Documents","50.6–54.2","33.8","31.1","96.4","50.8","55.8"
"201–250","Howard UniversityUnited StatesCoursesEnquire","50.6–54.2","43.9","17.0","99.5","33.3","35.0"
"201–250","University of IowaUnited StatesCoursesEnquire","50.6–54.2","42.3","30.2","80.6","50.6","46.1"
"201–250","James Cook UniversityAustraliaCoursesEnquire","50.6–54.2","22.7","28.9","94.2","45.3","76.4"
"201–250","Karlsruhe Institute of TechnologyGermanyCoursesVerify Documents","50.6–54.2","45.4","49.4","60.0","94.6","71.2"
"201–250","King Abdulaziz UniversitySaudi ArabiaCoursesExplore","50.6–54.2","30.6","16.0","95.2","77.7","93.4"
"201–250","KTH Royal Institute of TechnologySwedenCoursesVerify Documents","50.6–54.2","41.3","44.1","58.0","51.0","88.7"
"201–250","La Trobe UniversityAustraliaCoursesEnquire","50.6–54.2","27.9","34.6","82.7","50.0","86.7"
"201–250","Université Libre de BruxellesBelgiumCoursesVerify Documents","50.6–54.2","32.1","42.6","76.2","42.6","88.8"
"201–250","University of LuxembourgLuxembourgCourses","50.6–54.2","35.7","35.0","73.2","45.2","99.6"
"201–250","University of MassachusettsUnited StatesCoursesEnquire","50.6–54.2","37.3","32.0","88.3","50.7","64.1"
"201–250","Medical University of GrazAustriaCourses","50.6–54.2","29.8","27.3","95.1","62.6","76.0"
"201–250","Medical University of InnsbruckAustriaCourses","50.6–54.2","31.0","26.3","92.3","86.9","87.0"
"201–250","Medical University of ViennaAustriaCourses","50.6–54.2","33.4","25.4","92.2","57.8","79.2"
"201–250","University of MiamiUnited StatesCoursesEnquireAdmissions Support","50.6–54.2","45.1","25.0","81.4","40.5","60.6"
"201–250","Moscow Institute of Physics and Technology (MIPT)Russian FederationCourses","50.6–54.2","53.4","45.3","49.9","100.0","60.4"
"201–250","University of OtagoNew ZealandCourses","50.6–54.2","29.5","33.4","85.3","37.1","89.8"
"201–250","RCSI University of Medicine and Health SciencesIrelandCoursesExplore","50.6–54.2","30.9","33.3","87.8","50.3","94.1"
"201–250","University of ReadingUnited KingdomCoursesEnquire","50.6–54.2","34.3","35.5","74.7","38.2","91.9"
"201–250","St George’s, University of LondonUnited KingdomCoursesEnquire","50.6–54.2","22.5","26.9","99.3","36.4","76.6"
"201–250","University of São PauloBrazilCourses","50.6–54.2","56.6","58.9","44.2","41.7","35.2"
"201–250","Sapienza University of RomeItalyCourses","50.6–54.2","51.9","41.4","68.5","44.0","41.4"
"201–250","University of South Florida (Tampa)United StatesCoursesEnquire","50.6–54.2","31.1","36.9","87.4","93.2","55.6"
"201–250","University of St AndrewsUnited KingdomCoursesEnquireAdmissions Support","50.6–54.2","43.3","44.0","55.6","36.7","95.4"
"201–250","Télécom ParisFranceCourses","50.6–54.2","44.1","38.1","68.1","81.1","84.7"
"201–250","Tilburg UniversityNetherlandsCoursesExplore","50.6–54.2","36.5","50.2","61.9","51.2","79.8"
"201–250","Tohoku UniversityJapanCourses","50.6–54.2","57.7","61.0","38.1","97.4","46.7"
"201–250","University of TwenteNetherlandsCoursesVerify Documents","50.6–54.2","37.6","46.6","54.7","86.7","92.9"
"201–250","University of UtahUnited StatesCoursesEnquire","50.6–54.2","38.3","31.8","86.6","56.4","32.8"
"201–250","Virginia Polytechnic Institute and State UniversityUnited StatesCoursesExplore","50.6–54.2","36.2","42.4","72.5","47.8","55.6"
"201–250","University of WaterlooCanadaCoursesExplore","50.6–54.2","35.8","43.3","67.1","44.0","86.0"
"201–250","Western UniversityCanadaCoursesEnquire","50.6–54.2","39.7","35.8","79.3","64.2","80.7"
"201–250","University of the WitwatersrandSouth AfricaCoursesExplore","50.6–54.2","30.7","43.9","77.8","100.0","72.8"
"201–250","University of WollongongAustraliaCoursesExplore","50.6–54.2","29.2","36.1","78.1","56.9","94.3"
"251–300","Alfaisal UniversitySaudi ArabiaCoursesExplore","48.0–50.5","19.8","21.0","98.7","45.2","97.8"
"251–300","Auckland University of TechnologyNew ZealandCoursesExplore","48.0–50.5","21.0","19.9","99.5","36.1","95.9"
"251–300","Australian Catholic UniversityAustraliaCoursesEnquire","48.0–50.5","21.5","27.6","89.1","37.8","77.3"
"251–300","Brighton and Sussex Medical SchoolUnited KingdomCoursesEnquire","48.0–50.5","18.9","20.3","100.0","33.4","78.7"
"251–300","University at BuffaloUnited StatesCoursesEnquire","48.0–50.5","36.8","34.0","73.1","44.7","64.6"
"251–300","University of California, RiversideUnited StatesCoursesEnquire","48.0–50.5","31.2","30.3","85.0","37.5","65.7"
"251–300","University of Cincinnati – UptownUnited StatesCoursesEnquire","48.0–50.5","35.8","31.2","83.8","38.5","43.6"
