"Rank","NameCountry/Region","No. of FTE Students","No. of students per staff","International Students","Female:Male Ratio"
"601-800","Brno University of TechnologyCzech RepublicCourses","22,985","20.5","17%","28 : 72"
"601-800","Budapest University of Technology and EconomicsHungaryCourses","20,584","21.6","3%","31 : 69"
"601-800","COMSATS University IslamabadPakistanCourses","28,626","10.6","0%","23 : 77"
"601-800","University of CalcuttaIndiaCourses","18,883","34.1","0%","50 : 50"
"601-800","Capital Medical UniversityChinaCourses","12,080","7.3","3%","70 : 30"
"601-800","University of Castilla-La ManchaSpainCoursesExplore","25,646","15.5","4%","56 : 44"
"601-800","University of Central LancashireUnited KingdomCoursesEnquire","17,703","16.8","16%","57 : 43"
"601-800","Chang Gung UniversityTaiwanCourses","7,504","12.6","1%","43 : 57"
"601-800","Carlos III University of MadridSpainCoursesExplore","15,787","10.9","14%","43 : 57"
"601-800","University of Chemistry and Technology, PragueCzech RepublicCourses","4,525","10.6","19%","63 : 37"
"601-800","Chiang Mai UniversityThailandCourses","37,084","16.8","1%","45 : 55"
"601-800","Chiba UniversityJapanCourses","14,085","10.2","5%","37 : 63"
"601-800","China University of Geosciences, WuhanChinaCourses","29,098","20.1","3%","n/a"
"601-800","China University of Petroleum, BeijingChinaCourses","14,997","20.2","6%","n/a"
"601-800","Jeonbuk National UniversitySouth KoreaCoursesExplore","23,596","15.1","3%","44 : 56"
"601-800","Chonnam National UniversitySouth KoreaCoursesExplore","35,577","19.3","3%","33 : 67"
"601-800","Chulalongkorn UniversityThailandCoursesExplore","38,368","14.7","3%","59 : 41"
"601-800","Chung Yuan Christian UniversityTaiwanCourses","15,187","30.3","5%","41 : 59"
"601-800","Clemson UniversityUnited StatesCoursesEnquire","19,743","17.0","7%","46 : 54"
"601-800","Comenius University in BratislavaSlovakiaCourses","22,683","11.4","10%","64 : 36"
"601-800","University of ConcepciónChileCourses","26,253","17.6","1%","50 : 50"
"601-800","Coventry UniversityUnited KingdomCoursesExplore","21,285","13.9","41%","48 : 52"
"601-800","Czech Technical University in PragueCzech RepublicCourses","22,015","13.6","15%","30 : 70"
"601-800","Dalian University of TechnologyChinaCourses","36,595","15.5","2%","34 : 66"
"601-800","De Montfort UniversityUnited KingdomCoursesEnquire","16,081","18.8","23%","58 : 42"
"601-800","University of DelhiIndiaCourses","22,494","20.4","1%","49 : 51"
"601-800","Diego Portales UniversityChileCourses","15,868","14.2","2%","48 : 52"
"601-800","Dublin Institute of TechnologyIrelandCourses","14,215","19.6","24%","40 : 60"
"601-800","University of East LondonUnited KingdomCoursesEnquire","13,184","23.3","33%","60 : 40"
"601-800","Eastern Mediterranean UniversityNorthern CyprusCoursesExplore","16,053","31.5","34%","37 : 63"
"601-800","Edinburgh Napier UniversityUnited KingdomCourses","10,644","20.4","31%","56 : 44"
"601-800","Ehime UniversityJapanCourses","9,597","11.3","3%","37 : 63"
"601-800","Eötvös Loránd UniversityHungaryCoursesExplore","24,868","15.7","7%","63 : 37"
"601-800","Universidade Federal do ABC (UFABC)BrazilCourses","11,423","20.8","1%","n/a"
"601-800","Federal University of Minas GeraisBrazilCourses","42,240","14.1","1%","55 : 45"
"601-800","Universidade Federal do Paraná (UFPR)BrazilCourses","23,673","11.3","1%","54 : 46"
"601-800","Universidade Federal do Rio Grande do SulBrazilCourses","38,897","14.1","1%","51 : 49"
"601-800","Federal University of Rio de JaneiroBrazilCourses","53,377","12.9","2%","54 : 46"
"601-800","Universidade Federal de Santa CatarinaBrazilCourses","33,360","14.3","3%","44 : 56"
"601-800","Universidade Federal de São Paulo (UNIFESP)BrazilCourses","12,525","8.4","1%","62 : 38"
"601-800","Feng Chia UniversityTaiwanCourses","20,848","24.6","9%","37 : 63"
"601-800","Florida Institute of TechnologyUnited StatesCoursesEnquire","4,715","14.0","30%","33 : 67"
"601-800","University of La FronteraChileCourses","9,731","24.9","1%","44 : 56"
"601-800","University of GhanaGhanaCourses","37,804","31.7","2%","44 : 56"
"601-800","Glasgow Caledonian UniversityUnited KingdomCoursesEnquire","13,733","21.8","18%","59 : 41"
"601-800","University of GreenwichUnited KingdomCoursesEnquire","15,209","19.6","34%","54 : 46"
"601-800","Hacettepe UniversityTurkeyCourses","38,109","18.2","5%","57 : 43"
"601-800","University of HaifaIsraelCourses","17,871","30.1","1%","65 : 35"
"601-800","Hofstra UniversityUnited StatesCoursesExplore","9,920","14.2","10%","55 : 45"
"601-800","University of HuddersfieldUnited KingdomCoursesEnquire","15,033","18.1","26%","55 : 45"
"601-800","Hunan UniversityChinaCourses","43,684","24.5","2%","45 : 55"
"601-800","ISCTE-University Institute of LisbonPortugalCourses","8,926","26.7","11%","50 : 50"
"601-800","Indian Institute of Technology GuwahatiIndiaCourses","4,959","13.3","1%","15 : 85"
"601-800","Inha UniversitySouth KoreaCourses","20,190","24.0","3%","37 : 63"
"601-800","Isfahan University of TechnologyIranCourses","9,182","19.5","1%","40 : 60"
"601-800","Istanbul UniversityTurkeyCourses","90,614","43.8","6%","49 : 51"
"601-800","Jagiellonian UniversityPolandCourses","41,788","11.8","6%","68 : 32"
"601-800","University of JaénSpainCourses","16,665","20.1","3%","54 : 46"
"601-800","Jikei University School of MedicineJapanCourses","1,053","2.4","0%","44 : 56"
"601-800","Jilin UniversityChinaCourses","66,668","13.8","3%","46 : 54"
"601-800","University of JohannesburgSouth AfricaCoursesExplore","38,156","31.5","4%","55 : 45"
"601-800","Jordan University of Science and TechnologyJordanCourses","24,889","21.5","20%","56 : 44"
"601-800","Juntendo UniversityJapanCourses","4,054","3.7","1%","51 : 49"
"601-800","K.N. Toosi University of TechnologyIranCourses","7,050","17.4","0%","32 : 68"
"601-800","Kanazawa UniversityJapanCourses","10,500","10.3","5%","36 : 64"
"601-800","Kaohsiung Medical UniversityTaiwanCourses","6,981","12.0","5%","56 : 44"
"601-800","Universiti Kebangsaan MalaysiaMalaysiaCourses","20,427","11.8","10%","66 : 34"
"601-800","Keio UniversityJapanCourses","34,594","11.0","6%","34 : 66"
"601-800","University Rey Juan CarlosSpainCourses","33,335","26.6","10%","57 : 43"
"601-800","King Mongkut’s University of Technology ThonburiThailandCourses","16,801","22.8","1%","57 : 43"
"601-800","Kingston UniversityUnited KingdomCoursesEnquire","18,254","21.7","35%","55 : 45"
"601-800","Kindai UniversityJapanCourses","32,010","12.4","2%","29 : 71"
"601-800","Kobe UniversityJapanCourses","15,779","8.1","6%","34 : 66"
"601-800","Kochi UniversityJapanCourses","5,608","9.1","1%","46 : 54"
"601-800","Konkuk UniversitySouth KoreaCourses","26,890","31.5","6%","48 : 52"
"601-800","Kumamoto UniversityJapanCourses","10,221","7.5","5%","37 : 63"
"601-800","Kuwait UniversityKuwaitCourses","37,365","23.7","13%","70 : 30"
"601-800","Kyungpook National UniversitySouth KoreaCoursesExplore","27,191","18.2","4%","42 : 58"
"601-800","University of La LagunaSpainCourses","21,497","14.6","6%","58 : 42"
"601-800","Leeds Beckett UniversityUnited KingdomCoursesEnquire","19,910","20.8","12%","50 : 50"
"601-800","University of LincolnUnited KingdomCourses","10,999","18.3","15%","56 : 44"
"601-800","University of LjubljanaSloveniaCourses","45,607","16.8","4%","60 : 40"
"601-800","London Metropolitan UniversityUnited KingdomCoursesEnquire","12,475","22.4","36%","61 : 39"
"601-800","Manchester Metropolitan UniversityUnited KingdomCoursesEnquire","27,326","17.5","14%","57 : 43"
"601-800","Masaryk UniversityCzech RepublicCourses","38,249","24.6","19%","62 : 38"
"601-800","Miami UniversityUnited StatesCoursesEnquire","16,659","22.3","8%","53 : 47"
"601-800","Middle East Technical UniversityTurkeyCourses","26,355","23.3","7%","44 : 56"
"601-800","University of MurciaSpainCoursesExplore","30,192","15.4","5%","61 : 39"
"601-800","Nagasaki UniversityJapanCourses","9,172","7.1","4%","37 : 63"
"601-800","Nagoya City UniversityJapanCourses","4,313","8.0","2%","52 : 48"
"601-800","Nagoya Institute of TechnologyJapanCourses","5,763","16.8","4%","13 : 87"
"601-800","Nanjing Agricultural UniversityChinaCourses","25,828","16.3","1%","n/a"
"601-800","Nanjing Medical UniversityChinaCourses","12,013","9.0","4%","n/a"
"601-800","Nanjing Normal UniversityChinaCourses","26,588","14.7","3%","68 : 32"
"601-800","National Central UniversityTaiwanCourses","10,826","9.6","7%","34 : 66"
"601-800","National Chung Cheng UniversityTaiwanCourses","10,129","19.4","4%","44 : 56"
"601-800","National Chung Hsing UniversityTaiwanCourses","15,729","19.2","4%","39 : 61"
"601-800","National University of Sciences and TechnologyPakistanCourses","10,227","8.0","3%","33 : 67"
"601-800","National Sun Yat-Sen UniversityTaiwanCourses","9,344","17.2","5%","37 : 63"
"601-800","National Taiwan Ocean UniversityTaiwanCourses","8,371","21.0","5%","30 : 70"
"601-800","National Institute of Technology RourkelaIndiaCourses","5,675","19.2","3%","22 : 78"
"601-800","Niigata UniversityJapanCoursesExplore","12,479","8.5","4%","38 : 62"
"601-800","University of North Carolina at GreensboroUnited StatesCoursesEnquire","18,497","22.1","3%","66 : 34"
"601-800","Northeast Normal UniversityChinaCourses","23,287","15.0","2%","n/a"
"601-800","Northeastern UniversityChinaCourses","31,278","15.4","4%","n/a"
"601-800","Northumbria UniversityUnited KingdomCoursesEnquire","22,445","18.3","16%","55 : 45"
"601-800","Northwestern Polytechnical UniversityChinaCoursesExplore","26,345","15.5","3%","25 : 75"
"601-800","Nottingham Trent UniversityUnited KingdomCoursesEnquire","21,932","17.0","18%","55 : 45"
"601-800","Oakland UniversityUnited StatesCoursesEnquire","15,083","20.4","2%","59 : 41"
"601-800","Ohio University (Main campus)United StatesCoursesEnquire","30,341","20.9","6%","57 : 43"
"601-800","Okayama UniversityJapanCourses","13,186","8.2","4%","38 : 62"
"601-800","Osaka City UniversityJapanCourses","8,493","9.8","4%","36 : 64"
"601-800","University of OviedoSpainCourses","24,845","14.5","2%","54 : 46"
"601-800","Palacký University OlomoucCzech RepublicCourses","18,482","11.1","9%","69 : 31"
"601-800","Panjab UniversityIndiaCourses","15,778","22.3","1%","48 : 52"
"601-800","University of PatrasGreeceCourses","24,477","32.9","6%","51 : 49"
"601-800","Peter the Great St Petersburg Polytechnic UniversityRussian FederationCoursesExplore","15,759","6.0","15%","43 : 57"
"601-800","Pontifical Catholic University of Rio Grande do Sul (PUCRS)BrazilCourses","21,471","21.1","1%","47 : 53"
"601-800","Pontifical Catholic University of Rio de Janeiro (PUC-Rio)BrazilCourses","15,047","21.9","3%","51 : 49"
"601-800","University of PretoriaSouth AfricaCoursesExplore","34,447","23.3","8%","57 : 43"
"601-800","Universiti Putra MalaysiaMalaysiaCourses","24,161","12.0","17%","73 : 27"
"601-800","University of PécsHungaryCoursesExplore","18,109","14.6","13%","54 : 46"
"601-800","Quaid-i-Azam UniversityPakistanCourses","13,126","26.0","0%","52 : 48"
"601-800","Rochester Institute of TechnologyUnited StatesCoursesEnquire","13,518","14.1","16%","34 : 66"
"601-800","University of RoehamptonUnited KingdomCoursesEnquire","7,457","18.3","23%","73 : 27"
"601-800","Universiti Sains MalaysiaMalaysiaCourses","28,592","14.7","8%","62 : 38"
"601-800","University of SalamancaSpainCourses","32,517","19.1","12%","60 : 40"
"601-800","University of SalfordUnited KingdomCoursesEnquire","15,610","16.9","22%","51 : 49"
"601-800","University of Santiago de CompostelaSpainCourses","28,259","15.9","9%","63 : 37"
"601-800","Savitribai Phule Pune UniversityIndiaCourses","5,493","14.7","4%","33 : 67"
"601-800","University of Science and Technology BeijingChinaCourses","24,136","15.8","4%","35 : 65"
"601-800","University of SevilleSpainCourses","62,090","17.0","6%","54 : 46"
"601-800","Shantou UniversityChinaCourses","9,805","13.8","0%","49 : 51"
"601-800","Shinshu UniversityJapanCourses","11,026","10.4","2%","32 : 68"
"601-800","Shiraz UniversityIranCourses","13,686","21.5","1%","52 : 48"
"601-800","Sichuan UniversityChinaCourses","61,533","14.1","4%","49 : 51"
"601-800","Sohag UniversityEgyptCourses","36,460","24.4","0%","76 : 24"
"601-800","South China University of TechnologyChinaCourses","41,868","17.0","3%","34 : 66"
"601-800","University of Southern QueenslandAustraliaCourses","14,388","27.9","20%","55 : 45"
"601-800","Sri Venkateswara UniversityIndiaCourses","6,880","15.5","0%","25 : 75"
"601-800","Suez Canal UniversityEgyptCourses","34,490","12.3","2%","61 : 39"
"601-800","Sultan Qaboos UniversityOmanCourses","7,634","8.5","3%","50 : 50"
"601-800","Suranaree University of TechnologyThailandCourses","10,548","26.8","1%","53 : 47"
"601-800","University of SzegedHungaryCourses","21,420","13.1","11%","58 : 42"
"601-800","Universidade Estadual Paulista (Unesp)BrazilCourses","53,884","14.1","2%","51 : 49"
"601-800","TOBB University of Economics and TechnologyTurkeyCourses","4,506","17.6","1%","42 : 58"
"601-800","Taipei Medical UniversityTaiwanCoursesExplore","6,102","10.4","6%","57 : 43"
"601-800","Tallinn University of TechnologyEstoniaCourses","13,050","24.5","6%","45 : 55"
"601-800","Tata Institute of Fundamental ResearchIndiaCourses","579","2.2","1%","33 : 67"
"601-800","Technical University of MadridSpainCourses","40,523","13.3","12%","32 : 68"
"601-800","Teesside UniversityUnited KingdomCoursesEnquire","11,376","18.5","11%","57 : 43"
"601-800","University of TehranIranCourses","54,000","27.0","1%","45 : 55"
"601-800","Tehran University of Medical SciencesIranCourses","13,388","8.1","2%","60 : 40"
"601-800","Universiti Teknologi MalaysiaMalaysiaCourses","21,992","11.9","19%","49 : 51"
"601-800","Texas Tech UniversityUnited StatesCoursesEnquire","30,145","20.2","7%","45 : 55"
"601-800","University of Texas at El PasoUnited StatesCoursesEnquire","16,389","24.3","7%","53 : 47"
"601-800","Tezpur UniversityIndiaCourses","3,300","13.6","0%","42 : 58"
"601-800","Tokushima UniversityJapanCourses","7,550","9.0","3%","34 : 66"
"601-800","Tokyo University of Agriculture and TechnologyJapanCourses","5,802","14.8","5%","27 : 73"
"601-800","Tokyo University of ScienceJapanCoursesExplore","19,911","25.2","1%","20 : 80"
"601-800","Toyohashi University of Technology (TUT)JapanCourses","2,331","9.9","8%","10 : 90"
"601-800","Universiti Teknologi PetronasMalaysiaCourses","5,466","14.1","27%","36 : 64"
"601-800","University of VigoSpainCourses","20,834","17.2","4%","50 : 50"
"601-800","Vilnius UniversityLithuaniaCourses","18,442","11.9","4%","64 : 36"
"601-800","Waseda UniversityJapanCourses","51,809","16.6","8%","35 : 65"
"601-800","University of the West of EnglandUnited KingdomCoursesEnquire","20,754","19.3","17%","53 : 47"
"601-800","University of the West of ScotlandUnited KingdomCoursesEnquire","11,593","20.7","11%","60 : 40"
"601-800","West University of TimişoaraRomaniaCourses","13,555","18.3","4%","65 : 35"
"601-800","University of the Western CapeSouth AfricaCourses","20,182","33.2","8%","60 : 40"
"601-800","University of WestminsterUnited KingdomCoursesEnquire","16,568","20.1","45%","58 : 42"
"601-800","University of WindsorCanadaCoursesEnquire","15,453","18.7","16%","52 : 48"
"601-800","Yamagata UniversityJapanCourses","8,866","8.3","2%","34 : 66"
"601-800","University of YamanashiJapanCourses","4,842","6.9","4%","30 : 70"
"601-800","Yeungnam UniversitySouth KoreaCourses","22,658","16.2","3%","49 : 51"
"601-800","Yokohama City UniversityJapanCourses","4,851","5.0","2%","55 : 45"
"601-800","Yuan Ze UniversityTaiwanCourses","8,814","20.9","5%","42 : 58"
"601-800","École Centrale de LyonFranceCourses","1,872","17.7","23%","26 : 74"
"601-800","Izmir Institute of TechnologyTurkeyCourses","4,201","19.0","4%","45 : 55"
"801+","Acharya Nagarjuna UniversityIndiaCourses","5,605","17.4","3%","27 : 73"
"801+","Adam Mickiewicz University, PoznańPolandCourses","39,291","15.0","2%","71 : 29"
"801+","University of Agriculture, FaisalabadPakistanCourses","15,122","29.0","0%","36 : 64"
"801+","Ain Shams UniversityEgyptCourses","133,048","12.5","2%","59 : 41"
"801+","Alexandria UniversityEgyptCourses","154,366","26.9","3%","47 : 53"
"801+","Alexandru Ioan Cuza UniversityRomaniaCourses","23,707","29.7","3%","59 : 41"
"801+","Amity UniversityIndiaCourses","25,391","15.0","3%","38 : 62"
"801+","Amrita Vishwa VidyapeethamIndiaCourses","18,938","11.9","9%","n/a"
"801+","Anadolu UniversityTurkeyCourses","1,414,640","594.4","0%","44 : 56"
"801+","University of the Andes, VenezuelaVenezuelaCourses","54,595","23.2","0%","60 : 40"
"801+","Andhra UniversityIndiaCourses","10,882","21.0","4%","55 : 45"
"801+","Ankara UniversityTurkeyCourses","59,554","16.4","4%","53 : 47"
"801+","Universidad Autónoma de Nuevo León (UANL)MexicoCourses","104,912","28.9","0%","n/a"
"801+","Benemérita Universidad Autónoma de PueblaMexicoCourses","64,029","14.3","0%","52 : 48"
"801+","Universidad Autónoma del Estado de Mexico (UAEMex)MexicoCourses","52,482","22.8","0%","56 : 44"
"801+","Bahauddin Zakariya UniversityPakistanCourses","21,433","30.2","0%","47 : 53"
"801+","Bandung Institute of Technology (ITB)IndonesiaCourses","19,757","13.9","1%","41 : 59"
"801+","Belarusian State UniversityBelarusCourses","28,822","10.0","6%","69 : 31"
"801+","University of BelgradeSerbiaCourses","99,335","25.4","4%","60 : 40"
"801+","University of BucharestRomaniaCourses","31,305","23.5","2%","70 : 30"
"801+","Cairo UniversityEgyptCourses","256,470","46.3","2%","48 : 52"
"801+","Central South UniversityChinaCoursesExplore","55,100","17.0","1%","40 : 60"
"801+","University of Cergy-PontoiseFranceCourses","17,165","9.3","14%","57 : 43"
"801+","Chiba Institute of TechnologyJapanCourses","9,644","34.0","1%","10 : 90"
"801+","China University of Mining and TechnologyChinaCourses","43,024","19.0","1%","26 : 74"
"801+","Chongqing UniversityChinaCourses","46,461","16.5","3%","n/a"
"801+","Chungnam National UniversitySouth KoreaCourses","22,433","21.9","3%","34 : 66"
"801+","Chuo UniversityJapanCourses","26,908","38.8","3%","34 : 66"
"801+","Cochin University of Science and TechnologyIndiaCourses","7,615","32.1","0%","35 : 65"
"801+","University of ColomboSri LankaCourses","16,296","22.4","1%","40 : 60"
"801+","University of Costa RicaCosta RicaCourses","30,067","10.1","%","52 : 48"
"801+","Czech University of Life Sciences Prague (CULS)Czech RepublicCourses","18,149","22.0","16%","55 : 45"
"801+","University of DebrecenHungaryCoursesExplore","28,812","19.7","13%","57 : 43"
"801+","Doshisha UniversityJapanCourses","28,899","23.0","3%","38 : 62"
"801+","University of Electronic Science and Technology of ChinaChinaCoursesExplore","34,483","16.1","1%","23 : 77"
"801+","Embry-Riddle Aeronautical UniversityUnited StatesCoursesEnquire","15,259","10.2","10%","16 : 84"
"801+","Erciyes UniversityTurkeyCourses","31,185","24.2","3%","46 : 54"
"801+","Universidade Federal da BahiaBrazilCourses","35,173","14.2","1%","47 : 53"
"801+","Universidade Federal do Ceará (UFC)BrazilCourses","34,836","17.8","1%","48 : 52"
"801+","Federal University of GoiásBrazilCourses","29,785","5.2","0%","46 : 54"
"801+","Federal University of PernambucoBrazilCourses","31,512","12.3","1%","51 : 49"
"801+","Federal University of Rio Grande do Norte (UFRN)BrazilCourses","40,110","18.7","1%","48 : 52"
"801+","Federal University of Santa MariaBrazilCourses","24,695","13.0","0%","n/a"
"801+","Federal University of São CarlosBrazilCourses","16,556","14.3","2%","n/a"
"801+","Federal University of ViçosaBrazilCourses","16,819","13.9","2%","51 : 49"
"801+","Federal University of LavrasBrazilCourses","11,894","20.8","1%","52 : 48"
"801+","Ferdowsi University of MashhadIranCourses","23,187","29.4","4%","57 : 43"
"801+","Fluminense Federal UniversityBrazilCourses","43,821","13.0","0%","55 : 45"
"801+","Fu Jen Catholic UniversityTaiwanCourses","27,427","25.2","5%","58 : 42"
"801+","Gazi UniversityTurkeyCourses","76,768","25.0","3%","49 : 51"
"801+","Gdańsk University of TechnologyPolandCourses","25,491","20.9","1%","39 : 61"
"801+","Gifu UniversityJapanCourses","7,280","10.0","4%","34 : 66"
"801+","University of GuadalajaraMexicoCoursesExplore","109,375","51.0","1%","51 : 49"
"801+","Gunma UniversityJapanCourses","6,393","9.6","3%","36 : 64"
"801+","Hallym UniversitySouth KoreaCourses","9,497","11.1","2%","n/a"
"801+","The Hashemite UniversityJordanCourses","29,803","32.8","1%","61 : 39"
"801+","Hosei UniversityJapanCourses","29,171","38.7","1%","34 : 66"
"801+","I-Shou UniversityTaiwanCourses","16,583","30.5","11%","45 : 55"
"801+","University of IbadanNigeriaCourses","26,753","17.3","1%","45 : 55"
"801+","University of IndonesiaIndonesiaCourses","46,775","21.3","0%","57 : 43"
"801+","Islamic Azad University KarajIranCourses","30,000","52.4","1%","53 : 47"
"801+","Ivane Javakhishvili Tbilisi State UniversityGeorgiaCoursesExplore","21,675","28.6","2%","62 : 38"
"801+","Iwate UniversityJapanCourses","5,719","14.4","3%","37 : 63"
"801+","Jiangsu UniversityChinaCoursesExplore","32,664","7.2","3%","41 : 59"
"801+","Jinan UniversityChinaCoursesExplore","45,094","19.7","26%","58 : 42"
"801+","The University of JordanJordanCourses","26,532","12.5","17%","65 : 35"
"801+","Kansai UniversityJapanCourses","30,178","10.9","3%","39 : 61"
"801+","University of KarachiPakistanCourses","22,990","19.6","0%","57 : 43"
"801+","Kasetsart UniversityThailandCourses","67,148","23.0","1%","60 : 40"
"801+","Kaunas University of TechnologyLithuaniaCourses","9,873","12.7","4%","40 : 60"
"801+","Khon Kaen UniversityThailandCourses","37,320","15.6","1%","63 : 37"
"801+","King Mongkut’s Institute of Technology LadkrabangThailandCourses","24,642","25.3","0%","51 : 49"
"801+","Kwansei Gakuin UniversityJapanCourses","24,107","15.6","4%","47 : 53"
"801+","Kyushu Institute of Technology (Kyutech)JapanCourses","5,872","16.1","4%","12 : 88"
"801+","University of LahorePakistanCourses","23,831","19.0","2%","32 : 68"
"801+","University of LatviaLatviaCourses","12,480","31.0","6%","n/a"
"801+","Lobachevsky State University of Nizhni NovgorodRussian FederationCourses","18,662","8.8","5%","53 : 47"
"801+","London South Bank UniversityUnited KingdomCoursesEnquire","12,482","17.2","34%","54 : 46"
"801+","Londrina State UniversityBrazilCourses","20,546","12.1","1%","57 : 43"
"801+","Lviv Polytechnic National UniversityUkraineCourses","28,037","13.5","1%","n/a"
"801+","Maharaja Sayajirao University of BarodaIndiaCourses","37,783","54.8","0%","52 : 48"
"801+","Manipal Academy of Higher EducationIndiaCourses","24,022","9.8","10%","45 : 55"
"801+","Mansoura UniversityEgyptCourses","113,021","18.0","3%","54 : 46"
"801+","Marmara UniversityTurkeyCourses","66,212","32.6","4%","50 : 50"
"801+","University of Marrakech Cadi AyyadMoroccoCourses","64,260","44.1","1%","44 : 56"
"801+","Meiji UniversityJapanCourses","32,433","29.6","4%","31 : 69"
"801+","Ming Chuan UniversityTaiwanCourses","18,809","24.5","10%","60 : 40"
"801+","Mohammed V University of RabatMoroccoCourses","75,403","35.8","3%","48 : 52"
"801+","University of MonastirTunisiaCourses","24,724","13.8","1%","66 : 34"
"801+","Tokyo City UniversityJapanCourses","8,150","15.9","1%","21 : 79"
"801+","Nagaoka University of TechnologyJapanCourses","2,297","9.8","11%","10 : 90"
"801+","University of NairobiKenyaCourses","74,654","42.2","1%","40 : 60"
"801+","Nanjing Tech UniversityChinaCourses","28,861","18.3","1%","n/a"
"801+","National Chengchi UniversityTaiwanCourses","15,922","17.4","12%","58 : 42"
"801+","National Research University of Electronic Technology (MIET)Russian FederationCourses","4,460","10.5","2%","28 : 72"
"801+","National Research Saratov State UniversityRussian FederationCourses","11,663","12.9","6%","63 : 37"
"801+","National University of Science and Technology (MISiS)Russian FederationCourses","8,326","9.2","17%","38 : 62"
"801+","National University of the SouthArgentinaCourses","19,086","6.8","1%","58 : 42"
"801+","National Taipei University of TechnologyTaiwanCoursesExplore","10,409","17.0","5%","26 : 74"
"801+","National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic InstituteUkraineCourses","22,328","8.8","2%","32 : 68"
"801+","Nicolaus Copernicus University in ToruńPolandCourses","22,551","11.2","1%","69 : 31"
"801+","Novosibirsk State Technical UniversityRussian FederationCourses","11,358","12.6","17%","54 : 46"
"801+","Ocean University of ChinaChinaCourses","35,373","19.8","1%","n/a"
"801+","Oita UniversityJapanCourses","5,834","7.1","2%","38 : 62"
"801+","Osaka Prefecture UniversityJapanCourses","7,931","7.4","3%","35 : 65"
"801+","Osmania UniversityIndiaCourses","11,921","12.2","4%","34 : 66"
"801+","Universidade Federal de Ouro Preto (UFOP)BrazilCourses","15,948","17.5","0%","50 : 50"
"801+","University of PardubiceCzech RepublicCourses","10,508","19.4","4%","55 : 45"
"801+","RUDN UniversityRussian FederationCourses","14,773","8.8","34%","51 : 49"
"801+","University of the PhilippinesPhilippinesCourses","48,501","11.1","1%","59 : 41"
"801+","Pontifícia Universidade Católica do ParanáBrazilCourses","24,682","22.3","1%","53 : 47"
"801+","Pontifical Catholic University of ValparaísoChileCourses","15,241","25.0","1%","44 : 56"
"801+","Prince of Songkla UniversityThailandCourses","41,043","17.2","1%","71 : 29"
"801+","Riga Technical UniversityLatviaCourses","11,790","27.3","7%","39 : 61"
"801+","Universidade do Estado do Rio de Janeiro (UERJ)BrazilCourses","24,276","11.6","0%","55 : 45"
"801+","Ritsumeikan UniversityJapanCourses","34,867","23.8","4%","36 : 64"
"801+","Robert Gordon UniversityUnited KingdomCoursesEnquire","9,628","19.1","23%","60 : 40"
"801+","SASTRA UniversityIndiaCourses","13,649","18.5","0%","48 : 52"
"801+","SRM Institute of Science and TechnologyIndiaCourses","42,345","15.6","2%","23 : 77"
"801+","Saitama UniversityJapanCourses","7,459","11.7","2%","33 : 67"
"801+","Saitama Medical UniversityJapanCourses","1,888","1.5","1%","53 : 47"
"801+","Samara State Aerospace UniversityRussian FederationCourses","6,833","10.2","4%","n/a"
"801+","University of Santiago, Chile (USACH)ChileCourses","22,720","20.7","1%","40 : 60"
"801+","Sathyabama Institute of Science and TechnologyIndiaCourses","15,918","20.1","1%","45 : 55"
"801+","Sechenov UniversityRussian FederationCoursesExplore","16,774","9.0","11%","56 : 44"
"801+","University of SeoulSouth KoreaCourses","10,498","18.6","3%","36 : 64"
"801+","Shaanxi Normal UniversityChinaCourses","25,799","16.3","1%","73 : 27"
"801+","Shahid Beheshti UniversityIranCourses","18,607","24.6","1%","52 : 48"
"801+","Shanghai UniversityChinaCourses","48,397","18.6","1%","45 : 55"
"801+","Sheffield Hallam UniversityUnited KingdomCoursesEnquire","25,506","17.1","16%","54 : 46"
"801+","Shibaura Institute of Technology TokyoJapanCourses","9,357","17.4","2%","13 : 87"
"801+","Shimane UniversityJapanCourses","5,974","9.3","2%","38 : 62"
"801+","Shizuoka UniversityJapanCourses","10,083","14.4","3%","29 : 71"
"801+","Showa UniversityJapanCourses","3,728","2.5","0%","58 : 42"
"801+","Siberian Federal UniversityRussian FederationCourses","26,156","11.0","1%","46 : 54"
"801+","Sidi Mohamed Ben Abdellah UniversityMoroccoCourses","82,019","59.2","1%","43 : 57"
"801+","University of Silesia in KatowicePolandCourses","26,470","14.0","2%","68 : 32"
"801+","Simón Bolívar UniversityVenezuelaCourses","12,545","15.0","0%","45 : 55"
"801+","Slovak University of Technology in BratislavaSlovakiaCourses","16,402","15.2","2%","30 : 70"
"801+","Sofia UniversityBulgariaCourses","23,158","13.7","4%","51 : 49"
"801+","Sophia UniversityJapanCoursesExplore","13,468","25.2","9%","55 : 45"
"801+","University of South AfricaSouth AfricaCourses","187,043","97.4","9%","65 : 35"
"801+","South Valley UniversityEgyptCourses","42,020","53.7","1%","62 : 38"
"801+","Southern Federal UniversityRussian FederationCourses","22,455","7.7","6%","79 : 21"
"801+","University of Southern MississippiUnited StatesCoursesEnquire","14,143","17.8","3%","63 : 37"
"801+","Southwest Jiaotong UniversityChinaCourses","40,075","15.1","2%","27 : 73"
"801+","Universidade Estadual de MaringáBrazilCourses","23,532","14.9","1%","59 : 41"
