"Rank","NameCountry/Region","No. of FTE Students","No. of students per staff","International Students","Female:Male Ratio"
"301–350","University of California, MercedUnited StatesCoursesEnquire","7,849","21.2","9%","51 : 49"
"301–350","University of Colorado Denver/Anschutz Medical CampusUnited StatesCoursesEnquire","17,112","4.0","8%","56 : 44"
"301–350","Cyprus University of TechnologyCyprusCourses","3,176","17.4","11%","55 : 45"
"301–350","University of DelawareUnited StatesCoursesEnquire","21,564","17.1","10%","57 : 43"
"301–350","University of EssexUnited KingdomCoursesEnquire","12,435","15.6","38%","53 : 47"
"301–350","University of GreifswaldGermanyCourses","10,179","21.0","7%","56 : 44"
"301–350","Huazhong University of Science and TechnologyChinaCoursesExplore","56,941","16.3","6%","36 : 64"
"301–350","Illinois Institute of TechnologyUnited StatesCoursesEnquire","6,092","14.5","49%","36 : 64"
"301–350","Indian Institute of ScienceIndiaCourses","4,038","9.3","1%","27 : 73"
"301–350","Johannes Gutenberg University of MainzGermanyCourses","31,773","25.7","11%","59 : 41"
"301–350","University of KentUnited KingdomCoursesExplore","17,843","19.3","30%","53 : 47"
"301–350","University of KlagenfurtAustriaCourses","3,361","10.1","23%","69 : 31"
"301–350","Kurdistan University of Medical SciencesIranCourses","2,927","11.0","1%","51 : 49"
"301–350","University of MacauMacaoCoursesExplore","9,343","14.0","36%","56 : 44"
"301–350","University of MalayaMalaysiaCourses","15,794","8.3","20%","65 : 35"
"301–350","University of MarburgGermanyCourses","24,527","32.6","12%","55 : 45"
"301–350","Montpellier UniversityFranceCourses","39,703","19.7","15%","53 : 47"
"301–350","National University of Ireland, GalwayIrelandCourses","14,453","26.6","18%","58 : 42"
"301–350","North Carolina State UniversityUnited StatesCoursesEnquire","29,966","12.5","15%","46 : 54"
"301–350","University of OregonUnited StatesCoursesEnquire","22,019","10.6","10%","54 : 46"
"301–350","University of OuluFinlandCoursesExplore","9,822","26.6","7%","53 : 47"
"301–350","University of PassauGermanyCourses","11,249","91.4","14%","59 : 41"
"301–350","Peter the Great St Petersburg Polytechnic UniversityRussian FederationCoursesExplore","16,768","9.2","31%","39 : 61"
"301–350","Qatar UniversityQatarCourses","8,808","9.2","37%","75 : 25"
"301–350","Reykjavík UniversityIcelandCourses","2,501","23.4","9%","46 : 54"
"301–350","RMIT UniversityAustraliaCoursesEnquire","33,427","23.1","33%","48 : 52"
"301–350","Royal Holloway, University of LondonUnited KingdomCoursesEnquire","9,686","14.7","35%","58 : 42"
"301–350","Rush UniversityUnited StatesCoursesEnquire","2,624","2.2","2%","74 : 26"
"301–350","Sejong UniversitySouth KoreaCourses","12,207","20.2","11%","46 : 54"
"301–350","University of South AustraliaAustraliaCoursesEnquire","20,930","30.6","20%","58 : 42"
"301–350","University of StirlingUnited KingdomCourses","9,548","16.7","24%","63 : 37"
"301–350","Stony Brook UniversityUnited StatesCoursesEnquire","24,593","10.6","23%","50 : 50"
"301–350","Syracuse UniversityUnited StatesCoursesEnquireAdmissions Support","20,484","15.0","20%","53 : 47"
"301–350","Taipei Medical UniversityTaiwanCoursesExplore","6,112","9.8","10%","58 : 42"
"301–350","Tampere UniversityFinlandCourses","15,267","21.8","6%","52 : 48"
"301–350","Technical University of DarmstadtGermanyCourses","17,814","39.8","17%","31 : 69"
"301–350","Temple UniversityUnited StatesCoursesEnquire","36,398","13.1","9%","53 : 47"
"301–350","The University of Tennessee-KnoxvilleUnited StatesCoursesEnquire","26,184","16.6","5%","n/a"
"301–350","University of Texas at DallasUnited StatesCoursesExplore","23,587","20.8","23%","43 : 57"
"301–350","Tokyo Institute of TechnologyJapanCourses","9,566","7.8","13%","15 : 85"
"301–350","University of TrentoItalyCourses","13,180","20.1","7%","51 : 49"
"301–350","Tulane UniversityUnited StatesCoursesEnquireAdmissions Support","11,224","9.1","11%","58 : 42"
"301–350","United Arab Emirates UniversityUnited Arab EmiratesCoursesExplore","7,270","8.9","18%","83 : 17"
"301–350","University College CorkIrelandCourses","17,051","17.6","19%","58 : 42"
"301–350","Washington State UniversityUnited StatesCoursesEnquire","28,482","18.4","7%","53 : 47"
"301–350","Wuhan UniversityChinaCoursesExplore","53,956","15.2","7%","n/a"
"351–400","Aix-Marseille UniversityFranceCourses","68,841","16.7","13%","59 : 41"
"351–400","Babol Noshirvani University of TechnologyIranCourses","5,140","23.8","0%","34 : 66"
"351–400","University of BayreuthGermanyCoursesVerify Documents","9,162","30.5","12%","47 : 53"
"351–400","Birkbeck, University of LondonUnited KingdomCoursesEnquire","8,148","17.0","38%","54 : 46"
"351–400","Universiti Brunei DarussalamBrunei DarussalamCoursesExplore","3,818","10.9","17%","65 : 35"
"351–400","Brunel University LondonUnited KingdomCoursesEnquire","11,679","18.0","36%","47 : 53"
"351–400","Catholic University of PortugalPortugalCourses","11,187","23.7","17%","62 : 38"
"351–400","Central South UniversityChinaCoursesExplore","53,277","19.1","3%","n/a"
"351–400","City, University of LondonUnited KingdomCoursesEnquire","14,786","18.5","51%","57 : 43"
"351–400","University of CreteGreeceCourses","13,649","24.5","5%","62 : 38"
"351–400","Drexel UniversityUnited StatesCoursesEnquire","20,140","11.4","16%","51 : 49"
"351–400","East China Normal UniversityChinaCoursesExplore","27,085","14.5","13%","65 : 35"
"351–400","University of FribourgSwitzerlandCourses","10,888","31.7","18%","60 : 40"
"351–400","Grenoble Alpes UniversityFranceCourses","40,486","17.1","14%","53 : 47"
"351–400","Hanyang UniversitySouth KoreaCoursesExplore","20,019","15.3","21%","n/a"
"351–400","Hasselt UniversityBelgiumCourses","5,503","30.9","13%","48 : 52"
"351–400","Heriot-Watt UniversityUnited KingdomCoursesEnquire","9,420","18.0","36%","41 : 59"
"351–400","Hong Kong Baptist UniversityHong KongCoursesExplore","8,224","15.4","51%","71 : 29"
"351–400","IMT AtlantiqueFranceCourses","1,628","8.6","43%","24 : 76"
"351–400","Indian Institute of Technology RoparIndiaCourses","1,765","10.9","0%","16 : 84"
"351–400","University of InnsbruckAustriaCourses","13,492","22.8","42%","54 : 46"
"351–400","University of KansasUnited StatesCoursesEnquire","24,467","9.9","9%","52 : 48"
"351–400","Khalifa UniversityUnited Arab EmiratesCoursesExplore","3,164","9.7","19%","59 : 41"
"351–400","University of KwaZulu-NatalSouth AfricaCoursesExplore","36,731","28.8","4%","58 : 42"
"351–400","Lappeenranta-Lahti University of Technology LUTFinlandCoursesExplore","4,099","29.2","16%","31 : 69"
"351–400","University of LiègeBelgiumCoursesVerify Documents","20,968","25.9","20%","57 : 43"
"351–400","Loughborough UniversityUnited KingdomCoursesEnquire","14,802","13.7","27%","41 : 59"
"351–400","University of ManitobaCanadaCoursesEnquire","28,786","28.9","18%","53 : 47"
"351–400","University of MilanItalyCourses","45,752","20.9","6%","59 : 41"
"351–400","University of Milan-BicoccaItalyCourses","27,098","29.4","6%","61 : 39"
"351–400","Nagoya UniversityJapanCourses","15,589","9.4","11%","30 : 70"
"351–400","Nankai UniversityChinaCoursesExplore","29,500","13.5","8%","n/a"
"351–400","National Tsing Hua UniversityTaiwanCourses","14,758","17.9","11%","42 : 58"
"351–400","Northumbria UniversityUnited KingdomCoursesEnquire","21,983","17.2","18%","55 : 45"
"351–400","NOVA University of LisbonPortugalCourses","19,976","18.3","19%","51 : 49"
"351–400","University of Occupational and Environmental Health, JapanJapanCoursesExplore","1,159","2.5","1%","52 : 48"
"351–400","Örebro UniversitySwedenCourses","9,434","16.9","6%","60 : 40"
"351–400","Osaka UniversityJapanCourses","22,867","7.4","12%","32 : 68"
"351–400","Politecnico di MilanoItalyCoursesExplore","36,828","25.4","18%","34 : 66"
"351–400","University of StuttgartGermanyCoursesVerify Documents","24,554","44.0","20%","33 : 67"
"351–400","Swedish University of Agricultural SciencesSwedenCoursesVerify Documents","3,720","4.4","4%","69 : 31"
"351–400","Swinburne University of TechnologyAustraliaCoursesEnquire","15,604","25.1","28%","35 : 65"
"351–400","University of TasmaniaAustraliaCoursesEnquire","18,328","22.8","33%","60 : 40"
"351–400","University of TurkuFinlandCourses","12,813","15.8","6%","63 : 37"
"351–400","UiT The Arctic University of NorwayNorwayCourses","14,276","10.4","11%","58 : 42"
"351–400","Umeå UniversitySwedenCourses","17,055","12.4","11%","60 : 40"
"351–400","Université de Versailles Saint-Quentin-en-YvelinesFranceCourses","16,699","21.2","16%","60 : 40"
"351–400","Victoria UniversityAustraliaCoursesEnquire","15,838","44.1","28%","52 : 48"
"351–400","University of VictoriaCanadaCoursesEnquire","21,317","25.2","21%","55 : 45"
"351–400","Wayne State UniversityUnited StatesCoursesEnquire","22,359","11.6","7%","57 : 43"
"401–500","Aberystwyth UniversityUnited KingdomCoursesEnquire","6,809","17.2","22%","51 : 49"
"401–500","University of Alaska FairbanksUnited StatesCoursesEnquire","3,342","8.2","5%","52 : 48"
"401–500","American UniversityUnited StatesCoursesEnquire","12,460","13.5","13%","63 : 37"
"401–500","Aston UniversityUnited KingdomCoursesEnquire","11,549","19.7","25%","48 : 52"
"401–500","Aswan UniversityEgyptCourses","25,114","40.9","2%","57 : 43"
"401–500","Bangor UniversityUnited KingdomCoursesEnquire","9,663","17.0","25%","59 : 41"
"401–500","University of Bari Aldo MoroItalyCourses","29,396","21.1","1%","61 : 39"
"401–500","Bauman Moscow State Technical UniversityRussian FederationCourses","19,501","5.6","8%","29 : 71"
"401–500","University of BordeauxFranceCoursesExplore","54,812","22.4","13%","59 : 41"
"401–500","Bournemouth UniversityUnited KingdomCoursesEnquire","13,713","17.0","18%","55 : 45"
"401–500","University of BremenGermanyCoursesVerify Documents","18,843","32.3","13%","51 : 49"
"401–500","University of BresciaItalyCourses","14,479","25.1","7%","45 : 55"
"401–500","University of CampinasBrazilCourses","29,082","15.6","3%","47 : 53"
"401–500","Cankaya UniversityTurkeyCourses","7,492","25.2","1%","45 : 55"
"401–500","University of CanterburyNew ZealandCoursesEnquireExplore","14,069","18.6","24%","50 : 50"
"401–500","Centrale NantesFranceCourses","1,776","16.5","48%","25 : 75"
"401–500","CEU UniversitiesSpainCoursesExplore","17,654","11.5","19%","63 : 37"
"401–500","Charles University in PragueCzech RepublicCourses","47,406","12.8","22%","62 : 38"
"401–500","China Medical University, TaiwanTaiwanCoursesExplore","7,633","16.9","9%","55 : 45"
"401–500","Clark UniversityUnited StatesCoursesEnquire","3,045","11.5","23%","60 : 40"
"401–500","Colorado School of MinesUnited StatesCoursesEnquire","5,898","17.2","11%","30 : 70"
"401–500","Colorado State University, Fort CollinsUnited StatesCoursesEnquire","26,178","16.1","6%","53 : 47"
"401–500","University of ConnecticutUnited StatesCoursesEnquire","27,996","13.2","11%","52 : 48"
"401–500","University of DenverUnited StatesCoursesEnquire","9,397","12.6","8%","57 : 43"
"401–500","University of DesarrolloChileCoursesExplore","15,213","18.6","3%","56 : 44"
"401–500","Diego Portales UniversityChileCourses","17,234","14.7","2%","49 : 51"
"401–500","Durban University of TechnologySouth AfricaCourses","23,432","33.3","1%","52 : 48"
"401–500","University of Eastern FinlandFinlandCourses","11,742","18.8","6%","64 : 36"
"401–500","Edith Cowan UniversityAustraliaCoursesExplore","17,756","28.8","27%","60 : 40"
"401–500","Federal University of Toulouse Midi-PyrénéesFranceCourses","104,479","16.5","14%","54 : 46"
"401–500","University of FlorenceItalyCourses","36,497","21.0","10%","59 : 41"
"401–500","Florida International UniversityUnited StatesCoursesExplore","33,974","23.7","8%","58 : 42"
"401–500","Free University of Bozen-BolzanoItalyCourses","3,891","11.9","12%","67 : 33"
"401–500","University of GenoaItalyCourses","23,405","19.3","9%","56 : 44"
"401–500","University of GeorgiaUnited StatesCoursesEnquire","36,169","16.6","7%","57 : 43"
"401–500","Georgia State UniversityUnited StatesCoursesEnquire","30,633","15.3","6%","58 : 42"
"401–500","Goldsmiths, University of LondonUnited KingdomCoursesEnquire","9,015","15.7","36%","66 : 34"
"401–500","Harbin Institute of TechnologyChinaCourses","31,873","10.6","12%","30 : 70"
"401–500","Hunan UniversityChinaCourses","41,210","20.2","2%","47 : 53"
"401–500","University of IbadanNigeriaCourses","38,170","25.7","1%","47 : 53"
"401–500","University of IcelandIcelandCourses","8,309","14.1","12%","66 : 34"
"401–500","Indian Institute of Technology IndoreIndiaCourses","1,309","9.2","0%","17 : 83"
"401–500","Iowa State UniversityUnited StatesCoursesEnquire","31,814","18.1","12%","44 : 56"
"401–500","Jordan University of Science and TechnologyJordanCourses","21,087","11.9","16%","57 : 43"
"401–500","Justus Liebig University GiessenGermanyCourses","28,039","44.5","10%","62 : 38"
"401–500","University of JyväskyläFinlandCourses","10,262","14.6","4%","61 : 39"
"401–500","University of KentuckyUnited StatesCoursesEnquire","26,839","13.3","4%","56 : 44"
"401–500","King Saud UniversitySaudi ArabiaCourses","38,189","10.1","10%","52 : 48"
"401–500","Koç UniversityTurkeyCourses","5,440","16.0","6%","50 : 50"
"401–500","Kyushu UniversityJapanCourses","18,714","9.3","13%","28 : 72"
"401–500","Linköping UniversitySwedenCoursesVerify Documents","18,628","11.2","11%","54 : 46"
"401–500","L’institut AgroFranceCourses","2,120","10.9","16%","62 : 38"
"401–500","Liverpool John Moores UniversityUnited KingdomCoursesEnquire","20,201","16.9","15%","53 : 47"
"401–500","Makerere UniversityUgandaCourses","30,486","20.8","3%","52 : 48"
"401–500","Mansoura UniversityEgyptCourses","140,144","23.8","3%","58 : 42"
"401–500","Maynooth UniversityIrelandCourses","10,107","28.6","12%","56 : 44"
"401–500","Middlesex UniversityUnited KingdomCoursesEnquire","15,749","17.9","45%","60 : 40"
"401–500","Missouri University of Science and TechnologyUnited StatesCoursesEnquire","7,862","21.6","12%","24 : 76"
"401–500","Mizzou - University of MissouriUnited StatesCoursesEnquire","26,446","12.5","5%","53 : 47"
"401–500","University of Modena and Reggio EmiliaItalyCourses","18,741","26.8","6%","53 : 47"
"401–500","University of Naples Federico IIItalyCourses","50,375","19.7","2%","55 : 45"
"401–500","National and Kapodistrian University of AthensGreeceCourses","59,348","28.3","10%","62 : 38"
"401–500","National Research Nuclear University MEPhIRussian FederationCourses","5,797","10.5","26%","34 : 66"
"401–500","National Yang-Ming UniversityTaiwanCourses","4,254","4.8","2%","49 : 51"
"401–500","University of Nebraska-LincolnUnited StatesCoursesExplore","24,677","16.6","12%","48 : 52"
"401–500","University of NeuchâtelSwitzerlandCourses","4,138","12.7","25%","58 : 42"
"401–500","Norwegian University of Science and TechnologyNorwayCoursesVerify Documents","36,050","15.5","8%","48 : 52"
"401–500","Oklahoma State UniversityUnited StatesCoursesEnquire","22,047","15.4","7%","50 : 50"
"401–500","Oregon State UniversityUnited StatesCoursesEnquire","25,824","16.6","11%","47 : 53"
"401–500","University of PaviaItalyCourses","25,589","44.0","8%","56 : 44"
"401–500","University of PeradeniyaSri LankaCourses","17,301","11.5","1%","61 : 39"
"401–500","University of the PhilippinesPhilippinesCourses","41,419","8.7","1%","54 : 46"
"401–500","University of PisaItalyCourses","32,974","21.1","6%","51 : 49"
"401–500","University of PlymouthUnited KingdomCoursesEnquire","17,481","17.6","15%","55 : 45"
"401–500","Polytechnic University of BariItalyCourses","6,729","28.9","2%","32 : 68"
"401–500","Pontifical Javeriana UniversityColombiaCourses","29,281","15.3","1%","55 : 45"
"401–500","University of PortoPortugalCourses","32,586","17.6","18%","55 : 45"
"401–500","University of Rome II – Tor VergataItalyCourses","25,893","13.8","13%","53 : 47"
"401–500","Royal Veterinary CollegeUnited KingdomCoursesEnquire","2,191","10.9","23%","79 : 21"
"401–500","University of St GallenSwitzerlandCourses","7,759","12.0","33%","35 : 65"
"401–500","Saint-Petersburg Mining UniversityRussian FederationCourses","7,705","11.4","11%","40 : 60"
"401–500","University of SalernoItalyCourses","25,123","27.5","2%","55 : 45"
"401–500","University of SannioItalyCourses","2,998","15.8","2%","51 : 49"
"401–500","University of SaskatchewanCanadaCoursesEnquireExplore","17,973","18.4","21%","55 : 45"
"401–500","Semmelweis UniversityHungaryCoursesExplore","10,945","9.4","32%","69 : 31"
"401–500","Sharif University of TechnologyIranCourses","8,742","20.1","2%","25 : 75"
"401–500","Shenzhen UniversityChinaCoursesExplore","35,396","14.5","1%","49 : 51"
"401–500","University of SienaItalyCourses","13,232","17.6","9%","61 : 39"
"401–500","University of South Carolina-ColumbiaUnited StatesCoursesEnquire","32,445","16.4","6%","54 : 46"
"401–500","South China University of TechnologyChinaCourses","40,581","13.4","5%","38 : 62"
"401–500","SRUC (Scotland’s Rural College)United KingdomCoursesEnquire","1,442","9.4","11%","54 : 46"
"401–500","University of StrathclydeUnited KingdomCoursesEnquire","18,787","18.5","27%","50 : 50"
"401–500","Technion Israel Institute of TechnologyIsraelCourses","14,740","21.8","8%","37 : 63"
"401–500","Tianjin UniversityChinaCourses","37,405","14.5","7%","n/a"
"401–500","Tokyo Medical and Dental University (TMDU)JapanCourses","3,011","3.4","9%","50 : 50"
"401–500","Tongji UniversityChinaCourses","33,740","12.0","14%","45 : 55"
"401–500","University of TsukubaJapanCourses","16,633","13.4","20%","39 : 61"
"401–500","TU Dortmund UniversityGermanyCourses","34,681","109.1","10%","45 : 55"
"401–500","The University of TulsaUnited StatesCoursesEnquire","4,209","11.2","14%","46 : 54"
"401–500","University of TurinItalyCourses","55,957","28.5","8%","61 : 39"
"401–500","TU WienAustriaCourses","10,433","19.3","30%","29 : 71"
"401–500","University of ValenciaSpainCourses","49,822","14.4","12%","59 : 41"
"401–500","Verona UniversityItalyCourses","20,140","27.2","5%","65 : 35"
"401–500","University of the West of EnglandUnited KingdomCoursesEnquire","22,045","15.5","21%","54 : 46"
"401–500","Xi’an Jiaotong UniversityChinaCourses","36,551","12.5","7%","36 : 64"
"401–500","York UniversityCanadaCoursesExplore","49,353","37.7","25%","57 : 43"
"501–600","Abdul Wali Khan University MardanPakistanCourses","9,664","22.7","1%","29 : 71"
"501–600","Amirkabir University of TechnologyIranCourses","11,672","22.1","2%","36 : 64"
"501–600","University of L’AquilaItalyCourses","17,322","39.5","4%","57 : 43"
"501–600","Universidad Autónoma de ChileChileCourses","24,541","23.2","1%","65 : 35"
"501–600","Bar-Ilan UniversityIsraelCourses","16,587","17.5","5%","61 : 39"
"501–600","Beihang UniversityChinaCourses","30,172","13.2","7%","n/a"
"501–600","Beijing University of Chemical TechnologyChinaCourses","25,739","24.7","4%","38 : 62"
"501–600","Beijing Institute of TechnologyChinaCourses","31,964","13.6","8%","35 : 65"
"501–600","SUNY Binghamton UniversityUnited StatesCoursesEnquire","17,959","22.5","13%","49 : 51"
"501–600","Bond UniversityAustraliaCoursesEnquire","3,498","10.2","47%","53 : 47"
"501–600","Carleton UniversityCanadaCoursesEnquire","28,350","30.2","21%","49 : 51"
"501–600","University of CataniaItalyCourses","26,838","21.9","3%","56 : 44"
"501–600","CentraleSupélecFranceCourses","4,007","9.8","27%","21 : 79"
"501–600","Charles Darwin UniversityAustraliaCoursesEnquire","6,219","23.7","30%","67 : 33"
"501–600","Claude Bernard University Lyon 1FranceCourses","27,490","13.0","13%","53 : 47"
"501–600","Complutense University of MadridSpainCoursesVerify Documents","61,732","20.1","12%","61 : 39"
"501–600","University of Costa RicaCosta RicaCourses","34,776","15.0","2%","53 : 47"
"501–600","University of Côte d’AzurFranceCourses","32,277","19.9","21%","55 : 45"
"501–600","University of CyprusCyprusCoursesExplore","6,815","22.2","11%","64 : 36"
"501–600","Dublin City UniversityIrelandCourses","13,423","22.8","14%","56 : 44"
"501–600","University of Electronic Science and Technology of ChinaChinaCoursesExplore","32,932","15.3","3%","27 : 73"
"501–600","Ferhat Abbas Sétif University 1AlgeriaCourses","35,899","24.3","1%","54 : 46"
"501–600","University of FerraraItalyCourses","17,025","27.9","7%","59 : 41"
"501–600","Fujita Health UniversityJapanCoursesExplore","3,065","3.1","0%","56 : 44"
"501–600","Graz University of TechnologyAustriaCourses","6,297","9.6","21%","24 : 76"
"501–600","University of GuelphCanadaCoursesEnquire","22,384","28.4","9%","59 : 41"
"501–600","Gwangju Institute of Science and TechnologySouth KoreaCourses","1,933","11.1","5%","25 : 75"
"501–600","Hacettepe UniversityTurkeyCourses","51,530","22.6","3%","55 : 45"
"501–600","Hofstra UniversityUnited StatesCoursesExplore","10,042","13.5","9%","57 : 43"
"501–600","Hokkaido UniversityJapanCourses","18,483","8.3","12%","31 : 69"
"501–600","University of HoustonUnited StatesCoursesEnquire","46,052","26.0","9%","50 : 50"
"501–600","University of HullUnited KingdomCoursesEnquire","13,813","17.8","18%","53 : 47"
"501–600","University of InsubriaItalyCourses","8,414","24.2","5%","55 : 45"
"501–600","Iran University of Medical SciencesIranCourses","8,660","8.7","4%","64 : 36"
"501–600","Iran University of Science and TechnologyIranCourses","14,067","32.3","1%","32 : 68"
"501–600","ITMO UniversityRussian FederationCourses","10,094","14.5","17%","36 : 64"
"501–600","Jagiellonian UniversityPolandCourses","38,054","10.5","9%","66 : 34"
"501–600","University of KashanIranCourses","8,245","26.7","4%","53 : 47"
"501–600","Keele UniversityUnited KingdomCoursesEnquire","9,114","14.7","17%","57 : 43"
"501–600","King Fahd University of Petroleum and MineralsSaudi ArabiaCourses","6,948","6.8","11%","1 : 99"
"501–600","King Khalid UniversitySaudi ArabiaCourses","39,665","8.7","9%","54 : 46"
"501–600","Lagos State UniversityNigeriaCourses","23,421","33.9","0%","44 : 56"
"501–600","Leibniz University HannoverGermanyCourses","28,742","58.4","16%","40 : 60"
"501–600","University of LimerickIrelandCourses","14,708","25.1","19%","50 : 50"
"501–600","University of LincolnUnited KingdomCourses","12,904","14.8","12%","55 : 45"
"501–600","University of LisbonPortugalCourses","49,019","17.9","15%","52 : 48"
"501–600","Louisiana State UniversityUnited StatesCoursesEnquire","28,221","20.0","6%","53 : 47"
"501–600","Lviv Polytechnic National UniversityUkraineCourses","21,840","10.4","1%","40 : 60"
"501–600","Mashhad University of Medical SciencesIranCourses","9,592","10.5","3%","59 : 41"
"501–600","Memorial University of NewfoundlandCanadaCoursesExplore","15,253","13.9","20%","56 : 44"
"501–600","University of MessinaItalyCourses","15,857","15.9","2%","62 : 38"
"501–600","University of MontanaUnited StatesCoursesEnquire","8,559","16.2","2%","57 : 43"
"501–600","Murdoch UniversityAustraliaCoursesExplore","15,009","31.4","42%","60 : 40"
"501–600","National Cheng Kung University (NCKU)TaiwanCoursesExplore","20,659","15.5","13%","37 : 63"
"501–600","National Chiao Tung UniversityTaiwanCourses","12,090","16.9","12%","30 : 70"
"501–600","National Taiwan University of Science and Technology (Taiwan Tech)TaiwanCoursesExplore","8,528","19.2","17%","30 : 70"
"501–600","University of Nebraska Medical CenterUnited StatesCoursesEnquire","3,675","2.6","8%","64 : 36"
"501–600","New Jersey Institute of TechnologyUnited StatesCoursesEnquire","9,284","14.8","27%","26 : 74"
"501–600","Northern Arizona UniversityUnited StatesCoursesEnquire","30,486","27.6","5%","61 : 39"
"501–600","North-West UniversitySouth AfricaCourses","39,056","28.4","4%","60 : 40"
"501–600","Northwestern Polytechnical UniversityChinaCoursesExplore","27,813","13.2","4%","28 : 72"
"501–600","Universidad Peruana Cayetano HerediaPeruCourses","6,281","10.4","2%","68 : 32"
"501–600","Polytechnic University of TurinItalyCourses","29,006","31.3","15%","28 : 72"
"501–600","Pontifical Catholic University of ChileChileCourses","29,071","15.1","7%","n/a"
"501–600","University of PortsmouthUnited KingdomCoursesEnquire","20,871","15.4","26%","46 : 54"
"501–600","Quaid-i-Azam UniversityPakistanCourses","15,258","25.6","1%","66 : 34"
"501–600","Renmin University of ChinaChinaCourses","27,134","13.4","6%","n/a"
"501–600","Rensselaer Polytechnic InstituteUnited StatesCoursesEnquireAdmissions Support","7,417","14.5","21%","32 : 68"
"501–600","Sabancı UniversityTurkeyCoursesExplore","3,687","20.7","9%","39 : 61"
"501–600","University of SassariItalyCourses","14,032","38.8","2%","63 : 37"
"501–600","Sciences PoFranceCourses","12,435","46.1","36%","60 : 40"
"501–600","SOAS University of LondonUnited KingdomCoursesExplore","4,986","11.6","53%","66 : 34"
"501–600","Soochow UniversityChinaCoursesExplore","46,357","16.4","7%","56 : 44"
"501–600","Southeast UniversityChinaCourses","33,469","11.5","5%","40 : 60"
"501–600","University of Southern QueenslandAustraliaCourses","12,117","25.6","18%","59 : 41"
"501–600","Southwestern University of Finance and EconomicsChinaCourses","23,766","16.8","3%","63 : 37"
"501–600","Stevens Institute of TechnologyUnited StatesCoursesEnquire","6,178","17.9","38%","29 : 71"
"501–600","University of StrasbourgFranceCourses","47,732","19.0","20%","58 : 42"
"501–600","Suez Canal UniversityEgyptCourses","35,165","11.1","1%","58 : 42"
"501–600","Sumy State UniversityUkraineCoursesExplore","9,288","10.0","14%","n/a"
"501–600","University of TehranIranCourses","44,960","21.2","2%","44 : 56"
"501–600","Tehran University of Medical SciencesIranCourses","11,748","6.5","7%","58 : 42"
"501–600","Teikyo UniversityJapanCourses","23,031","16.6","3%","35 : 65"
"501–600","Télécom SudParisFranceCourses","960","11.3","34%","24 : 76"
"501–600","The University of Texas at San AntonioUnited StatesCoursesEnquire","25,892","25.1","4%","51 : 49"
"501–600","Tomsk State UniversityRussian FederationCourses","7,798","11.7","35%","n/a"
"501–600","University of TriesteItalyCourses","16,217","24.7","9%","56 : 44"
"501–600","Universiti Tunku Abdul Rahman (UTAR)MalaysiaCoursesExplore","17,626","15.1","2%","51 : 49"
"501–600","University of TusciaItalyCourses","6,672","20.6","2%","49 : 51"
"501–600","University of Urbino Carlo BoItalyCourses","14,432","40.3","6%","62 : 38"
"501–600","Victoria University of WellingtonNew ZealandCoursesEnquire","17,775","18.9","22%","57 : 43"
"501–600","University of WaikatoNew ZealandCoursesEnquire","10,257","19.0","29%","58 : 42"
"501–600","The University of the West IndiesJamaicaCoursesExplore","23,753","15.5","1%","70 : 30"
"501–600","University of the West of ScotlandUnited KingdomCoursesEnquire","12,499","22.8","22%","61 : 39"
"501–600","Xiamen UniversityChinaCourses","41,546","14.8","5%","47 : 53"
"501–600","Zhejiang Normal UniversityChinaCourses","23,939","10.8","6%","n/a"
"601–800","Åbo Akademi UniversityFinlandCourses","5,230","17.0","14%","n/a"
"601–800","The University of AizuJapanCoursesExplore","1,190","11.6","7%","12 : 88"
"601–800","Ajou UniversitySouth KoreaCourses","9,224","14.7","8%","n/a"
"601–800","The University of AlabamaUnited StatesCoursesEnquire","36,027","22.4","4%","56 : 44"
"601–800","University of Alabama in HuntsvilleUnited StatesCoursesEnquire","7,672","18.0","7%","44 : 56"
"601–800","Al-Balqa Applied UniversityJordanCourses","31,019","30.3","5%","59 : 41"
"601–800","Amedeo Avogadro University of Eastern PiedmontItalyCourses","13,747","36.3","7%","61 : 39"
"601–800","University of AntofagastaChileCourses","9,152","20.1","1%","53 : 47"
"601–800","Aristotle University of ThessalonikiGreeceCourses","47,827","28.6","5%","57 : 43"
"601–800","University of ArkansasUnited StatesCoursesEnquire","25,238","19.9","5%","53 : 47"
"601–800","Athens University of Economics and BusinessGreeceCourses","9,698","47.5","5%","46 : 54"
"601–800","Auburn UniversityUnited StatesCoursesEnquire","26,838","19.0","9%","50 : 50"
"601–800","University of AveiroPortugalCourses","9,931","16.5","13%","51 : 49"
"601–800","University of the Balearic IslandsSpainCourses","11,133","11.8","7%","59 : 41"
"601–800","Banaras Hindu UniversityIndiaCourses","15,121","11.4","3%","10 : 90"
"601–800","University of Beira InteriorPortugalCourses","7,180","16.1","18%","52 : 48"
"601–800","University of BelgradeSerbiaCourses","95,099","19.0","5%","61 : 39"
"601–800","University of BergamoItalyCourses","20,565","60.0","7%","61 : 39"
"601–800","Bilkent UniversityTurkeyCourses","10,093","14.2","9%","46 : 54"
"601–800","Birmingham City UniversityUnited KingdomCoursesEnquire","20,817","18.0","24%","62 : 38"
"601–800","Boğaziçi UniversityTurkeyCourses","13,772","24.5","3%","45 : 55"
