Rank,NameCountry/Region,Overall,Teaching,Research,Citations,Industry Income,International Outlook
167,"University of California, RiversideUnited StatesCoursesEnquire",51.1,27.5,33.3,91.2,42.5,59.5
168,University of LeicesterUnited KingdomCoursesEnquire,51.1,32.1,27.8,86,31.7,86.6
169,National Taiwan University (NTU)TaiwanCoursesExplore,51.1,54.1,58,47.3,49.6,27.7
170,Technical University of DenmarkDenmarkCoursesVerify Documents,51.1,37.3,29.9,77.8,50,85.1
171,Université Catholique de LouvainBelgiumCoursesVerify Documents,51.1,38.7,40.6,68.4,51,74.2
172,University of AberdeenUnited KingdomCoursesEnquire,51,29.7,31.4,82.6,43.1,91.4
173,University of AucklandNew ZealandCoursesExplore,51,31.4,39.5,69.8,78,90.5
174,University of BarcelonaSpainCoursesExplore,50.9,38.5,37.4,78.9,31.1,49.2
175,University of KonstanzGermanyCourses,50.8,38.5,46.7,61.9,92.4,58.3
176,Eindhoven University of TechnologyNetherlandsCoursesExplore,50.6,34.3,41,70.7,57.3,71.3
177,University College DublinIrelandCourses,50.6,35,38.5,70.8,33.5,86.3
178,Hebrew University of JerusalemIsraelCourses,50.5,45.8,41.4,64.6,31.9,55.6
179,University of WaterlooCanadaCoursesExplore,50.3,35.4,43.9,66.5,39.5,74.4
180,University of GothenburgSwedenCoursesVerify Documents,50.2,28.5,39.8,81.8,30.3,58.3
181,Sant’Anna School of Advanced Studies – PisaItalyCourses,50.2,42.5,23.2,84.5,71.2,45.2
182,University of BergenNorwayCourses,50.1,32.5,31.5,82.4,36.2,70
183,Cardiff UniversityUnited KingdomCoursesEnquire,50.1,30.9,31.6,82,34.6,78.1
184,University of UtahUnited StatesCoursesEnquire,50.1,35.6,35.3,83.7,57.4,30.1
185,Brandeis UniversityUnited StatesCoursesEnquireAdmissions Support,49.9,28.3,25.7,97.3,38.6,47
186,University of DundeeUnited KingdomCoursesEnquire,49.9,25.6,26.9,90.2,49.5,78.5
187,University of WürzburgGermanyCourses,49.9,34.6,35.8,79.1,47.9,50.9
188,Paris-Sud UniversityFranceCourses,49.8,38.7,29,79.8,28.8,64.2
189,Arizona State University (Tempe)United StatesCoursesExplore,49.7,32.4,38.1,84.6,32,31.9
190,University of AntwerpBelgiumCoursesVerify Documents,49.6,31.6,40.8,71.7,60.3,64.8
191,Boston CollegeUnited StatesCoursesEnquireAdmissions Support,49.6,34.1,29.3,83.3,46.8,60
192,Ulm UniversityGermanyCoursesVerify Documents,49.5,35.2,23.9,86.4,58.4,58.2
193,University of LuxembourgLuxembourgCourses,49.4,25,26.7,84.8,38.1,99.8
194,Texas A&M UniversityUnited StatesCoursesExplore,49.4,49.4,52.4,47.1,46.4,47.8
195,Charité - Universitätsmedizin BerlinGermanyCourses,49.3,37.3,22.2,83.8,68.4,61.1
196,Newcastle UniversityUnited KingdomCoursesEnquireExplore,49.2,30.9,27.5,81.5,34.7,84.3
197,"St George’s, University of LondonUnited KingdomCoursesEnquire",49.2,25.6,18.1,100,37.7,69.5
198,University of TrentoItalyCourses,49.1,30.8,27.4,87.7,47.1,55.9
199,Paris Diderot University – Paris 7FranceCourses,48.9,30.5,22.9,91,29,64.9
200,Queen’s University BelfastUnited KingdomCoursesExplore,48.8,34.1,33.3,68.9,35.7,93.4
201,Aalborg UniversityDenmarkCoursesExplore,-,25.1,28.4,73.8,43.7,71
202,"Birkbeck, University of LondonUnited KingdomCoursesEnquire",-,33.5,35.1,66.3,28.5,89.9
203,University of BolognaItalyCoursesExplore,-,39.3,29.5,73,34.5,39.9
204,University at BuffaloUnited StatesCoursesEnquire,-,36.5,37.9,62,43.8,60.6
205,University of CalgaryCanadaCoursesEnquire,-,33.9,36.7,67.8,52,70.1
206,Chalmers University of TechnologySwedenCoursesVerify Documents,-,36.6,35.3,52.2,79.5,77.6
207,City University of Hong KongHong KongCoursesExplore,-,32.1,26.7,76.8,50.1,81.6
208,Copenhagen Business SchoolDenmarkCoursesVerify Documents,-,19.3,26.5,79.4,35.3,88.5
209,Dalhousie UniversityCanadaCoursesEnquire,-,30.4,29.4,65.2,50.3,78.3
210,University of São PauloBrazilCourses,-,60.9,68.6,20.4,40.3,25.3
211,University of Duisburg-EssenGermanyCoursesExplore,-,32.3,27,81.3,82.3,48.5
212,École Normale Supérieure de LyonFranceCourses,-,41.6,30,69,31.7,65.6
213,Florida State UniversityUnited StatesCoursesEnquire,-,38.5,40.1,64.7,32,41.6
214,University of FribourgSwitzerlandCourses,-,32.3,32.9,64.1,60.8,87.4
215,Fudan UniversityChinaCourses,-,44.7,30.4,61.1,28,38.6
216,University of IcelandIcelandCourses,-,16.8,27.1,91.4,58.8,61
217,George Washington UniversityUnited StatesCoursesEnquire,-,44.7,23.5,65.7,29.5,48.1
218,Goethe University FrankfurtGermanyCourses,-,35.8,28.6,79.3,38.1,60.2
219,University of Hawai’i at MānoaUnited StatesCoursesEnquire,-,32,35.5,67.7,44.7,63.4
220,Hong Kong Polytechnic UniversityHong KongCoursesExplore,-,29.3,35.2,63.3,45.1,79
221,University of Illinois at ChicagoUnited StatesCoursesEnquire,-,40.9,29.2,63.2,38,58.1
222,Indiana UniversityUnited StatesCoursesEnquire,-,43,27.3,74.8,-,41.2
223,University of IowaUnited StatesCoursesEnquire,-,41,26.7,73.5,54.1,32.3
224,University of Technology SydneyAustraliaCoursesExplore,-,27.2,35.4,66.9,43.4,90.1
225,Johannes Gutenberg University of MainzGermanyCourses,-,34.9,21.7,72.6,70.7,53.3
226,Joseph Fourier UniversityFranceCourses,-,34.2,21.6,83.2,31.6,58.6
227,University of KielGermanyCoursesVerify Documents,-,32.3,20.5,89.5,-,49.4
228,Université LavalCanadaCoursesExplore,-,37.5,31.7,62.2,57.5,63.8
229,Medical University of ViennaAustriaCourses,-,26.6,14.6,89.1,33.9,81.7
230,Northeastern UniversityUnited StatesCoursesEnquireAdmissions Support,-,35.5,20.6,84,32.9,58.7
231,Oregon Health and Science UniversityUnited StatesCoursesEnquire,-,27.8,15.7,96,44.6,21.4
232,University of OtagoNew ZealandCourses,-,30.7,30.5,74.9,31.5,89.9
233,University of OttawaCanadaCoursesEnquireExplore,-,37.1,36.7,61.5,41.5,69.9
234,Paris Descartes UniversityFranceCourses,-,24.6,28.8,83.3,29,49.1
235,Peter the Great St Petersburg Polytechnic UniversityRussian FederationCoursesExplore,-,30.8,17.8,97.4,42.5,29.6
236,Politecnico di MilanoItalyCoursesExplore,-,30.1,31.7,76.3,66.3,48.8
237,Royal Veterinary CollegeUnited KingdomCoursesEnquire,-,26,27.8,74.9,45.5,81.7
238,Rush UniversityUnited StatesCoursesEnquire,-,37.7,17.4,88.9,45.4,21.8
239,Sapienza University of RomeItalyCourses,-,38,37.3,61.5,32.6,34.7
240,University of Science and Technology of ChinaChinaCoursesExplore,-,46.7,36.6,67.2,80.3,21.4
241,University of South Florida (Tampa)United StatesCoursesEnquire,-,24.8,35.7,73.4,99.8,45.1
242,Stony Brook UniversityUnited StatesCoursesEnquire,-,32.6,22,83,33.4,53.2
243,University of StuttgartGermanyCoursesVerify Documents,-,40,44.5,55.7,99.8,52.7
244,Swedish University of Agricultural SciencesSwedenCoursesVerify Documents,-,31.5,32.8,68.1,99.9,40.1
245,Technical University of DarmstadtGermanyCourses,-,37.1,43.2,51.1,99.1,54.4
246,Tel Aviv UniversityIsraelCourses,-,41,50.5,49.2,42.9,47.5
247,University of Texas at DallasUnited StatesCoursesExplore,-,24.3,26.7,86.8,41.8,52.3
248,Tilburg UniversityNetherlandsCoursesExplore,-,34.1,47.1,51.5,57.4,71.6
249,Tohoku UniversityJapanCourses,-,45.3,42.7,49.4,74.7,29.3
250,Tokyo Institute of TechnologyJapanCourses,-,45.6,47.6,42.2,70.9,31.9
251,University of VictoriaCanadaCoursesEnquire,-,20.6,30,79,36.6,70.2
252,Wake Forest UniversityUnited StatesCoursesEnquireAdmissions Support,-,34.6,19.5,94.8,42.5,24.2
253,Western UniversityCanadaCoursesEnquire,-,38.6,32.4,59,59.7,73.6
254,William & MaryUnited StatesCoursesEnquireAdmissions Support,-,38.5,17.5,85,29.1,26.6
255,University of the WitwatersrandSouth AfricaCoursesExplore,-,26.2,31.5,76,99.7,68.4
256,Aalto UniversityFinlandCourses,-,31.1,32.8,62.1,61.6,65.4
257,Aix-Marseille UniversityFranceCourses,-,36.7,22.1,64.9,33.1,63
258,University of BathUnited KingdomCoursesEnquireAdmissions Support,-,28.9,27.9,56.7,36.3,84.8
259,University of BayreuthGermanyCoursesVerify Documents,-,32.2,31.2,60.1,56.4,52.6
260,Bielefeld UniversityGermanyCourses,-,35.2,46.2,49.9,60.9,45.4
261,University of BordeauxFranceCoursesExplore,-,25.3,22,71.7,30.6,54.6
262,Charles Darwin UniversityAustraliaCoursesEnquire,-,17.8,22.6,85.9,43.2,63.7
263,Colorado School of MinesUnited StatesCoursesEnquire,-,28.5,30.3,71.8,83.7,35.5
264,"Colorado State University, Fort CollinsUnited StatesCoursesEnquire",-,31.6,33,59.3,41,34.5
265,University of DelawareUnited StatesCoursesEnquire,-,23.7,34,70,98.7,41.6
266,Flinders UniversityAustraliaCoursesExplore,-,21.4,25.7,69.5,41.7,64.7
267,University of GeorgiaUnited StatesCoursesEnquire,-,41.1,30.5,52.2,30.9,39.2
268,Griffith UniversityAustraliaCoursesExplore,-,22.5,25.2,66.3,34.6,81.7
269,Indian Institute of ScienceIndiaCourses,-,42.7,47.2,42.4,52.4,16.4
270,Iowa State UniversityUnited StatesCoursesEnquire,-,31.2,29.4,61.5,54,35.4
271,James Cook UniversityAustraliaCoursesEnquire,-,19,22.8,81.4,40.7,70.4
272,Justus Liebig University GiessenGermanyCourses,-,32.9,33.9,52.9,46.4,46.8
273,King Abdulaziz UniversitySaudi ArabiaCoursesExplore,-,23.9,11.8,76.6,73.1,93
274,Koç UniversityTurkeyCourses,-,21.2,27.1,74.9,82.4,53.5
275,Korea UniversitySouth KoreaCoursesExplore,-,43.9,43.4,41.8,99.8,40.2
276,University of LiègeBelgiumCoursesVerify Documents,-,29.1,36.6,46.5,98.9,69.7
277,Linköping UniversitySwedenCoursesVerify Documents,-,24.2,18.9,76.8,42.1,57.7
278,Nanjing UniversityChinaCourses,-,37.2,32.2,54.2,58.6,50.4
279,National Tsing Hua UniversityTaiwanCourses,-,37.7,36.6,53,49.5,23.2
280,"National University of Ireland, GalwayIrelandCourses",-,27.3,25.4,68.5,41.9,76.5
281,University of NewcastleAustraliaCoursesEnquire,-,27.4,26.5,67.2,64.4,75.9
282,North Carolina State UniversityUnited StatesCoursesEnquire,-,36.1,30.5,60,40.7,49
283,National Research Nuclear University MEPhIRussian FederationCourses,-,44.9,27.8,52.8,99.8,27.5
284,Oregon State UniversityUnited StatesCoursesEnquire,-,30.6,28.5,63.8,32.1,42.8
285,Osaka UniversityJapanCourses,-,46.8,45.2,37.4,76.1,26.6
286,Queen’s UniversityCanadaCoursesEnquireExplore,-,35.8,35.8,54.4,54.2,61.6
287,Technion Israel Institute of TechnologyIsraelCourses,-,33,36.1,52.1,38.9,61.9
288,Queensland University of TechnologyAustraliaCoursesExplore,-,28.8,35.6,56,73.7,76
289,Rensselaer Polytechnic InstituteUnited StatesCoursesEnquireAdmissions Support,-,30.4,31.5,65.1,79.6,40.3
