Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
321,University of KentUnited KingdomCoursesExplore,"17,638",14.4,27%,53:47:00
322,Leibniz University HannoverGermanyCourses,"22,401",62.7,12%,41:59:00
323,Macquarie UniversityAustraliaCoursesExplore,"27,930",20,44%,55:45:00
324,Medical College of WisconsinUnited StatesCoursesEnquire,"1,211",0.6,5%,48:52:00
325,University of MilanItalyCourses,"58,618",24.3,5%,60:40:00
326,University of Milan-BicoccaItalyCourses,"33,370",72.5,5%,60:40:00
327,Montpellier UniversityFranceCourses,"36,731",18.4,14%,51:49:00
328,Nagoya UniversityJapanCourses,"15,529",7.9,10%,29 : 71
329,University of Naples Federico IIItalyCourses,"83,653",64.2,1%,n/a
330,National Chiao Tung UniversityTaiwanCourses,"12,646",16.6,5%,27 : 73
331,National Taiwan University of Science and Technology (Taiwan Tech)TaiwanCoursesExplore,"7,446",17.4,11%,34 : 66
332,University of NavarraSpainCoursesVerify Documents,"11,259",10.6,16%,52:48:00
333,University of Nebraska-LincolnUnited StatesCoursesExplore,"21,789",16.4,9%,46:54:00
334,Örebro UniversitySwedenCourses,"8,788",15.8,2%,61:39:00
335,University of OregonUnited StatesCoursesEnquire,"24,418",20.2,11%,52:48:00
336,University of PaduaItalyCourses,"62,577",18.3,4%,56:44:00
337,University of PaviaItalyCourses,"22,958",40.6,6%,56:44:00
338,University of PlymouthUnited KingdomCoursesEnquire,"24,121",25.9,13%,52:48:00
339,Shanghai Jiao Tong UniversityChinaCoursesExplore,"38,191",12.8,6%,37 : 63
340,University of Southern DenmarkDenmarkCourses,"22,210",12.7,16%,52:48:00
341,Stellenbosch UniversitySouth AfricaCoursesExplore,"21,849",23,8%,53:47:00
342,University of StrasbourgFranceCourses,"46,208",17.8,21%,58:42:00
343,TU Dortmund UniversityGermanyCourses,"29,143",88.9,10%,47:53:00
344,Toulouse 1 Capitole UniversityFranceCourses,"19,011",43.8,19%,59:41:00
345,University of TriesteItalyCourses,"18,135",25.8,9%,56:44:00
346,University of TurinItalyCourses,"67,552",66,6%,62:38:00
347,University of TurkuFinlandCourses,"12,326",14.6,5%,61:39:00
348,Vrije Universiteit BrusselBelgiumCoursesVerify Documents,"9,020",17.1,16%,55:45:00
349,VSB - Technical University of OstravaCzech RepublicCoursesExplore,"14,991",23.9,5%,49:51:00
350,Yonsei UniversitySouth KoreaCourses,"24,774",11.6,14%,n/a
351,York UniversityCanadaCoursesExplore,"48,007",39.4,9%,59:41:00
352,SUNY Binghamton UniversityUnited StatesCoursesEnquire,"15,799",23.3,13%,48:52:00
353,University of CreteGreeceCourses,"14,650",26.9,5%,63:37:00
354,University of CyprusCyprusCoursesExplore,"6,880",22.9,8%,69:31:00
355,Drexel UniversityUnited StatesCoursesEnquire,"20,713",10.8,17%,48:52:00
356,University of Eastern FinlandFinlandCourses,"10,798",17.3,6%,64:36:00
357,University of FlorenceItalyCourses,"54,290",17.2,7%,59:41:00
358,University of St GallenSwitzerlandCourses,"6,848",10.8,34%,32 : 68
359,Graz University of TechnologyAustriaCourses,"7,542",12.5,16%,0.970833333
360,University of GuelphCanadaCoursesEnquire,"21,643",28.3,4%,60:40:00
361,Hanyang UniversitySouth KoreaCoursesExplore,"16,729",10.4,19%,n/a
362,Hong Kong Baptist UniversityHong KongCoursesExplore,"10,441",11,25%,61:39:00
363,University of HoustonUnited StatesCoursesEnquire,"40,325",43.7,9%,50:50:00
364,Indian Institute of Technology BombayIndiaCourses,"8,327",14.9,1%,0.725
365,Instituto Superior Técnico LisboaPortugalCourses,"11,778",16.9,9%,27 : 73
366,University of JyväskyläFinlandCourses,"9,703",15.2,5%,62:38:00
367,La Trobe UniversityAustraliaCoursesEnquire,"22,037",29,27%,63:37:00
368,Loughborough UniversityUnited KingdomCoursesEnquire,"13,951",15.9,22%,38 : 62
369,University of ManitobaCanadaCoursesEnquire,"28,576",27.8,11%,55:45:00
370,Mizzou - University of MissouriUnited StatesCoursesEnquire,"29,885",14.1,5%,53:47:00
371,University of Modena and Reggio EmiliaItalyCourses,"19,693",25.3,6%,54:46:00
372,University of MontanaUnited StatesCoursesEnquire,"12,470",15.2,3%,54:46:00
373,Maynooth UniversityIrelandCourses,"7,653",28,11%,55:45:00
374,University of Nebraska Medical CenterUnited StatesCoursesEnquire,"2,857",2.6,8%,67:33:00
375,University of New Mexico (Main campus)United StatesCoursesEnquire,"23,618",6.5,4%,67:33:00
376,Norwegian University of Science and TechnologyNorwayCoursesVerify Documents,"17,381",13.9,9%,46:54:00
377,University of OuluFinlandCoursesExplore,"14,056",8.5,6%,49:51:00
378,Panthéon-Sorbonne University – Paris 1FranceCourses,"42,215",34.3,20%,59:41:00
379,Polytechnic University of TurinItalyCourses,"27,709",19.6,16%,29 : 71
380,University of Rome IIIItalyCourses,"36,353",61.2,5%,59:41:00
381,Bilkent UniversityTurkeyCourses,"9,370",13.6,3%,46:54:00
382,Sabancı UniversityTurkeyCoursesExplore,"2,739",15.9,6%,39 : 61
383,San Diego State UniversityUnited StatesCoursesEnquire,"27,420",31.7,5%,57:43:00
384,University of South AustraliaAustraliaCoursesEnquire,"18,971",26.2,32%,59:41:00
385,University of South Carolina-ColumbiaUnited StatesCoursesEnquire,"29,336",16.3,1%,55:45:00
386,University of South DakotaUnited StatesCoursesEnquire,"8,003",17.1,2%,61:39:00
387,University of CampinasBrazilCourses,"27,095",15.3,3%,48:52:00
388,University of StirlingUnited KingdomCoursesExplore,"7,828",15.9,22%,61:39:00
389,Sun Yat-sen UniversityChinaCoursesExplore,"51,351",16.6,8%,51:49:00
390,Swansea UniversityUnited KingdomCoursesEnquire,"12,801",17.1,20%,49:51:00
391,Swinburne University of TechnologyAustraliaCoursesEnquire,"20,314",36.5,32%,44:56:00
392,University of TartuEstoniaCourses,"10,269",13,3%,66:34:00
393,Temple UniversityUnited StatesCoursesEnquire,"33,268",13.3,5%,51:49:00
394,The University of Texas at San AntonioUnited StatesCoursesEnquire,"27,520",26.9,6%,48:52:00
395,UiT The Arctic University of NorwayNorwayCourses,"10,398",12.2,10%,60:40:00
396,Université Libre de BruxellesBelgiumCoursesVerify Documents,"23,819",26.1,32%,54:46:00
397,Lille 2 University – Health and LawFranceCourses,"26,894",38.5,8%,58:42:00
398,University College CorkIrelandCourses,"15,805",22.3,15%,55:45:00
399,Verona UniversityItalyCourses,"25,250",19.7,7%,65:35:00
400,Victoria University of WellingtonNew ZealandCoursesEnquire,"17,142",21.1,21%,55:45:00
401,Washington State UniversityUnited StatesCoursesEnquire,"24,550",18.3,7%,50:50:00
402,Wayne State UniversityUnited StatesCoursesEnquire,"23,065",10.7,6%,57:43:00
403,American UniversityUnited StatesCoursesEnquire,"11,604",12,12%,60:40:00
404,Aston UniversityUnited KingdomCoursesEnquire,"8,834",17.8,31%,48:52:00
405,University of AveiroPortugalCourses,"10,791",17.8,10%,51:49:00
406,University of Bari Aldo MoroItalyCourses,"51,560",65.1,2%,65:35:00
407,Bar-Ilan UniversityIsraelCourses,"17,503",16,5%,59:41:00
408,Makerere UniversityUgandaCourses,"37,340",29.4,9%,50:50:00
409,Bournemouth UniversityUnited KingdomCoursesEnquire,"14,907",25.9,18%,53:47:00
410,University of BresciaItalyCourses,"14,076",25,7%,48:52:00
411,Brno University of TechnologyCzech RepublicCourses,"23,694",21.3,15%,27 : 73
412,Brunel University LondonUnited KingdomCoursesEnquire,"12,613",17.6,38%,46:54:00
413,Ca’ Foscari University of VeniceItalyCourses,"19,267",38.3,7%,66:34:00
414,University of CagliariItalyCourses,"30,638",51,1%,62:38:00
415,University of CanterburyNew ZealandCoursesEnquireExplore,"12,187",16.5,20%,51:49:00
416,Catholic University of the Sacred HeartItalyCourses,"30,304",18.9,10%,n/a
417,Charles University in PragueCzech RepublicCourses,"51,438",13,15%,62:38:00
418,"China Medical University, TaiwanTaiwanCoursesExplore","7,983",15.4,8%,53:47:00
419,"City, University of LondonUnited KingdomCoursesEnquire","13,053",17.8,50%,55:45:00
420,Claude Bernard University Lyon 1FranceCourses,"35,308",16.1,11%,50:50:00
421,University of CoimbraPortugalCourses,"22,795",19,11%,55:45:00
422,Complutense University of MadridSpainCoursesVerify Documents,"86,519",17.5,13%,62:38:00
423,Concordia UniversityCanadaCoursesEnquire,"31,017",30.3,27%,50:50:00
424,Curtin UniversityAustraliaCoursesExplore,"30,333",17.1,38%,53:47:00
425,Dublin City UniversityIrelandCourses,"8,546",22.9,17%,51:49:00
426,East China University of Science and TechnologyChinaCourses,"27,140",15.5,5%,n/a
427,Ewha Womans UniversitySouth KoreaCourses,"17,625",14.4,6%,100:00:00
428,Federico Santa María Technical UniversityChileCoursesExplore,"11,718",34,2%,24 : 76
429,University of FerraraItalyCourses,"18,882",30.2,7%,56:44:00
430,Florida International UniversityUnited StatesCoursesExplore,"32,566",25.9,7%,56:44:00
431,University of GenoaItalyCourses,"37,373",29.5,9%,56:44:00
432,Georgia State UniversityUnited StatesCoursesEnquire,"28,534",20.4,5%,59:41:00
433,University of GrazAustriaCourses,"20,584",26.8,12%,65:35:00
434,Heriot-Watt UniversityUnited KingdomCoursesEnquire,"8,773",17.8,43%,41:59:00
435,Hokkaido UniversityJapanCourses,"18,162",8.2,9%,29 : 71
436,Howard UniversityUnited StatesCoursesEnquire,"10,297",6.8,5%,65:35:00
437,University of HullUnited KingdomCoursesEnquire,"15,141",18.7,20%,52:48:00
438,University of IdahoUnited StatesCoursesEnquire,"11,641",21.5,6%,47:53:00
439,Indian Institute of Technology DelhiIndiaCourses,"8,371",17.3,1%,0.806944444
440,Indian Institute of Technology KharagpurIndiaCourses,"9,928",17.5,0%,0.684027778
441,Indian Institute of Technology MadrasIndiaCourses,"8,234",15.9,1%,0.847916667
442,University of IoanninaGreeceCourses,"20,825",36.3,4%,58:42:00
443,Iran University of Science and TechnologyIranCourses,"10,311",23.9,0%,24 : 76
444,Johannes Kepler University of LinzAustriaCourses,"19,646",29.1,10%,48:52:00
445,University of KaiserslauternGermanyCoursesVerify Documents,"14,184",54.4,14%,36 : 64
446,Keele UniversityUnited KingdomCoursesEnquire,"8,397",15.7,20%,55:45:00
447,University of KwaZulu-NatalSouth AfricaCoursesExplore,"30,572",24.9,6%,58:42:00
448,Kyung Hee UniversitySouth KoreaCoursesExplore,"24,356",17.4,14%,n/a
449,Kyushu UniversityJapanCourses,"18,925",6.7,8%,28 : 72
450,Lehigh UniversityUnited StatesCoursesEnquireAdmissions Support,"6,300",11.3,15%,44:56:00
451,Louisiana State UniversityUnited StatesCoursesEnquire,"28,116",20.1,5%,52:48:00
452,University of MacauMacaoCoursesExplore,"8,521",14.9,31%,58:42:00
453,Marche Polytechnic UniversityItalyCourses,"16,589",23,4%,45:55:00
454,"University of Maryland, Baltimore CountyUnited StatesCoursesEnquire","13,908",18.1,7%,46:54:00
455,Murdoch UniversityAustraliaCoursesExplore,"16,606",32.8,43%,59:41:00
456,University of NantesFranceCourses,"33,866",22.2,11%,56:44:00
457,National and Kapodistrian University of AthensGreeceCourses,"63,052",32.3,9%,61:39:00
458,National Autonomous University of MexicoMexicoCourses,"137,378",11.6,5%,51:49:00
459,National Cheng Kung University (NCKU)TaiwanCoursesExplore,"21,234",14.4,11%,36 : 64
460,National Institute of Applied Sciences of Lyon (INSA Lyon)FranceCourses,"6,137",8.2,31%,31 : 69
461,National Yang-Ming UniversityTaiwanCourses,"4,496",5.4,2%,48:52:00
462,University of NeuchâtelSwitzerlandCourses,"4,358",8.5,22%,59:41:00
463,NOVA University of LisbonPortugalCourses,"18,867",17.9,7%,49:51:00
464,University of Nice Sophia AntipolisFranceCourses,"27,304",20.3,22%,56:44:00
465,Novosibirsk State UniversityRussian FederationCourses,"7,131",7.1,13%,52:48:00
466,The Open UniversityUnited KingdomCoursesEnquire,"76,683",35.9,9%,61:39:00
467,Oxford Brookes UniversityUnited KingdomCoursesEnquire,"14,238",18.5,25%,57:43:00
468,University of PalermoItalyCourses,"43,875",22.4,1%,60:40:00
469,University of ParmaItalyCourses,"26,937",29.1,7%,56:44:00
470,University of PisaItalyCourses,"47,247",18,3%,52:48:00
471,Universitat Politècnica de CatalunyaSpainCourses,"22,893",11.7,28%,0.561111111
472,Pontifical Catholic University of ChileChileCourses,"25,075",15.3,7%,n/a
473,University of PortoPortugalCourses,"32,720",18.8,9%,54:46:00
474,University of PortsmouthUnited KingdomCoursesEnquire,"20,161",19.1,23%,45:55:00
475,RMIT UniversityAustraliaCoursesEnquire,"29,501",18.1,24%,47:53:00
476,University of Rome II – Tor VergataItalyCourses,"33,504",26.5,6%,52:48:00
477,Rovira i Virgili UniversitySpainCourses,"12,533",12.8,9%,61:39:00
478,Saint Petersburg State UniversityRussian FederationCourses,"20,836",5.2,7%,60:40:00
479,University of SalentoItalyCourses,"19,959",58.4,1%,64:36:00
480,University of San FranciscoUnited StatesCoursesEnquire,"10,788",17,17%,63:37:00
481,University of SaskatchewanCanadaCoursesEnquireExplore,"19,028",16.3,14%,57:43:00
482,Sharif University of TechnologyIranCourses,"10,977",18.7,0%,27 : 73
483,University of SienaItalyCourses,"18,846",23.6,5%,59:41:00
484,Southern Cross UniversityAustraliaCoursesEnquire,"9,026",32.8,15%,66:34:00
485,SUNY University at AlbanyUnited StatesCoursesEnquire,"15,387",18.5,8%,51:49:00
486,University of StrathclydeUnited KingdomCoursesEnquire,"15,705",20.2,20%,50:50:00
487,University of TampereFinlandCourses,"10,045",9.5,4%,66:34:00
488,Boğaziçi UniversityTurkeyCourses,"11,506",25,7%,50:50:00
489,Tampere University of TechnologyFinlandCourses,"6,147",15.5,13%,1.011805556
490,Tokyo Medical and Dental University (TMDU)JapanCourses,"2,872",3.3,7%,51:49:00
491,Tokyo Metropolitan UniversityJapanCourses,"9,303",9.9,3%,35 : 65
492,University of TsukubaJapanCourses,"15,930",12.6,16%,38 : 62
493,University of UlsanSouth KoreaCourses,"14,037",13.3,3%,n/a
494,Ulster UniversityUnited KingdomCoursesEnquire,"19,622",15.8,15%,55:45:00
495,Université du Québec à MontréalCanadaCoursesEnquire,"27,046",24.7,9%,61:39:00
496,Universiti Teknologi MalaysiaMalaysiaCourses,"16,270",9,13%,43:57:00
497,University of Urbino Carlo BoItalyCourses,"13,435",37.4,7%,61:39:00
498,University of ValenciaSpainCourses,"58,413",15.4,9%,60:40:00
499,University of WaikatoNew ZealandCoursesEnquire,"10,159",17,25%,57:43:00
500,Western Sydney UniversityAustraliaCoursesExplore,"30,704",32.2,9%,56:44:00
501,Wuhan UniversityChinaCoursesExplore,"46,227",14.4,7%,n/a
502,Xiamen UniversityChinaCourses,"32,921",12.3,5%,52:48:00
503,American University of BeirutLebanonCourses,"7,695",8.9,25%,51:49:00
504,Amirkabir University of TechnologyIranCourses,"14,080",25.6,1%,34 : 66
505,"University of the Andes, ColombiaColombiaCourses","15,773",16.9,2%,44:56:00
506,University of ArkansasUnited StatesCoursesEnquire,"22,819",21.2,5%,50:50:00
507,Auburn UniversityUnited StatesCoursesEnquire,"22,386",17.6,4%,51:49:00
508,Babeş-Bolyai UniversityRomaniaCourses,"37,915",23.5,2%,67:33:00
509,Bauman Moscow State Technical UniversityRussian FederationCourses,"18,808",4,4%,1.011805556
510,Blaise Pascal UniversityFranceCourses,"15,619",7.1,17%,55:45:00
511,University of BurgundyFranceCourses,"26,612",20.8,11%,54:46:00
512,University of CanberraAustraliaCoursesExplore,"11,221",28.6,24%,54:46:00
513,Ben-Gurion University of the NegevIsraelCourses,"16,695",12.6,2%,49:51:00
514,Carleton UniversityCanadaCoursesEnquire,"25,036",29.8,18%,47:53:00
515,University of CataniaItalyCourses,"55,859",49.7,1%,61:39:00
516,Central Queensland UniversityAustraliaCoursesExplore,"11,452",29.6,27%,59:41:00
517,University of ChileChileCourses,"29,207",14.2,3%,47:53:00
518,China Agricultural UniversityChinaCourses,"19,342",12,1%,57:43:00
519,Chung-Ang UniversitySouth KoreaCourses,"13,015",17.4,17%,45:55:00
520,Czech Technical University in PragueCzech RepublicCourses,"22,751",12,0%,0.069444444
521,De Montfort UniversityUnited KingdomCoursesEnquire,"16,812",19.1,21%,57:43:00
522,East China Normal UniversityChinaCoursesExplore,"29,623",14,11%,63:37:00
523,Edith Cowan UniversityAustraliaCoursesExplore,"16,671",34.2,18%,61:39:00
524,Federal University of Rio de JaneiroBrazilCourses,"52,878",12.8,2%,54:46:00
525,University of GranadaSpainCoursesVerify Documents,"53,476",16,6%,56:44:00
526,University of HaifaIsraelCourses,"17,758",30.8,1%,65:35:00
527,Harbin Institute of TechnologyChinaCourses,"31,658",10.8,7%,29 : 71
528,University of HertfordshireUnited KingdomCoursesEnquire,"19,665",19.4,27%,54:46:00
529,Hiroshima UniversityJapanCourses,"14,686",8.2,5%,36 : 64
530,Huazhong University of Science and TechnologyChinaCoursesExplore,"57,242",17.7,3%,34 : 66
531,Indian Institute of Technology GuwahatiIndiaCourses,"4,710",14.2,1%,0.643055556
532,Indian Institute of Technology KanpurIndiaCourses,"6,167",12.2,0%,0.602083333
533,Indian Institute of Technology RoorkeeIndiaCourses,"8,061",18.7,1%,0.765972222
534,Isfahan University of TechnologyIranCourses,"10,964",26.5,1%,39 : 61
535,Istanbul Technical UniversityTurkeyCourses,"34,550",16,5%,34 : 66
536,Jadavpur UniversityIndiaCourses,"10,697",16.1,0%,30 : 70
537,Kanazawa UniversityJapanCourses,"10,546",10.4,5%,36 : 64
538,Kansas State UniversityUnited StatesCoursesEnquire,"21,379",15.1,10%,50:50:00
539,Keio UniversityJapanCourses,"33,751",11.9,5%,32 : 68
540,Kent State UniversityUnited StatesCoursesEnquire,"23,122",19,7%,58:42:00
541,King Fahd University of Petroleum and MineralsSaudi ArabiaCourses,"6,898",7.1,19%,0.069444444
542,King Saud UniversitySaudi ArabiaCourses,"40,666",13.4,6%,n/a
543,University of La LagunaSpainCourses,"22,422",14.9,5%,58:42:00
544,Lappeenranta-Lahti University of Technology LUTFinlandCoursesExplore,"3,486",23.9,19%,31 : 69
545,University of LimerickIrelandCourses,"12,212",19.8,13%,46:54:00
546,University of LisbonPortugalCourses,"47,849",17.5,9%,51:49:00
547,Liverpool John Moores UniversityUnited KingdomCoursesEnquire,"18,513",19.8,13%,52:48:00
548,Mahidol UniversityThailandCoursesExplore,"27,402",7.5,3%,63:37:00
549,Manchester Metropolitan UniversityUnited KingdomCoursesEnquire,"28,037",18.2,14%,57:43:00
550,University of MariborSloveniaCourses,"14,531",17.3,4%,n/a
551,Masaryk UniversityCzech RepublicCourses,"40,898",26.6,17%,62:38:00
552,University of the Basque CountrySpainCourses,"46,373",15.3,5%,53:47:00
553,Massey UniversityNew ZealandCoursesEnquire,"19,101",16.8,15%,62:38:00
554,Memorial University of NewfoundlandCanadaCoursesExplore,"15,464",14.6,10%,59:41:00
555,Middle East Technical UniversityTurkeyCourses,"25,779",22.2,7%,44:56:00
556,University of MinhoPortugalCourses,"19,090",18.8,9%,52:48:00
557,Missouri University of Science and TechnologyUnited StatesCoursesEnquire,"7,647",15.5,12%,1.011805556
558,Montana State UniversityUnited StatesCoursesEnquire,"12,331",17.8,4%,46:54:00
559,Monterrey Institute of TechnologyMexicoCoursesExplore,"14,353",20.5,12%,40 : 60
560,National Central UniversityTaiwanCourses,"10,915",9.8,6%,31 : 69
561,National Sun Yat-Sen UniversityTaiwanCourses,"9,336",19.6,4%,37 : 63
562,National Taiwan Normal UniversityTaiwanCoursesExplore,"11,072",13,19%,57:43:00
563,National Technical University of AthensGreeceCourses,"14,780",26.9,7%,36 : 64
564,Moscow Institute of Physics and Technology (MIPT)Russian FederationCourses,"5,395",7,12%,n/a
565,New Jersey Institute of TechnologyUnited StatesCoursesEnquire,"10,646",26.2,17%,25 : 75
566,New Mexico State University (Main campus)United StatesCoursesEnquire,"15,035",18.8,7%,54:46:00
567,University of North Carolina at GreensboroUnited StatesCoursesEnquire,"16,446",19.2,2%,66:34:00
568,Oklahoma State UniversityUnited StatesCoursesEnquire,"21,270",21.4,7%,49:51:00
569,Osaka City UniversityJapanCourses,"8,604",10.1,4%,36 : 64
570,Otto von Guericke University of MagdeburgGermanyCourses,"14,104",13.1,13%,42:58:00
571,University of OviedoSpainCourses,"24,210",13.7,5%,54:46:00
572,Palacký University OlomoucCzech RepublicCourses,"18,540",11.4,9%,70:30:00
573,Panjab UniversityIndiaCourses,"16,691",23.9,1%,46:54:00
574,Paris Dauphine UniversityFranceCourses,"9,565",15.4,28%,53:47:00
575,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)BrazilCourses,"14,300",21.2,3%,49:51:00
576,Portland State UniversityUnited StatesCoursesEnquire,"20,398",22.2,8%,54:46:00
577,University of PretoriaSouth AfricaCoursesExplore,"37,314",20,8%,57:43:00
578,Pusan National UniversitySouth KoreaCoursesExplore,"24,929",19.7,12%,51:49:00
579,Quaid-i-Azam UniversityPakistanCourses,"12,688",25.7,0%,53:47:00
580,University of ReginaCanadaCoursesExplore,"11,550",22.8,12%,61:39:00
581,Renmin University of ChinaChinaCourses,"24,954",12.7,6%,n/a
582,University of Rennes 1FranceCourses,"22,186",13.9,12%,50:50:00
583,University of SalamancaSpainCourses,"31,035",17.9,12%,58:42:00
584,University of Santiago de CompostelaSpainCourses,"29,085",15.3,6%,63:37:00
585,Semmelweis UniversityHungaryCoursesExplore,"12,920",10.9,25%,64:36:00
586,University of SevilleSpainCourses,"64,931",17.5,7%,55:45:00
587,Université de SherbrookeCanadaCoursesEnquire,"13,438",5.4,5%,54:46:00
588,Soochow UniversityChinaCoursesExplore,"36,465",12.9,2%,78:22:00
589,South China University of TechnologyChinaCourses,"41,438",17.7,3%,33 : 67
590,Tallinn University of TechnologyEstoniaCourses,"14,061",28.6,5%,44:56:00
591,Tehran University of Medical SciencesIranCourses,"13,912",9,1%,62:38:00
592,University of Texas at ArlingtonUnited StatesCoursesEnquire,"29,396",10.5,10%,60:40:00
593,Tianjin UniversityChinaCourses,"29,693",12.2,1%,n/a
594,Tokyo University of Agriculture and TechnologyJapanCourses,"5,865",14.4,5%,27 : 73
595,University of ToledoUnited StatesCoursesEnquire,"19,465",17.5,9%,50:50:00
596,Tongji UniversityChinaCourses,"37,394",13.5,10%,38 : 62
597,The University of TulsaUnited StatesCoursesEnquire,"4,597",12.5,25%,43:57:00
598,United Arab Emirates UniversityUnited Arab EmiratesCoursesExplore,"9,221",12.5,26%,76:24:00
599,University of WarsawPolandCourses,"49,292",14.1,7%,67:33:00
600,University of Wisconsin-MilwaukeeUnited StatesCoursesEnquire,"22,542",18.4,5%,52:48:00
601,Xi’an Jiaotong UniversityChinaCourses,"29,863",12.3,4%,34 : 66
602,University of ZaragozaSpainCourses,"31,046",11.8,5%,55:45:00
603,University of A CoruñaSpainCourses,"17,062",13,2%,52:48:00
604,"Adam Mickiewicz University, PoznańPolandCourses","40,633",15.6,1%,71:29:00
605,AGH University of Science and TechnologyPolandCourses,"35,569",17,0%,0.069444444
606,Ajou UniversitySouth KoreaCourses,"12,706",11.3,2%,33 : 67
607,University of AlcaláSpainCourses,"30,812",25.1,18%,53:47:00
608,Alexandria UniversityEgyptCourses,"127,431",23.3,1%,46:54:00
609,Alexandru Ioan Cuza UniversityRomaniaCourses,"25,724",33,5%,63:37:00
610,Aligarh Muslim UniversityIndiaCourses,"11,197",10.5,2%,0.765972222
611,American University of SharjahUnited Arab EmiratesCourses,"5,226",14.1,82%,48:52:00
612,Amrita Vishwa VidyapeethamIndiaCourses,"17,273",6.6,8%,n/a
613,Anadolu UniversityTurkeyCourses,"379,231",162.6,1%,78:22:00
614,Andhra UniversityIndiaCourses,"10,407",20.2,3%,36 : 64
615,University of AntioquiaColombiaCourses,"38,872",23,1%,50:50:00
616,Aristotle University of ThessalonikiGreeceCourses,"46,288",22.2,9%,52:48:00
617,"Asia University, TaiwanTaiwanCourses","12,119",26.3,3%,53:47:00
618,Athens University of Economics and BusinessGreeceCourses,"13,167",57.5,6%,47:53:00
619,Auckland University of TechnologyNew ZealandCoursesExplore,"18,981",18.1,38%,58:42:00
620,Austral University of ChileChileCourses,"13,794",17.8,1%,47:53:00
621,Beijing Institute of TechnologyChinaCourses,"25,983",12.6,3%,35 : 65
622,Belarusian State UniversityBelarusCourses,"29,303",10.6,6%,69:31:00
623,University of BelgradeSerbiaCourses,"96,968",28.3,4%,60:40:00
624,"Birla Institute of Technology and Science, PilaniIndiaCourses","11,837",19.5,0%,0.970833333
625,University of BradfordUnited KingdomCoursesEnquire,"11,065",20.5,32%,53:47:00
626,University of BrasíliaBrazilCourses,"45,880",14.5,2%,52:48:00
627,University of BrightonUnited KingdomCoursesEnquire,"16,924",19.5,19%,58:42:00
628,University of BucharestRomaniaCourses,"31,806",24.9,2%,70:30:00
629,Budapest University of Technology and EconomicsHungaryCourses,"22,447",22.1,4%,32 : 68
630,Cairo UniversityEgyptCourses,"231,941",39.1,2%,47:53:00
631,University of CalcuttaIndiaCourses,"18,511",32.5,0%,n/a
632,"California State University, Long BeachUnited StatesCoursesEnquire","29,594",32.3,5%,58:42:00
633,Capital Medical UniversityChinaCourses,"11,506",7.1,3%,70:30:00
634,University of Castilla-La ManchaSpainCoursesExplore,"26,381",14.3,3%,56:44:00
635,University of Central LancashireUnited KingdomCoursesEnquire,"18,542",17.5,17%,57:43:00
636,University of Cergy-PontoiseFranceCourses,"17,000",9.2,11%,53:47:00
637,Chang Gung UniversityTaiwanCourses,"7,506",12.6,0%,42:58:00
638,Carlos III University of MadridSpainCoursesExplore,"15,730",11.4,9%,43:57:00
639,"University of Chemistry and Technology, PragueCzech RepublicCourses","4,699",11,18%,n/a
640,Chiang Mai UniversityThailandCourses,"35,617",16.5,1%,0.847916667
641,Chiba UniversityJapanCourses,"14,554",12.3,5%,37 : 63
642,"China University of Geosciences, WuhanChinaCourses","29,483",20.7,2%,n/a
643,"China University of Petroleum, BeijingChinaCourses","14,579",19.4,6%,n/a
644,Jeonbuk National UniversitySouth KoreaCoursesExplore,"23,270",15,3%,45:55:00
645,Chongqing UniversityChinaCourses,"43,955",16,3%,n/a
646,Chonnam National UniversitySouth KoreaCoursesExplore,"35,779",18.5,3%,41:59:00
647,Chulalongkorn UniversityThailandCoursesExplore,"38,719",14.5,2%,59:41:00
648,Chung Yuan Christian UniversityTaiwanCourses,"15,020",30.2,3%,41:59:00
649,Chungnam National UniversitySouth KoreaCourses,"18,361",17.2,3%,n/a
650,Clemson UniversityUnited StatesCoursesEnquire,"19,198",17.1,8%,46:54:00
651,Comenius University in BratislavaSlovakiaCourses,"20,879",9.7,10%,54:46:00
652,Coventry UniversityUnited KingdomCoursesExplore,"21,934",14.8,35%,47:53:00
653,Dalian University of TechnologyChinaCourses,"34,326",15.2,2%,33 : 67
654,University of DebrecenHungaryCoursesExplore,"29,714",20.3,13%,57:43:00
655,University of DelhiIndiaCourses,"32,567",22.9,1%,50:50:00
656,University of DhakaBangladeshCourses,"62,716",6.9,5%,34 : 66
657,Dublin Institute of TechnologyIrelandCourses,"13,839",18.9,25%,41:59:00
658,Ehime UniversityJapanCourses,"8,394",9.9,1%,39 : 61
659,University of Electronic Science and Technology of ChinaChinaCoursesExplore,"21,689",9.8,0%,0.929861111
660,Eötvös Loránd UniversityHungaryCoursesExplore,"28,698",22.4,4%,n/a
661,Erciyes UniversityTurkeyCourses,"28,079",28,2%,46:54:00
662,Universidade Federal da BahiaBrazilCourses,"39,861",17.9,1%,47:53:00
663,Federal University of Minas GeraisBrazilCourses,"42,612",13.5,1%,55:45:00
664,Universidade Federal do Paraná (UFPR)BrazilCourses,"21,850",11.2,1%,n/a
665,Universidade Federal do Rio Grande do SulBrazilCourses,"38,743",14.8,1%,50:50:00
666,Universidade Federal de Santa CatarinaBrazilCourses,"26,078",12.6,1%,48:52:00
