Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
59,The Hong Kong University of Science and TechnologyHong KongCoursesExplore,"11,385",23.8,36%,n/a
60,The University of QueenslandAustraliaCoursesExplore,"34,718",32.7,27%,53:47:00
61,Washington University in St LouisUnited StatesCoursesExplore,"12,528",5.7,17%,0.069444444
62,Utrecht UniversityNetherlandsCoursesExplore,"30,779",15.4,7%,59:41:00
63,University of North Carolina at Chapel HillUnited StatesCoursesEnquireAdmissions Support,"26,518",7.3,8%,58:42:00
64,Boston UniversityUnited StatesCoursesEnquireAdmissions Support,"24,789",8.6,17%,58:42:00
65,Delft University of TechnologyNetherlandsCoursesVerify Documents,"15,920",19.4,25%,26 : 74
66,University of MinnesotaUnited StatesCoursesEnquire,"46,825",18,12%,52:48:00
67,Leiden UniversityNetherlandsCoursesExplore,"21,222",17.1,9%,59:41:00
68,University of Southern CaliforniaUnited StatesCoursesEnquireAdmissions Support,"36,534",12.9,20%,52:48:00
69,University of BristolUnited KingdomCoursesAdmissions Support,"17,906",14,25%,53:47:00
70,Durham UniversityUnited KingdomCoursesEnquireAdmissions Support,"15,489",15.7,24%,54:46:00
71,Erasmus University RotterdamNetherlandsCoursesExplore,"20,580",18.9,17%,48:52:00
72,Free University of BerlinGermanyCoursesVerify Documents,"33,062",39.3,20%,58:42:00
73,Monash UniversityAustraliaCoursesEnquire,"50,882",40.5,36%,56:44:00
74,University of GroningenNetherlandsCoursesExplore,"24,556",25.6,11%,52:48:00
75,Penn State (Main campus)United StatesCoursesEnquire,"44,501",12.4,12%,46:54:00
76,University of GlasgowUnited KingdomCoursesExplore,"22,616",16,29%,57:43:00
77,University of HelsinkiFinlandCourses,"23,505",15.1,6%,66:34:00
78,University of TübingenGermanyCoursesVerify Documents,"28,327",38.9,12%,58:42:00
79,University of Pittsburgh-Pittsburgh campusUnited StatesCoursesEnquireAdmissions Support,"26,485",5.8,10%,51:49:00
80,University of WarwickUnited KingdomCoursesEnquireAdmissions Support,"18,529",16.6,37%,48:52:00
81,Uppsala UniversitySwedenCoursesVerify Documents,"25,266",18.2,12%,57:43:00
82,University of CopenhagenDenmarkCourses,"27,545",4.1,19%,67:33:00
83,UNSW SydneyAustraliaCoursesExplore,"38,309",25.9,32%,47:53:00
84,University of FreiburgGermanyCourses,"26,467",31.2,16%,52:48:00
85,Seoul National UniversitySouth KoreaCourses,"26,389",13.9,10%,n/a
86,University of St AndrewsUnited KingdomCoursesEnquireAdmissions Support,"8,338",12.7,47%,56:44:00
87,Vanderbilt UniversityUnited StatesCoursesEnquireAdmissions Support,"12,161",3.6,9%,52:48:00
88,Kyoto UniversityJapanCourses,"22,809",5.6,7%,n/a
89,Maastricht UniversityNetherlandsCoursesExplore,"15,626",18.9,48%,56:44:00
90,Emory UniversityUnited StatesCoursesEnquireAdmissions Support,"12,338",4.5,18%,56:44:00
91,Lund UniversitySwedenCoursesVerify Documents,"28,251",11.5,15%,n/a
92,Ohio State University (Main campus)United StatesCoursesEnquire,"51,462",13.4,12%,49:51:00
93,University of ExeterUnited KingdomCoursesExplore,"17,755",18.8,28%,54:46:00
94,University of BonnGermanyCoursesVerify Documents,"32,474",70.4,12%,55:45:00
95,Georgetown UniversityUnited StatesCoursesEnquireAdmissions Support,"15,408",8.5,14%,53:47:00
96,McMaster UniversityCanadaCoursesExplore,"23,823",19.3,15%,53:47:00
97,University of SheffieldUnited KingdomCoursesEnquire,"23,311",15.5,31%,50:50:00
98,Queen Mary University of LondonUnited KingdomCourses,"14,260",14,40%,52:48:00
99,University of GöttingenGermanyCoursesVerify Documents,"25,581",25.6,12%,51:49:00
100,Michigan State UniversityUnited StatesCoursesEnquire,"44,750",15.7,15%,51:49:00
101,University of BaselSwitzerlandCourses,"12,551",17.3,24%,54:46:00
102,École PolytechniqueFranceCoursesExplore,"2,429",4.8,30%,0.806944444
103,Rice UniversityUnited StatesCoursesEnquireAdmissions Support,"6,333",9,26%,44:56:00
104,Trinity College DublinIrelandCoursesExplore,"15,520",22.3,25%,57:43:00
105,Dartmouth CollegeUnited StatesCoursesEnquireAdmissions Support,"6,178",6.6,16%,47:53:00
106,University of ZurichSwitzerlandCourses,"26,583",6.5,19%,57:43:00
107,"University of California, IrvineUnited StatesCoursesEnquireAdmissions Support","26,614",16.1,16%,52:48:00
108,Aarhus UniversityDenmarkCourses,"23,895",13.6,14%,54:46:00
109,University of MannheimGermanyCoursesVerify Documents,"11,761",85.8,15%,55:45:00
110,University of Notre DameUnited StatesCoursesEnquireAdmissions Support,"11,829",13.8,10%,44:56:00
111,The University of Western AustraliaAustraliaCoursesEnquire,"20,851",20.7,27%,50:50:00
112,RWTH Aachen UniversityGermanyCourses,"37,917",27.6,16%,31 : 69
113,University of SouthamptonUnited KingdomCoursesEnquire,"20,925",13.5,29%,53:47:00
114,Scuola Normale Superiore di PisaItalyCourses,462,16.5,5%,28 : 72
115,University of MontrealCanadaCoursesExplore,"38,264",20.3,25%,57:43:00
116,Pierre and Marie Curie UniversityFranceCourses,"27,862",8.7,18%,48:52:00
117,Purdue University West LafayetteUnited StatesCoursesEnquireAdmissions Support,"39,256",18.1,22%,42:58:00
118,Pohang University of Science and Technology (POSTECH)South KoreaCourses,"3,055",10.1,4%,0.888888889
119,"University of Maryland, College ParkUnited StatesCoursesEnquire","31,331",8.4,9%,48:52:00
120,Ghent UniversityBelgiumCoursesVerify Documents,"32,166",34.1,9%,57:43:00
121,University of BirminghamUnited KingdomCoursesEnquire,"25,295",16.4,23%,54:46:00
122,University of BernSwitzerlandCourses,"14,708",22.5,14%,54:46:00
123,University of Cape TownSouth AfricaCoursesExplore,"20,040",12.1,18%,53:47:00
124,University of FloridaUnited StatesCoursesEnquireAdmissions Support,"50,095",18.7,9%,54:46:00
125,University of Erlangen-NurembergGermanyCourses,"36,146",53.9,9%,49:51:00
126,"Rutgers, the State University of New JerseyUnited StatesCoursesEnquireAdmissions Support","37,032",17.3,8%,51:49:00
127,University of MünsterGermanyCoursesVerify Documents,"39,838",46.1,8%,53:47:00
128,Radboud University NijmegenNetherlandsCoursesExplore,"17,713",13,10%,58:42:00
129,University of Colorado BoulderUnited StatesCoursesEnquire,"29,325",16.1,8%,45:55:00
130,Tufts UniversityUnited StatesCoursesEnquireAdmissions Support,"10,410",10,14%,54:46:00
131,"Royal Holloway, University of LondonUnited KingdomCoursesEnquire","8,747",15.9,37%,57:43:00
132,Lancaster UniversityUnited KingdomCoursesEnquireAdmissions Support,"11,512",14.9,33%,52:48:00
133,University of GenevaSwitzerlandCourses,"15,668",15,39%,61:39:00
134,University of YorkUnited KingdomCoursesEnquire,"14,543",15.8,26%,55:45:00
135,Case Western Reserve UniversityUnited StatesCoursesEnquireAdmissions Support,"9,259",6.4,17%,48:52:00
136,University of LeedsUnited KingdomCoursesEnquire,"27,703",14.7,21%,58:42:00
137,University of OsloNorwayCoursesVerify Documents,"27,139",18.8,18%,n/a
138,Stockholm UniversitySwedenCourses,"31,715",23.7,8%,62:38:00
139,University of AlbertaCanadaCoursesEnquire,"36,299",21.6,23%,55:45:00
140,Chinese University of Hong KongHong KongCoursesExplore,"17,916",10.2,22%,53:47:00
141,Karlsruhe Institute of TechnologyGermanyCoursesVerify Documents,"25,294",24.6,16%,26 : 74
142,University of SussexUnited KingdomCoursesEnquire,"12,001",17.4,35%,54:46:00
143,University of MassachusettsUnited StatesCoursesEnquire,"56,959",13,11%,49:51:00
144,University of ViennaAustriaCourses,"34,651",20.5,25%,67:33:00
145,University of NottinghamUnited KingdomCoursesEnquire,"30,144",15,27%,54:46:00
146,"University of California, Santa CruzUnited StatesCoursesEnquire","17,404",22.7,1%,53:47:00
147,University of LausanneSwitzerlandCourses,"11,964",13.1,22%,n/a
148,Autonomous University of BarcelonaSpainCoursesExplore,"30,538",12.3,10%,59:41:00
149,University of Virginia (Main campus)United StatesCoursesEnquireAdmissions Support,"23,845",10.2,12%,52:48:00
150,Korea Advanced Institute of Science and Technology (KAIST)South KoreaCourses,"9,027",10,9%,0.888888889
151,University of AdelaideAustraliaCoursesExplore,"20,771",30.1,26%,48:52:00
152,University of East AngliaUnited KingdomCoursesExplore,"14,992",14.7,28%,58:42:00
153,University of TwenteNetherlandsCoursesVerify Documents,"6,631",12,26%,37 : 63
154,Sungkyunkwan University (SKKU)South KoreaCoursesExplore,"24,365",20.3,9%,39 : 61
155,Vrije Universiteit AmsterdamNetherlandsCoursesVerify Documents,"23,280",16.3,6%,56:44:00
156,KTH Royal Institute of TechnologySwedenCoursesVerify Documents,"12,062",14.6,21%,30 : 70
157,University of CologneGermanyCoursesVerify Documents,"43,280",43.4,11%,60:40:00
158,University of LiverpoolUnited KingdomCoursesEnquire,"18,815",13.6,30%,52:48:00
159,TU DresdenGermanyCoursesVerify Documents,"35,487",37.4,12%,42:58:00
160,University of RochesterUnited StatesCoursesEnquireAdmissions Support,"9,390",4.5,26%,49:51:00
161,Lomonosov Moscow State UniversityRussian FederationCourses,"30,822",7.7,20%,43:57:00
162,University of MiamiUnited StatesCoursesEnquireAdmissions Support,"15,286",5.7,14%,50:50:00
163,University of ArizonaUnited StatesCoursesEnquire,"36,429",12.7,8%,52:48:00
164,Pompeu Fabra UniversitySpainCoursesVerify Documents,"10,901",18.3,13%,59:41:00
165,University of ReadingUnited KingdomCoursesEnquire,"12,050",14.8,28%,55:45:00
166,Yeshiva UniversityUnited StatesCoursesEnquire,"6,753",5.5,7%,53:47:00
167,"University of California, RiversideUnited StatesCoursesEnquire","20,626",22,12%,51:49:00
168,University of LeicesterUnited KingdomCoursesEnquire,"14,541",13.4,35%,54:46:00
169,National Taiwan University (NTU)TaiwanCoursesExplore,"31,891",11.9,7%,39 : 61
170,Technical University of DenmarkDenmarkCoursesVerify Documents,"9,990",5,18%,27 : 73
171,Université Catholique de LouvainBelgiumCoursesVerify Documents,"28,856",42,19%,54:46:00
172,University of AberdeenUnited KingdomCoursesEnquire,"12,938",15.8,33%,54:46:00
173,University of AucklandNew ZealandCoursesExplore,"29,787",18.9,28%,54:46:00
174,University of BarcelonaSpainCoursesExplore,"47,491",12.2,10%,62:38:00
175,University of KonstanzGermanyCourses,"10,930",59.1,12%,54:46:00
176,Eindhoven University of TechnologyNetherlandsCoursesExplore,"8,176",16,14%,0.847916667
177,University College DublinIrelandCourses,"22,193",24.5,23%,n/a
178,Hebrew University of JerusalemIsraelCourses,"17,612",10.7,5%,55:45:00
179,University of WaterlooCanadaCoursesExplore,"30,726",24.2,14%,45:55:00
180,University of GothenburgSwedenCoursesVerify Documents,"26,420",16.4,12%,n/a
181,Sant’Anna School of Advanced Studies – PisaItalyCourses,769,8.5,17%,35 : 65
182,University of BergenNorwayCourses,"11,623",11.1,12%,60:40:00
183,Cardiff UniversityUnited KingdomCoursesEnquire,"23,347",13.1,23%,57:43:00
184,University of UtahUnited StatesCoursesEnquire,"25,674",16.9,9%,45:55:00
185,Brandeis UniversityUnited StatesCoursesEnquireAdmissions Support,"5,495",12.6,22%,55:45:00
186,University of DundeeUnited KingdomCoursesEnquire,"11,628",15.3,25%,60:40:00
187,University of WürzburgGermanyCourses,"26,576",38.4,8%,57:43:00
188,Paris-Sud UniversityFranceCourses,"27,603",15,17%,n/a
189,Arizona State University (Tempe)United StatesCoursesExplore,"83,236",29.9,9%,50:50:00
190,University of AntwerpBelgiumCoursesVerify Documents,"12,346",30.3,16%,56:44:00
191,Boston CollegeUnited StatesCoursesEnquireAdmissions Support,"13,216",17.4,19%,54:46:00
192,Ulm UniversityGermanyCoursesVerify Documents,"9,187",11.2,10%,47:53:00
193,University of LuxembourgLuxembourgCourses,"5,144",15.9,52%,50:50:00
194,Texas A&M UniversityUnited StatesCoursesExplore,"50,657",21.4,9%,47:53:00
195,Charité - Universitätsmedizin BerlinGermanyCourses,"6,853",6.6,16%,64:36:00
196,Newcastle UniversityUnited KingdomCoursesEnquireExplore,"20,174",15.2,29%,50:50:00
197,"St George’s, University of LondonUnited KingdomCoursesEnquire","2,958",13.4,17%,61:39:00
198,University of TrentoItalyCourses,"16,841",43.2,8%,51:49:00
199,Paris Diderot University – Paris 7FranceCourses,"27,756",14.8,17%,63:37:00
200,Queen’s University BelfastUnited KingdomCoursesExplore,"17,940",17.9,30%,54:46:00
201,Aalborg UniversityDenmarkCoursesExplore,"17,422",15.9,15%,48:52:00
202,"Birkbeck, University of LondonUnited KingdomCoursesEnquire","9,454",17.2,38%,55:45:00
203,University of BolognaItalyCoursesExplore,"85,532",22.9,7%,56:44:00
204,University at BuffaloUnited StatesCoursesEnquire,"25,668",19,19%,47:53:00
205,University of CalgaryCanadaCoursesEnquire,"28,341",16.5,17%,53:47:00
206,Chalmers University of TechnologySwedenCoursesVerify Documents,"8,605",11.6,15%,30 : 70
207,City University of Hong KongHong KongCoursesExplore,"10,015",7.1,28%,51:49:00
208,Copenhagen Business SchoolDenmarkCoursesVerify Documents,"18,293",42.7,19%,48:52:00
209,Dalhousie UniversityCanadaCoursesEnquire,"15,064",14.4,18%,55:45:00
210,University of São PauloBrazilCourses,"81,402",14.6,4%,48:52:00
211,University of Duisburg-EssenGermanyCoursesExplore,"36,051",46.6,11%,49:51:00
212,École Normale Supérieure de LyonFranceCourses,"2,218",8,14%,49:51:00
213,Florida State UniversityUnited StatesCoursesEnquire,"41,226",31.8,7%,55:45:00
214,University of FribourgSwitzerlandCourses,"10,416",46.9,19%,58:42:00
215,Fudan UniversityChinaCourses,"32,175",12.2,11%,50:50:00
216,University of IcelandIcelandCourses,"13,960",25.9,8%,66:34:00
217,George Washington UniversityUnited StatesCoursesEnquire,"20,541",12,16%,56:44:00
218,Goethe University FrankfurtGermanyCourses,"31,861",9.3,15%,60:40:00
219,University of Hawai’i at MānoaUnited StatesCoursesEnquire,"16,773",11.1,13%,55:45:00
220,Hong Kong Polytechnic UniversityHong KongCoursesExplore,"22,064",25.9,26%,51:49:00
221,University of Illinois at ChicagoUnited StatesCoursesEnquire,"24,313",9.2,17%,53:47:00
222,Indiana UniversityUnited StatesCoursesEnquire,"62,468",13.6,13%,53:47:00
223,University of IowaUnited StatesCoursesEnquire,"27,526",11.6,11%,52:48:00
224,University of Technology SydneyAustraliaCoursesExplore,"24,519",44.1,31%,53:47:00
225,Johannes Gutenberg University of MainzGermanyCourses,"35,609",32.6,10%,58:42:00
226,Joseph Fourier UniversityFranceCourses,"16,130",12.1,13%,n/a
227,University of KielGermanyCoursesVerify Documents,"24,444",23.8,8%,53:47:00
228,Université LavalCanadaCoursesExplore,"27,227",16.2,12%,n/a
229,Medical University of ViennaAustriaCourses,"7,426",2.9,28%,50:50:00
230,Northeastern UniversityUnited StatesCoursesEnquireAdmissions Support,"18,539",15.1,26%,50:50:00
231,Oregon Health and Science UniversityUnited StatesCoursesEnquire,"2,838",1.1,3%,65:35:00
232,University of OtagoNew ZealandCourses,"18,600",20.3,21%,57:43:00
233,University of OttawaCanadaCoursesEnquireExplore,"36,733",26.3,15%,60:40:00
234,Paris Descartes UniversityFranceCourses,"34,691",26.9,15%,63:37:00
235,Peter the Great St Petersburg Polytechnic UniversityRussian FederationCoursesExplore,"17,155",7.2,8%,40 : 60
236,Politecnico di MilanoItalyCoursesExplore,"30,025",22.2,12%,34 : 66
237,Royal Veterinary CollegeUnited KingdomCoursesEnquire,"1,819",10.9,17%,77:23:00
238,Rush UniversityUnited StatesCoursesEnquire,"1,855",2.1,5%,71:29:00
239,Sapienza University of RomeItalyCourses,"120,986",32.3,7%,59:41:00
240,University of Science and Technology of ChinaChinaCoursesExplore,"14,290",7.9,2%,n/a
241,University of South Florida (Tampa)United StatesCoursesEnquire,"31,424",21.5,10%,n/a
242,Stony Brook UniversityUnited StatesCoursesEnquire,"21,908",10.9,24%,50:50:00
243,University of StuttgartGermanyCoursesVerify Documents,"24,099",45.4,20%,31 : 69
244,Swedish University of Agricultural SciencesSwedenCoursesVerify Documents,"3,879",4.6,0%,67:33:00
245,Technical University of DarmstadtGermanyCourses,"20,300",53.6,18%,28 : 72
246,Tel Aviv UniversityIsraelCourses,"23,977",24.4,4%,n/a
247,University of Texas at DallasUnited StatesCoursesExplore,"16,306",22.8,23%,44:56:00
248,Tilburg UniversityNetherlandsCoursesExplore,"7,576",22.4,10%,49:51:00
249,Tohoku UniversityJapanCourses,"17,200",5,7%,25 : 75
250,Tokyo Institute of TechnologyJapanCourses,"9,586",7.3,13%,0.602083333
251,University of VictoriaCanadaCoursesEnquire,"17,581",21.5,11%,56:44:00
252,Wake Forest UniversityUnited StatesCoursesEnquireAdmissions Support,"7,326",4.6,5%,51:49:00
253,Western UniversityCanadaCoursesEnquire,"27,387",20.7,16%,54:46:00
254,William & MaryUnited StatesCoursesEnquireAdmissions Support,"7,867",11.8,7%,54:46:00
255,University of the WitwatersrandSouth AfricaCoursesExplore,"23,321",18.6,9%,56:44:00
256,Aalto UniversityFinlandCourses,"16,099",24.2,17%,32 : 68
257,Aix-Marseille UniversityFranceCourses,"71,749",45.5,13%,61:39:00
258,University of BathUnited KingdomCoursesEnquireAdmissions Support,"12,830",18.8,30%,46:54:00
259,University of BayreuthGermanyCoursesVerify Documents,"12,520",35.5,8%,46:54:00
260,Bielefeld UniversityGermanyCourses,"21,428",67.8,7%,57:43:00
261,University of BordeauxFranceCoursesExplore,"51,239",19.4,12%,58:42:00
262,Charles Darwin UniversityAustraliaCoursesEnquire,"5,570",25.4,15%,67:33:00
263,Colorado School of MinesUnited StatesCoursesEnquire,"5,287",18.2,12%,26 : 74
264,"Colorado State University, Fort CollinsUnited StatesCoursesEnquire","26,769",19,5%,52:48:00
265,University of DelawareUnited StatesCoursesEnquire,"19,262",15.9,10%,56:44:00
266,Flinders UniversityAustraliaCoursesExplore,"15,655",22.6,15%,63:37:00
267,University of GeorgiaUnited StatesCoursesEnquire,"33,119",19.9,7%,57:43:00
268,Griffith UniversityAustraliaCoursesExplore,"30,251",22,21%,0.069444444
269,Indian Institute of ScienceIndiaCourses,"3,318",8.2,1%,0.847916667
270,Iowa State UniversityUnited StatesCoursesEnquire,"29,991",17.4,11%,44:56:00
271,James Cook UniversityAustraliaCoursesEnquire,"11,713",21.9,11%,63:37:00
272,Justus Liebig University GiessenGermanyCourses,"25,682",53.9,9%,62:38:00
273,King Abdulaziz UniversitySaudi ArabiaCoursesExplore,"35,889",8.4,21%,57:43:00
274,Koç UniversityTurkeyCourses,"4,488",14.6,8%,52:48:00
275,Korea UniversitySouth KoreaCoursesExplore,"24,043",15.8,14%,n/a
276,University of LiègeBelgiumCoursesVerify Documents,"20,951",25.9,23%,54:46:00
277,Linköping UniversitySwedenCoursesVerify Documents,"17,866",7.7,10%,52:48:00
278,Nanjing UniversityChinaCourses,"29,743",13.3,10%,46:54:00
279,National Tsing Hua UniversityTaiwanCourses,"10,221",13.5,5%,33 : 67
280,"National University of Ireland, GalwayIrelandCourses","14,067",26.8,14%,56:44:00
281,University of NewcastleAustraliaCoursesEnquire,"23,508",21.9,18%,56:44:00
282,North Carolina State UniversityUnited StatesCoursesEnquire,"30,533",13.6,11%,44:56:00
283,National Research Nuclear University MEPhIRussian FederationCourses,"7,801",7.3,7%,29 : 71
284,Oregon State UniversityUnited StatesCoursesEnquire,"22,578",16.8,8%,47:53:00
285,Osaka UniversityJapanCourses,"23,144",7.8,9%,31 : 69
286,Queen’s UniversityCanadaCoursesEnquireExplore,"20,488",22.1,10%,58:42:00
287,Technion Israel Institute of TechnologyIsraelCourses,"13,855",19.4,4%,35 : 65
288,Queensland University of TechnologyAustraliaCoursesExplore,"33,391",35.8,17%,54:46:00
289,Rensselaer Polytechnic InstituteUnited StatesCoursesEnquireAdmissions Support,"6,671",15,16%,30 : 70
290,RCSI University of Medicine and Health SciencesIrelandCoursesExplore,"2,473",15.6,63%,55:45:00
291,Ruhr University BochumGermanyCourses,"38,675",46.3,13%,48:52:00
292,Saint Louis UniversityUnited StatesCoursesEnquire,"11,919",5.8,8%,58:42:00
293,Paris-Sorbonne University – Paris 4FranceCourses,"21,580",27.4,21%,69:31:00
294,Simon Fraser UniversityCanadaCoursesExplore,"26,640",28.3,19%,55:45:00
295,University of SurreyUnited KingdomCoursesExplore,"12,063",16.6,38%,55:45:00
296,Syracuse UniversityUnited StatesCoursesEnquireAdmissions Support,"19,660",15.9,15%,55:45:00
297,University of TasmaniaAustraliaCoursesEnquire,"18,340",23.8,21%,57:43:00
298,The University of Tennessee-KnoxvilleUnited StatesCoursesEnquire,"24,716",17,5%,n/a
299,Tomsk Polytechnic UniversityRussian FederationCourses,"11,902",6.9,17%,39 : 61
300,Tulane UniversityUnited StatesCoursesEnquireAdmissions Support,"11,381",8.4,8%,56:44:00
301,Umeå UniversitySwedenCourses,"16,667",11.9,7%,60:40:00
302,TU WienAustriaCourses,"26,419",52,27%,27 : 73
303,Virginia Polytechnic Institute and State UniversityUnited StatesCoursesExplore,"30,850",18.6,10%,42:58:00
304,University of WollongongAustraliaCoursesExplore,"16,489",25.4,24%,50:50:00
305,Zhejiang UniversityChinaCoursesExplore,"47,508",15.9,4%,41:59:00
306,Aberystwyth UniversityUnited KingdomCoursesEnquire,"9,252",19.2,18%,48:52:00
307,University of Alaska FairbanksUnited StatesCoursesEnquire,"3,837",8.2,7%,53:47:00
308,Autonomous University of MadridSpainCourses,"28,296",13,15%,56:44:00
309,Bangor UniversityUnited KingdomCoursesEnquire,"9,567",19.5,22%,55:45:00
310,University of BremenGermanyCoursesVerify Documents,"18,590",25.6,11%,50:50:00
311,University of Cincinnati – UptownUnited StatesCoursesEnquire,"36,108",15.7,6%,54:46:00
312,University of ConnecticutUnited StatesCoursesEnquire,"25,742",13,11%,51:49:00
313,Deakin UniversityAustraliaCoursesEnquire,"32,713",30.4,17%,60:40:00
314,University of EssexUnited KingdomCoursesEnquire,"12,695",19.8,39%,55:45:00
315,George Mason UniversityUnited StatesCoursesEnquire,"26,622",17,7%,54:46:00
316,University of GreifswaldGermanyCourses,"10,931",24,6%,55:45:00
317,Gwangju Institute of Science and TechnologySouth KoreaCourses,"1,394",9.6,8%,25 : 75
318,University of HohenheimGermanyCoursesVerify Documents,"9,163",41.2,13%,56:44:00
319,University of InnsbruckAustriaCourses,"18,209",16.9,39%,54:46:00
320,Kazan Federal UniversityRussian FederationCourses,"23,321",12.2,6%,69:31:00
