Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
661,Universidade Federal do Rio Grande do SulBrazilCourses,"38,897",14.1,1%,51:49:00
662,Federal University of Rio de JaneiroBrazilCourses,"53,377",12.9,2%,54:46:00
663,Universidade Federal de Santa CatarinaBrazilCourses,"33,360",14.3,3%,44:56:00
664,Universidade Federal de São Paulo (UNIFESP)BrazilCourses,"12,525",8.4,1%,62:38:00
665,Feng Chia UniversityTaiwanCourses,"20,848",24.6,9%,37 : 63
666,Florida Institute of TechnologyUnited StatesCoursesEnquire,"4,715",14,30%,33 : 67
667,University of La FronteraChileCourses,"9,731",24.9,1%,44:56:00
668,University of GhanaGhanaCourses,"37,804",31.7,2%,44:56:00
669,Glasgow Caledonian UniversityUnited KingdomCoursesEnquire,"13,733",21.8,18%,59:41:00
670,University of GreenwichUnited KingdomCoursesEnquire,"15,209",19.6,34%,54:46:00
671,Hacettepe UniversityTurkeyCourses,"38,109",18.2,5%,57:43:00
672,University of HaifaIsraelCourses,"17,871",30.1,1%,65:35:00
673,Hofstra UniversityUnited StatesCoursesExplore,"9,920",14.2,10%,55:45:00
674,University of HuddersfieldUnited KingdomCoursesEnquire,"15,033",18.1,26%,55:45:00
675,Hunan UniversityChinaCourses,"43,684",24.5,2%,45:55:00
676,ISCTE-University Institute of LisbonPortugalCourses,"8,926",26.7,11%,50:50:00
677,Indian Institute of Technology GuwahatiIndiaCourses,"4,959",13.3,1%,0.684027778
678,Inha UniversitySouth KoreaCourses,"20,190",24,3%,37 : 63
679,Isfahan University of TechnologyIranCourses,"9,182",19.5,1%,40 : 60
680,Istanbul UniversityTurkeyCourses,"90,614",43.8,6%,49:51:00
681,Jagiellonian UniversityPolandCourses,"41,788",11.8,6%,68:32:00
682,University of JaénSpainCourses,"16,665",20.1,3%,54:46:00
683,Jikei University School of MedicineJapanCourses,"1,053",2.4,0%,44:56:00
684,Jilin UniversityChinaCoursesExplore,"66,668",13.8,3%,46:54:00
685,University of JohannesburgSouth AfricaCoursesExplore,"38,156",31.5,4%,55:45:00
686,Jordan University of Science and TechnologyJordanCourses,"24,889",21.5,20%,56:44:00
687,Juntendo UniversityJapanCourses,"4,054",3.7,1%,51:49:00
688,K.N. Toosi University of TechnologyIranCourses,"7,050",17.4,0%,32 : 68
689,Kanazawa UniversityJapanCourses,"10,500",10.3,5%,36 : 64
690,Kaohsiung Medical UniversityTaiwanCourses,"6,981",12,5%,56:44:00
691,Universiti Kebangsaan MalaysiaMalaysiaCourses,"20,427",11.8,10%,66:34:00
692,Keio UniversityJapanCourses,"34,594",11,6%,34 : 66
693,University Rey Juan CarlosSpainCourses,"33,335",26.6,10%,57:43:00
694,King Mongkut’s University of Technology ThonburiThailandCourses,"16,801",22.8,1%,57:43:00
695,Kingston UniversityUnited KingdomCoursesEnquire,"18,254",21.7,35%,55:45:00
696,Kindai UniversityJapanCourses,"32,010",12.4,2%,29 : 71
697,Kobe UniversityJapanCourses,"15,779",8.1,6%,34 : 66
698,Kochi UniversityJapanCourses,"5,608",9.1,1%,46:54:00
699,Konkuk UniversitySouth KoreaCourses,"26,890",31.5,6%,48:52:00
700,Kumamoto UniversityJapanCourses,"10,221",7.5,5%,37 : 63
701,Kuwait UniversityKuwaitCourses,"37,365",23.7,13%,70:30:00
702,Kyungpook National UniversitySouth KoreaCoursesExplore,"27,191",18.2,4%,42:58:00
703,University of La LagunaSpainCourses,"21,497",14.6,6%,58:42:00
704,Leeds Beckett UniversityUnited KingdomCoursesEnquire,"19,910",20.8,12%,50:50:00
705,University of LincolnUnited KingdomCourses,"10,999",18.3,15%,56:44:00
706,University of LjubljanaSloveniaCourses,"45,607",16.8,4%,60:40:00
707,London Metropolitan UniversityUnited KingdomCoursesEnquire,"12,475",22.4,36%,61:39:00
708,Manchester Metropolitan UniversityUnited KingdomCoursesEnquire,"27,326",17.5,14%,57:43:00
709,Masaryk UniversityCzech RepublicCourses,"38,249",24.6,19%,62:38:00
710,Miami UniversityUnited StatesCoursesEnquire,"16,659",22.3,8%,53:47:00
711,Middle East Technical UniversityTurkeyCourses,"26,355",23.3,7%,44:56:00
712,University of MurciaSpainCoursesExplore,"30,192",15.4,5%,61:39:00
713,Nagasaki UniversityJapanCourses,"9,172",7.1,4%,37 : 63
714,Nagoya City UniversityJapanCourses,"4,313",8,2%,52:48:00
715,Nagoya Institute of TechnologyJapanCourses,"5,763",16.8,4%,0.602083333
716,Nanjing Agricultural UniversityChinaCourses,"25,828",16.3,1%,n/a
717,Nanjing Medical UniversityChinaCourses,"12,013",9,4%,n/a
718,Nanjing Normal UniversityChinaCourses,"26,588",14.7,3%,68:32:00
719,National Central UniversityTaiwanCourses,"10,826",9.6,7%,34 : 66
720,National Chung Cheng UniversityTaiwanCourses,"10,129",19.4,4%,44:56:00
721,National Chung Hsing UniversityTaiwanCourses,"15,729",19.2,4%,39 : 61
722,National University of Sciences and TechnologyPakistanCourses,"10,227",8,3%,33 : 67
723,National Sun Yat-Sen UniversityTaiwanCourses,"9,344",17.2,5%,37 : 63
724,National Taiwan Ocean UniversityTaiwanCourses,"8,371",21,5%,30 : 70
725,National Institute of Technology RourkelaIndiaCourses,"5,675",19.2,3%,0.970833333
726,Niigata UniversityJapanCoursesExplore,"12,479",8.5,4%,38 : 62
727,University of North Carolina at GreensboroUnited StatesCoursesEnquire,"18,497",22.1,3%,66:34:00
728,Northeast Normal UniversityChinaCourses,"23,287",15,2%,n/a
729,Northeastern UniversityChinaCourses,"31,278",15.4,4%,n/a
730,Northumbria UniversityUnited KingdomCoursesEnquire,"22,445",18.3,16%,55:45:00
731,Northwestern Polytechnical UniversityChinaCoursesExplore,"26,345",15.5,3%,25 : 75
732,Nottingham Trent UniversityUnited KingdomCoursesEnquire,"21,932",17,18%,55:45:00
733,Oakland UniversityUnited StatesCoursesEnquire,"15,083",20.4,2%,59:41:00
734,Ohio University (Main campus)United StatesCoursesEnquire,"30,341",20.9,6%,57:43:00
735,Okayama UniversityJapanCourses,"13,186",8.2,4%,38 : 62
736,Osaka City UniversityJapanCourses,"8,493",9.8,4%,36 : 64
737,University of OviedoSpainCourses,"24,845",14.5,2%,54:46:00
738,Palacký University OlomoucCzech RepublicCourses,"18,482",11.1,9%,69:31:00
739,Panjab UniversityIndiaCourses,"15,778",22.3,1%,48:52:00
740,University of PatrasGreeceCourses,"24,477",32.9,6%,51:49:00
741,Peter the Great St Petersburg Polytechnic UniversityRussian FederationCoursesExplore,"15,759",6,15%,43:57:00
742,Pontifical Catholic University of Rio Grande do Sul (PUCRS)BrazilCourses,"21,471",21.1,1%,47:53:00
743,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)BrazilCourses,"15,047",21.9,3%,51:49:00
744,University of PretoriaSouth AfricaCoursesExplore,"34,447",23.3,8%,57:43:00
745,Universiti Putra MalaysiaMalaysiaCourses,"24,161",12,17%,73:27:00
746,University of PécsHungaryCoursesExplore,"18,109",14.6,13%,54:46:00
747,Quaid-i-Azam UniversityPakistanCourses,"13,126",26,0%,52:48:00
748,Rochester Institute of TechnologyUnited StatesCoursesEnquire,"13,518",14.1,16%,34 : 66
749,University of RoehamptonUnited KingdomCoursesEnquire,"7,457",18.3,23%,73:27:00
750,Universiti Sains MalaysiaMalaysiaCourses,"28,592",14.7,8%,62:38:00
751,University of SalamancaSpainCourses,"32,517",19.1,12%,60:40:00
752,University of SalfordUnited KingdomCoursesEnquire,"15,610",16.9,22%,51:49:00
753,University of Santiago de CompostelaSpainCourses,"28,259",15.9,9%,63:37:00
754,Savitribai Phule Pune UniversityIndiaCourses,"5,493",14.7,4%,33 : 67
755,University of Science and Technology BeijingChinaCourses,"24,136",15.8,4%,35 : 65
756,University of SevilleSpainCourses,"62,090",17,6%,54:46:00
757,Shantou UniversityChinaCourses,"9,805",13.8,0%,49:51:00
758,Shinshu UniversityJapanCourses,"11,026",10.4,2%,32 : 68
759,Shiraz UniversityIranCourses,"13,686",21.5,1%,52:48:00
760,Sichuan UniversityChinaCourses,"61,533",14.1,4%,49:51:00
761,Sohag UniversityEgyptCourses,"36,460",24.4,0%,76:24:00
762,South China University of TechnologyChinaCourses,"41,868",17,3%,34 : 66
763,University of Southern QueenslandAustraliaCourses,"14,388",27.9,20%,55:45:00
764,Sri Venkateswara UniversityIndiaCourses,"6,880",15.5,0%,25 : 75
765,Suez Canal UniversityEgyptCourses,"34,490",12.3,2%,61:39:00
766,Sultan Qaboos UniversityOmanCourses,"7,634",8.5,3%,50:50:00
767,Suranaree University of TechnologyThailandCourses,"10,548",26.8,1%,53:47:00
768,University of SzegedHungaryCourses,"21,420",13.1,11%,58:42:00
769,Universidade Estadual Paulista (Unesp)BrazilCourses,"53,884",14.1,2%,51:49:00
770,TOBB University of Economics and TechnologyTurkeyCourses,"4,506",17.6,1%,42:58:00
771,Taipei Medical UniversityTaiwanCoursesExplore,"6,102",10.4,6%,57:43:00
772,Tallinn University of TechnologyEstoniaCourses,"13,050",24.5,6%,45:55:00
773,Tata Institute of Fundamental ResearchIndiaCourses,579,2.2,1%,33 : 67
774,Technical University of MadridSpainCourses,"40,523",13.3,12%,32 : 68
775,Teesside UniversityUnited KingdomCoursesEnquire,"11,376",18.5,11%,57:43:00
776,University of TehranIranCourses,"54,000",27,1%,45:55:00
777,Tehran University of Medical SciencesIranCourses,"13,388",8.1,2%,60:40:00
778,Universiti Teknologi MalaysiaMalaysiaCourses,"21,992",11.9,19%,49:51:00
779,Texas Tech UniversityUnited StatesCoursesEnquire,"30,145",20.2,7%,45:55:00
780,University of Texas at El PasoUnited StatesCoursesEnquire,"16,389",24.3,7%,53:47:00
781,Tezpur UniversityIndiaCourses,"3,300",13.6,0%,42:58:00
782,Tokushima UniversityJapanCourses,"7,550",9,3%,34 : 66
783,Tokyo University of Agriculture and TechnologyJapanCourses,"5,802",14.8,5%,27 : 73
784,Tokyo University of ScienceJapanCoursesExplore,"19,911",25.2,1%,0.888888889
785,Toyohashi University of Technology (TUT)JapanCourses,"2,331",9.9,8%,0.479166667
786,Universiti Teknologi PetronasMalaysiaCourses,"5,466",14.1,27%,36 : 64
787,University of VigoSpainCourses,"20,834",17.2,4%,50:50:00
788,Vilnius UniversityLithuaniaCourses,"18,442",11.9,4%,64:36:00
789,Waseda UniversityJapanCourses,"51,809",16.6,8%,35 : 65
790,University of the West of EnglandUnited KingdomCoursesEnquire,"20,754",19.3,17%,53:47:00
791,University of the West of ScotlandUnited KingdomCoursesEnquire,"11,593",20.7,11%,60:40:00
792,West University of TimişoaraRomaniaCourses,"13,555",18.3,4%,65:35:00
793,University of the Western CapeSouth AfricaCourses,"20,182",33.2,8%,60:40:00
794,University of WestminsterUnited KingdomCoursesEnquire,"16,568",20.1,45%,58:42:00
795,University of WindsorCanadaCoursesEnquire,"15,453",18.7,16%,52:48:00
796,Yamagata UniversityJapanCourses,"8,866",8.3,2%,34 : 66
797,University of YamanashiJapanCourses,"4,842",6.9,4%,30 : 70
798,Yeungnam UniversitySouth KoreaCourses,"22,658",16.2,3%,49:51:00
799,Yokohama City UniversityJapanCourses,"4,851",5,2%,55:45:00
800,Yuan Ze UniversityTaiwanCourses,"8,814",20.9,5%,42:58:00
801,École Centrale de LyonFranceCourses,"1,872",17.7,23%,26 : 74
802,Izmir Institute of TechnologyTurkeyCourses,"4,201",19,4%,45:55:00
803,Acharya Nagarjuna UniversityIndiaCourses,"5,605",17.4,3%,27 : 73
804,"Adam Mickiewicz University, PoznańPolandCourses","39,291",15,2%,71:29:00
805,"University of Agriculture, FaisalabadPakistanCourses","15,122",29,0%,36 : 64
806,Ain Shams UniversityEgyptCourses,"133,048",12.5,2%,59:41:00
807,Alexandria UniversityEgyptCourses,"154,366",26.9,3%,47:53:00
808,Alexandru Ioan Cuza UniversityRomaniaCourses,"23,707",29.7,3%,59:41:00
809,Amity UniversityIndiaCourses,"25,391",15,3%,38 : 62
810,Amrita Vishwa VidyapeethamIndiaCourses,"18,938",11.9,9%,n/a
811,Anadolu UniversityTurkeyCourses,"1,414,640",594.4,0%,44:56:00
812,"University of the Andes, VenezuelaVenezuelaCourses","54,595",23.2,0%,60:40:00
813,Andhra UniversityIndiaCourses,"10,882",21,4%,55:45:00
814,Ankara UniversityTurkeyCourses,"59,554",16.4,4%,53:47:00
815,Universidad Autónoma de Nuevo León (UANL)MexicoCourses,"104,912",28.9,0%,n/a
816,Benemérita Universidad Autónoma de PueblaMexicoCourses,"64,029",14.3,0%,52:48:00
817,Universidad Autónoma del Estado de Mexico (UAEMex)MexicoCourses,"52,482",22.8,0%,56:44:00
818,Bahauddin Zakariya UniversityPakistanCourses,"21,433",30.2,0%,47:53:00
819,Bandung Institute of Technology (ITB)IndonesiaCourses,"19,757",13.9,1%,41:59:00
820,Belarusian State UniversityBelarusCourses,"28,822",10,6%,69:31:00
821,University of BelgradeSerbiaCourses,"99,335",25.4,4%,60:40:00
822,University of BucharestRomaniaCourses,"31,305",23.5,2%,70:30:00
823,Cairo UniversityEgyptCourses,"256,470",46.3,2%,48:52:00
824,Central South UniversityChinaCoursesExplore,"55,100",17,1%,40 : 60
825,University of Cergy-PontoiseFranceCourses,"17,165",9.3,14%,57:43:00
826,Chiba Institute of TechnologyJapanCourses,"9,644",34,1%,0.479166667
827,China University of Mining and TechnologyChinaCourses,"43,024",19,1%,26 : 74
828,Chongqing UniversityChinaCourses,"46,461",16.5,3%,n/a
829,Chungnam National UniversitySouth KoreaCourses,"22,433",21.9,3%,34 : 66
830,Chuo UniversityJapanCourses,"26,908",38.8,3%,34 : 66
831,Cochin University of Science and TechnologyIndiaCourses,"7,615",32.1,0%,35 : 65
832,University of ColomboSri LankaCourses,"16,296",22.4,1%,40 : 60
833,University of Costa RicaCosta RicaCourses,"30,067",10.1,%,52:48:00
834,Czech University of Life Sciences Prague (CULS)Czech RepublicCourses,"18,149",22,16%,55:45:00
835,University of DebrecenHungaryCoursesExplore,"28,812",19.7,13%,57:43:00
836,Doshisha UniversityJapanCourses,"28,899",23,3%,38 : 62
837,University of Electronic Science and Technology of ChinaChinaCoursesExplore,"34,483",16.1,1%,1.011805556
838,Embry-Riddle Aeronautical UniversityUnited StatesCoursesEnquire,"15,259",10.2,10%,0.725
839,Erciyes UniversityTurkeyCourses,"31,185",24.2,3%,46:54:00
840,Universidade Federal da BahiaBrazilCourses,"35,173",14.2,1%,47:53:00
841,Universidade Federal do Ceará (UFC)BrazilCourses,"34,836",17.8,1%,48:52:00
842,Federal University of GoiásBrazilCourses,"29,785",5.2,0%,46:54:00
843,Federal University of PernambucoBrazilCourses,"31,512",12.3,1%,51:49:00
844,Federal University of Rio Grande do Norte (UFRN)BrazilCourses,"40,110",18.7,1%,48:52:00
845,Federal University of Santa MariaBrazilCourses,"24,695",13,0%,n/a
846,Federal University of São CarlosBrazilCourses,"16,556",14.3,2%,n/a
847,Federal University of ViçosaBrazilCourses,"16,819",13.9,2%,51:49:00
848,Federal University of LavrasBrazilCourses,"11,894",20.8,1%,52:48:00
849,Ferdowsi University of MashhadIranCourses,"23,187",29.4,4%,57:43:00
850,Fluminense Federal UniversityBrazilCourses,"43,821",13,0%,55:45:00
851,Fu Jen Catholic UniversityTaiwanCourses,"27,427",25.2,5%,58:42:00
852,Gazi UniversityTurkeyCourses,"76,768",25,3%,49:51:00
853,Gdańsk University of TechnologyPolandCourses,"25,491",20.9,1%,39 : 61
854,Gifu UniversityJapanCourses,"7,280",10,4%,34 : 66
855,University of GuadalajaraMexicoCoursesExplore,"109,375",51,1%,51:49:00
856,Gunma UniversityJapanCourses,"6,393",9.6,3%,36 : 64
857,Hallym UniversitySouth KoreaCourses,"9,497",11.1,2%,n/a
858,The Hashemite UniversityJordanCourses,"29,803",32.8,1%,61:39:00
859,Hosei UniversityJapanCourses,"29,171",38.7,1%,34 : 66
860,I-Shou UniversityTaiwanCourses,"16,583",30.5,11%,45:55:00
861,University of IbadanNigeriaCourses,"26,753",17.3,1%,45:55:00
862,University of IndonesiaIndonesiaCourses,"46,775",21.3,0%,57:43:00
863,Islamic Azad University KarajIranCourses,"30,000",52.4,1%,53:47:00
864,Ivane Javakhishvili Tbilisi State UniversityGeorgiaCoursesExplore,"21,675",28.6,2%,62:38:00
865,Iwate UniversityJapanCourses,"5,719",14.4,3%,37 : 63
866,Jiangsu UniversityChinaCoursesExplore,"32,664",7.2,3%,41:59:00
867,Jinan UniversityChinaCoursesExplore,"45,094",19.7,26%,58:42:00
868,The University of JordanJordanCourses,"26,532",12.5,17%,65:35:00
869,Kansai UniversityJapanCourses,"30,178",10.9,3%,39 : 61
870,University of KarachiPakistanCourses,"22,990",19.6,0%,57:43:00
871,Kasetsart UniversityThailandCourses,"67,148",23,1%,60:40:00
872,Kaunas University of TechnologyLithuaniaCourses,"9,873",12.7,4%,40 : 60
873,Khon Kaen UniversityThailandCourses,"37,320",15.6,1%,63:37:00
874,King Mongkut’s Institute of Technology LadkrabangThailandCourses,"24,642",25.3,0%,51:49:00
875,Kwansei Gakuin UniversityJapanCourses,"24,107",15.6,4%,47:53:00
876,Kyushu Institute of Technology (Kyutech)JapanCourses,"5,872",16.1,4%,0.561111111
877,University of LahorePakistanCourses,"23,831",19,2%,32 : 68
878,University of LatviaLatviaCourses,"12,480",31,6%,n/a
879,Lobachevsky State University of Nizhni NovgorodRussian FederationCourses,"18,662",8.8,5%,53:47:00
880,London South Bank UniversityUnited KingdomCoursesEnquire,"12,482",17.2,34%,54:46:00
881,Londrina State UniversityBrazilCourses,"20,546",12.1,1%,57:43:00
882,Lviv Polytechnic National UniversityUkraineCourses,"28,037",13.5,1%,n/a
883,Maharaja Sayajirao University of BarodaIndiaCourses,"37,783",54.8,0%,52:48:00
884,Manipal Academy of Higher EducationIndiaCourses,"24,022",9.8,10%,45:55:00
885,Mansoura UniversityEgyptCourses,"113,021",18,3%,54:46:00
886,Marmara UniversityTurkeyCourses,"66,212",32.6,4%,50:50:00
887,University of Marrakech Cadi AyyadMoroccoCourses,"64,260",44.1,1%,44:56:00
888,Meiji UniversityJapanCourses,"32,433",29.6,4%,31 : 69
889,Ming Chuan UniversityTaiwanCourses,"18,809",24.5,10%,60:40:00
890,Mohammed V University of RabatMoroccoCourses,"75,403",35.8,3%,48:52:00
891,University of MonastirTunisiaCourses,"24,724",13.8,1%,66:34:00
892,Tokyo City UniversityJapanCourses,"8,150",15.9,1%,0.929861111
893,Nagaoka University of TechnologyJapanCourses,"2,297",9.8,11%,0.479166667
894,University of NairobiKenyaCourses,"74,654",42.2,1%,40 : 60
895,Nanjing Tech UniversityChinaCourses,"28,861",18.3,1%,n/a
896,National Chengchi UniversityTaiwanCourses,"15,922",17.4,12%,58:42:00
897,National Research University of Electronic Technology (MIET)Russian FederationCourses,"4,460",10.5,2%,28 : 72
898,National Research Saratov State UniversityRussian FederationCourses,"11,663",12.9,6%,63:37:00
899,National University of Science and Technology (MISiS)Russian FederationCourses,"8,326",9.2,17%,38 : 62
900,National University of the SouthArgentinaCourses,"19,086",6.8,1%,58:42:00
901,National Taipei University of TechnologyTaiwanCoursesExplore,"10,409",17,5%,26 : 74
902,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic InstituteUkraineCourses,"22,328",8.8,2%,32 : 68
903,Nicolaus Copernicus University in ToruńPolandCourses,"22,551",11.2,1%,69:31:00
904,Novosibirsk State Technical UniversityRussian FederationCourses,"11,358",12.6,17%,54:46:00
905,Ocean University of ChinaChinaCourses,"35,373",19.8,1%,n/a
906,Oita UniversityJapanCourses,"5,834",7.1,2%,38 : 62
907,Osaka Prefecture UniversityJapanCourses,"7,931",7.4,3%,35 : 65
908,Osmania UniversityIndiaCourses,"11,921",12.2,4%,34 : 66
909,Universidade Federal de Ouro Preto (UFOP)BrazilCourses,"15,948",17.5,0%,50:50:00
910,University of PardubiceCzech RepublicCourses,"10,508",19.4,4%,55:45:00
911,RUDN UniversityRussian FederationCourses,"14,773",8.8,34%,51:49:00
912,University of the PhilippinesPhilippinesCourses,"48,501",11.1,1%,59:41:00
913,Pontifícia Universidade Católica do ParanáBrazilCourses,"24,682",22.3,1%,53:47:00
914,Pontifical Catholic University of ValparaísoChileCourses,"15,241",25,1%,44:56:00
915,Prince of Songkla UniversityThailandCourses,"41,043",17.2,1%,71:29:00
916,Riga Technical UniversityLatviaCourses,"11,790",27.3,7%,39 : 61
917,Universidade do Estado do Rio de Janeiro (UERJ)BrazilCourses,"24,276",11.6,0%,55:45:00
918,Ritsumeikan UniversityJapanCourses,"34,867",23.8,4%,36 : 64
919,Robert Gordon UniversityUnited KingdomCoursesEnquire,"9,628",19.1,23%,60:40:00
920,SASTRA UniversityIndiaCourses,"13,649",18.5,0%,48:52:00
921,SRM Institute of Science and TechnologyIndiaCourses,"42,345",15.6,2%,1.011805556
922,Saitama UniversityJapanCourses,"7,459",11.7,2%,33 : 67
923,Saitama Medical UniversityJapanCourses,"1,888",1.5,1%,53:47:00
924,Samara State Aerospace UniversityRussian FederationCourses,"6,833",10.2,4%,n/a
925,"University of Santiago, Chile (USACH)ChileCourses","22,720",20.7,1%,40 : 60
926,Sathyabama Institute of Science and TechnologyIndiaCourses,"15,918",20.1,1%,45:55:00
927,Sechenov UniversityRussian FederationCoursesExplore,"16,774",9,11%,56:44:00
928,University of SeoulSouth KoreaCourses,"10,498",18.6,3%,36 : 64
929,Shaanxi Normal UniversityChinaCourses,"25,799",16.3,1%,73:27:00
930,Shahid Beheshti UniversityIranCourses,"18,607",24.6,1%,52:48:00
931,Shanghai UniversityChinaCourses,"48,397",18.6,1%,45:55:00
932,Sheffield Hallam UniversityUnited KingdomCoursesEnquire,"25,506",17.1,16%,54:46:00
933,Shibaura Institute of Technology TokyoJapanCourses,"9,357",17.4,2%,0.602083333
934,Shimane UniversityJapanCourses,"5,974",9.3,2%,38 : 62
935,Shizuoka UniversityJapanCourses,"10,083",14.4,3%,29 : 71
936,Showa UniversityJapanCourses,"3,728",2.5,0%,58:42:00
937,Siberian Federal UniversityRussian FederationCourses,"26,156",11,1%,46:54:00
938,Sidi Mohamed Ben Abdellah UniversityMoroccoCourses,"82,019",59.2,1%,43:57:00
939,University of Silesia in KatowicePolandCourses,"26,470",14,2%,68:32:00
940,Simón Bolívar UniversityVenezuelaCourses,"12,545",15,0%,45:55:00
941,Slovak University of Technology in BratislavaSlovakiaCourses,"16,402",15.2,2%,30 : 70
942,Sofia UniversityBulgariaCourses,"23,158",13.7,4%,51:49:00
943,Sophia UniversityJapanCoursesExplore,"13,468",25.2,9%,55:45:00
944,University of South AfricaSouth AfricaCourses,"187,043",97.4,9%,65:35:00
945,South Valley UniversityEgyptCourses,"42,020",53.7,1%,62:38:00
946,Southern Federal UniversityRussian FederationCourses,"22,455",7.7,6%,79:21:00
947,University of Southern MississippiUnited StatesCoursesEnquire,"14,143",17.8,3%,63:37:00
948,Southwest Jiaotong UniversityChinaCourses,"40,075",15.1,2%,27 : 73
949,Universidade Estadual de MaringáBrazilCourses,"23,532",14.9,1%,59:41:00
950,University of TalcaChileCourses,"10,436",25.1,1%,50:50:00
951,Tamkang UniversityTaiwanCourses,"27,612",26.5,6%,48:52:00
952,Taras Shevchenko National University of KyivUkraineCourses,"20,759",8.2,3%,60:40:00
953,Technical University of LiberecCzech RepublicCourses,"6,599",13.5,7%,65:35:00
954,Universiti Teknologi MARAMalaysiaCourses,"59,795",15.3,0%,65:35:00
955,University of Abou Bekr Belkaïd TlemcenAlgeriaCourses,"43,008",25.1,1%,67:33:00
956,Tokai UniversityJapanCourses,"29,959",12.9,1%,27 : 73
957,Tokyo Denki UniversityJapanCourses,"9,652",26.8,2%,0.479166667
958,Tokyo University of Marine Science and TechnologyJapanCourses,"2,678",11.4,6%,33 : 67
959,Tomas Bata University in ZlínCzech RepublicCourses,"10,223",23.3,8%,n/a
960,Tottori UniversityJapanCourses,"6,185",8.2,2%,35 : 65
961,University of ToyamaJapanCourses,"9,308",11.3,3%,39 : 61
962,University of Tunis El ManarTunisiaCourses,"37,781",21.1,1%,65:35:00
963,Ural Federal UniversityRussian FederationCourses,"28,089",10,4%,47:53:00
964,Universiti Utara MalaysiaMalaysiaCourses,"12,538",12.1,18%,73:27:00
965,Utsunomiya UniversityJapanCourses,"5,024",14.6,5%,36 : 64
966,V.N. Karazin Kharkiv National UniversityUkraineCourses,"15,778",10.4,25%,54:46:00
967,VIT UniversityIndiaCourses,"29,572",20,2%,25 : 75
968,Voronezh State UniversityRussian FederationCourses,"14,011",10.1,9%,53:47:00
969,VSB - Technical University of OstravaCzech RepublicCoursesExplore,"20,191",25.2,7%,n/a
970,University of West BohemiaCzech RepublicCourses,"14,067",19.7,3%,52:48:00
971,Wuhan University of TechnologyChinaCourses,"50,753",14.9,3%,30 : 70
972,Xiangtan UniversityChinaCoursesExplore,"28,407",19.7,1%,51:49:00
973,Xidian UniversityChinaCourses,"32,064",16.8,2%,29 : 71
974,Yamaguchi UniversityJapanCourses,"10,573",11,3%,35 : 65
975,Yazd UniversityIranCourses,"12,500",32.1,0%,61:39:00
976,Yokohama National UniversityJapanCourses,"10,124",13,7%,28 : 72
977,Universidad Autónoma de YucatánMexicoCourses,"15,271",11.3,0%,51:49:00
978,Yıldız Technical UniversityTurkeyCoursesExplore,"34,417",28.3,4%,37 : 63
979,University of ZagrebCroatiaCourses,"67,332",18.4,1%,58:42:00
980,University of ZanjanIranCourses,"9,444",24,0%,55:45:00
981,University of ŁódźPolandCourses,"36,400",16.4,2%,66:34:00
