Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
317,George Mason UniversityUnited StatesCoursesEnquire,"27,337",17.4,8%,54:46:00
318,University of GeorgiaUnited StatesCoursesEnquire,"33,241",19.5,7%,57:43:00
319,"Goldsmiths, University of LondonUnited KingdomCoursesEnquire","7,257",16.5,38%,67:33:00
320,Grenoble Alpes UniversityFranceCourses,"37,815",16.3,15%,53:47:00
321,Gwangju Institute of Science and TechnologySouth KoreaCourses,"1,575",10.7,7%,1.011805556
322,University of InnsbruckAustriaCourses,"14,360",13.3,38%,54:46:00
323,Justus Liebig University GiessenGermanyCourses,"27,980",46.9,9%,61:39:00
324,University of KentUnited KingdomCoursesExplore,"17,080",13.2,29%,53:47:00
325,Linköping UniversitySwedenCoursesVerify Documents,"18,966",8.2,11%,51:49:00
326,University of LiègeBelgiumCoursesVerify Documents,"21,611",27.9,23%,54:46:00
327,Loughborough UniversityUnited KingdomCoursesEnquire,"13,677",14.9,22%,38 : 62
328,University of MilanItalyCourses,"58,990",27.6,5%,59:41:00
329,Moscow Institute of Physics and Technology (MIPT)Russian FederationCourses,"5,535",7.8,12%,n/a
330,Nagoya UniversityJapanCourses,"15,619",8,10%,29 : 71
331,University of NavarraSpainCoursesVerify Documents,"10,584",14.1,16%,52:48:00
332,University of Nebraska-LincolnUnited StatesCoursesExplore,"22,068",16.2,10%,47:53:00
333,University of OregonUnited StatesCoursesEnquire,"24,268",19.8,13%,52:48:00
334,Oregon State UniversityUnited StatesCoursesEnquire,"23,464",16.3,10%,46:54:00
335,University of PaduaItalyCourses,"62,267",19.1,4%,55:45:00
336,University of PaviaItalyCourses,"22,010",38.7,7%,57:43:00
337,Royal Veterinary CollegeUnited KingdomCoursesEnquire,"1,802",10.3,18%,76:24:00
338,Sabancı UniversityTurkeyCoursesExplore,"2,999",17.7,8%,39 : 61
339,Saint Louis UniversityUnited StatesCoursesEnquire,"11,919",5.7,8%,58:42:00
340,University of StirlingUnited KingdomCoursesExplore,"8,028",15.1,20%,61:39:00
341,University of StrasbourgFranceCourses,"43,709",17.2,19%,58:42:00
342,Swansea UniversityUnited KingdomCoursesEnquire,"13,048",16.5,21%,48:52:00
343,University of TartuEstoniaCourses,"9,464",12.2,4%,66:34:00
344,University of TasmaniaAustraliaCoursesEnquire,"14,838",19.7,18%,58:42:00
345,TU Dortmund UniversityGermanyCourses,"30,998",100.3,10%,46:54:00
346,Technion Israel Institute of TechnologyIsraelCourses,"13,926",19.8,4%,35 : 65
347,Temple UniversityUnited StatesCoursesEnquire,"33,672",13.3,6%,52:48:00
348,University of TurkuFinlandCourses,"12,167",15.9,5%,62:38:00
349,University of VictoriaCanadaCoursesEnquire,"18,028",22,12%,57:43:00
350,Vrije Universiteit BrusselBelgiumCoursesVerify Documents,"12,484",21.8,21%,54:46:00
351,York UniversityCanadaCoursesExplore,"46,565",40.8,22%,58:42:00
352,Aston UniversityUnited KingdomCoursesEnquire,"8,563",16.4,32%,48:52:00
353,Bilkent UniversityTurkeyCourses,"9,761",14.1,4%,46:54:00
354,SUNY Binghamton UniversityUnited StatesCoursesEnquire,"16,628",23.7,14%,48:52:00
355,University of CalabriaItalyCourses,"30,219",36.4,3%,59:41:00
356,University of CanterburyNew ZealandCoursesEnquireExplore,"11,943",16.4,20%,50:50:00
357,"City, University of LondonUnited KingdomCoursesEnquire","12,489",16.1,49%,54:46:00
358,Claude Bernard University Lyon 1FranceCourses,"35,944",17.2,8%,50:50:00
359,University College CorkIrelandCourses,"15,877",22.4,16%,56:44:00
360,University of CyprusCyprusCoursesExplore,"7,025",22.5,8%,69:31:00
361,Drexel UniversityUnited StatesCoursesEnquire,"21,153",11,18%,49:51:00
362,University of Eastern FinlandFinlandCourses,"11,098",17.7,6%,63:37:00
363,Flinders UniversityAustraliaCoursesExplore,"16,465",23.6,16%,63:37:00
364,Graz University of TechnologyAustriaCourses,"6,312",10.1,16%,1.011805556
365,University of GuelphCanadaCoursesEnquire,"21,547",28.4,4%,60:40:00
366,Hanyang UniversitySouth KoreaCoursesExplore,"21,629",14.1,15%,n/a
367,Hong Kong Baptist UniversityHong KongCoursesExplore,"11,038",11.1,29%,62:38:00
368,University of HoustonUnited StatesCoursesEnquire,"39,402",42.5,9%,50:50:00
369,ITMO UniversityRussian FederationCourses,"11,875",10.4,10%,n/a
370,Indian Institute of Technology BombayIndiaCourses,"9,207",16.3,1%,0.765972222
371,Iowa State UniversityUnited StatesCoursesEnquire,"32,951",18.7,12%,46:54:00
372,University of KaiserslauternGermanyCoursesVerify Documents,"14,226",53.7,15%,37 : 63
373,University of KansasUnited StatesCoursesEnquire,"24,345",7.6,9%,51:49:00
374,University of KentuckyUnited StatesCoursesEnquire,"31,225",19,6%,53:47:00
375,Kyung Hee UniversitySouth KoreaCoursesExplore,"23,692",17.3,16%,47:53:00
376,Kyushu UniversityJapanCourses,"18,650",6.6,11%,29 : 71
377,La Trobe UniversityAustraliaCoursesEnquire,"22,422",29.6,25%,63:37:00
378,Leibniz University HannoverGermanyCourses,"23,126",61.9,12%,41:59:00
379,University of MacauMacaoCoursesExplore,"8,981",14.6,33%,58:42:00
380,Autonomous University of MadridSpainCourses,"26,969",12.4,16%,60:40:00
381,University of Milan-BicoccaItalyCourses,"32,892",65.8,6%,62:38:00
382,Mizzou - University of MissouriUnited StatesCoursesEnquire,"30,535",11.3,6%,53:47:00
383,Montpellier UniversityFranceCourses,"39,313",19.7,14%,54:46:00
384,Maynooth UniversityIrelandCourses,"7,850",28.8,12%,55:45:00
385,Norwegian University of Life SciencesNorwayCourses,"5,655",7.3,21%,53:47:00
386,University of OklahomaUnited StatesCoursesEnquire,"27,054",10.3,6%,52:48:00
387,Paris-Sorbonne University – Paris 4FranceCourses,"21,488",27.9,19%,70:30:00
388,University of PlymouthUnited KingdomCoursesEnquire,"18,508",19.3,14%,52:48:00
389,Polytechnic University of TurinItalyCourses,"29,422",27.9,16%,29 : 71
390,University of SalernoItalyCourses,"37,862",56.3,1%,61:39:00
391,Swinburne University of TechnologyAustraliaCoursesEnquire,"13,606",26.4,27%,39 : 61
392,The University of Texas at San AntonioUnited StatesCoursesEnquire,"25,870",21.4,7%,48:52:00
393,Toyota Technological InstituteJapanCourses,505,11.2,3%,0.35625
394,University of TriesteItalyCourses,"18,144",26.5,9%,56:44:00
395,Tulane UniversityUnited StatesCoursesEnquireAdmissions Support,"11,495",11.8,11%,56:44:00
396,University of TurinItalyCourses,"67,678",43.7,6%,63:37:00
397,Victoria UniversityAustraliaCoursesEnquire,"15,270",32.5,22%,55:45:00
398,Victoria University of WellingtonNew ZealandCoursesEnquire,"16,940",20.1,21%,55:45:00
399,Washington State UniversityUnited StatesCoursesEnquire,"26,439",20.1,8%,51:49:00
400,Wayne State UniversityUnited StatesCoursesEnquire,"22,405",10.7,8%,57:43:00
401,École des Ponts ParisTechFranceCoursesVerify Documents,"1,810",12.9,44%,31 : 69
402,Örebro UniversitySwedenCourses,"8,698",15.9,2%,61:39:00
403,American UniversityUnited StatesCoursesEnquire,"11,636",12,12%,61:39:00
404,Aristotle University of ThessalonikiGreeceCourses,"44,433",22.3,9%,58:42:00
405,Atılım UniversityTurkeyCoursesExplore,"6,394",27.2,8%,n/a
406,University of AveiroPortugalCourses,"10,641",17.7,9%,51:49:00
407,Bar-Ilan UniversityIsraelCourses,"16,974",15.1,5%,59:41:00
408,University of Bari Aldo MoroItalyCourses,"49,536",67,2%,64:36:00
409,University of BergamoItalyCourses,"15,849",49.2,6%,63:37:00
410,Boğaziçi UniversityTurkeyCourses,"11,555",25.6,7%,50:50:00
411,University of BresciaItalyCourses,"14,616",26.4,7%,46:54:00
412,University of CampinasBrazilCourses,"26,966",14.9,3%,48:52:00
413,University of CanberraAustraliaCoursesExplore,"11,287",31,28%,53:47:00
414,Universitat Politècnica de CatalunyaSpainCourses,"21,995",10.2,12%,27 : 73
415,Central Queensland UniversityAustraliaCoursesExplore,"12,300",26.6,28%,57:43:00
416,Charles University in PragueCzech RepublicCourses,"50,992",13.3,15%,61:39:00
417,Chung-Ang UniversitySouth KoreaCourses,"12,221",16.8,22%,44:56:00
418,University of CoimbraPortugalCourses,"23,329",20.1,14%,55:45:00
419,Curtin UniversityAustraliaCoursesExplore,"31,353",18.4,36%,53:47:00
420,Cyprus University of TechnologyCyprusCourses,"3,012",18.9,6%,57:43:00
421,Dublin City UniversityIrelandCourses,"8,856",24.9,18%,50:50:00
422,Ewha Womans UniversitySouth KoreaCourses,"14,989",14.2,10%,100:00:00
423,Federico Santa María Technical UniversityChileCoursesExplore,"18,424",28.3,2%,0.970833333
424,University of FerraraItalyCourses,"13,781",22.9,7%,56:44:00
425,University of FlorenceItalyCourses,"53,378",18.3,7%,60:40:00
426,Florida International UniversityUnited StatesCoursesExplore,"33,983",25.8,7%,56:44:00
427,University of GenoaItalyCourses,"35,777",29.2,9%,56:44:00
428,Georgia State UniversityUnited StatesCoursesEnquire,"28,788",19.2,5%,58:42:00
429,University of GrazAustriaCourses,"20,770",23.6,12%,65:35:00
430,University of GreifswaldGermanyCourses,"8,628",17,5%,54:46:00
431,Hasselt UniversityBelgiumCourses,"4,913",16.8,10%,46:54:00
432,Heriot-Watt UniversityUnited KingdomCoursesEnquire,"9,289",16.9,42%,41:59:00
433,HSE UniversityRussian FederationCourses,"16,170",9.1,5%,n/a
434,Hokkaido UniversityJapanCourses,"18,055",8.1,9%,29 : 71
435,Huazhong University of Science and TechnologyChinaCoursesExplore,"56,211",17.1,4%,35 : 65
436,Indian Institute of Technology DelhiIndiaCourses,"6,926",13.8,1%,0.847916667
437,Indian Institute of Technology KanpurIndiaCourses,"6,513",16.7,1%,0.643055556
438,Indian Institute of Technology MadrasIndiaCourses,"8,692",15.5,1%,0.847916667
439,Johannes Kepler University of LinzAustriaCourses,"6,652",11.7,9%,51:49:00
440,University of JyväskyläFinlandCourses,"9,591",15.4,5%,62:38:00
441,Kazan Federal UniversityRussian FederationCourses,"24,028",10.9,9%,71:29:00
442,Keele UniversityUnited KingdomCoursesEnquire,"8,302",14.9,22%,56:44:00
443,Kent State UniversityUnited StatesCoursesEnquire,"23,059",18.6,8%,59:41:00
444,King Fahd University of Petroleum and MineralsSaudi ArabiaCourses,"6,617",6.8,21%,0.069444444
445,Lehigh UniversityUnited StatesCoursesEnquireAdmissions Support,"6,400",11.3,16%,44:56:00
446,University of LilleFranceCourses,"67,189",27.5,12%,56:44:00
447,Lincoln UniversityNew ZealandCoursesEnquire,"2,985",14,23%,47:53:00
448,University of LisbonPortugalCourses,"47,756",17.8,10%,52:48:00
449,Makerere UniversityUgandaCourses,"37,423",29.2,9%,51:49:00
450,University of ManitobaCanadaCoursesEnquire,"29,111",28,13%,55:45:00
451,Marche Polytechnic UniversityItalyCourses,"16,830",23.6,4%,46:54:00
452,"University of Maryland, Baltimore CountyUnited StatesCoursesEnquire","13,979",17.8,8%,46:54:00
453,Massey UniversityNew ZealandCoursesEnquire,"18,681",16.1,28%,61:39:00
454,University of Modena and Reggio EmiliaItalyCourses,"20,141",26.4,6%,54:46:00
455,University of MontanaUnited StatesCoursesEnquire,"10,304",17.6,4%,55:45:00
456,Murdoch UniversityAustraliaCoursesExplore,"16,391",33.2,45%,59:41:00
457,University of NantesFranceCourses,"34,714",22.8,11%,55:45:00
458,University of Naples Federico IIItalyCourses,"82,500",61.2,0%,56:44:00
459,National Cheng Kung University (NCKU)TaiwanCoursesExplore,"21,157",14.3,11%,36 : 64
460,National Chiao Tung UniversityTaiwanCourses,"12,609",17.1,6%,27 : 73
461,National Research Nuclear University MEPhIRussian FederationCourses,"7,297",9.8,10%,29 : 71
462,National Taiwan University of Science and Technology (Taiwan Tech)TaiwanCoursesExplore,"8,070",19,11%,31 : 69
463,University of NeuchâtelSwitzerlandCourses,"4,208",8.8,22%,60:40:00
464,New Mexico State University (Main campus)United StatesCoursesEnquire,"14,479",17.8,7%,53:47:00
465,University of Nice Sophia AntipolisFranceCourses,"28,218",20.7,21%,56:44:00
466,Northern Arizona UniversityUnited StatesCoursesEnquire,"23,167",24.8,5%,66:34:00
467,Novosibirsk State UniversityRussian FederationCourses,"7,125",6.7,14%,50:50:00
468,The Open UniversityUnited KingdomCoursesEnquire,"70,859",33.9,8%,61:39:00
469,Oxford Brookes UniversityUnited KingdomCoursesEnquire,"12,928",17.5,27%,57:43:00
470,Panthéon-Sorbonne University – Paris 1FranceCourses,"40,121",32.8,20%,60:40:00
471,University of PisaItalyCourses,"50,937",19.8,5%,52:48:00
472,Pontifical Catholic University of ChileChileCourses,"26,188",15.6,7%,n/a
473,University of PortoPortugalCourses,"31,753",18.6,9%,54:46:00
474,University of PortsmouthUnited KingdomCoursesEnquire,"18,949",16.4,25%,45:55:00
475,Université du Québec à MontréalCanadaCoursesEnquire,"28,830",26.1,19%,61:39:00
476,RMIT UniversityAustraliaCoursesEnquire,"30,795",17.3,26%,47:53:00
477,Renmin University of ChinaChinaCourses,"24,859",11.7,6%,n/a
478,University of Rome II – Tor VergataItalyCourses,"31,393",18.4,6%,51:49:00
479,University of Rome IIIItalyCourses,"35,290",59,4%,59:41:00
480,Rovira i Virgili UniversitySpainCourses,"12,637",13,10%,60:40:00
481,Saint Petersburg State UniversityRussian FederationCourses,"21,924",5.5,7%,64:36:00
482,University of SalentoItalyCourses,"19,983",58.8,1%,64:36:00
483,San Diego State UniversityUnited StatesCoursesEnquire,"28,358",31.8,6%,56:44:00
484,University of SaskatchewanCanadaCoursesEnquireExplore,"19,154",17.9,15%,57:43:00
485,University of SiegenGermanyCourses,"19,139",54.4,11%,50:50:00
486,SOAS University of LondonUnited KingdomCoursesExplore,"4,756",11.5,54%,63:37:00
487,University of St GallenSwitzerlandCourses,"7,175",11.3,34%,33 : 67
488,Stellenbosch UniversitySouth AfricaCoursesExplore,"22,478",23.9,8%,53:47:00
489,Stevens Institute of TechnologyUnited StatesCoursesEnquire,"5,999",18.3,34%,29 : 71
490,University of StrathclydeUnited KingdomCoursesEnquire,"15,770",19.8,22%,49:51:00
491,Sun Yat-sen UniversityChinaCoursesExplore,"51,866",16.9,8%,51:49:00
492,Tokyo Medical and Dental University (TMDU)JapanCourses,"2,906",3.2,7%,50:50:00
493,Tokyo Metropolitan UniversityJapanCourses,"9,294",9.6,4%,35 : 65
494,University of TsukubaJapanCourses,"16,271",12.6,17%,38 : 62
495,UiT The Arctic University of NorwayNorwayCourses,"12,180",12,12%,60:40:00
496,Verona UniversityItalyCourses,"24,390",18.7,6%,64:36:00
497,University of WaikatoNew ZealandCoursesEnquire,"9,904",16.8,26%,57:43:00
498,Western Sydney UniversityAustraliaCoursesExplore,"30,734",28.6,13%,57:43:00
499,Wuhan UniversityChinaCoursesExplore,"49,152",14,7%,n/a
500,Xiamen UniversityChinaCourses,"42,210",15.6,4%,49:51:00
501,École normale supérieure Paris-SaclayFranceCourses,"1,505",9.6,7%,26 : 74
502,American University of BeirutLebanonCourses,"7,836",8.8,23%,52:48:00
503,"University of the Andes, ColombiaColombiaCourses","16,880",17.5,2%,44:56:00
504,University of ArkansasUnited StatesCoursesEnquire,"23,545",20.3,5%,51:49:00
505,Athens University of Economics and BusinessGreeceCourses,"11,659",48,6%,44:56:00
506,Auckland University of TechnologyNew ZealandCoursesExplore,"17,627",16.9,39%,59:41:00
507,University of the Basque CountrySpainCourses,"44,806",14.8,6%,52:48:00
508,Ben-Gurion University of the NegevIsraelCourses,"16,477",20.1,3%,51:49:00
509,Bond UniversityAustraliaCoursesEnquire,"3,201",13.6,35%,53:47:00
510,Université Bourgogne Franche-Comté (UBFC)FranceCourses,"54,487",26.2,11%,53:47:00
511,University of CagliariItalyCourses,"29,743",30.5,2%,62:38:00
512,Carleton UniversityCanadaCoursesEnquire,"25,795",30.4,19%,48:52:00
513,University of CataniaItalyCourses,"53,120",33.9,1%,61:39:00
514,Catholic University of the Sacred HeartItalyCourses,"30,263",18.9,8%,n/a
515,Ca’ Foscari University of VeniceItalyCourses,"20,478",41.9,7%,65:35:00
516,University of ChileChileCourses,"38,079",17.4,4%,47:53:00
517,China Agricultural UniversityChinaCourses,"18,945",11.7,2%,58:42:00
518,"China Medical University, TaiwanTaiwanCoursesExplore","7,810",16.4,9%,53:47:00
519,Complutense University of MadridSpainCoursesVerify Documents,"63,925",20.3,12%,62:38:00
520,Concordia UniversityCanadaCoursesEnquire,"31,440",30.6,27%,50:50:00
521,Creighton UniversityUnited StatesCoursesEnquire,"7,127",9.8,9%,57:43:00
522,East China Normal UniversityChinaCoursesExplore,"28,674",13.4,11%,64:36:00
523,East China University of Science and TechnologyChinaCourses,"23,869",13.3,5%,38 : 62
524,Edith Cowan UniversityAustraliaCoursesExplore,"16,540",35.8,17%,61:39:00
525,University of GranadaSpainCoursesVerify Documents,"59,530",17.6,9%,58:42:00
526,Harbin Institute of TechnologyChinaCourses,"31,580",10.6,8%,29 : 71
527,University of HertfordshireUnited KingdomCoursesEnquire,"17,552",17,27%,53:47:00
528,Hiroshima UniversityJapanCourses,"14,639",8.2,6%,36 : 64
529,University of HullUnited KingdomCoursesEnquire,"14,518",18,20%,52:48:00
530,Indian Institute of Technology KharagpurIndiaCourses,"10,586",17.6,0%,0.725
531,Indian Institute of Technology RoorkeeIndiaCourses,"8,134",14.2,1%,0.765972222
532,University of IoanninaGreeceCourses,"21,266",39.3,4%,57:43:00
533,Iran University of Science and TechnologyIranCourses,"12,236",28.2,0%,29 : 71
534,Istanbul Technical UniversityTurkeyCourses,"34,649",16.6,5%,33 : 67
535,Jadavpur UniversityIndiaCourses,"11,017",16.7,0%,32 : 68
536,Kansas State UniversityUnited StatesCoursesEnquire,"21,472",14.3,10%,49:51:00
537,"Khalifa University of Science, Technology and ResearchUnited Arab EmiratesCourses","1,047",8.7,22%,49:51:00
538,King Saud UniversitySaudi ArabiaCourses,"40,404",13.4,7%,n/a
539,University of KwaZulu-NatalSouth AfricaCoursesExplore,"32,074",25.9,5%,59:41:00
540,Lappeenranta-Lahti University of Technology LUTFinlandCoursesExplore,"3,576",23,20%,31 : 69
541,University of LimerickIrelandCourses,"13,250",20.8,17%,47:53:00
542,Liverpool John Moores UniversityUnited KingdomCoursesEnquire,"18,198",18.4,14%,53:47:00
543,Louisiana State UniversityUnited StatesCoursesEnquire,"28,541",19.9,5%,52:48:00
544,Mahidol UniversityThailandCoursesExplore,"28,665",7.7,3%,63:37:00
545,University of MariborSloveniaCourses,"13,956",16.5,3%,n/a
546,Memorial University of NewfoundlandCanadaCoursesExplore,"15,403",15.7,13%,57:43:00
547,Middlesex UniversityUnited KingdomCoursesEnquire,"16,033",20.4,44%,60:40:00
548,University of MinhoPortugalCourses,"18,475",18.4,10%,54:46:00
549,Missouri University of Science and TechnologyUnited StatesCoursesEnquire,"7,884",23,17%,1.011805556
550,Montana State UniversityUnited StatesCoursesEnquire,"13,360",18.6,5%,45:55:00
551,Monterrey Institute of TechnologyMexicoCoursesExplore,"14,168",20,15%,39 : 61
552,National Autonomous University of MexicoMexicoCourses,"139,544",11.9,5%,51:49:00
553,National Institute of Applied Sciences of Lyon (INSA Lyon)FranceCourses,"6,215",8.6,30%,32 : 68
554,National Taiwan Normal UniversityTaiwanCoursesExplore,"10,752",12.9,23%,56:44:00
555,National Yang-Ming UniversityTaiwanCourses,"4,363",5.2,2%,48:52:00
556,National and Kapodistrian University of AthensGreeceCourses,"61,985",32.2,9%,61:39:00
557,University of Nebraska Medical CenterUnited StatesCoursesEnquire,"2,847",2.5,8%,66:34:00
558,New Jersey Institute of TechnologyUnited StatesCoursesEnquire,"9,743",18,21%,24 : 76
559,NOVA University of LisbonPortugalCourses,"19,425",18.5,12%,49:51:00
560,Oklahoma State UniversityUnited StatesCoursesEnquire,"21,252",21.4,7%,49:51:00
561,Old Dominion UniversityUnited StatesCoursesEnquire,"20,131",20.2,3%,54:46:00
562,Otto von Guericke University of MagdeburgGermanyCourses,"14,104",11.7,13%,42:58:00
563,University of PaderbornGermanyCourses,"19,621",48.1,9%,n/a
564,University of PalermoItalyCourses,"46,200",24.7,1%,59:41:00
565,University of ParmaItalyCourses,"26,159",30.1,6%,56:44:00
566,Pontifical Javeriana UniversityColombiaCourses,"22,794",17.3,1%,52:48:00
567,Pusan National UniversitySouth KoreaCoursesExplore,"24,882",19.8,12%,51:49:00
568,Qatar UniversityQatarCourses,"11,844",18.7,43%,72:28:00
569,University of ReginaCanadaCoursesExplore,"11,821",23.4,14%,61:39:00
570,University of Rennes 1FranceCourses,"26,171",29.8,14%,51:49:00
571,Roskilde UniversityDenmarkCourses,"6,023",14.6,8%,62:38:00
572,Sejong UniversitySouth KoreaCourses,"11,622",16.4,4%,45:55:00
573,Semmelweis UniversityHungaryCoursesExplore,"12,592",10.7,25%,64:36:00
574,Sharif University of TechnologyIranCourses,"11,177",18.4,0%,26 : 74
575,Université de SherbrookeCanadaCoursesEnquire,"14,367",12.3,8%,55:45:00
576,University of SienaItalyCourses,"18,244",14.4,8%,59:41:00
577,Sogang UniversitySouth KoreaCourses,"10,494",23.9,5%,42:58:00
578,Soochow UniversityChinaCoursesExplore,"43,366",15.1,2%,53:47:00
579,Southeast UniversityChinaCourses,"31,983",11.7,4%,n/a
580,Southern Cross UniversityAustraliaCoursesEnquire,"9,143",35.4,15%,65:35:00
581,SUNY University at AlbanyUnited StatesCoursesEnquire,"15,363",16,8%,52:48:00
582,University of the Sunshine CoastAustraliaCoursesExplore,"7,512",28.5,16%,64:36:00
583,Tampere University of TechnologyFinlandCourses,"5,696",15.3,13%,1.011805556
584,University of Texas at ArlingtonUnited StatesCoursesEnquire,"26,833",24.1,11%,58:42:00
585,Tianjin UniversityChinaCourses,"30,103",12.1,1%,n/a
586,University of ToledoUnited StatesCoursesEnquire,"18,916",16.5,10%,50:50:00
587,Tomsk Polytechnic UniversityRussian FederationCourses,"10,980",6.5,20%,38 : 62
588,Tomsk State UniversityRussian FederationCourses,"8,565",8.3,18%,58:42:00
589,Tongji UniversityChinaCourses,"36,432",13.6,12%,38 : 62
590,The University of TulsaUnited StatesCoursesEnquire,"4,682",12.4,26%,43:57:00
591,University of UlsanSouth KoreaCourses,"14,841",13.6,2%,45:55:00
592,Ulster UniversityUnited KingdomCoursesEnquire,"17,660",14,7%,56:44:00
593,United Arab Emirates UniversityUnited Arab EmiratesCoursesExplore,"7,101",8.8,27%,77:23:00
594,University of Urbino Carlo BoItalyCourses,"13,381",33.8,7%,61:39:00
595,University of ValenciaSpainCourses,"52,339",16.4,9%,60:40:00
596,Polytechnic University of ValenciaSpainCourses,"25,288",10.6,11%,38 : 62
597,University of WarsawPolandCourses,"47,940",13.7,7%,67:33:00
598,Warsaw University of TechnologyPolandCourses,"34,708",14.6,3%,34 : 66
599,University of Wisconsin-MilwaukeeUnited StatesCoursesEnquire,"22,442",18.2,6%,52:48:00
600,Xi’an Jiaotong UniversityChinaCourses,"31,851",11,4%,33 : 67
601,University of ZaragozaSpainCourses,"30,733",11.7,5%,55:45:00
602,University of A CoruñaSpainCourses,"16,598",12.7,2%,51:49:00
603,AGH University of Science and TechnologyPolandCourses,"33,244",15.1,2%,36 : 64
604,Ajou UniversitySouth KoreaCourses,"11,724",9.7,4%,35 : 65
605,University of AlcaláSpainCourses,"16,820",12.5,20%,58:42:00
606,Alfaisal UniversitySaudi ArabiaCoursesExplore,"1,473",12.3,33%,36 : 64
607,Aligarh Muslim UniversityIndiaCourses,"15,627",12.3,2%,29 : 71
608,American University of SharjahUnited Arab EmiratesCourses,"5,545",15,84%,48:52:00
609,American University in CairoEgyptCourses,"5,875",13.9,6%,53:47:00
610,Amirkabir University of TechnologyIranCourses,"12,468",22.8,1%,35 : 65
611,University of AntioquiaColombiaCourses,"39,516",24.4,0%,50:50:00
612,"Asia University, TaiwanTaiwanCourses","12,330",26.5,2%,54:46:00
613,Auburn UniversityUnited StatesCoursesEnquire,"22,282",17.6,5%,50:50:00
614,Austral University of ChileChileCourses,"14,061",17.1,2%,49:51:00
615,Australian Catholic UniversityAustraliaCoursesEnquire,"21,123",31.1,10%,72:28:00
616,Babeş-Bolyai UniversityRomaniaCourses,"37,128",23,2%,62:38:00
617,Bauman Moscow State Technical UniversityRussian FederationCourses,"18,357",3.7,5%,1.011805556
618,University of BedfordshireUnited KingdomCoursesEnquire,"12,959",19.1,33%,58:42:00
619,Beijing Institute of TechnologyChinaCourses,"27,603",12.7,6%,34 : 66
620,University of Beira InteriorPortugalCourses,"6,930",15.4,7%,52:48:00
621,"Birla Institute of Technology and Science, PilaniIndiaCourses","12,292",17.5,0%,0.847916667
622,Bournemouth UniversityUnited KingdomCoursesEnquire,"11,692",17.4,18%,57:43:00
623,University of BradfordUnited KingdomCoursesEnquire,"10,296",18.9,29%,54:46:00
624,University of BrightonUnited KingdomCoursesEnquire,"15,573",17.1,21%,58:42:00
625,Brno University of TechnologyCzech RepublicCourses,"22,985",20.5,17%,28 : 72
626,Budapest University of Technology and EconomicsHungaryCourses,"20,584",21.6,3%,31 : 69
627,COMSATS University IslamabadPakistanCourses,"28,626",10.6,0%,1.011805556
628,University of CalcuttaIndiaCourses,"18,883",34.1,0%,50:50:00
629,Capital Medical UniversityChinaCourses,"12,080",7.3,3%,70:30:00
630,University of Castilla-La ManchaSpainCoursesExplore,"25,646",15.5,4%,56:44:00
631,University of Central LancashireUnited KingdomCoursesEnquire,"17,703",16.8,16%,57:43:00
632,Chang Gung UniversityTaiwanCourses,"7,504",12.6,1%,43:57:00
633,Carlos III University of MadridSpainCoursesExplore,"15,787",10.9,14%,43:57:00
634,"University of Chemistry and Technology, PragueCzech RepublicCourses","4,525",10.6,19%,63:37:00
635,Chiang Mai UniversityThailandCourses,"37,084",16.8,1%,45:55:00
636,Chiba UniversityJapanCourses,"14,085",10.2,5%,37 : 63
637,"China University of Geosciences, WuhanChinaCourses","29,098",20.1,3%,n/a
638,"China University of Petroleum, BeijingChinaCourses","14,997",20.2,6%,n/a
639,Jeonbuk National UniversitySouth KoreaCoursesExplore,"23,596",15.1,3%,44:56:00
640,Chonnam National UniversitySouth KoreaCoursesExplore,"35,577",19.3,3%,33 : 67
641,Chulalongkorn UniversityThailandCoursesExplore,"38,368",14.7,3%,59:41:00
642,Chung Yuan Christian UniversityTaiwanCourses,"15,187",30.3,5%,41:59:00
643,Clemson UniversityUnited StatesCoursesEnquire,"19,743",17,7%,46:54:00
644,Comenius University in BratislavaSlovakiaCourses,"22,683",11.4,10%,64:36:00
645,University of ConcepciónChileCourses,"26,253",17.6,1%,50:50:00
646,Coventry UniversityUnited KingdomCoursesExplore,"21,285",13.9,41%,48:52:00
647,Czech Technical University in PragueCzech RepublicCourses,"22,015",13.6,15%,30 : 70
648,Dalian University of TechnologyChinaCourses,"36,595",15.5,2%,34 : 66
649,De Montfort UniversityUnited KingdomCoursesEnquire,"16,081",18.8,23%,58:42:00
650,University of DelhiIndiaCourses,"22,494",20.4,1%,49:51:00
651,Diego Portales UniversityChileCourses,"15,868",14.2,2%,48:52:00
652,Dublin Institute of TechnologyIrelandCourses,"14,215",19.6,24%,40 : 60
653,University of East LondonUnited KingdomCoursesEnquire,"13,184",23.3,33%,60:40:00
654,Eastern Mediterranean UniversityNorthern CyprusCoursesExplore,"16,053",31.5,34%,37 : 63
655,Edinburgh Napier UniversityUnited KingdomCourses,"10,644",20.4,31%,56:44:00
656,Ehime UniversityJapanCourses,"9,597",11.3,3%,37 : 63
657,Eötvös Loránd UniversityHungaryCoursesExplore,"24,868",15.7,7%,63:37:00
658,Universidade Federal do ABC (UFABC)BrazilCourses,"11,423",20.8,1%,n/a
659,Federal University of Minas GeraisBrazilCourses,"42,240",14.1,1%,55:45:00
660,Universidade Federal do Paraná (UFPR)BrazilCourses,"23,673",11.3,1%,54:46:00
