Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
321,Iowa State UniversityUnited StatesCoursesEnquire,"31,307",18.8,12%,45:55:00
322,University of KentUnited KingdomCoursesExplore,"16,949",12.7,31%,53:47:00
323,Khalifa UniversityUnited Arab EmiratesCoursesExplore,"3,134",8.3,32%,46:54:00
324,Koç UniversityTurkeyCourses,"5,172",14.9,10%,52:48:00
325,University of LiègeBelgiumCoursesVerify Documents,"21,910",27.1,23%,56:44:00
326,Loughborough UniversityUnited KingdomCoursesEnquire,"13,457",14.9,22%,39 : 61
327,Medical University of GrazAustriaCourses,"3,323",6.9,23%,53:47:00
328,University of MilanItalyCourses,"56,805",28.1,5%,59:41:00
329,Nagoya UniversityJapanCourses,"15,594",7.9,10%,29 : 71
330,National Tsing Hua UniversityTaiwanCourses,"10,194",13.8,5%,33 : 67
331,University of NavarraSpainCoursesVerify Documents,"10,827",14.9,19%,53:47:00
332,University of Nebraska-LincolnUnited StatesCoursesExplore,"22,578",16.3,12%,47:53:00
333,Oregon State UniversityUnited StatesCoursesEnquire,"23,668",16.2,10%,47:53:00
334,Politecnico di MilanoItalyCoursesExplore,"33,189",23.8,14%,34 : 66
335,Rensselaer Polytechnic InstituteUnited StatesCoursesEnquireAdmissions Support,"7,240",15.7,17%,32 : 68
336,Rush UniversityUnited StatesCoursesEnquire,"2,437",2.1,3%,73:27:00
337,Sapienza University of RomeItalyCourses,"111,453",32.1,7%,58:42:00
338,University of StirlingUnited KingdomCoursesExplore,"8,507",15.1,21%,62:38:00
339,University of TartuEstoniaCourses,"8,835",11.6,5%,66:34:00
340,University of TasmaniaAustraliaCoursesEnquire,"11,346",14.5,22%,60:40:00
341,Technion Israel Institute of TechnologyIsraelCourses,"14,693",21.7,5%,34 : 66
342,The University of Tennessee-KnoxvilleUnited StatesCoursesEnquire,"25,264",16.4,5%,n/a
343,Tomsk Polytechnic UniversityRussian FederationCourses,"9,858",8.2,24%,36 : 64
344,TU Dortmund UniversityGermanyCourses,"32,870",99.6,10%,45:55:00
345,TU WienAustriaCourses,"17,931",36.5,28%,29 : 71
346,Victoria UniversityAustraliaCoursesEnquire,"14,795",31.4,20%,54:46:00
347,University of VictoriaCanadaCoursesEnquire,"18,388",22.8,15%,57:43:00
348,Virginia Polytechnic Institute and State UniversityUnited StatesCoursesExplore,"30,975",18.2,11%,43:57:00
349,Vrije Universiteit BrusselBelgiumCoursesVerify Documents,"12,785",22.2,21%,53:47:00
350,Washington State UniversityUnited StatesCoursesEnquire,"27,135",19.7,7%,52:48:00
351,The University of AlabamaUnited StatesCoursesEnquire,"33,679",22.2,5%,54:46:00
352,American UniversityUnited StatesCoursesEnquire,"11,534",11.7,13%,64:36:00
353,Aston UniversityUnited KingdomCoursesEnquire,"8,989",20,31%,49:51:00
354,Autonomous University of MadridSpainCourses,"29,305",13.4,13%,60:40:00
355,Brunel University LondonUnited KingdomCoursesEnquire,"11,359",16,41%,46:54:00
356,University of CanberraAustraliaCoursesExplore,"11,438",30.3,28%,52:48:00
357,University of CanterburyNew ZealandCoursesEnquireExplore,"11,931",16.8,21%,50:50:00
358,"City, University of LondonUnited KingdomCoursesEnquire","13,460",17.2,53%,56:44:00
359,"Colorado State University, Fort CollinsUnited StatesCoursesEnquire","23,921",15.9,6%,53:47:00
360,University of Côte d’AzurFranceCourses,"33,839",21.8,23%,55:45:00
361,University of CreteGreeceCourses,"14,522",26.2,4%,62:38:00
362,Curtin UniversityAustraliaCoursesExplore,"31,483",18.5,37%,52:48:00
363,Cyprus University of TechnologyCyprusCourses,"3,072",18.7,8%,57:43:00
364,Drexel UniversityUnited StatesCoursesEnquire,"20,714",10.9,18%,49:51:00
365,Federal University of Toulouse Midi-PyrénéesFranceCourses,"98,538",24.6,17%,53:47:00
366,University of GeorgiaUnited StatesCoursesEnquire,"33,842",16.3,7%,58:42:00
367,Georgia State UniversityUnited StatesCoursesEnquire,"28,593",18.9,6%,69:31:00
368,Gwangju Institute of Science and TechnologySouth KoreaCourses,"1,731",11.5,6%,25 : 75
369,Hanyang UniversitySouth KoreaCoursesExplore,"20,879",14.6,17%,n/a
370,Heriot-Watt UniversityUnited KingdomCoursesEnquire,"9,259",16.4,41%,42:58:00
371,HSE UniversityRussian FederationCourses,"17,241",9.5,7%,n/a
372,Indian Institute of Technology BombayIndiaCourses,"9,870",17.9,1%,0.765972222
373,Justus Liebig University GiessenGermanyCourses,"28,201",47.3,9%,61:39:00
374,University of KansasUnited StatesCoursesEnquire,"24,515",7.2,9%,51:49:00
375,Kyushu UniversityJapanCourses,"18,696",7.6,12%,29 : 71
376,La Trobe UniversityAustraliaCoursesEnquire,"20,343",34.5,26%,63:37:00
377,Leibniz University HannoverGermanyCourses,"25,162",65.3,12%,41:59:00
378,Linköping UniversitySwedenCoursesVerify Documents,"18,740",8.1,11%,53:47:00
379,University of MacauMacaoCoursesExplore,"9,230",14.5,33%,58:42:00
380,University of MalayaMalaysiaCourses,"21,990",10.9,18%,66:34:00
381,Montpellier UniversityFranceCourses,"39,828",19.9,14%,53:47:00
382,Örebro UniversitySwedenCourses,"8,800",16.4,2%,61:39:00
383,University of PaduaItalyCourses,"62,218",30.8,4%,55:45:00
384,University of PaviaItalyCourses,"23,632",37.2,7%,56:44:00
385,University of PisaItalyCourses,"50,810",28.9,4%,52:48:00
386,Royal Veterinary CollegeUnited KingdomCoursesEnquire,"1,856",10.1,18%,75:25:00
387,Sabancı UniversityTurkeyCoursesExplore,"3,247",20,9%,41:59:00
388,University of SalernoItalyCourses,"37,230",51.4,1%,60:40:00
389,University of South Carolina-ColumbiaUnited StatesCoursesEnquire,"30,869",18.2,5%,55:45:00
390,Stellenbosch UniversitySouth AfricaCoursesExplore,"23,207",26.1,8%,54:46:00
391,University of StrasbourgFranceCourses,"41,399",16.5,19%,58:42:00
392,Sun Yat-sen UniversityChinaCoursesExplore,"51,089",16.3,9%,51:49:00
393,Temple UniversityUnited StatesCoursesEnquire,"33,958",11.5,8%,52:48:00
394,University of TriesteItalyCourses,"17,054",24.8,8%,56:44:00
395,Tulane UniversityUnited StatesCoursesEnquireAdmissions Support,"11,193",11,11%,56:44:00
396,University of TurkuFinlandCourses,"12,263",15.7,5%,62:38:00
397,University College CorkIrelandCourses,"15,890",21.8,17%,56:44:00
398,University of VermontUnited StatesCoursesEnquire,"10,992",8.9,3%,56:44:00
399,Université de Versailles Saint-Quentin-en-YvelinesFranceCourses,"17,323",22.4,14%,59:41:00
400,University of WaikatoNew ZealandCoursesEnquire,"10,019",17,27%,56:44:00
401,Wayne State UniversityUnited StatesCoursesEnquire,"22,215",10.8,9%,56:44:00
402,York UniversityCanadaCoursesExplore,"46,146",40.8,23%,58:42:00
403,Auckland University of TechnologyNew ZealandCoursesExplore,"17,861",15.8,42%,59:41:00
404,University of Bari Aldo MoroItalyCourses,"47,856",60.5,2%,63:37:00
405,Bar-Ilan UniversityIsraelCourses,"16,412",17.5,5%,61:39:00
406,University of BergamoItalyCourses,"16,769",55.5,6%,63:37:00
407,Bilkent UniversityTurkeyCourses,"10,007",14.4,5%,45:55:00
408,SUNY Binghamton UniversityUnited StatesCoursesEnquire,"17,238",23.7,15%,48:52:00
409,Boğaziçi UniversityTurkeyCourses,"11,967",26.8,8%,49:51:00
410,University of BresciaItalyCourses,"14,542",26.4,7%,46:54:00
411,University of CalabriaItalyCourses,"28,313",35.1,3%,58:42:00
412,University of CampinasBrazilCourses,"26,811",14.3,4%,47:53:00
413,CentraleSupélecFranceCourses,"4,226",11.6,33%,0.970833333
414,Charles University in PragueCzech RepublicCourses,"50,495",13.1,16%,61:39:00
415,Chung-Ang UniversitySouth KoreaCourses,"11,381",16.1,28%,48:52:00
416,Claude Bernard University Lyon 1FranceCourses,"27,067",13,12%,54:46:00
417,University of CyprusCyprusCoursesExplore,"6,989",23.1,9%,68:32:00
418,Dublin City UniversityIrelandCourses,"9,180",25.5,17%,52:48:00
419,University of FlorenceItalyCourses,"53,112",15.7,7%,60:40:00
420,Florida International UniversityUnited StatesCoursesExplore,"32,838",24.4,8%,56:44:00
421,University of GenoaItalyCourses,"35,711",27.1,9%,56:44:00
422,University of GrazAustriaCourses,"21,053",22.9,13%,64:36:00
423,Graz University of TechnologyAustriaCourses,"6,395",10.2,17%,1.011805556
424,University of GreifswaldGermanyCourses,"10,857",20.8,6%,56:44:00
425,Hamburg University of TechnologyGermanyCourses,"7,391",55.1,19%,26 : 74
426,Hasselt UniversityBelgiumCourses,"5,045",19,12%,47:53:00
427,Hofstra UniversityUnited StatesCoursesExplore,"10,001",13.9,10%,56:44:00
428,Hokkaido UniversityJapanCourses,"18,038",8,9%,30 : 70
429,Hong Kong Baptist UniversityHong KongCoursesExplore,"11,467",11.4,30%,61:39:00
430,Huazhong University of Science and TechnologyChinaCoursesExplore,"56,140",16.7,5%,35 : 65
431,University of HullUnited KingdomCoursesEnquire,"13,482",16.6,19%,53:47:00
432,Jordan University of Science and TechnologyJordanCourses,"23,103",12.6,20%,57:43:00
433,University of JyväskyläFinlandCourses,"10,020",15.8,5%,61:39:00
434,University of KaiserslauternGermanyCoursesVerify Documents,"14,493",52.5,16%,37 : 63
435,Kazan Federal UniversityRussian FederationCourses,"25,916",10.8,9%,67:33:00
436,University of KwaZulu-NatalSouth AfricaCoursesExplore,"32,023",25.3,5%,59:41:00
437,Kyung Hee UniversitySouth KoreaCoursesExplore,"23,512",17.2,18%,44:56:00
438,University of LilleFranceCourses,"67,978",28.1,12%,56:44:00
439,Louisiana State UniversityUnited StatesCoursesEnquire,"29,533",20.5,6%,52:48:00
440,Makerere UniversityUgandaCourses,"36,688",28.8,8%,52:48:00
441,University of ManitobaCanadaCoursesEnquire,"29,017",28,15%,54:46:00
442,Marche Polytechnic UniversityItalyCourses,"16,931",24,4%,45:55:00
443,"University of Maryland, Baltimore CountyUnited StatesCoursesEnquire","11,781",18.8,8%,46:54:00
444,Massey UniversityNew ZealandCoursesEnquire,"18,688",15.7,29%,62:38:00
445,Maynooth UniversityIrelandCourses,"8,361",30.6,12%,55:45:00
446,Middlesex UniversityUnited KingdomCoursesEnquire,"14,756",18,46%,60:40:00
447,University of Milan-BicoccaItalyCourses,"34,245",48.4,7%,61:39:00
448,Mizzou - University of MissouriUnited StatesCoursesEnquire,"30,535",11.5,6%,53:47:00
449,University of Modena and Reggio EmiliaItalyCourses,"20,737",27.8,6%,53:47:00
450,University of MontanaUnited StatesCoursesEnquire,"9,573",16.6,3%,56:44:00
451,Murdoch UniversityAustraliaCoursesExplore,"15,526",30.7,48%,58:42:00
452,University of Naples Federico IIItalyCourses,"81,056",55.9,0%,56:44:00
453,National Chiao Tung UniversityTaiwanCourses,"12,639",17.7,7%,28 : 72
454,National Research Nuclear University MEPhIRussian FederationCourses,"7,064",7.6,15%,31 : 69
455,National Taiwan University of Science and Technology (Taiwan Tech)TaiwanCoursesExplore,"7,981",18.7,13%,32 : 68
456,University of Nebraska Medical CenterUnited StatesCoursesEnquire,"2,856",2.4,9%,67:33:00
457,University of NeuchâtelSwitzerlandCourses,"4,216",8.8,23%,60:40:00
458,Northern Arizona UniversityUnited StatesCoursesEnquire,"27,227",26.8,5%,58:42:00
459,Norwegian University of Life SciencesNorwayCourses,"5,723",7.1,22%,58:42:00
460,Novosibirsk State UniversityRussian FederationCourses,"7,242",6.5,18%,51:49:00
461,University of OklahomaUnited StatesCoursesEnquire,"27,333",10.6,7%,51:49:00
462,The Open UniversityUnited KingdomCoursesEnquire,"67,357",33,8%,61:39:00
463,Oxford Brookes UniversityUnited KingdomCoursesEnquire,"13,256",17.9,28%,58:42:00
464,University of ParmaItalyCourses,"24,307",27.6,6%,56:44:00
465,University of PlymouthUnited KingdomCoursesEnquire,"18,336",18,15%,52:48:00
466,Universitat Politècnica de CatalunyaSpainCourses,"21,581",9.8,12%,27 : 73
467,Polytechnic University of TurinItalyCourses,"30,903",29.7,14%,28 : 72
468,Qatar UniversityQatarCourses,"13,342",17.6,42%,73:27:00
469,Quaid-i-Azam UniversityPakistanCourses,"13,559",26.6,0%,57:43:00
470,Reykjavík UniversityIcelandCourses,"3,206",29.4,6%,59:41:00
471,RMIT UniversityAustraliaCoursesEnquire,"31,465",17.2,25%,47:53:00
472,University of Rome II – Tor VergataItalyCourses,"32,325",17.9,6%,51:49:00
473,University of Rome IIIItalyCourses,"34,492",56.2,4%,59:41:00
474,Roskilde UniversityDenmarkCourses,"6,034",14.5,9%,62:38:00
475,Rovira i Virgili UniversitySpainCourses,"12,604",12.6,10%,59:41:00
476,University of St GallenSwitzerlandCourses,"7,456",13.1,35%,33 : 67
477,Saint Louis UniversityUnited StatesCoursesEnquire,"10,976",6.8,7%,59:41:00
478,Saint Petersburg State UniversityRussian FederationCourses,"21,433",5.8,10%,65:35:00
479,San Diego State UniversityUnited StatesCoursesEnquire,"29,136",30.7,7%,56:44:00
480,University of SaskatchewanCanadaCoursesEnquireExplore,"16,712",16.3,17%,56:44:00
481,Sciences PoFranceCourses,"9,679",38.1,45%,59:41:00
482,Semmelweis UniversityHungaryCoursesExplore,"10,880",10.7,31%,68:32:00
483,University of SiegenGermanyCourses,"19,339",49.2,11%,49:51:00
484,University of SienaItalyCourses,"17,928",14,6%,59:41:00
485,SOAS University of LondonUnited KingdomCoursesExplore,"4,854",11.5,56%,64:36:00
486,Southern Cross UniversityAustraliaCoursesEnquire,"8,298",32.4,18%,65:35:00
487,University of StrathclydeUnited KingdomCoursesEnquire,"17,496",21.5,27%,49:51:00
488,Swinburne University of TechnologyAustraliaCoursesEnquire,"13,269",24.7,25%,39 : 61
489,The University of Texas at San AntonioUnited StatesCoursesEnquire,"25,945",25.8,6%,49:51:00
490,Tokyo Medical and Dental University (TMDU)JapanCourses,"2,906",3.2,7%,50:50:00
491,Tongji UniversityChinaCourses,"35,810",12.9,11%,39 : 61
492,University of TsukubaJapanCourses,"16,514",13,19%,39 : 61
493,The University of TulsaUnited StatesCoursesEnquire,"4,671",12.4,25%,43:57:00
494,University of TurinItalyCourses,"59,116",31.4,7%,n/a
495,UiT The Arctic University of NorwayNorwayCourses,"12,601",12.1,12%,61:39:00
496,University of Urbino Carlo BoItalyCourses,"11,658",28.6,9%,59:41:00
497,Verona UniversityItalyCourses,"24,582",20.6,6%,64:36:00
498,Victoria University of WellingtonNew ZealandCoursesEnquire,"17,086",19.8,20%,56:44:00
499,Western Sydney UniversityAustraliaCoursesExplore,"32,744",34,13%,55:45:00
500,University of Wisconsin-MilwaukeeUnited StatesCoursesEnquire,"21,928",18.7,6%,52:48:00
501,Wuhan UniversityChinaCoursesExplore,"50,178",14.3,7%,n/a
502,Xiamen UniversityChinaCourses,"41,430",15,4%,49:51:00
503,Alfaisal UniversitySaudi ArabiaCoursesExplore,"1,891",14.5,34%,56:44:00
504,American University of BeirutLebanonCourses,"8,045",8.6,22%,51:49:00
505,Aristotle University of ThessalonikiGreeceCourses,"45,709",24.7,4%,57:43:00
506,University of ArkansasUnited StatesCoursesEnquire,"24,140",20.4,6%,52:48:00
507,Athens University of Economics and BusinessGreeceCourses,"9,674",42.2,7%,46:54:00
508,Australian Catholic UniversityAustraliaCoursesEnquire,"21,846",30.7,9%,73:27:00
509,University of AveiroPortugalCourses,"10,105",17.1,10%,52:48:00
510,Blaise Pascal UniversityFranceCourses,"15,538",15.2,13%,55:45:00
511,Bond UniversityAustraliaCoursesEnquire,"3,215",13.9,39%,52:48:00
512,Université Bourgogne Franche-Comté (UBFC)FranceCourses,"56,702",28.9,11%,53:47:00
513,Ca’ Foscari University of VeniceItalyCourses,"19,353",40.7,8%,64:36:00
514,Carleton UniversityCanadaCoursesEnquire,"25,973",30.1,20%,47:53:00
515,University of CataniaItalyCourses,"35,168",22.8,1%,59:41:00
516,Catholic University of the Sacred HeartItalyCourses,"32,844",11.4,8%,n/a
517,Central China Normal UniversityChinaCourses,"36,706",23.1,7%,65:35:00
518,Central Queensland UniversityAustraliaCoursesExplore,"13,048",27.8,29%,56:44:00
519,"China Medical University, TaiwanTaiwanCoursesExplore","7,752",17.1,10%,53:47:00
520,University of CoimbraPortugalCourses,"21,928",17,16%,57:43:00
521,Complutense University of MadridSpainCoursesVerify Documents,"62,392",20.1,13%,62:38:00
522,Concordia UniversityCanadaCoursesEnquire,"32,331",31.1,28%,50:50:00
523,Creighton UniversityUnited StatesCoursesEnquire,"8,213",11.3,9%,58:42:00
524,Diego Portales UniversityChileCourses,"16,348",14.4,2%,48:52:00
525,East China Normal UniversityChinaCoursesExplore,"27,189",12.6,13%,62:38:00
526,Edith Cowan UniversityAustraliaCoursesExplore,"16,315",35.5,23%,61:39:00
527,Ewha Womans UniversitySouth KoreaCourses,"15,044",14.4,11%,100:00:00
528,Universidade Federal de São Paulo (UNIFESP)BrazilCourses,"14,475",9.3,1%,55:45:00
529,Federico Santa María Technical UniversityChileCoursesExplore,"19,265",30.3,2%,1.011805556
530,University of FerraraItalyCourses,"13,902",8.3,7%,56:44:00
531,Fujita Health UniversityJapanCoursesExplore,"2,810",3.1,0%,55:45:00
532,University of GranadaSpainCoursesVerify Documents,"59,539",17.6,14%,58:42:00
533,Harbin Institute of TechnologyChinaCourses,"29,395",10,9%,31 : 69
534,University of HertfordshireUnited KingdomCoursesEnquire,"17,330",17.3,28%,54:46:00
535,Indian Institute of Technology DelhiIndiaCourses,"7,284",13.3,1%,0.888888889
536,Indian Institute of Technology KanpurIndiaCourses,"6,472",15.2,1%,0.643055556
537,Indian Institute of Technology KharagpurIndiaCourses,"11,016",18,0%,0.725
538,Indian Institute of Technology RoorkeeIndiaCourses,"8,240",14.1,1%,0.725
539,University of IoanninaGreeceCourses,"21,672",41.6,4%,57:43:00
540,ITMO UniversityRussian FederationCourses,"10,582",9.5,13%,37 : 63
541,Johannes Kepler University of LinzAustriaCourses,"6,449",11,10%,52:48:00
542,Keele UniversityUnited KingdomCoursesEnquire,"7,986",13.9,23%,57:43:00
543,Kent State UniversityUnited StatesCoursesEnquire,"23,647",18.6,9%,59:41:00
544,King Fahd University of Petroleum and MineralsSaudi ArabiaCourses,"6,471",6.1,20%,0.069444444
545,King Saud UniversitySaudi ArabiaCourses,"34,489",9.3,10%,n/a
546,Konkuk UniversitySouth KoreaCourses,"15,229",28,12%,55:45:00
547,Lappeenranta-Lahti University of Technology LUTFinlandCoursesExplore,"3,622",23.4,19%,30 : 70
548,Lehigh UniversityUnited StatesCoursesEnquireAdmissions Support,"6,476",11.4,16%,45:55:00
549,University of LimerickIrelandCourses,"13,302",20.3,18%,48:52:00
550,Lincoln UniversityNew ZealandCoursesEnquire,"2,455",4.3,34%,48:52:00
551,University of LisbonPortugalCourses,"49,682",18.6,10%,50:50:00
552,Liverpool John Moores UniversityUnited KingdomCoursesEnquire,"18,268",18.2,13%,54:46:00
553,University of LorraineFranceCourses,"55,606",18.4,15%,52:48:00
554,Mahidol UniversityThailandCoursesExplore,"28,996",10.5,3%,63:37:00
555,Masaryk UniversityCzech RepublicCourses,"34,756",22.4,20%,62:38:00
556,Memorial University of NewfoundlandCanadaCoursesExplore,"15,116",12.9,15%,57:43:00
557,Missouri University of Science and TechnologyUnited StatesCoursesEnquire,"8,146",23.7,17%,1.011805556
558,Montana State UniversityUnited StatesCoursesEnquire,"14,023",18.8,4%,46:54:00
559,University of NantesFranceCourses,"37,231",24.7,10%,56:44:00
560,National and Kapodistrian University of AthensGreeceCourses,"60,850",32.9,9%,60:40:00
561,National Cheng Kung University (NCKU)TaiwanCoursesExplore,"21,337",14.4,11%,36 : 64
562,National Taiwan Normal UniversityTaiwanCoursesExplore,"10,718",12.9,26%,56:44:00
563,New Jersey Institute of TechnologyUnited StatesCoursesEnquire,"11,423",21.1,18%,24 : 76
564,Northumbria UniversityUnited KingdomCoursesEnquire,"22,176",17.8,16%,54:46:00
565,NOVA University of LisbonPortugalCourses,"19,495",19.1,14%,49:51:00
566,Oklahoma State UniversityUnited StatesCoursesEnquire,"21,677",22.1,6%,49:51:00
567,University of PalermoItalyCourses,"43,249",27.8,1%,59:41:00
568,Panthéon-Sorbonne University – Paris 1FranceCourses,"40,270",33.4,21%,60:40:00
569,Polytechnic University of ValenciaSpainCourses,"23,471",10,11%,37 : 63
570,Pontifical Catholic University of ChileChileCourses,"27,065",15.4,7%,n/a
571,Pontifical Javeriana UniversityColombiaCourses,"28,108",17,1%,56:44:00
572,University of PortoPortugalCourses,"31,743",18.8,11%,54:46:00
573,University of PortsmouthUnited KingdomCoursesEnquire,"19,096",15.6,27%,45:55:00
574,Université du QuébecCanadaCoursesEnquire,"54,033",20.1,10%,57:43:00
575,Renmin University of ChinaChinaCourses,"25,183",12,6%,n/a
576,University of SalentoItalyCourses,"19,025",37.8,1%,63:37:00
577,University of SassariItalyCourses,"12,194",19.6,1%,64:36:00
578,Sejong UniversitySouth KoreaCourses,"11,884",16.3,6%,46:54:00
579,Shandong UniversityChinaCourses,"45,900",14.8,5%,n/a
580,Université de SherbrookeCanadaCoursesEnquire,"14,373",12.3,8%,57:43:00
581,Soochow UniversityChinaCoursesExplore,"45,109",16,5%,54:46:00
582,South China University of TechnologyChinaCourses,"42,076",16.3,2%,35 : 65
583,University of South DakotaUnited StatesCoursesEnquire,"15,624",31.8,3%,61:39:00
584,Southeast UniversityChinaCourses,"32,464",11.7,5%,n/a
585,University of SplitCroatiaCourses,"20,817",30.7,1%,n/a
586,Stevens Institute of TechnologyUnited StatesCoursesEnquire,"5,636",16.2,35%,29 : 71
587,University of the Sunshine CoastAustraliaCoursesExplore,"8,202",28.3,16%,64:36:00
588,Tampere University of TechnologyFinlandCourses,"5,490",19.6,8%,1.011805556
589,University of Texas at ArlingtonUnited StatesCoursesEnquire,"26,325",25.3,14%,56:44:00
590,Texas Tech UniversityUnited StatesCoursesEnquire,"32,486",22.2,9%,46:54:00
591,Tianjin UniversityChinaCourses,"30,513",12,1%,n/a
592,Tokyo Metropolitan UniversityJapanCourses,"9,263",10,4%,36 : 64
593,University of ToledoUnited StatesCoursesEnquire,"18,525",15.9,10%,50:50:00
594,Tomsk State UniversityRussian FederationCourses,"8,022",8.3,22%,n/a
595,Universiti Tunku Abdul Rahman (UTAR)MalaysiaCoursesExplore,"18,642",16.9,1%,52:48:00
596,University of UlsanSouth KoreaCourses,"13,689",12.6,3%,45:55:00
597,Ulster UniversityUnited KingdomCoursesEnquire,"18,550",14.9,8%,55:45:00
598,United Arab Emirates UniversityUnited Arab EmiratesCoursesExplore,"7,492",9.2,26%,79:21:00
599,University of ValenciaSpainCourses,"48,725",14.9,9%,60:40:00
600,University of WarsawPolandCourses,"50,026",14.1,9%,66:34:00
601,University of the West of ScotlandUnited KingdomCoursesEnquire,"11,160",20,13%,61:39:00
602,Xi’an Jiaotong UniversityChinaCourses,"32,199",10.7,4%,35 : 65
603,University of the AegeanGreeceCourses,"12,264",37.9,1%,59:41:00
604,AGH University of Science and TechnologyPolandCourses,"32,930",14.9,2%,34 : 66
605,The University of AizuJapanCoursesExplore,"1,228",11.5,3%,0.602083333
606,University of AlcaláSpainCourses,"18,023",13.1,21%,55:45:00
607,University of AlgarvePortugalCourses,"7,643",12.2,11%,57:43:00
608,Aligarh Muslim UniversityIndiaCourses,"17,732",14.6,2%,36 : 64
609,American University in CairoEgyptCourses,"6,093",12.4,5%,54:46:00
610,American University of SharjahUnited Arab EmiratesCourses,"5,778",15,84%,49:51:00
611,Amirkabir University of TechnologyIranCourses,"12,815",23.3,1%,34 : 66
612,"University of the Andes, ColombiaColombiaCourses","16,664",15.3,2%,44:56:00
613,Atılım UniversityTurkeyCoursesExplore,"7,100",16.1,5%,43:57:00
614,Auburn UniversityUnited StatesCoursesEnquire,"23,186",18.2,5%,50:50:00
615,Babeş-Bolyai UniversityRomaniaCourses,"37,961",24.3,2%,60:40:00
616,Banaras Hindu UniversityIndiaCourses,"24,399",18.8,2%,36 : 64
617,University of the Basque CountrySpainCourses,"44,028",14.8,6%,52:48:00
618,Baylor UniversityUnited StatesCoursesEnquire,"16,736",17,5%,57:43:00
619,University of BedfordshireUnited KingdomCoursesEnquire,"11,366",18.9,32%,59:41:00
620,Beihang UniversityChinaCourses,"28,884",14.4,6%,n/a
621,Beijing Institute of TechnologyChinaCourses,"28,174",12.6,7%,34 : 66
622,University of Beira InteriorPortugalCourses,"6,925",16,8%,52:48:00
623,Ben-Gurion University of the NegevIsraelCourses,"16,568",20.4,3%,51:49:00
624,Beni-Suef UniversityEgyptCourses,"69,962",32.5,1%,43:57:00
625,Bournemouth UniversityUnited KingdomCoursesEnquire,"12,299",17.4,19%,56:44:00
626,University of BradfordUnited KingdomCoursesEnquire,"9,636",17,30%,55:45:00
627,University of BrightonUnited KingdomCoursesEnquire,"16,666",17.5,22%,57:43:00
628,University of CagliariItalyCourses,"29,645",32.6,2%,60:40:00
629,Capital Medical UniversityChinaCourses,"12,488",6.9,4%,69:31:00
630,Carlos III University of MadridSpainCoursesExplore,"16,429",11.1,14%,43:57:00
631,University of Central LancashireUnited KingdomCoursesEnquire,"16,500",15.5,18%,57:43:00
632,Central South UniversityChinaCoursesExplore,"55,707",17.1,1%,40 : 60
633,Chang Gung UniversityTaiwanCourses,"7,540",12.5,2%,43:57:00
634,"University of Chemistry and Technology, PragueCzech RepublicCourses","4,210",10,20%,62:38:00
635,Chiba UniversityJapanCourses,"14,002",10.1,5%,37 : 63
636,University of ChileChileCourses,"38,848",17.2,5%,47:53:00
637,China Agricultural UniversityChinaCourses,"18,725",11.3,2%,58:42:00
638,"China University of Geosciences, BeijingChinaCourses","17,840",17.5,1%,33 : 67
639,"China University of Geosciences, WuhanChinaCourses","30,585",20.3,3%,n/a
640,Chonnam National UniversitySouth KoreaCoursesExplore,"23,984",13.8,3%,48:52:00
641,Chulalongkorn UniversityThailandCoursesExplore,"38,734",14.8,3%,59:41:00
642,Comenius University in BratislavaSlovakiaCourses,"22,857",11.1,11%,66:34:00
643,COMSATS University IslamabadPakistanCourses,"30,126",10.4,0%,24 : 76
644,Coventry UniversityUnited KingdomCoursesExplore,"22,737",14.3,45%,48:52:00
645,Czech Technical University in PragueCzech RepublicCourses,"21,266",13.2,16%,30 : 70
646,Dalian University of TechnologyChinaCourses,"38,678",16.6,2%,35 : 65
647,University of DaytonUnited StatesCoursesEnquire,"10,502",15.2,15%,48:52:00
648,University of DelhiIndiaCourses,"22,107",23.1,1%,49:51:00
649,De Montfort UniversityUnited KingdomCoursesEnquire,"15,880",18.8,25%,58:42:00
650,Dublin Institute of TechnologyIrelandCourses,"14,544",19.5,26%,41:59:00
651,East China University of Science and TechnologyChinaCourses,"24,207",17.4,6%,41:59:00
652,Eastern Mediterranean UniversityNorthern CyprusCoursesExplore,"19,069",32.5,84%,37 : 63
653,University of East LondonUnited KingdomCoursesEnquire,"11,857",20.2,33%,61:39:00
654,École Centrale de LyonFranceCourses,"1,871",15.2,22%,25 : 75
655,École normale supérieure Paris-SaclayFranceCourses,"1,631",10.5,15%,30 : 70
656,Edinburgh Napier UniversityUnited KingdomCourses,"10,953",20.3,32%,56:44:00
657,Embry-Riddle Aeronautical UniversityUnited StatesCoursesEnquire,"15,514",15.3,11%,0.765972222
658,Eötvös Loránd UniversityHungaryCoursesExplore,"23,558",14.8,7%,63:37:00
659,Universidade Federal do ABC (UFABC)BrazilCourses,"12,467",20.3,1%,31 : 69
660,Federal University of ItajubáBrazilCourses,"7,559",15.3,1%,29 : 71
661,Federal University of Minas GeraisBrazilCourses,"45,138",14.5,2%,53:47:00
662,Federal University of Rio de JaneiroBrazilCourses,"54,989",14,2%,54:46:00
663,Universidade Federal do Rio Grande do SulBrazilCourses,"39,588",14.4,1%,47:53:00
664,Florida Atlantic UniversityUnited StatesCoursesEnquire,"17,330",15.8,10%,59:41:00
