Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
665,Florida Institute of TechnologyUnited StatesCoursesEnquire,"5,343",14.6,35%,33 : 67
666,Fuzhou UniversityChinaCourses,"35,901",17.7,1%,42:58:00
667,Gebze Technical UniversityTurkeyCourses,"5,781",23.1,2%,34 : 66
668,Glasgow Caledonian UniversityUnited KingdomCoursesEnquire,"13,826",21.9,19%,59:41:00
669,University of GreenwichUnited KingdomCoursesEnquire,"14,678",18.7,35%,55:45:00
670,Hacettepe UniversityTurkeyCourses,"39,181",18.3,5%,57:43:00
671,University of HaifaIsraelCourses,"17,917",30.7,2%,66:34:00
672,Hiroshima UniversityJapanCourses,"14,769",8.3,6%,36 : 64
673,Huazhong Agricultural UniversityChinaCourses,"25,619",17.6,1%,53:47:00
674,University of HuddersfieldUnited KingdomCoursesEnquire,"15,154",22.5,26%,56:44:00
675,Hunan UniversityChinaCourses,"42,004",22.2,2%,45:55:00
676,Indian Institute of Technology GuwahatiIndiaCourses,"5,419",13.4,1%,0.684027778
677,Indian Institute of Technology (Indian School of Mines) DhanbadIndiaCourses,"6,692",24.6,1%,0.684027778
678,Indian Institute of Technology MadrasIndiaCourses,"9,033",14.9,0%,0.847916667
679,Inha UniversitySouth KoreaCourses,"19,921",23.8,3%,38 : 62
680,Iran University of Science and TechnologyIranCourses,"13,206",31.7,0%,30 : 70
681,ISCTE-University Institute of LisbonPortugalCourses,"8,699",22.8,12%,50:50:00
682,Isfahan University of TechnologyIranCourses,"9,323",19.8,1%,42:58:00
683,Istanbul Technical UniversityTurkeyCourses,"36,061",16.9,4%,34 : 66
684,Jadavpur UniversityIndiaCourses,"11,011",17.6,0%,31 : 69
685,University of JaénSpainCourses,"16,894",20.5,8%,55:45:00
686,Jagiellonian UniversityPolandCourses,"42,594",11.8,6%,67:33:00
687,Jeonbuk National UniversitySouth KoreaCoursesExplore,"23,728",20.7,3%,44:56:00
688,University of JohannesburgSouth AfricaCoursesExplore,"28,122",27.4,7%,55:45:00
689,Juntendo UniversityJapanCourses,"4,246",3.7,1%,52:48:00
690,Kagawa UniversityJapanCourses,"6,453",9.6,2%,41:59:00
691,Kanazawa UniversityJapanCourses,"10,464",10.4,5%,36 : 64
692,Kansas State UniversityUnited StatesCoursesEnquire,"22,017",14.7,11%,50:50:00
693,Kaohsiung Medical UniversityTaiwanCourses,"6,894",12.2,6%,56:44:00
694,Universiti Kebangsaan MalaysiaMalaysiaCourses,"19,353",11.8,12%,70:30:00
695,Keio UniversityJapanCourses,"34,689",11.1,7%,34 : 66
696,King Mongkut’s University of Technology ThonburiThailandCourses,"16,413",22,1%,46:54:00
697,Kingston UniversityUnited KingdomCoursesEnquire,"17,342",21.5,36%,55:45:00
698,K.N. Toosi University of TechnologyIranCourses,"7,079",23,0%,33 : 67
699,Kobe UniversityJapanCourses,"15,751",7.8,7%,34 : 66
700,Kochi UniversityJapanCourses,"5,584",8.4,1%,46:54:00
701,Kumamoto UniversityJapanCourses,"10,214",7.8,6%,37 : 63
702,Kuwait UniversityKuwaitCourses,"37,752",24,13%,72:28:00
703,Kyungpook National UniversitySouth KoreaCoursesExplore,"27,162",18.2,4%,42:58:00
704,University of La LagunaSpainCourses,"20,248",14,4%,57:43:00
705,Leeds Beckett UniversityUnited KingdomCoursesEnquire,"20,122",20.8,14%,50:50:00
706,University of LincolnUnited KingdomCourses,"10,874",16,16%,56:44:00
707,University of LjubljanaSloveniaCourses,"42,922",15.8,4%,60:40:00
708,Manchester Metropolitan UniversityUnited KingdomCoursesEnquire,"26,686",15.3,15%,58:42:00
709,University of MariborSloveniaCourses,"13,197",15.4,4%,54:46:00
710,Marquette UniversityUnited StatesCoursesEnquire,"10,664",12.4,5%,52:48:00
711,Middle East Technical UniversityTurkeyCourses,"26,739",26.3,7%,44:56:00
712,University of MinhoPortugalCourses,"18,257",18.4,10%,54:46:00
713,Mississippi State UniversityUnited StatesCoursesEnquire,"38,420",28.6,4%,50:50:00
714,Monterrey Institute of TechnologyMexicoCoursesExplore,"14,003",17.2,13%,40 : 60
715,University of MurciaSpainCoursesExplore,"30,623",15.3,6%,61:39:00
716,Nagoya City UniversityJapanCourses,"4,317",8,3%,52:48:00
717,Nanjing Agricultural UniversityChinaCourses,"26,301",16.1,1%,56:44:00
718,Nanjing Medical UniversityChinaCourses,"12,783",9.1,5%,n/a
719,Nanjing Normal UniversityChinaCourses,"26,714",14.6,3%,68:32:00
720,Nanjing Tech UniversityChinaCourses,"30,098",17.9,1%,n/a
721,National Autonomous University of MexicoMexicoCourses,"145,024",12.1,6%,51:49:00
722,National Central UniversityTaiwanCourses,"10,859",9.5,10%,34 : 66
723,National Chengchi UniversityTaiwanCourses,"15,555",16.9,13%,59:41:00
724,National Institute of Applied Sciences of Lyon (INSA Lyon)FranceCourses,"6,029",8.5,30%,32 : 68
725,National Institute of Technology RourkelaIndiaCourses,"5,746",19.1,4%,25 : 75
726,National University of Science and Technology (MISiS)Russian FederationCourses,"7,236",9.2,24%,41:59:00
727,National University of Sciences and TechnologyPakistanCourses,"10,373",8,3%,33 : 67
728,National Sun Yat-Sen UniversityTaiwanCourses,"9,013",15.7,5%,37 : 63
729,National Yang-Ming UniversityTaiwanCourses,"4,255",5,2%,48:52:00
730,New Mexico State University (Main campus)United StatesCoursesEnquire,"13,670",16.7,8%,53:47:00
731,University of North Carolina at GreensboroUnited StatesCoursesEnquire,"17,774",23.9,3%,66:34:00
732,Northeast Normal UniversityChinaCourses,"24,802",15.6,1%,64:36:00
733,University of Northern British Columbia (UNBC)CanadaCoursesEnquire,"2,752",11.4,10%,60:40:00
734,Northwestern Polytechnical UniversityChinaCoursesExplore,"26,904",14.2,3%,26 : 74
735,Nottingham Trent UniversityUnited KingdomCoursesEnquire,"23,045",16.9,18%,56:44:00
736,Okayama UniversityJapanCourses,"13,115",7.9,4%,38 : 62
737,Old Dominion UniversityUnited StatesCoursesEnquire,"19,148",19.7,3%,54:46:00
738,Osaka City UniversityJapanCourses,"8,386",9.1,4%,36 : 64
739,Otto von Guericke University of MagdeburgGermanyCourses,"14,248",12.2,14%,42:58:00
740,University of OviedoSpainCourses,"23,806",13.4,2%,47:53:00
741,Palacký University OlomoucCzech RepublicCourses,"18,332",11.4,10%,69:31:00
742,Panjab UniversityIndiaCourses,"17,046",22.6,1%,46:54:00
743,University of PatrasGreeceCourses,"24,989",33.9,5%,49:51:00
744,University of PécsHungaryCoursesExplore,"16,396",12.6,17%,57:43:00
745,Peter the Great St Petersburg Polytechnic UniversityRussian FederationCoursesExplore,"16,775",6.8,20%,43:57:00
746,University of the PhilippinesPhilippinesCourses,"51,086",11.2,1%,61:39:00
747,Pontifical Catholic University of PeruPeruCourses,"27,013",17,3%,48:52:00
748,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)BrazilCourses,"15,638",22,3%,51:49:00
749,Portland State UniversityUnited StatesCoursesEnquire,"21,207",15.9,9%,54:46:00
750,University of PretoriaSouth AfricaCoursesExplore,"36,005",24.1,8%,56:44:00
751,Pusan National UniversitySouth KoreaCoursesExplore,"25,464",19.7,11%,46:54:00
752,Universiti Putra MalaysiaMalaysiaCourses,"25,929",12.9,18%,44:56:00
753,University of ReginaCanadaCoursesExplore,"12,178",22.2,15%,60:40:00
754,University Rey Juan CarlosSpainCourses,"33,849",26.5,11%,57:43:00
755,Rochester Institute of TechnologyUnited StatesCoursesEnquire,"13,784",16.2,17%,35 : 65
756,University of RoehamptonUnited KingdomCoursesEnquire,"7,169",17.6,28%,73:27:00
757,Universiti Sains MalaysiaMalaysiaCourses,"25,975",12.9,8%,63:37:00
758,University of SalamancaSpainCourses,"30,943",18.5,14%,58:42:00
759,University of SalfordUnited KingdomCoursesEnquire,"15,790",16.6,26%,52:48:00
760,Samara State Aerospace UniversityRussian FederationCourses,"6,314",9,6%,n/a
761,University of Santiago de CompostelaSpainCourses,"27,573",15.9,8%,62:38:00
762,Universidade Estadual Paulista (Unesp)BrazilCourses,"44,059",13.3,3%,49:51:00
763,Savitribai Phule Pune UniversityIndiaCourses,"6,155",15.9,3%,41:59:00
764,University of Science and Technology BeijingChinaCourses,"24,384",15.8,3%,36 : 64
765,University of SeoulSouth KoreaCourses,"8,902",17,5%,35 : 65
766,University of SevilleSpainCourses,"54,413",18.5,2%,49:51:00
767,Shanghai UniversityChinaCourses,"36,461",13.5,5%,46:54:00
768,Shantou UniversityChinaCourses,"9,857",12,0%,50:50:00
769,Sharif University of TechnologyIranCourses,"11,228",17.9,0%,26 : 74
770,Sichuan UniversityChinaCourses,"60,848",13.9,4%,50:50:00
771,Sogang UniversitySouth KoreaCourses,"9,440",21.5,7%,43:57:00
772,University of Southern QueenslandAustraliaCourses,"11,921",25.9,19%,57:43:00
773,University of South WalesUnited KingdomCoursesEnquire,"17,332",17,19%,51:49:00
774,Suranaree University of TechnologyThailandCourses,"14,107",32.6,1%,54:46:00
775,University of SzegedHungaryCourses,"20,864",13.1,12%,57:43:00
776,University of TabrizIranCourses,"22,421",30.2,0%,51:49:00
777,Taipei Medical UniversityTaiwanCoursesExplore,"5,929",12.1,7%,57:43:00
778,Tallinn University of TechnologyEstoniaCourses,"10,921",21.2,10%,52:48:00
779,Technical University of MadridSpainCourses,"40,371",13.6,12%,32 : 68
780,University of Technology of CompiègneFranceCourses,"4,321",15.4,24%,36 : 64
781,Teesside UniversityUnited KingdomCoursesEnquire,"11,095",18.1,12%,56:44:00
782,University of TehranIranCourses,"59,457",29.4,2%,43:57:00
783,Tehran University of Medical SciencesIranCourses,"12,668",7.6,3%,60:40:00
784,Universiti Teknologi MalaysiaMalaysiaCourses,"18,214",10.5,14%,52:48:00
785,Universiti Teknologi PetronasMalaysiaCourses,"5,875",15.3,22%,34 : 66
786,University of Texas at El PasoUnited StatesCoursesEnquire,"16,595",23.8,7%,53:47:00
787,Tezpur UniversityIndiaCourses,"3,611",13.8,0%,40 : 60
788,Tokyo University of Agriculture and TechnologyJapanCourses,"5,797",14.8,6%,28 : 72
789,Tokyo University of ScienceJapanCoursesExplore,"19,791",25.1,1%,0.888888889
790,University of VigoSpainCourses,"19,472",16.6,6%,50:50:00
791,Vilnius UniversityLithuaniaCourses,"17,364",12.3,6%,61:39:00
792,Warsaw University of TechnologyPolandCourses,"31,101",13,5%,37 : 63
793,Waseda UniversityJapanCourses,"49,840",15.8,8%,36 : 64
794,University of the West of EnglandUnited KingdomCoursesEnquire,"20,468",18.3,19%,53:47:00
795,University of the Western CapeSouth AfricaCourses,"20,382",31.6,9%,60:40:00
796,University of WestminsterUnited KingdomCoursesEnquire,"17,040",20.1,46%,59:41:00
797,University of WindsorCanadaCoursesEnquire,"15,227",19.1,17%,52:48:00
798,Yeungnam UniversitySouth KoreaCourses,"20,532",14.7,4%,49:51:00
799,Yokohama City UniversityJapanCourses,"4,889",3.5,2%,55:45:00
800,University of ZaragozaSpainCourses,"29,924",11.2,6%,55:45:00
801,University of A CoruñaSpainCourses,"15,735",11.9,2%,51:49:00
802,"Adam Mickiewicz University, PoznańPolandCourses","40,412",14.9,2%,69:31:00
803,"University of Agriculture, FaisalabadPakistanCourses","19,736",32.9,0%,41:59:00
804,Ain Shams UniversityEgyptCourses,"131,200",13.5,2%,61:39:00
805,Ajou UniversitySouth KoreaCourses,"11,629",10.2,4%,34 : 66
806,Akdeniz UniversityTurkeyCourses,"33,904",26.3,2%,45:55:00
807,Alexandria UniversityEgyptCourses,"166,350",26.9,4%,53:47:00
808,Alexandru Ioan Cuza UniversityRomaniaCourses,"23,476",17.7,6%,63:37:00
809,University of AlicanteSpainCourses,"28,005",19.5,7%,57:43:00
810,University of AlmeríaSpainCourses,"12,315",18.4,7%,57:43:00
811,Amrita Vishwa VidyapeethamIndiaCourses,"14,233",11.9,13%,n/a
812,Andhra UniversityIndiaCourses,"9,632",19.2,3%,42:58:00
813,Universidad Andrés Bello (UNAB)ChileCourses,"44,906",26.1,1%,52:48:00
814,Annamalai UniversityIndiaCourses,"33,028",16.2,2%,35 : 65
815,University of AntioquiaColombiaCourses,"39,524",23.1,0%,50:50:00
816,"Asia University, TaiwanTaiwanCourses","12,514",30.7,2%,56:44:00
817,Assiut UniversityEgyptCourses,"60,170",33,1%,41:59:00
818,Austral University of ChileChileCourses,"14,423",16.7,2%,49:51:00
819,Bandung Institute of Technology (ITB)IndonesiaCourses,"16,786",11.5,2%,40 : 60
820,Bauman Moscow State Technical UniversityRussian FederationCourses,"19,394",4,7%,30 : 70
821,Beijing Jiaotong UniversityChinaCourses,"24,610",13.7,6%,41:59:00
822,Belarusian State UniversityBelarusCourses,"27,384",9.1,9%,69:31:00
823,"Birla Institute of Technology and Science, PilaniIndiaCourses","12,502",17.5,0%,0.929861111
824,University of BrasíliaBrazilCourses,"51,179",19.3,2%,51:49:00
825,Brno University of TechnologyCzech RepublicCourses,"22,278",21.4,19%,28 : 72
826,University of BucharestRomaniaCourses,"31,234",23.4,2%,69:31:00
827,Budapest University of Technology and EconomicsHungaryCourses,"20,258",19.6,3%,31 : 69
828,Cairo UniversityEgyptCourses,"252,095",46.2,2%,48:52:00
829,University of CalcuttaIndiaCourses,"18,922",36,0%,50:50:00
830,"California Polytechnic State University, San Luis ObispoUnited StatesCoursesEnquire","18,838",20.5,2%,47:53:00
831,University of Castilla-La ManchaSpainCoursesExplore,"24,174",14.3,5%,56:44:00
832,Catholic University of the NorthChileCourses,"11,187",20.2,1%,45:55:00
833,Central University of VenezuelaVenezuelaCourses,"48,426",14.7,1%,57:43:00
834,University of Cergy-PontoiseFranceCourses,"18,125",9.4,15%,64:36:00
835,Chiang Mai UniversityThailandCourses,"35,809",16.9,1%,62:38:00
836,China University of Mining and TechnologyChinaCourses,"43,095",18.1,1%,28 : 72
837,"China University of Petroleum, BeijingChinaCourses","15,133",18.8,5%,n/a
838,Chongqing UniversityChinaCourses,"49,391",17.6,3%,n/a
839,Chungnam National UniversitySouth KoreaCourses,"22,674",22.2,3%,34 : 66
840,Chung Yuan Christian UniversityTaiwanCourses,"15,769",31.7,9%,42:58:00
841,Chuo UniversityJapanCourses,"26,870",37.6,3%,34 : 66
842,Cochin University of Science and TechnologyIndiaCourses,"8,168",32,0%,36 : 64
843,University of ColomboSri LankaCourses,"22,826",32.1,0%,59:41:00
844,University of ConcepciónChileCourses,"26,682",17.9,1%,50:50:00
845,Corvinus University of BudapestHungaryCourses,"13,724",25,12%,55:45:00
846,University of Costa RicaCosta RicaCourses,"30,436",10.3,2%,53:47:00
847,Czech University of Life Sciences Prague (CULS)Czech RepublicCourses,"17,077",20.6,18%,54:46:00
848,University of DebrecenHungaryCoursesExplore,"27,519",18.2,14%,57:43:00
849,Del Rosario UniversityColombiaCourses,"8,458",11.3,3%,n/a
850,University of DerbyUnited KingdomCoursesEnquire,"12,217",15,14%,55:45:00
851,Ehime UniversityJapanCourses,"9,526",12.8,3%,37 : 63
852,The University of Electro-CommunicationsJapanCourses,"4,982",16.6,5%,0.479166667
853,University of Electronic Science and Technology of ChinaChinaCoursesExplore,"34,052",16.2,1%,1.011805556
854,Erciyes UniversityTurkeyCourses,"35,263",25.3,2%,47:53:00
855,Universidade Federal do Ceará (UFC)BrazilCourses,"34,084",16.3,0%,47:53:00
856,Federal University of PelotasBrazilCourses,"17,882",13.7,1%,51:49:00
857,Federal University of PernambucoBrazilCourses,"32,408",12.7,1%,50:50:00
858,Federal University of Rio Grande do Norte (UFRN)BrazilCourses,"42,613",19.3,0%,54:46:00
859,Universidade Federal de Santa CatarinaBrazilCourses,"34,183",14.2,2%,48:52:00
860,Federal University of São CarlosBrazilCourses,"18,145",14.5,2%,49:51:00
861,Feng Chia UniversityTaiwanCourses,"21,014",24.8,12%,37 : 63
862,Ferdowsi University of MashhadIranCourses,"23,211",28.4,4%,57:43:00
863,University of La FronteraChileCourses,"10,157",24.7,0%,44:56:00
864,Fu Jen Catholic UniversityTaiwanCourses,"23,154",19.3,7%,58:42:00
865,Universitas Gadjah MadaIndonesiaCourses,"42,398",12.4,1%,53:47:00
866,Gdańsk University of TechnologyPolandCourses,"24,230",19.9,1%,40 : 60
867,University of GhanaGhanaCourses,"39,436",35.1,2%,43:57:00
868,Gifu UniversityJapanCourses,"7,320",8,4%,35 : 65
869,Grigore T. Popa University of Medicine and PharmacyRomaniaCourses,"9,710",11.7,29%,65:35:00
870,University of GuilanIranCourses,"16,946",15.1,0%,55:45:00
871,Hallym UniversitySouth KoreaCourses,"8,688",10.1,3%,n/a
872,Hamamatsu University School of MedicineJapanCourses,"1,198",3.8,2%,49:51:00
873,Hosei UniversityJapanCourses,"28,937",38.5,2%,35 : 65
874,Huaqiao UniversityChinaCourses,"23,442",14.9,15%,38 : 62
875,University of IbadanNigeriaCourses,"26,783",16.5,1%,47:53:00
876,Imam Abdulrahman Bin Faisal UniversitySaudi ArabiaCoursesExplore,"22,257",8.8,4%,81:19:00
877,University of IndonesiaIndonesiaCourses,"42,854",13.7,5%,59:41:00
878,University of IsfahanIranCourses,"12,473",19.4,1%,59:41:00
879,I-Shou UniversityTaiwanCourses,"16,705",31.3,11%,46:54:00
880,Istanbul UniversityTurkeyCourses,"96,144",45.9,6%,48:52:00
881,Iwate UniversityJapanCourses,"5,713",14.6,2%,37 : 63
882,Izmir Institute of TechnologyTurkeyCourses,"4,211",18.6,4%,46:54:00
883,Jamia Millia IslamiaIndiaCourses,"16,710",23.3,1%,33 : 67
884,Jiangsu UniversityChinaCoursesExplore,"32,350",7,4%,47:53:00
885,Jikei University School of MedicineJapanCourses,"1,020",0.6,4%,45:55:00
886,Jinan UniversityChinaCoursesExplore,"34,016",14.8,25%,60:40:00
887,The University of JordanJordanCourses,"31,278",16,14%,65:35:00
888,Kagoshima UniversityJapanCourses,"10,577",10.2,3%,38 : 62
889,Kansai Medical UniversityJapanCourses,829,1.1,2%,38 : 62
890,Kasetsart UniversityThailandCourses,"68,505",23.1,1%,61:39:00
891,University of KeralaIndiaCourses,"9,593",31.3,1%,65:35:00
892,Khon Kaen UniversityThailandCourses,"34,661",18.8,2%,63:37:00
893,Kindai UniversityJapanCourses,"30,609",13,2%,29 : 71
894,King Mongkut’s Institute of Technology LadkrabangThailandCourses,"23,946",25,0%,52:48:00
895,Kitasato UniversityJapanCourses,"8,555",5.5,0%,52:48:00
896,Kyoto Institute of TechnologyJapanCourses,"4,057",13,5%,26 : 74
897,Kyushu Institute of Technology (Kyutech)JapanCourses,"5,793",16,4%,0.602083333
898,University of LatviaLatviaCourses,"12,034",14,7%,66:34:00
899,Lobachevsky State University of Nizhni NovgorodRussian FederationCourses,"18,557",8.5,6%,53:47:00
900,London South Bank UniversityUnited KingdomCoursesEnquire,"12,270",17.3,35%,55:45:00
901,Mansoura UniversityEgyptCourses,"109,714",26.5,4%,54:46:00
902,Marmara UniversityTurkeyCourses,"78,666",39.5,3%,49:51:00
903,University of Marrakech Cadi AyyadMoroccoCourses,"76,560",51.7,1%,42:58:00
904,Meiji UniversityJapanCourses,"32,270",29.1,4%,32 : 68
905,Metropolitan Autonomous UniversityMexicoCourses,"57,092",20.1,0%,47:53:00
906,Mie UniversityJapanCourses,"7,298",12.6,2%,37 : 63
907,University of MiyazakiJapanCourses,"5,507",8.3,2%,35 : 65
908,Mohammed V University of RabatMoroccoCourses,"71,147",32.5,4%,53:47:00
909,Nagaoka University of TechnologyJapanCourses,"2,341",10,12%,0.520138889
910,Nagasaki UniversityJapanCourses,"8,881",6.6,3%,37 : 63
911,Nagoya Institute of TechnologyJapanCourses,"5,695",16.5,4%,0.602083333
912,University of NairobiKenyaCourses,"84,614",47.3,0%,38 : 62
913,Nara Medical UniversityJapanCourses,"1,155",3.3,1%,50:50:00
914,National Chung Cheng UniversityTaiwanCourses,"10,925",16.9,4%,39 : 61
915,National University of ColombiaColombiaCourses,"51,432",22.5,1%,36 : 64
916,National University of CórdobaArgentinaCourses,"87,926",22.3,1%,62:38:00
917,National Dong Hwa UniversityTaiwanCoursesExplore,"10,174",17.5,7%,49:51:00
918,National Research Saratov State UniversityRussian FederationCourses,"10,544",11.8,4%,60:40:00
919,National University of TainanTaiwanCourses,"5,996",25.4,3%,56:44:00
920,National Taipei UniversityTaiwanCourses,"8,563",17.1,4%,55:45:00
921,National Taipei University of TechnologyTaiwanCoursesExplore,"10,288",16.7,5%,27 : 73
922,National Taiwan Ocean UniversityTaiwanCourses,"8,609",21.7,7%,n/a
923,Nicolaus Copernicus University in ToruńPolandCourses,"21,497",9.9,2%,70:30:00
924,Niigata UniversityJapanCoursesExplore,"12,522",8.1,4%,38 : 62
925,Northeastern UniversityChinaCourses,"33,348",15.1,4%,n/a
926,Northwest UniversityChinaCourses,"22,167",15,2%,56:44:00
927,NorthWest A&F UniversityChinaCourses,"30,722",16.7,1%,n/a
928,Novosibirsk State Technical UniversityRussian FederationCourses,"11,126",10.7,16%,45:55:00
929,Oakland UniversityUnited StatesCoursesEnquire,"15,401",19,3%,59:41:00
930,Ocean University of ChinaChinaCourses,"35,410",19.4,1%,n/a
931,Osaka Prefecture UniversityJapanCourses,"7,931",7.4,3%,35 : 65
932,Osmania UniversityIndiaCourses,"12,017",15.5,3%,29 : 71
933,University of OstravaCzech RepublicCourses,"10,062",21.5,7%,69:31:00
934,University of PardubiceCzech RepublicCourses,"8,487",15.7,3%,55:45:00
935,Paris Nanterre UniversityFranceCourses,"33,635",35.7,16%,63:37:00
936,Pondicherry UniversityIndiaCourses,"6,278",17.3,1%,42:58:00
937,Pontifícia Universidade Católica do ParanáBrazilCourses,"26,022",23.3,1%,53:47:00
938,Pontifical Catholic University of Rio Grande do Sul (PUCRS)BrazilCourses,"20,944",23.6,1%,51:49:00
939,Pontifical Catholic University of ValparaísoChileCourses,"14,953",23.1,1%,43:57:00
940,Prince of Songkla UniversityThailandCourses,"42,751",18.3,1%,70:30:00
941,Riga Technical UniversityLatviaCourses,"11,119",27.3,9%,33 : 67
942,Universidade do Estado do Rio de Janeiro (UERJ)BrazilCourses,"25,811",9.9,0%,48:52:00
943,Ritsumeikan UniversityJapanCourses,"35,228",14.5,4%,35 : 65
944,Robert Gordon UniversityUnited KingdomCoursesEnquire,"9,617",18.3,24%,60:40:00
945,Saga UniversityJapanCourses,"7,015",10.3,3%,38 : 62
946,Saitama UniversityJapanCourses,"8,808",13.9,5%,32 : 68
947,Saitama Medical UniversityJapanCourses,"1,874",1.5,0%,53:47:00
948,"University of Santiago, Chile (USACH)ChileCourses","23,401",21,1%,40 : 60
949,Seoul National University of Science and Technology (SeoulTech)South KoreaCourses,"12,471",16.6,2%,33 : 67
950,Shaanxi Normal UniversityChinaCourses,"26,388",14.2,3%,72:28:00
951,Shahid Beheshti UniversityIranCourses,"17,113",22.6,1%,52:48:00
952,University of SharjahUnited Arab EmiratesCourses,"13,300",23.6,61%,65:35:00
953,Sheffield Hallam UniversityUnited KingdomCoursesEnquire,"24,627",16.3,14%,54:46:00
954,Shiga University of Medical ScienceJapanCourses,"1,134",3,2%,51:49:00
955,Shimane UniversityJapanCourses,"6,122",8,2%,37 : 63
956,Shinshu UniversityJapanCourses,"10,944",10.3,2%,32 : 68
957,Shiraz UniversityIranCourses,"12,879",19.3,1%,49:51:00
958,Shizuoka UniversityJapanCourses,"10,032",14.1,3%,29 : 71
959,Showa UniversityJapanCourses,"3,747",2.4,1%,58:42:00
960,University of Silesia in KatowicePolandCourses,"26,470",14.1,2%,68:32:00
961,Simón Bolívar UniversityVenezuelaCourses,"9,731",12.1,0%,44:56:00
962,Slovak University of Technology in BratislavaSlovakiaCourses,"15,749",14.8,2%,33 : 67
963,Sophia UniversityJapanCoursesExplore,"12,907",23.6,8%,54:46:00
964,University of South AfricaSouth AfricaCourses,"184,432",89.6,12%,66:34:00
965,Southern Federal UniversityRussian FederationCourses,"20,148",7.4,7%,53:47:00
966,University of Southern MississippiUnited StatesCoursesEnquire,"13,576",18.2,3%,64:36:00
967,South Valley UniversityEgyptCourses,"52,098",60.8,1%,50:50:00
968,Sri Venkateswara UniversityIndiaCourses,"7,663",14.1,0%,33 : 67
969,State University of Ponta GrossaBrazilCourses,"8,219",8.6,1%,55:45:00
970,Suez Canal UniversityEgyptCourses,"33,846",12.7,1%,58:42:00
971,Sultan Qaboos UniversityOmanCourses,"7,623",8,3%,50:50:00
972,University of TalcaChileCourses,"10,532",24.6,1%,51:49:00
973,Taras Shevchenko National University of KyivUkraineCourses,"22,152",8.7,4%,62:38:00
974,Technical University of KošiceSlovakiaCourses,"9,714",12.3,3%,30 : 70
975,Universiti Tenaga Nasional (UNITEN)MalaysiaCourses,"8,231",22.1,7%,41:59:00
976,Texas State UniversityUnited StatesCoursesEnquire,"30,054",20.4,1%,57:43:00
977,Thapar UniversityIndiaCourses,"5,576",14.3,1%,29 : 71
978,University of Abou Bekr Belkaïd TlemcenAlgeriaCourses,"42,407",23.8,1%,67:33:00
979,TOBB University of Economics and TechnologyTurkeyCourses,"5,053",16,1%,45:55:00
980,Tokai UniversityJapanCourses,"30,061",12.8,2%,27 : 73
981,Tokushima UniversityJapanCourses,"7,543",8.6,3%,34 : 66
982,Tokyo University of Marine Science and TechnologyJapanCourses,"2,660",11.1,7%,33 : 67
983,Tomas Bata University in ZlínCzech RepublicCourses,"9,263",21.2,9%,59:41:00
984,University of ToyamaJapanCourses,"9,326",11.4,4%,39 : 61
985,Toyohashi University of Technology (TUT)JapanCourses,"2,350",9.9,7%,0.438194444
986,University of ValparaísoChileCourses,"15,654",17.4,3%,57:43:00
987,VIT UniversityIndiaCourses,"30,473",18.1,3%,25 : 75
988,VSB - Technical University of OstravaCzech RepublicCoursesExplore,"18,270",23.4,8%,n/a
989,University of West BohemiaCzech RepublicCourses,"12,991",18.7,3%,51:49:00
990,West University of TimişoaraRomaniaCourses,"13,524",17,4%,65:35:00
991,University of WrocławPolandCourses,"23,852",12.9,3%,n/a
992,Wuhan University of TechnologyChinaCourses,"50,876",14.6,3%,31 : 69
993,Xiangtan UniversityChinaCoursesExplore,"30,810",21.2,1%,53:47:00
994,Xidian UniversityChinaCourses,"32,722",16.6,2%,29 : 71
995,Yamagata UniversityJapanCourses,"8,961",8.2,1%,35 : 65
996,Yamaguchi UniversityJapanCourses,"10,639",11,4%,35 : 65
997,University of YamanashiJapanCourses,"4,777",6.7,4%,30 : 70
998,Yıldız Technical UniversityTurkeyCoursesExplore,"35,670",28.5,4%,38 : 62
999,Yokohama National UniversityJapanCourses,"9,968",12.8,7%,28 : 72
1000,Yuan Ze UniversityTaiwanCourses,"8,652",20.9,6%,42:58:00
1001,University of ZagrebCroatiaCourses,"73,465",17.4,1%,55:45:00
1002,Akita UniversityJapanCourses,"5,127",8.8,3%,35 : 65
1003,Alzahra UniversityIranCourses,"10,637",31.2,0%,100:00:00
1004,Amity UniversityIndiaCourses,"25,607",15,4%,43:57:00
1005,Anadolu UniversityTurkeyCourses,"1,824,383",864.6,1%,41:59:00
1006,"University of the Andes, VenezuelaVenezuelaCourses","52,972",21.2,0%,61:39:00
1007,Ankara UniversityTurkeyCourses,"65,703",17,4%,53:47:00
1008,Autonomous University of Baja CaliforniaMexicoCoursesExplore,"59,539",20.4,2%,52:48:00
1009,Universidad Autónoma del Estado de HidalgoMexicoCourses,"32,210",17.7,0%,57:43:00
1010,Universidad Autónoma de Nuevo León (UANL)MexicoCourses,"96,916",26,1%,n/a
1011,Benemérita Universidad Autónoma de PueblaMexicoCourses,"70,345",34.9,0%,53:47:00
1012,Universidad Autónoma del Estado de Mexico (UAEMex)MexicoCourses,"55,667",22.2,0%,55:45:00
1013,Universidad Autónoma de YucatánMexicoCourses,"12,208",12.4,0%,48:52:00
1014,Bahauddin Zakariya UniversityPakistanCourses,"24,069",32.9,0%,47:53:00
