Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
1015,"University of the Andes, VenezuelaVenezuelaCourses","42,198",16.8,0%,58:42:00
1016,Andhra UniversityIndiaCourses,"9,785",16.6,2%,51:49:00
1017,Universidad Andrés Bello (UNAB)ChileCourses,"44,327",21.8,1%,53:47:00
1018,Ankara UniversityTurkeyCourses,"69,737",19.1,4%,50:50:00
1019,Anna UniversityIndiaCourses,"14,428",15.6,1%,45:55:00
1020,Annamalai UniversityIndiaCourses,"23,098",14.1,2%,49:51:00
1021,University of AntioquiaColombiaCourses,"41,389",24,0%,51:49:00
1022,Aoyama Gakuin UniversityJapanCourses,"19,143",11.4,3%,49:51:00
1023,Assiut UniversityEgyptCourses,"87,471",19.7,1%,45:55:00
1024,Austral University of ChileChileCourses,"15,575",17.7,2%,50:50:00
1025,Autonomous University of Baja CaliforniaMexicoCoursesExplore,"59,507",17.7,2%,53:47:00
1026,Universidad Autónoma del Estado de HidalgoMexicoCourses,"34,995",18.2,1%,57:43:00
1027,Universidad Autónoma de Nuevo León (UANL)MexicoCourses,"207,520",54.1,0%,n/a
1028,Benemérita Universidad Autónoma de PueblaMexicoCourses,"69,982",33.2,1%,53:47:00
1029,Universidad Autónoma de QuerétaroMexicoCourses,"22,058",39.9,1%,56:44:00
1030,Autonomous University of San Luis PotosiMexicoCourses,"32,012",9.5,1%,51:49:00
1031,Autonomous University of SinaloaMexicoCoursesExplore,"72,792",21.5,0%,52:48:00
1032,Universidad Autónoma del Estado de Mexico (UAEMex)MexicoCourses,"57,588",22.2,1%,58:42:00
1033,Universidad Autónoma de YucatánMexicoCourses,"15,206",13.6,0%,50:50:00
1034,Azarbaijan Shahid Madani UniversityIranCourses,"6,329",23.9,0%,62:38:00
1035,Bahauddin Zakariya UniversityPakistanCourses,"28,135",34.5,0%,43:57:00
1036,Bahçeşehir UniversityTurkeyCourses,"16,458",38.3,12%,48:52:00
1037,Banasthali UniversityIndiaCoursesExplore,"10,355",19.1,4%,95:05:00
1038,Bandung Institute of Technology (ITB)IndonesiaCourses,"17,382",10.5,2%,41:59:00
1039,Bashkir State UniversityRussian FederationCourses,"15,236",11.1,3%,63:37:00
1040,Başkent UniversityTurkeyCourses,"12,516",11,0%,53:47:00
1041,Belarusian State UniversityBelarusCourses,"27,101",8.4,9%,55:45:00
1042,Belgorod State National Research UniversityRussian FederationCourses,"13,175",13.4,18%,65:35:00
1043,University of Bío-BíoChileCourses,"12,955",24.7,1%,42:58:00
1044,University of BirjandIranCourses,"11,000",24.4,1%,64:36:00
1045,"Birla Institute of Technology and Science, PilaniIndiaCourses","13,535",17.4,1%,0.888888889
1046,University of BiskraAlgeriaCourses,"34,037",24.5,1%,60:40:00
1047,University of BrawijayaIndonesiaCourses,"52,975",18.9,1%,54:46:00
1048,Brno University of TechnologyCzech RepublicCourses,"20,275",19.6,22%,29 : 71
1049,Bu-Ali Sina UniversityIranCourses,"11,609",26.3,1%,53:47:00
1050,University of BucharestRomaniaCourses,"30,192",17.5,2%,68:32:00
1051,Budapest University of Technology and EconomicsHungaryCourses,"18,219",16.9,7%,33 : 67
1052,University of BurgosSpainCourses,"7,369",13.4,3%,53:47:00
1053,"California State University, Long BeachUnited StatesCoursesEnquire","30,595",19.7,4%,58:42:00
1054,Canterbury Christ Church UniversityUnited KingdomCoursesEnquire,"11,386",16.9,12%,68:32:00
1055,Polytechnic University of CartagenaSpainCourses,"4,749",10.6,6%,27 : 73
1056,University of CarthageTunisiaCourses,"32,088",10.1,1%,67:33:00
1057,Catholic University of the NorthChileCourses,"11,871",19.6,2%,46:54:00
1058,University of Caxias do SulBrazilCourses,"17,101",24.9,0%,54:46:00
1059,Ceará State UniversityBrazilCourses,"20,174",17.8,0%,55:45:00
1060,University of Cergy-PontoiseFranceCourses,"14,867",16.3,16%,57:43:00
1061,Chaoyang University of TechnologyTaiwanCourses,"16,787",41.9,8%,56:44:00
1062,"University of Chemistry and Technology, PragueCzech RepublicCourses","4,285",9.8,20%,62:38:00
1063,University of ChesterUnited KingdomCoursesEnquire,"10,915",19.5,11%,67:33:00
1064,Chiang Mai UniversityThailandCourses,"35,013",15.5,2%,62:38:00
1065,Chiba Institute of TechnologyJapanCourses,"9,763",30.4,1%,0.602083333
1066,Chubu UniversityJapanCourses,"12,533",24.1,1%,26 : 74
1067,Chungnam National UniversitySouth KoreaCourses,"21,908",19.9,4%,45:55:00
1068,Chung Yuan Christian UniversityTaiwanCourses,"15,926",32.9,11%,44:56:00
1069,Chuo UniversityJapanCourses,"26,302",37.2,4%,36 : 64
1070,Cochin University of Science and TechnologyIndiaCourses,"8,271",18.5,0%,36 : 64
1071,University of ColomboSri LankaCourses,"22,322",29.6,1%,61:39:00
1072,Comenius University in BratislavaSlovakiaCourses,"20,056",9.8,14%,67:33:00
1073,University of ConcepciónChileCourses,"27,640",17.4,1%,51:49:00
1074,Université Frères Mentouri Constantine 1AlgeriaCourses,"35,382",20.5,0%,56:44:00
1075,Corvinus University of BudapestHungaryCourses,"11,023",23.2,15%,54:46:00
1076,Cukurova UniversityTurkeyCourses,"42,418",19.6,3%,39 : 61
1077,Czech University of Life Sciences Prague (CULS)Czech RepublicCourses,"17,065",20.4,20%,53:47:00
1078,University of Dar es SalaamTanzaniaCourses,"30,139",19.1,0%,32 : 68
1079,De La Salle UniversityPhilippinesCoursesExplore,"15,604",17.8,3%,50:50:00
1080,Delhi Technological UniversityIndiaCourses,"8,242",23.3,0%,0.725
1081,Del Rosario UniversityColombiaCourses,"10,339",12.9,1%,61:39:00
1082,Democritus University of ThraceGreeceCourses,"30,414",49.8,3%,54:46:00
1083,University of DhakaBangladeshCourses,"34,108",15.6,0%,42:58:00
1084,Dokuz Eylül UniversityTurkeyCourses,"62,844",19.3,2%,47:53:00
1085,Doshisha UniversityJapanCourses,"28,309",18.8,4%,41:59:00
1086,"University of Economics, PragueCzech RepublicCourses","14,011",28.1,23%,54:46:00
1087,Edge Hill UniversityUnited KingdomCoursesEnquire,"12,185",15.5,5%,68:32:00
1088,Ege UniversityTurkeyCoursesExplore,"46,056",21,3%,50:50:00
1089,Ehime UniversityJapanCourses,"9,333",13.1,2%,38 : 62
1090,The University of Electro-CommunicationsJapanCourses,"4,813",15.1,5%,0.561111111
1091,University of Engineering & Technology (UET) LahorePakistanCourses,"14,654",14.5,2%,24 : 76
1092,Erciyes UniversityTurkeyCourses,"39,178",29.1,3%,46:54:00
1093,Far Eastern Federal UniversityRussian FederationCourses,"15,601",10.3,19%,n/a
1094,Fayoum UniversityEgyptCourses,"33,084",14.1,1%,39 : 61
1095,Universidade Federal do ABC (UFABC)BrazilCourses,"14,422",20.9,1%,41:59:00
1096,Federal University of AlagoasBrazilCourses,"24,077",13.2,0%,n/a
1097,Universidade Federal da BahiaBrazilCourses,"40,848",15.9,0%,53:47:00
1098,Universidade Federal do Ceará (UFC)BrazilCourses,"34,676",17.2,1%,46:54:00
1099,Federal University of Espírito SantoBrazilCourses,"24,924",13.3,1%,59:41:00
1100,Federal University of GoiásBrazilCourses,"34,158",13.4,1%,50:50:00
1101,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA)BrazilCourses,"3,621",10.7,2%,n/a
1102,Federal University of ItajubáBrazilCourses,"9,449",18.6,1%,29 : 71
1103,Federal University of LavrasBrazilCourses,"14,024",19.4,1%,50:50:00
1104,Federal University of Mato Grosso do SulBrazilCourses,"25,018",18,0%,49:51:00
1105,Universidade Federal de Ouro Preto (UFOP)BrazilCourses,"13,823",16.3,1%,53:47:00
1106,Federal University of ParáBrazilCourses,"48,114",19.6,0%,44:56:00
1107,Universidade Federal do Paraná (UFPR)BrazilCourses,"34,528",14.2,0%,49:51:00
1108,Federal University of PernambucoBrazilCourses,"34,072",12.8,1%,50:50:00
1109,Federal University of Rio Grande do Norte (UFRN)BrazilCourses,"42,573",17.1,0%,54:46:00
1110,Universidade Federal Rural do Semi-AridoBrazilCourses,"5,872",7.7,0%,42:58:00
1111,Federal University of Santa MariaBrazilCourses,"27,285",14.1,0%,54:46:00
1112,Federal University of São CarlosBrazilCourses,"19,134",14.6,2%,49:51:00
1113,Universidade Tecnológica Federal do Paraná (UTFPR)BrazilCourses,"35,177",14,1%,35 : 65
1114,Federal University of ViçosaBrazilCourses,"17,595",14,2%,50:50:00
1115,Feng Chia UniversityTaiwanCourses,"19,840",23.1,16%,37 : 63
1116,Fluminense Federal UniversityBrazilCourses,"55,502",15.4,0%,50:50:00
1117,University of Fortaleza (UNIFOR)BrazilCourses,"23,923",15.2,0%,49:51:00
1118,University of FukuiJapanCourses,"5,020",9.3,4%,30 : 70
1119,Universitas Gadjah MadaIndonesiaCourses,"38,310",8.6,2%,58:42:00
1120,Gazi UniversityTurkeyCourses,"77,346",30.3,3%,49:51:00
1121,Gaziantep UniversityTurkeyCourses,"37,903",38.1,6%,38 : 62
1122,University of GdańskPolandCourses,"27,859",17.1,2%,69:31:00
1123,Gebze Technical UniversityTurkeyCourses,"7,487",27.4,2%,34 : 66
1124,Gifu UniversityJapanCourses,"7,194",7.6,4%,36 : 64
1125,GITAM UniversityIndiaCourses,"17,226",14.2,2%,30 : 70
1126,Government College University LahorePakistanCourses,"9,986",24.1,1%,43:57:00
1127,Grigore T. Popa University of Medicine and PharmacyRomaniaCourses,"9,375",11.1,28%,66:34:00
1128,University of GuadalajaraMexicoCoursesExplore,"123,932",55.6,0%,52:48:00
1129,University of GuanajuatoMexicoCourses,"26,034",19.8,3%,53:47:00
1130,Guangxi UniversityChinaCourses,"36,083",16.9,4%,47:53:00
1131,Gubkin Russian State University of Oil and GasRussian FederationCourses,"8,406",11.8,7%,36 : 64
1132,University of GuilanIranCourses,"16,240",28.2,0%,61:39:00
1133,Gunma UniversityJapanCourses,"6,473",7.7,3%,37 : 63
1134,Hallym UniversitySouth KoreaCourses,"8,108",9.8,5%,n/a
1135,The Hashemite UniversityJordanCourses,"15,654",17.8,7%,63:37:00
1136,Université Hassan II de CasablancaMoroccoCourses,"110,125",27.8,2%,54:46:00
1137,University of HavanaCubaCourses,"14,856",9.8,7%,71:29:00
1138,Helwan UniversityEgyptCourses,"113,043",21.9,1%,51:49:00
1139,Hosei UniversityJapanCourses,"30,969",40.7,2%,37 : 63
1140,University of Hradec KrálovéCzech RepublicCourses,"6,611",15.1,4%,60:40:00
1141,Huaqiao UniversityChinaCourses,"30,491",17.7,11%,50:50:00
1142,University of HyogoJapanCourses,"6,566",12.8,3%,40 : 60
1143,Ibaraki UniversityJapanCourses,"8,181",15.2,3%,36 : 64
1144,Ibn Tofaïl UniversityMoroccoCourses,"49,042",82,2%,48:52:00
1145,Imam Abdulrahman Bin Faisal UniversitySaudi ArabiaCoursesExplore,"24,763",8.5,4%,77:23:00
1146,Incheon National UniversitySouth KoreaCourses,"13,499",22.3,3%,43:57:00
1147,Universidad Industrial de Santander (UIS)ColombiaCourses,"20,851",24.5,0%,46:54:00
1148,IPB UniversityIndonesiaCourses,"22,289",12.4,3%,58:42:00
1149,I-Shou UniversityTaiwanCourses,"13,970",28.5,14%,48:52:00
1150,Istanbul Medipol UniversityTurkeyCoursesExplore,"26,215",29.4,2%,66:34:00
1151,Ivane Javakhishvili Tbilisi State UniversityGeorgiaCoursesExplore,"19,670",23.9,2%,62:38:00
1152,Ivan Franko National University of LvivUkraineCourses,"16,220",8.6,1%,69:31:00
1153,Iwate UniversityJapanCourses,"5,516",13.8,3%,37 : 63
1154,Izmir Institute of TechnologyTurkeyCourses,"5,090",19.6,4%,46:54:00
1155,Kagawa UniversityJapanCourses,"6,392",9.7,2%,41:59:00
1156,Kagoshima UniversityJapanCourses,"10,541",10.1,3%,38 : 62
1157,Kanagawa UniversityJapanCourses,"18,104",14.6,3%,28 : 72
1158,Kangwon National UniversitySouth KoreaCoursesExplore,"23,127",23.1,3%,41:59:00
1159,Kansai UniversityJapanCourses,"30,346",11.2,3%,39 : 61
1160,Kasetsart UniversityThailandCourses,"68,067",22.2,1%,62:38:00
1161,Kaunas University of TechnologyLithuaniaCourses,"9,956",14.7,6%,38 : 62
1162,Kazan National Research Technological UniversityRussian FederationCourses,"15,260",10.7,11%,45:55:00
1163,Kharazmi UniversityIranCourses,"12,656",20.9,1%,57:43:00
1164,Khon Kaen UniversityThailandCourses,"38,655",19.7,2%,51:49:00
1165,KIIT UniversityIndiaCoursesExplore,"21,390",13.1,2%,41:59:00
1166,King Mongkut’s Institute of Technology LadkrabangThailandCourses,"23,539",21.7,1%,53:47:00
1167,King Mongkut's University of Technology North BangkokThailandCourses,"26,846",24.9,0%,42:58:00
1168,King Mongkut’s University of Technology ThonburiThailandCourses,"16,126",21.4,3%,47:53:00
1169,Kitasato UniversityJapanCourses,"8,503",5.4,0%,53:47:00
1170,Kochi UniversityJapanCourses,"5,469",8.1,1%,44:56:00
1171,Kogakuin UniversityJapanCoursesExplore,"6,505",17.4,1%,0.765972222
1172,Kookmin UniversitySouth KoreaCourses,"17,081",11.3,10%,46:54:00
1173,Kwansei Gakuin UniversityJapanCourses,"24,766",23.8,3%,48:52:00
1174,Kyoto Institute of TechnologyJapanCourses,"3,989",13,5%,26 : 74
1175,Kyushu Institute of Technology (Kyutech)JapanCourses,"5,653",16.2,4%,0.602083333
1176,Latvia University of Life Sciences and TechnologiesLatviaCourses,"4,216",36.9,1%,49:51:00
1177,University of LeónSpainCourses,"13,606",16.1,13%,56:44:00
1178,University of LethbridgeCanadaCoursesEnquire,"6,996",12.9,12%,n/a
1179,L.N. Gumilyov Eurasian National UniversityKazakhstanCourses,"17,205",5.3,4%,n/a
1180,Lobachevsky State University of Nizhni NovgorodRussian FederationCourses,"18,077",7.9,7%,53:47:00
1181,University of ŁódźPolandCourses,"31,192",14.1,5%,65:35:00
1182,Lodz University of TechnologyPolandCourses,"16,372",13,4%,41:59:00
1183,London South Bank UniversityUnited KingdomCoursesEnquire,"12,168",16.5,33%,56:44:00
1184,Londrina State UniversityBrazilCourses,"26,685",15.3,1%,57:43:00
1185,Maharaja Sayajirao University of BarodaIndiaCourses,"39,252",27.2,0%,55:45:00
1186,Mahasarakham UniversityThailandCourses,"38,192",29.3,0%,67:33:00
1187,Universiti Malaysia Sarawak (UNIMAS)MalaysiaCoursesExplore,"15,973",18.8,6%,65:35:00
1188,Manipal Academy of Higher EducationIndiaCourses,"23,082",8.6,11%,45:55:00
1189,University of ManoubaTunisiaCourses,"18,361",13.5,1%,66:34:00
1190,Marmara UniversityTurkeyCourses,"59,480",29.1,4%,49:51:00
1191,University of Marrakech Cadi AyyadMoroccoCourses,"102,000",65.7,1%,54:46:00
1192,Meiji UniversityJapanCourses,"33,309",11.7,4%,34 : 66
1193,Meijo UniversityJapanCourses,"15,412",31.4,1%,29 : 71
1194,Mendel University in BrnoCzech RepublicCourses,"7,215",14.4,16%,60:40:00
1195,Menoufia UniversityEgyptCourses,"84,587",36.4,1%,45:55:00
1196,M’Hamed Bougara University of BoumerdèsAlgeriaCourses,"31,075",21.1,0%,60:40:00
1197,Universidad Michoacana de San Nicolás de HidalgoMexicoCourses,"40,381",30.2,1%,52:48:00
1198,Mie UniversityJapanCourses,"7,118",9.5,3%,37 : 63
1199,Ming Chuan UniversityTaiwanCourses,"18,590",22.7,12%,60:40:00
1200,Minia UniversityEgyptCourses,"59,181",15.6,1%,60:40:00
1201,MIREA - Russian Technological UniversityRussian FederationCourses,"19,965",17,3%,33 : 67
1202,University of MiyazakiJapanCourses,"5,488",7.9,3%,35 : 65
1203,Mohammed V University of RabatMoroccoCourses,"81,914",33.4,5%,57:43:00
1204,University of MonastirTunisiaCourses,"19,973",9.7,1%,68:32:00
1205,University of MontenegroMontenegroCourses,"19,171",27.3,2%,56:44:00
1206,Moscow Aviation InstituteRussian FederationCourses,"15,248",11.7,9%,28 : 72
1207,Moscow Power Engineering InstituteRussian FederationCourses,"11,422",14.7,10%,37 : 63
1208,Multimedia UniversityMalaysiaCourses,"11,080",13.3,9%,45:55:00
1209,University of MumbaiIndiaCourses,"7,874",18.1,0%,47:53:00
1210,University of MysoreIndiaCourses,"7,810",21.3,10%,39 : 61
1211,Nagaoka University of TechnologyJapanCourses,"2,300",10.7,12%,0.520138889
1212,Nagasaki UniversityJapanCourses,"9,163",7,4%,37 : 63
1213,Nagoya City UniversityJapanCourses,"4,444",7.6,2%,53:47:00
1214,Nagoya Institute of TechnologyJapanCourses,"5,661",16.2,4%,0.684027778
1215,Nanjing University of Aeronautics and AstronauticsChinaCourses,"29,542",16.6,3%,27 : 73
1216,Nara Medical UniversityJapanCourses,"1,240",3.3,1%,47:53:00
1217,Naresuan UniversityThailandCourses,"22,863",15.6,1%,66:34:00
1218,National Changhua University of EducationTaiwanCourses,"8,180",21.8,8%,52:48:00
1219,National Chiayi UniversityTaiwanCourses,"12,219",26.3,3%,48:52:00
1220,National Chin-Yi University of TechnologyTaiwanCourses,"7,158",24.9,4%,39 : 61
1221,National Chung Cheng UniversityTaiwanCourses,"10,161",14.9,5%,42:58:00
1222,National Chung Hsing UniversityTaiwanCourses,"15,077",14.9,5%,40 : 60
1223,National University of ColombiaColombiaCourses,"52,085",22.4,1%,38 : 62
1224,National University of CórdobaArgentinaCourses,"59,450",10.4,3%,68:32:00
1225,National University of CuyoArgentinaCourses,"46,096",9.6,2%,61:39:00
1226,National University of KaohsiungTaiwanCourses,"5,550",23.3,4%,45:55:00
1227,Instituto Politécnico Nacional (IPN)MexicoCourses,"177,983",10.8,0%,39 : 61
1228,National Research Saratov State UniversityRussian FederationCourses,"9,847",9.7,7%,61:39:00
1229,National University of San MartínArgentinaCourses,"15,236",15.8,5%,65:35:00
1230,National University of the SouthArgentinaCourses,"20,987",16,%,58:42:00
1231,National Taipei UniversityTaiwanCourses,"8,645",17,4%,54:46:00
1232,National Taiwan Ocean UniversityTaiwanCourses,"8,652",21.6,9%,32 : 68
1233,National Technical University Kharkiv Polytechnic InstituteUkraineCourses,"13,411",8.4,9%,32 : 68
1234,National Yunlin University of Science and TechnologyTaiwanCourses,"9,215",24.9,4%,42:58:00
1235,Nicolaus Copernicus University in ToruńPolandCourses,"22,438",11.1,2%,71:29:00
1236,University of Nigeria NsukkaNigeriaCourses,"34,227",13.2,1%,51:49:00
1237,Slovak University of Agriculture in NitraSlovakiaCourses,"6,570",14.1,2%,57:43:00
1238,University of North Carolina WilmingtonUnited StatesCoursesEnquire,"14,791",19.6,2%,62:38:00
1239,North China Electric Power UniversityChinaCourses,"30,733",16.6,2%,37 : 63
1240,"University of the North, ColombiaColombiaCourses","14,228",20.5,3%,51:49:00
1241,University of North FloridaUnited StatesCoursesEnquire,"12,132",17.7,2%,57:43:00
1242,Novosibirsk State Technical UniversityRussian FederationCourses,"11,640",11.4,20%,44:56:00
1243,Oakland UniversityUnited StatesCoursesEnquire,"15,887",18.9,4%,57:43:00
1244,Ocean University of ChinaChinaCourses,"32,059",17.5,4%,52:48:00
1245,Ochanomizu UniversityJapanCourses,"2,775",14.8,4%,100:00:00
1246,Oita UniversityJapanCourses,"5,693",9.2,1%,37 : 63
1247,Ondokuz Mayis UniversityTurkeyCourses,"36,179",33,6%,51:49:00
1248,Osaka Medical CollegeJapanCourses,"1,248",2.7,1%,49:51:00
1249,Osaka Prefecture UniversityJapanCourses,"7,746",10.1,4%,36 : 64
1250,University of OstravaCzech RepublicCourses,"8,872",18.3,9%,70:30:00
1251,University of PardubiceCzech RepublicCourses,"7,266",13.7,7%,55:45:00
1252,Paris Nanterre UniversityFranceCourses,"33,434",36.3,17%,62:38:00
1253,Perm National Research Polytechnic UniversityRussian FederationCourses,"8,922",9,7%,35 : 65
1254,Perm State UniversityRussian FederationCourses,"9,252",10.5,1%,62:38:00
1255,University of PeshawarPakistanCourses,"5,647",10.7,2%,40 : 60
1256,Pirogov Russian National Research Medical UniversityRussian FederationCourses,"8,078",6.3,6%,72:28:00
1257,PMAS Arid Agriculture University RawalpindiPakistanCourses,"12,452",52.1,0%,39 : 61
1258,Polytechnic University of BucharestRomaniaCourses,"29,437",13.5,3%,36 : 64
1259,Polytechnic University of TimişoaraRomaniaCourses,"12,646",20.4,3%,37 : 63
1260,Universidad Pontificia Bolivariana (UPB)ColombiaCourses,"15,118",12.6,1%,55:45:00
1261,Pontifical Catholic University of Minas GeraisBrazilCourses,"34,101",21.3,0%,57:43:00
1262,Pontifícia Universidade Católica do ParanáBrazilCourses,"23,714",23,1%,53:47:00
1263,Pontifical Catholic University of ValparaísoChileCourses,"15,935",24.4,1%,42:58:00
1264,Prince of Songkla UniversityThailandCourses,"39,257",15.8,2%,69:31:00
1265,PSG College of TechnologyIndiaCourses,"8,325",14.6,0%,38 : 62
1266,Riga Technical UniversityLatviaCourses,"10,805",29.8,11%,36 : 64
1267,Universidade do Estado do Rio de Janeiro (UERJ)BrazilCourses,"22,879",8.9,0%,57:43:00
1268,Ritsumeikan UniversityJapanCourses,"34,413",18.3,6%,35 : 65
1269,Robert Gordon UniversityUnited KingdomCoursesEnquire,"9,489",20.4,22%,62:38:00
1270,University of the RyukyusJapanCourses,"8,222",10.9,2%,38 : 62
1271,Saga UniversityJapanCourses,"6,799",9.6,2%,39 : 61
1272,Saitama UniversityJapanCourses,"8,579",14.3,5%,33 : 67
1273,Saitama Medical UniversityJapanCourses,"1,909",1.5,0%,49:51:00
1274,Samara National Research University (Samara University)Russian FederationCoursesExplore,"9,660",10.6,11%,51:49:00
1275,Universidade do Estado de Santa CatarinaBrazilCourses,"12,922",11.9,1%,52:48:00
1276,"University of Santiago, Chile (USACH)ChileCourses","22,818",24.3,2%,42:58:00
1277,University of SargodhaPakistanCourses,"26,206",34,0%,51:49:00
1278,SASTRA UniversityIndiaCourses,"12,234",14.5,0%,52:48:00
1279,Sathyabama Institute of Science and TechnologyIndiaCourses,"14,381",16.9,1%,49:51:00
1280,University of Sciences and Technology Houari BoumedieneAlgeriaCourses,"41,865",22.5,1%,58:42:00
1281,University of Science and Technology of Oran Mohamed-BoudiafAlgeriaCourses,"22,049",11.7,2%,52:48:00
1282,Sechenov UniversityRussian FederationCoursesExplore,"15,354",8.2,16%,78:22:00
1283,Selçuk UniversityTurkeyCourses,"48,591",19.4,4%,41:59:00
1284,Semnan UniversityIranCourses,"12,496",15.4,1%,50:50:00
1285,Seoul National University of Science and Technology (SeoulTech)South KoreaCourses,"11,912",17.2,4%,34 : 66
1286,University of SfaxTunisiaCourses,"32,178",13.5,1%,69:31:00
1287,Shahed UniversityIranCourses,"6,350",19.4,0%,55:45:00
1288,Shahid Bahonar University of KermanIranCourses,"14,998",23.5,0%,58:42:00
1289,​Shahid Chamran University of AhvazIranCourses,"12,309",21.1,2%,61:39:00
1290,Shahrekord UniversityIranCourses,"7,378",22.8,0%,59:41:00
1291,Shahrood University of TechnologyIranCourses,"8,448",24.6,0%,44:56:00
1292,Shibaura Institute of Technology TokyoJapanCourses,"7,886",24,16%,0.888888889
1293,Shiga University of Medical ScienceJapanCourses,"1,164",3.1,2%,43:57:00
1294,Shimane UniversityJapanCourses,"6,086",7.6,2%,36 : 64
1295,Shinshu UniversityJapanCourses,"10,812",10.3,3%,32 : 68
1296,Shiraz University of Medical SciencesIranCourses,"10,465",10.9,2%,58:42:00
1297,Shizuoka UniversityJapanCourses,"9,956",13.6,3%,29 : 71
1298,University of ShizuokaJapanCourses,"3,002",11.6,3%,61:39:00
1299,Showa UniversityJapanCourses,"3,659",2.1,1%,59:41:00
1300,Siberian Federal UniversityRussian FederationCourses,"23,800",16.7,4%,48:52:00
1301,Siksha ‘O’ AnusandhanIndiaCourses,"11,703",9.9,0%,47:53:00
1302,University of Silesia in KatowicePolandCourses,"24,174",12.8,3%,64:36:00
1303,Silesian University of TechnologyPolandCourses,"20,646",12.6,1%,34 : 66
1304,Silpakorn UniversityThailandCourses,"24,542",19.8,3%,69:31:00
1305,Simón Bolívar UniversityVenezuelaCourses,"10,273",24.9,0%,46:54:00
1306,Slovak University of Technology in BratislavaSlovakiaCourses,"13,108",13.3,3%,34 : 66
1307,Sofia UniversityBulgariaCourses,"21,988",9.3,6%,65:35:00
1308,Sohag UniversityEgyptCourses,"52,056",28.8,0%,58:42:00
1309,University of SonoraMexicoCourses,"29,921",20.9,1%,53:47:00
1310,Soongsil UniversitySouth KoreaCourses,"15,516",18.3,6%,42:58:00
1311,Sophia UniversityJapanCoursesExplore,"13,369",24.2,9%,56:44:00
1312,University of SousseTunisiaCourses,"25,335",11.1,1%,67:33:00
1313,University of South AfricaSouth AfricaCourses,"193,874",155.2,7%,67:33:00
1314,University of South ChinaChinaCourses,"21,401",10,0%,55:45:00
1315,Southern Federal UniversityRussian FederationCourses,"19,038",9.1,9%,55:45:00
1316,Southern Medical UniversityChinaCourses,"19,306",6.6,7%,58:42:00
1317,South Ural State UniversityRussian FederationCourses,"28,840",17.1,5%,45:55:00
1318,South Valley UniversityEgyptCourses,"47,488",47.9,0%,60:40:00
1319,University of South WalesUnited KingdomCoursesEnquire,"15,664",14.8,19%,53:47:00
1320,Southwest Jiaotong UniversityChinaCourses,"38,059",15.9,2%,25 : 75
1321,Srinakharinwirot UniversityThailandCourses,"22,247",17.4,0%,66:34:00
1322,SRM Institute of Science and TechnologyIndiaCourses,"51,031",15.6,2%,0.970833333
1323,Universidade Estadual de MaringáBrazilCourses,"22,620",12.5,1%,58:42:00
1324,State University of Ponta GrossaBrazilCourses,"11,911",12.5,0%,52:48:00
1325,State University of Santa CruzBrazilCourses,"3,954",4.7,0%,54:46:00
1326,St Petersburg Electrotechnical University (LETI)Russian FederationCoursesExplore,"8,021",12.5,18%,30 : 70
1327,Süleyman Demirel UniversityTurkeyCourses,"46,705",27.5,3%,48:52:00
1328,Sumy State UniversityUkraineCoursesExplore,"9,293",10.4,13%,n/a
1329,Suranaree University of TechnologyThailandCourses,"15,901",34.1,1%,55:45:00
1330,SWPS University of Social Sciences and HumanitiesPolandCourses,"13,561",35.3,9%,74:26:00
1331,Szent István UniversityHungaryCourses,"12,796",18.7,11%,49:51:00
1332,University of TalcaChileCourses,"10,795",16.1,1%,48:52:00
1333,Tamil Nadu Agricultural UniversityIndiaCourses,"6,279",7.6,0%,62:38:00
1334,Tamkang UniversityTaiwanCourses,"26,032",24.7,8%,48:52:00
1335,University of TarapacáChileCourses,"8,708",25.1,2%,55:45:00
1336,Taras Shevchenko National University of KyivUkraineCourses,"23,229",8.8,3%,58:42:00
1337,Technical University of Cluj-NapocaRomaniaCourses,"19,745",17.9,1%,36 : 64
1338,Technical University of KošiceSlovakiaCourses,"8,767",11.5,9%,29 : 71
1339,Technical University of LiberecCzech RepublicCourses,"5,321",9.5,12%,55:45:00
1340,"University of Technology, IraqIraqCourses","10,450",6.3,0%,60:40:00
1341,Universiti Teknologi MARAMalaysiaCourses,"54,483",17.1,0%,66:34:00
1342,Institut Teknologi Sepuluh NopemberIndonesiaCourses,"14,624",10.6,4%,26 : 74
1343,Texas State UniversityUnited StatesCoursesEnquire,"31,893",19.1,1%,58:42:00
1344,Thammasat UniversityThailandCourses,"33,506",12.1,1%,65:35:00
1345,University of Abou Bekr Belkaïd TlemcenAlgeriaCourses,"43,446",24.5,1%,67:33:00
1346,TOBB University of Economics and TechnologyTurkeyCourses,"5,836",16.8,1%,47:53:00
1347,Toho UniversityJapanCourses,"5,204",13.2,1%,50:50:00
1348,Tokai UniversityJapanCourses,"29,848",13,2%,26 : 74
1349,Tokat Gaziosmanpaşa UniversityTurkeyCourses,"23,679",20.9,2%,46:54:00
1350,Tokushima UniversityJapanCourses,"7,553",8.7,3%,35 : 65
1351,Tokyo University of AgricultureJapanCourses,"12,221",33.9,2%,41:59:00
1352,Tokyo City UniversityJapanCourses,"7,481",14.9,1%,1.011805556
