Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
322,University of MalayaMalaysiaCourses,"15,140",8,20%,63:37:00
323,University of MarburgGermanyCourses,"25,541",34.7,12%,55:45:00
324,Maynooth UniversityIrelandCourses,"9,291",28.3,12%,55:45:00
325,University of MilanItalyCourses,"45,451",21.4,6%,59:41:00
326,Montpellier UniversityFranceCourses,"39,405",19.5,15%,53:47:00
327,Nagoya UniversityJapanCourses,"15,676",9.2,11%,30 : 70
328,University of NewcastleAustraliaCoursesEnquire,"22,100",20.7,18%,55:45:00
329,University of New Mexico (Main campus)United StatesCoursesEnquire,"19,382",17.1,5%,55:45:00
330,North Carolina State UniversityUnited StatesCoursesEnquire,"30,231",12.5,15%,45:55:00
331,Nova Southeastern UniversityUnited StatesCoursesEnquire,"17,785",23.4,6%,69:31:00
332,Osaka UniversityJapanCourses,"22,892",7.4,11%,32 : 68
333,Politecnico di MilanoItalyCoursesExplore,"35,184",25,17%,34 : 66
334,Reykjavík UniversityIcelandCourses,"2,879",24.9,8%,41:59:00
335,Rush UniversityUnited StatesCoursesEnquire,"2,425",2,1%,74:26:00
336,Southern University of Science and Technology (SUSTech)ChinaCoursesExplore,"3,198",9.5,0%,27 : 73
337,Stony Brook UniversityUnited StatesCoursesEnquire,"24,201",10.5,23%,50:50:00
338,Swedish University of Agricultural SciencesSwedenCoursesVerify Documents,"3,737",4.5,4%,69:31:00
339,University of TartuEstoniaCourses,"8,532",11.6,8%,68:32:00
340,University of TasmaniaAustraliaCoursesEnquire,"18,219",24.9,30%,60:40:00
341,Temple UniversityUnited StatesCoursesEnquire,"35,814",13,9%,53:47:00
342,The University of Tennessee-KnoxvilleUnited StatesCoursesEnquire,"25,907",16.8,5%,n/a
343,University of Texas at DallasUnited StatesCoursesExplore,"22,757",21.6,25%,43:57:00
344,University of TrentoItalyCourses,"12,920",19.5,7%,51:49:00
345,Tulane UniversityUnited StatesCoursesEnquireAdmissions Support,"11,185",9.8,11%,57:43:00
346,Umeå UniversitySwedenCourses,"17,373",12.5,11%,60:40:00
347,United Arab Emirates UniversityUnited Arab EmiratesCoursesExplore,"7,523",9.2,21%,83:17:00
348,Università della Svizzera italianaSwitzerlandCourses,"2,768",10.8,67%,49:51:00
349,University College CorkIrelandCourses,"16,861",18,18%,58:42:00
350,Victoria UniversityAustraliaCoursesEnquire,"14,815",32.2,23%,53:47:00
351,University of Alaska FairbanksUnited StatesCoursesEnquire,"3,593",8.7,5%,51:49:00
352,American University of BeirutLebanonCourses,"8,401",8.5,21%,51:49:00
353,Australian Catholic UniversityAustraliaCoursesEnquire,"23,886",43.5,12%,73:27:00
354,Babol Noshirvani University of TechnologyIranCourses,"5,744",29.6,0%,32 : 68
355,University of BayreuthGermanyCoursesVerify Documents,"9,255",29.7,10%,46:54:00
356,"Birkbeck, University of LondonUnited KingdomCoursesEnquire","8,631",15.8,38%,54:46:00
357,University of BremenGermanyCoursesVerify Documents,"18,915",31.9,12%,51:49:00
358,Brunel University LondonUnited KingdomCoursesEnquire,"10,961",16.3,36%,47:53:00
359,"University of California, MercedUnited StatesCoursesEnquire","7,324",20.9,8%,51:49:00
360,Catholic University of PortugalPortugalCourses,"10,998",26.7,10%,60:40:00
361,Clark UniversityUnited StatesCoursesEnquire,"3,045",11.5,23%,60:40:00
362,University of ConnecticutUnited StatesCoursesEnquire,"32,446",15.2,9%,53:47:00
363,University of CreteGreeceCourses,"13,321",23.4,4%,62:38:00
364,University of DenverUnited StatesCoursesEnquire,"9,535",13,9%,57:43:00
365,University of FlorenceItalyCourses,"34,686",20.4,11%,59:41:00
366,"Goldsmiths, University of LondonUnited KingdomCoursesEnquire","8,486",15.3,35%,66:34:00
367,Hanyang UniversitySouth KoreaCoursesExplore,"20,087",15.7,21%,n/a
368,Hasselt UniversityBelgiumCourses,"5,189",31.1,13%,47:53:00
369,Hofstra UniversityUnited StatesCoursesExplore,"10,066",13.9,9%,57:43:00
370,University of IcelandIcelandCourses,"8,135",13.9,12%,67:33:00
371,IMT AtlantiqueFranceCourses,"1,676",8.2,44%,26 : 74
372,Indian Institute of Technology IndoreIndiaCourses,"1,128",9.7,0%,0.765972222
373,Iowa State UniversityUnited StatesCoursesEnquire,"32,469",18.8,12%,44:56:00
374,Jordan University of Science and TechnologyJordanCourses,"21,512",13.4,17%,58:42:00
375,Justus Liebig University GiessenGermanyCourses,"28,575",46.8,9%,62:38:00
376,University of KentUnited KingdomCoursesExplore,"17,754",20,31%,53:47:00
377,Khalifa UniversityUnited Arab EmiratesCoursesExplore,"3,651",9.5,26%,55:45:00
378,Loughborough UniversityUnited KingdomCoursesEnquire,"14,749",14.3,25%,40 : 60
379,University of ManitobaCanadaCoursesEnquire,"29,311",29.4,17%,53:47:00
380,Nankai UniversityChinaCoursesExplore,"28,061",13.3,7%,n/a
381,University of Naples Federico IIItalyCourses,"49,604",19.6,2%,55:45:00
382,National Tsing Hua UniversityTaiwanCourses,"14,853",18,10%,42:58:00
383,Northumbria UniversityUnited KingdomCoursesEnquire,"21,811",17.5,17%,55:45:00
384,"University of Occupational and Environmental Health, JapanJapanCoursesExplore","1,142",2.6,1%,54:46:00
385,Örebro UniversitySwedenCourses,"9,735",18.5,6%,61:39:00
386,Oregon State UniversityUnited StatesCoursesEnquire,"24,798",16,11%,46:54:00
387,University of PerugiaItalyCourses,"24,830",32.3,6%,57:43:00
388,University of PisaItalyCourses,"33,726",22.4,6%,51:49:00
389,RMIT UniversityAustraliaCoursesEnquire,"33,848",22.4,30%,47:53:00
390,University of SalernoItalyCourses,"24,290",25.8,2%,56:44:00
391,SUNY University at AlbanyUnited StatesCoursesEnquire,"15,947",16.6,10%,52:48:00
392,University of StirlingUnited KingdomCoursesExplore,"9,250",15.8,23%,63:37:00
393,Swinburne University of TechnologyAustraliaCoursesEnquire,"14,379",27.9,27%,36 : 64
394,Taipei Medical UniversityTaiwanCoursesExplore,"5,973",10.2,10%,57:43:00
395,TU Dortmund UniversityGermanyCourses,"34,267",108.8,10%,45:55:00
396,University of TurkuFinlandCourses,"12,785",16.3,6%,63:37:00
397,TU WienAustriaCourses,"10,464",19.9,29%,29 : 71
398,Université de Versailles Saint-Quentin-en-YvelinesFranceCourses,"16,621",21.2,15%,59:41:00
399,Washington State UniversityUnited StatesCoursesEnquire,"27,957",18.1,7%,52:48:00
400,Wayne State UniversityUnited StatesCoursesEnquire,"22,295",11.3,9%,55:45:00
401,Wuhan UniversityChinaCoursesExplore,"52,502",14.6,7%,n/a
402,Aberystwyth UniversityUnited KingdomCoursesEnquire,"6,866",16.2,19%,49:51:00
403,The University of AlabamaUnited StatesCoursesEnquire,"35,120",22.5,4%,56:44:00
404,American UniversityUnited StatesCoursesEnquire,"11,750",11,12%,65:35:00
405,Aswan UniversityEgyptCourses,"22,393",40.8,0%,59:41:00
406,Bangor UniversityUnited KingdomCoursesEnquire,"9,590",16.3,23%,58:42:00
407,University of Bari Aldo MoroItalyCourses,"29,564",20.5,1%,61:39:00
408,Bond UniversityAustraliaCoursesEnquire,"3,341",10.3,43%,54:46:00
409,University of BordeauxFranceCoursesExplore,"54,965",21.6,13%,58:42:00
410,Bournemouth UniversityUnited KingdomCoursesEnquire,"13,692",17.1,18%,55:45:00
411,Universiti Brunei DarussalamBrunei DarussalamCoursesExplore,"3,830",10.9,15%,67:33:00
412,Cankaya UniversityTurkeyCourses,"9,164",28.4,2%,45:55:00
413,Centrale NantesFranceCourses,"1,706",16.1,45%,26 : 74
414,Central South UniversityChinaCoursesExplore,"51,546",18.4,2%,n/a
415,Charles University in PragueCzech RepublicCourses,"48,623",12.7,18%,62:38:00
416,"City, University of LondonUnited KingdomCoursesEnquire","14,362",18.5,51%,56:44:00
417,"Colorado State University, Fort CollinsUnited StatesCoursesEnquire","26,014",16.3,6%,53:47:00
418,University of Côte d’AzurFranceCourses,"36,706",23,23%,55:45:00
419,Covenant UniversityNigeriaCoursesExplore,"8,768",15.7,0%,43:57:00
420,University of CyprusCyprusCoursesExplore,"6,635",22,11%,66:34:00
421,University of DesarrolloChileCoursesExplore,"15,384",19,4%,56:44:00
422,Diego Portales UniversityChileCourses,"17,287",14.9,2%,49:51:00
423,Drexel UniversityUnited StatesCoursesEnquire,"19,801",11.1,17%,50:50:00
424,University of Eastern FinlandFinlandCourses,"11,630",18.5,6%,64:36:00
425,École des Mines de Saint-ÉtienneFranceCourses,973,8.1,25%,28 : 72
426,Edith Cowan UniversityAustraliaCoursesExplore,"17,560",31.3,26%,60:40:00
427,Federal University of Toulouse Midi-PyrénéesFranceCourses,"103,857",19.2,14%,54:46:00
428,University of FerraraItalyCourses,"14,644",25.2,7%,56:44:00
429,Free University of Bozen-BolzanoItalyCourses,"3,891",12,13%,67:33:00
430,Fujita Health UniversityJapanCoursesExplore,"2,942",3.2,0%,55:45:00
431,University of GenoaItalyCourses,"23,977",19.5,9%,55:45:00
432,University of GeorgiaUnited StatesCoursesEnquire,"35,164",16.3,7%,57:43:00
433,Georgia State UniversityUnited StatesCoursesEnquire,"29,290",14.4,6%,61:39:00
434,Gwangju Institute of Science and TechnologySouth KoreaCourses,"2,098",12.1,6%,25 : 75
435,Harbin Institute of TechnologyChinaCourses,"29,603",9.9,12%,32 : 68
436,Hokkaido UniversityJapanCourses,"18,225",8.1,11%,31 : 69
437,Hong Kong Baptist UniversityHong KongCoursesExplore,"8,759",11.6,45%,65:35:00
438,University of HoustonUnited StatesCoursesEnquire,"44,128",25.7,9%,50:50:00
439,Hunan UniversityChinaCourses,"40,715",20.4,2%,46:54:00
440,Indian Institute of Technology BombayIndiaCourses,"10,267",16.1,1%,0.847916667
441,Indian Institute of Technology DelhiIndiaCourses,"7,284",14.8,1%,0.888888889
442,Indian Institute of Technology KharagpurIndiaCourses,"9,167",12.3,0%,0.806944444
443,University of InnsbruckAustriaCourses,"14,128",12.6,40%,53:47:00
444,ITMO UniversityRussian FederationCourses,"10,206",13.1,16%,37 : 63
445,University of KansasUnited StatesCoursesEnquire,"24,526",9.9,9%,52:48:00
446,University of KentuckyUnited StatesCoursesEnquire,"27,078",12.4,4%,55:45:00
447,University of KwaZulu-NatalSouth AfricaCoursesExplore,"36,660",29.2,4%,58:42:00
448,Kyushu UniversityJapanCourses,"18,643",8.8,13%,28 : 72
449,Leibniz University HannoverGermanyCourses,"27,625",54,14%,40 : 60
450,Linköping UniversitySwedenCoursesVerify Documents,"18,544",11.2,12%,53:47:00
451,Liverpool John Moores UniversityUnited KingdomCoursesEnquire,"19,461",17.4,14%,53:47:00
452,Mansoura UniversityEgyptCourses,"140,126",24.9,3%,55:45:00
453,Middlesex UniversityUnited KingdomCoursesEnquire,"15,649",18,45%,60:40:00
454,University of Milan-BicoccaItalyCourses,"26,509",28.9,6%,62:38:00
455,University of Missouri-St LouisUnited StatesCoursesEnquire,"7,019",16,6%,58:42:00
456,Mizzou - University of MissouriUnited StatesCoursesEnquire,"28,513",13.3,6%,53:47:00
457,University of Modena and Reggio EmiliaItalyCourses,"17,432",24.8,6%,54:46:00
458,Murdoch UniversityAustraliaCoursesExplore,"14,905",27.7,37%,60:40:00
459,National Research Nuclear University MEPhIRussian FederationCourses,"6,489",10.8,24%,31 : 69
460,University of Nebraska-LincolnUnited StatesCoursesExplore,"24,610",17.2,11%,48:52:00
461,New Mexico Institute of Mining and TechnologyUnited StatesCoursesEnquire,"1,809",11.3,8%,30 : 70
462,Norwegian University of Science and TechnologyNorwayCoursesVerify Documents,"35,181",15.8,8%,48:52:00
463,Oklahoma State UniversityUnited StatesCoursesEnquire,"21,494",15.8,7%,50:50:00
464,University of PaviaItalyCourses,"24,623",41.5,8%,56:44:00
465,University of PeradeniyaSri LankaCourses,"17,482",10.8,1%,61:39:00
466,University of the PhilippinesPhilippinesCourses,"39,877",8.4,1%,58:42:00
467,Polytechnic University of BariItalyCourses,"6,122",24.4,1%,33 : 67
468,Pontifical Javeriana UniversityColombiaCourses,"30,048",15.4,1%,55:45:00
469,University of PortoPortugalCourses,"32,020",18.7,15%,55:45:00
470,University of PortsmouthUnited KingdomCoursesEnquire,"20,186",15.4,26%,45:55:00
471,Qatar UniversityQatarCourses,"15,585",17.3,38%,76:24:00
472,Quaid-i-Azam UniversityPakistanCourses,"14,694",24.8,1%,57:43:00
473,Rensselaer Polytechnic InstituteUnited StatesCoursesEnquireAdmissions Support,"7,798",15.6,20%,32 : 68
474,Royal Veterinary CollegeUnited KingdomCoursesEnquire,"2,067",10.9,19%,78:22:00
475,Sabancı UniversityTurkeyCoursesExplore,"3,605",21.5,9%,37 : 63
476,University of St GallenSwitzerlandCourses,"7,579",11.8,34%,35 : 65
477,University of SaskatchewanCanadaCoursesEnquireExplore,"17,194",17.7,20%,56:44:00
478,Sciences PoFranceCourses,"11,915",45.1,34%,60:40:00
479,Sejong UniversitySouth KoreaCourses,"12,119",17,10%,47:53:00
480,Semmelweis UniversityHungaryCoursesExplore,"10,996",9.8,31%,68:32:00
481,University of SienaItalyCourses,"12,636",14.8,8%,59:41:00
482,SOAS University of LondonUnited KingdomCoursesExplore,"5,194",12.1,53%,65:35:00
483,University of South Carolina-ColumbiaUnited StatesCoursesEnquire,"32,291",16.2,5%,55:45:00
484,University of StrasbourgFranceCourses,"46,898",18.8,20%,58:42:00
485,University of StrathclydeUnited KingdomCoursesEnquire,"18,517",19,27%,50:50:00
486,Technion Israel Institute of TechnologyIsraelCourses,"14,703",21.8,5%,36 : 64
487,Teikyo UniversityJapanCourses,"22,873",16.7,2%,34 : 66
488,The University of Texas at San AntonioUnited StatesCoursesEnquire,"24,435",24.5,4%,51:49:00
489,Tokyo Medical and Dental University (TMDU)JapanCourses,"2,999",3.3,9%,49:51:00
490,Tongji UniversityChinaCourses,"35,690",13.1,13%,45:55:00
491,University of TriesteItalyCourses,"15,933",23.5,8%,55:45:00
492,University of TsukubaJapanCourses,"16,844",13.6,21%,39 : 61
493,The University of TulsaUnited StatesCoursesEnquire,"5,067",12.4,16%,45:55:00
494,University of TurinItalyCourses,"55,957",29.6,8%,61:39:00
495,UiT The Arctic University of NorwayNorwayCourses,"16,475",13,10%,59:41:00
496,University of Urbino Carlo BoItalyCourses,"14,278",39.6,6%,61:39:00
497,University of ValenciaSpainCourses,"50,311",14.9,12%,62:38:00
498,Verona UniversityItalyCourses,"19,873",27.5,5%,64:36:00
499,University of VictoriaCanadaCoursesEnquire,"21,169",25.7,20%,55:45:00
500,Yasouj UniversityIranCourses,"6,332",27.5,0%,46:54:00
501,York UniversityCanadaCoursesExplore,"46,683",35.4,24%,57:43:00
502,University of Alabama in HuntsvilleUnited StatesCoursesEnquire,"6,729",16.3,8%,43:57:00
503,Amirkabir University of TechnologyIranCourses,"11,580",21.6,2%,35 : 65
504,University of L’AquilaItalyCourses,"18,867",55.3,4%,57:43:00
505,Aston UniversityUnited KingdomCoursesEnquire,"11,113",21.1,26%,48:52:00
506,Universidad Autónoma de ChileChileCourses,"23,312",26.2,1%,65:35:00
507,Bar-Ilan UniversityIsraelCourses,"16,723",17.5,5%,60:40:00
508,Beihang UniversityChinaCourses,"29,952",13.7,6%,n/a
509,Bilkent UniversityTurkeyCourses,"10,374",14.5,9%,46:54:00
510,SUNY Binghamton UniversityUnited StatesCoursesEnquire,"17,848",23.3,14%,49:51:00
511,Université Bourgogne Franche-Comté (UBFC)FranceCourses,"59,858",32.9,11%,53:47:00
512,University of BresciaItalyCourses,"14,206",27.2,7%,46:54:00
513,University of CampinasBrazilCourses,"28,795",15.1,3%,47:53:00
514,Carleton UniversityCanadaCoursesEnquire,"27,570",29.7,21%,48:52:00
515,University of CataniaItalyCourses,"25,392",20.4,2%,57:43:00
516,Catholic University of the Sacred HeartItalyCourses,"28,725",21.6,7%,65:35:00
517,CentraleSupélecFranceCourses,"4,226",10.2,29%,0.970833333
518,Charles Darwin UniversityAustraliaCoursesEnquire,"6,314",22.8,32%,66:34:00
519,Institute of Chemical TechnologyIndiaCourses,"2,146",18.2,0%,34 : 66
520,"China Medical University, TaiwanTaiwanCoursesExplore","7,603",16.5,8%,54:46:00
521,Chung-Ang UniversitySouth KoreaCourses,"16,681",22.1,18%,n/a
522,Claude Bernard University Lyon 1FranceCourses,"26,875",12.7,13%,53:47:00
523,Complutense University of MadridSpainCoursesVerify Documents,"62,624",19.7,13%,61:39:00
524,East China Normal UniversityChinaCoursesExplore,"25,747",11.5,17%,65:35:00
525,Florida International UniversityUnited StatesCoursesExplore,"34,203",23.8,8%,57:43:00
526,University of GrazAustriaCourses,"20,312",21.9,13%,65:35:00
527,Graz University of TechnologyAustriaCourses,"6,370",10,20%,1.011805556
528,University of GreifswaldGermanyCourses,"10,247",21.1,7%,56:44:00
529,University of GuelphCanadaCoursesEnquire,"22,165",29.1,9%,59:41:00
530,Hacettepe UniversityTurkeyCourses,"47,035",22,4%,56:44:00
531,University of HaifaIsraelCourses,"16,164",21,2%,66:34:00
532,Hamburg University of TechnologyGermanyCourses,"5,216",35.2,19%,27 : 73
533,University of HullUnited KingdomCoursesEnquire,"14,047",18.2,19%,53:47:00
534,University of IbadanNigeriaCourses,"26,648",16.4,1%,48:52:00
535,University of IdahoUnited StatesCoursesEnquire,"9,694",17,8%,48:52:00
536,Indian Institute of Technology GandhinagarIndiaCourses,"1,222",11.2,0%,0.970833333
537,Indian Institute of Technology RoorkeeIndiaCourses,"7,561",16.4,2%,0.725
538,University of InsubriaItalyCourses,"7,646",22.1,6%,55:45:00
539,University of JyväskyläFinlandCourses,"10,200",15,5%,61:39:00
540,Kansai Medical UniversityJapanCourses,841,1.1,3%,38 : 62
541,University of KashanIranCourses,"8,438",27.4,3%,53:47:00
542,Keele UniversityUnited KingdomCoursesEnquire,"9,004",15,19%,56:44:00
543,King Fahd University of Petroleum and MineralsSaudi ArabiaCourses,"6,882",6.8,13%,0.069444444
544,King Saud UniversitySaudi ArabiaCourses,"38,971",10.4,10%,59:41:00
545,King Saud bin Abdulaziz University for Health SciencesSaudi ArabiaCourses,"11,708",6.9,1%,52:48:00
546,Koç UniversityTurkeyCourses,"5,381",15.6,6%,51:49:00
547,Lappeenranta-Lahti University of Technology LUTFinlandCoursesExplore,"3,851",28.2,19%,31 : 69
548,University of LimerickIrelandCourses,"14,221",21.7,17%,48:52:00
549,Lincoln UniversityNew ZealandCoursesEnquire,"2,476",13.5,39%,49:51:00
550,University of LisbonPortugalCourses,"47,886",17.7,12%,52:48:00
551,Louisiana State UniversityUnited StatesCoursesEnquire,"29,169",20.7,6%,52:48:00
552,Marche Polytechnic UniversityItalyCourses,"10,603",20.7,4%,48:52:00
553,Mashhad University of Medical SciencesIranCourses,"9,134",10.6,3%,60:40:00
554,Massey UniversityNew ZealandCoursesEnquire,"18,653",16.2,31%,62:38:00
555,Memorial University of NewfoundlandCanadaCoursesExplore,"15,127",13.7,18%,57:43:00
556,Missouri University of Science and TechnologyUnited StatesCoursesEnquire,"8,084",22.2,14%,1.011805556
557,National and Kapodistrian University of AthensGreeceCourses,"57,697",28.4,10%,62:38:00
558,National Chiao Tung UniversityTaiwanCourses,"12,017",16.7,12%,30 : 70
559,National Taiwan University of Science and Technology (Taiwan Tech)TaiwanCoursesExplore,"8,340",19.5,15%,30 : 70
560,National Yang-Ming UniversityTaiwanCourses,"4,258",5.1,2%,48:52:00
561,University of Nebraska Medical CenterUnited StatesCoursesEnquire,"3,041",2.3,7%,68:32:00
562,University of NeuchâtelSwitzerlandCourses,"4,284",12.8,22%,60:40:00
563,New Jersey Institute of TechnologyUnited StatesCoursesEnquire,"9,279",15.1,17%,25 : 75
564,Northern Arizona UniversityUnited StatesCoursesEnquire,"29,684",28.1,5%,60:40:00
565,North-West UniversitySouth AfricaCourses,"36,749",29.9,4%,62:38:00
566,Norwegian University of Life SciencesNorwayCourses,"5,790",6.9,21%,59:41:00
567,Novosibirsk State UniversityRussian FederationCourses,"7,123",6.2,20%,n/a
568,The Open UniversityUnited KingdomCoursesEnquire,"61,915",32.3,8%,62:38:00
569,Open University of CataloniaSpainCourses,"22,962",84.5,2%,56:44:00
570,Universidad Peruana Cayetano HerediaPeruCourses,"6,236",10.6,0%,66:34:00
571,Peter the Great St Petersburg Polytechnic UniversityRussian FederationCoursesExplore,"18,251",9,28%,39 : 61
572,University of PlymouthUnited KingdomCoursesEnquire,"17,667",17.2,15%,55:45:00
573,Polytechnic University of TurinItalyCourses,"31,425",35.8,13%,28 : 72
574,Pontifical Catholic University of ChileChileCourses,"28,541",15,7%,n/a
575,Renmin University of ChinaChinaCourses,"25,590",12.5,6%,n/a
576,University of Rhode IslandUnited StatesCoursesEnquire,"16,569",19.3,3%,57:43:00
577,University of Rome II – Tor VergataItalyCourses,"34,965",19.9,11%,52:48:00
578,University of Rome IIIItalyCourses,"31,696",50.1,5%,59:41:00
579,Rovira i Virgili UniversitySpainCourses,"12,411",12.3,11%,59:41:00
580,San Diego State UniversityUnited StatesCoursesEnquire,"30,799",30.5,8%,55:45:00
581,Sharif University of TechnologyIranCourses,"9,260",19.8,2%,26 : 74
582,Shenzhen UniversityChinaCoursesExplore,"35,171",15.5,1%,48:52:00
583,University of SiegenGermanyCourses,"19,268",42.3,12%,50:50:00
584,Soochow UniversityChinaCoursesExplore,"44,835",16.4,7%,54:46:00
585,South China University of TechnologyChinaCourses,"41,139",13.9,5%,38 : 62
586,Southeast UniversityChinaCourses,"32,951",11.6,5%,40 : 60
587,Suez Canal UniversityEgyptCourses,"35,363",10.8,1%,58:42:00
588,Tehran University of Medical SciencesIranCourses,"12,511",6.9,7%,58:42:00
589,Tianjin UniversityChinaCourses,"34,780",14,6%,n/a
590,Tomsk State UniversityRussian FederationCourses,"7,655",11.9,29%,n/a
591,Universiti Tunku Abdul Rahman (UTAR)MalaysiaCoursesExplore,"18,763",16.1,2%,52:48:00
592,University of UdineItalyCourses,"11,793",17.8,7%,53:47:00
593,Victoria University of WellingtonNew ZealandCoursesEnquire,"17,442",18.9,21%,56:44:00
594,University of WaikatoNew ZealandCoursesEnquire,"9,892",18.1,19%,58:42:00
595,The University of the West IndiesJamaicaCoursesExplore,"23,305",22.2,1%,71:29:00
596,University of the West of ScotlandUnited KingdomCoursesEnquire,"11,730",22.4,21%,59:41:00
597,University of Wisconsin-MilwaukeeUnited StatesCoursesEnquire,"20,874",19.3,6%,53:47:00
598,University of WuppertalGermanyCourses,"23,343",55.8,11%,52:48:00
599,Xiamen UniversityChinaCourses,"40,841",14.6,4%,47:53:00
600,Xi’an Jiaotong UniversityChinaCourses,"36,557",12.5,6%,32 : 68
601,Yokohama City UniversityJapanCourses,"4,910",4.5,2%,56:44:00
602,Åbo Akademi UniversityFinlandCourses,"5,295",17.5,16%,n/a
603,The University of AizuJapanCoursesExplore,"1,165",10.8,5%,0.520138889
604,University of AlcaláSpainCourses,"17,793",12.9,18%,56:44:00
605,Amedeo Avogadro University of Eastern PiedmontItalyCourses,"13,447",36.1,6%,62:38:00
606,Amrita Vishwa VidyapeethamIndiaCourses,"14,689",11.9,12%,n/a
607,"University of the Andes, ColombiaColombiaCourses","15,521",13.2,2%,44:56:00
608,Aristotle University of ThessalonikiGreeceCourses,"46,505",26.8,5%,58:42:00
609,University of ArkansasUnited StatesCoursesEnquire,"24,754",19.8,5%,52:48:00
610,Auburn UniversityUnited StatesCoursesEnquire,"26,641",18.8,9%,51:49:00
611,University of AveiroPortugalCourses,"9,774",16.5,12%,51:49:00
612,University of the Balearic IslandsSpainCourses,"11,277",12.8,7%,59:41:00
613,Banaras Hindu UniversityIndiaCourses,"14,953",11.3,3%,0.479166667
614,University of the Basque CountrySpainCourses,"42,485",14.8,4%,53:47:00
615,Baylor UniversityUnited StatesCoursesEnquire,"17,078",16.2,6%,57:43:00
616,Beijing Institute of TechnologyChinaCourses,"30,608",13.3,8%,35 : 65
617,University of Beira InteriorPortugalCourses,"7,022",15.7,14%,52:48:00
618,Beni-Suef UniversityEgyptCourses,"67,981",25.3,1%,46:54:00
619,University of BergamoItalyCourses,"19,022",57,7%,61:39:00
620,Boğaziçi UniversityTurkeyCourses,"13,202",23.2,3%,46:54:00
621,University of BrightonUnited KingdomCoursesEnquire,"17,155",18,21%,59:41:00
622,Ca’ Foscari University of VeniceItalyCourses,"15,636",27.7,10%,65:35:00
623,Cairo UniversityEgyptCourses,"223,275",40.6,2%,48:52:00
624,University of CalabriaItalyCourses,"27,403",33,2%,57:43:00
625,University of Central FloridaUnited StatesCoursesEnquire,"56,228",35.3,4%,56:44:00
626,Central Queensland UniversityAustraliaCoursesExplore,"14,701",20.8,31%,55:45:00
627,Chemnitz University of TechnologyGermanyCourses,"10,473",45.7,24%,43:57:00
628,China Agricultural UniversityChinaCourses,"19,586",11.6,1%,58:42:00
629,"China University of Petroleum, BeijingChinaCourses","15,150",18.7,4%,n/a
630,Clemson UniversityUnited StatesCoursesEnquire,"21,436",17,7%,47:53:00
631,University of Clermont AuvergneFranceCourses,"34,644",18.8,13%,56:44:00
632,University of CoimbraPortugalCourses,"21,404",17.6,19%,57:43:00
633,COMSATS University IslamabadPakistanCourses,"33,030",11.4,1%,28 : 72
634,Concordia UniversityCanadaCoursesEnquire,"33,543",32.3,29%,50:50:00
635,University of Costa RicaCosta RicaCourses,"33,900",15.1,2%,53:47:00
636,Coventry UniversityUnited KingdomCoursesExplore,"27,531",16.4,46%,47:53:00
637,Creighton UniversityUnited StatesCoursesEnquire,"8,228",11.1,8%,58:42:00
638,Dalian University of TechnologyChinaCourses,"39,665",15.7,3%,35 : 65
639,University of DelhiIndiaCourses,"24,547",23,1%,47:53:00
640,De Montfort UniversityUnited KingdomCoursesEnquire,"19,093",19.5,27%,56:44:00
641,Dublin City UniversityIrelandCourses,"12,619",24,10%,57:43:00
642,East China University of Science and TechnologyChinaCourses,"25,519",15.6,2%,43:57:00
643,École Centrale de LyonFranceCourses,"1,998",16.1,24%,25 : 75
644,École normale supérieure Paris-SaclayFranceCourses,"1,869",12.6,14%,30 : 70
645,University of Electronic Science and Technology of ChinaChinaCoursesExplore,"33,242",16.4,4%,31 : 69
646,Eötvös Loránd UniversityHungaryCoursesExplore,"26,105",16.7,9%,65:35:00
647,Ewha Womans UniversitySouth KoreaCourses,"14,510",16.9,15%,100:00:00
648,Federal University of Minas GeraisBrazilCourses,"43,899",12.6,2%,53:47:00
649,Universidade Federal do Rio Grande do SulBrazilCourses,"52,579",19.4,1%,52:48:00
650,Universidade Federal de Santa CatarinaBrazilCourses,"38,719",16.6,2%,49:51:00
651,Universidade Federal de São Paulo (UNIFESP)BrazilCourses,"14,572",9.3,1%,59:41:00
652,Ferhat Abbas Sétif University 1AlgeriaCourses,"34,002",22.7,1%,65:35:00
653,University of GironaSpainCourses,"13,906",19,14%,58:42:00
654,Glasgow Caledonian UniversityUnited KingdomCoursesEnquire,"12,637",19.9,17%,59:41:00
655,University of GranadaSpainCoursesVerify Documents,"56,044",15.4,10%,59:41:00
656,University of GreenwichUnited KingdomCoursesEnquire,"14,477",18,36%,58:42:00
657,University of HertfordshireUnited KingdomCoursesEnquire,"17,584",17.5,28%,56:44:00
658,Hiroshima UniversityJapanCourses,"15,077",9,10%,36 : 64
659,Huazhong Agricultural UniversityChinaCourses,"25,956",17.4,2%,54:46:00
660,University of HuddersfieldUnited KingdomCoursesEnquire,"14,483",20.7,24%,55:45:00
661,IDC HerzliyaIsraelCourses,"6,908",47,24%,52:48:00
662,Imam Khomeini International UniversityIranCourses,"8,330",28.6,7%,55:45:00
663,"Indian Institute of Science Education and Research, PuneIndiaCourses","1,274",9.5,0%,32 : 68
664,Indian Institute of Technology BhubaneswarIndiaCourses,"1,237",10.7,0%,0.684027778
665,Indian Institute of Technology GuwahatiIndiaCourses,"5,699",13.5,1%,0.765972222
