Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
665,Hiroshima UniversityJapanCourses,"14,875",8.6,7%,37 : 63
666,Huazhong Agricultural UniversityChinaCourses,"26,178",17.9,2%,53:47:00
667,University of HuddersfieldUnited KingdomCoursesEnquire,"15,055",21.5,26%,55:45:00
668,University of IbadanNigeriaCourses,"25,416",15.6,1%,46:54:00
669,Ilmenau University of TechnologyGermanyCourses,"6,253",8,20%,27 : 73
670,"Indian Institute of Science Education and Research, PuneIndiaCourses","1,130",8.5,0%,33 : 67
671,Indian Institute of Technology BhubaneswarIndiaCourses,"1,016",9.4,0%,0.684027778
672,Indian Institute of Technology GuwahatiIndiaCourses,"5,592",13.2,1%,0.765972222
673,Indian Institute of Technology HyderabadIndiaCourses,"1,969",11.7,0%,0.888888889
674,Indian Institute of Technology MadrasIndiaCourses,"9,013",15.8,1%,0.888888889
675,University of IndonesiaIndonesiaCourses,"41,144",10.1,8%,60:40:00
676,University of IoanninaGreeceCourses,"22,492",44.3,3%,56:44:00
677,Iran University of Science and TechnologyIranCourses,"14,208",33.5,0%,31 : 69
678,ISCTE-University Institute of LisbonPortugalCourses,"8,866",25.2,13%,49:51:00
679,Isfahan University of TechnologyIranCourses,"9,816",20.7,1%,43:57:00
680,Istanbul Technical UniversityTurkeyCourses,"34,594",22.8,4%,34 : 66
681,Jadavpur UniversityIndiaCourses,"11,515",17.5,1%,32 : 68
682,Jagiellonian UniversityPolandCourses,"42,131",11.5,7%,67:33:00
683,Jaume I UniversitySpainCourses,"12,581",16.5,9%,58:42:00
684,University of JohannesburgSouth AfricaCoursesExplore,"25,515",24,9%,55:45:00
685,Juntendo UniversityJapanCourses,"4,407",3.8,2%,52:48:00
686,Kafrelsheikh UniversityEgyptCourses,"66,990",40.7,1%,51:49:00
687,Kansas State UniversityUnited StatesCoursesEnquire,"21,970",14.6,9%,50:50:00
688,Kazan Federal UniversityRussian FederationCourses,"26,021",10.8,11%,68:32:00
689,Universiti Kebangsaan MalaysiaMalaysiaCourses,"18,904",11.1,14%,60:40:00
690,Keio UniversityJapanCourses,"34,740",10.6,7%,35 : 65
691,Kindai UniversityJapanCourses,"32,322",13.5,2%,30 : 70
692,King Fahd University of Petroleum and MineralsSaudi ArabiaCourses,"6,427",6.3,18%,0.069444444
693,Kingston UniversityUnited KingdomCoursesEnquire,"16,545",20.3,36%,56:44:00
694,Kobe UniversityJapanCourses,"15,786",7.7,7%,35 : 65
695,Konkuk UniversitySouth KoreaCourses,"14,173",26.7,14%,59:41:00
696,University of Las Palmas de Gran CanariaSpainCourses,"18,532",16.4,7%,56:44:00
697,Lebanese American UniversityLebanonCourses,"7,734",13.6,19%,51:49:00
698,University of LeobenAustriaCourses,"3,103",6.1,16%,1.011805556
699,University of LincolnUnited KingdomCourses,"11,477",15.8,14%,55:45:00
700,University of LjubljanaSloveniaCourses,"40,834",15.2,5%,60:40:00
701,University of LorraineFranceCourses,"57,103",19,15%,52:48:00
702,Louisiana Tech UniversityUnited StatesCoursesEnquire,"11,138",27.4,4%,45:55:00
703,Mahidol UniversityThailandCoursesExplore,"28,611",10.2,4%,64:36:00
704,Manchester Metropolitan UniversityUnited KingdomCoursesEnquire,"27,732",15.4,16%,58:42:00
705,Mansoura UniversityEgyptCourses,"136,359",25,3%,54:46:00
706,Marquette UniversityUnited StatesCoursesEnquire,"10,494",12.3,5%,53:47:00
707,Masaryk UniversityCzech RepublicCourses,"33,243",21.5,21%,62:38:00
708,Mashhad University of Medical SciencesIranCourses,"9,015",10.6,2%,61:39:00
709,Middle East Technical UniversityTurkeyCourses,"27,294",32.2,6%,44:56:00
710,Miguel Hernández University of ElcheSpainCourses,"13,667",20.8,4%,50:50:00
711,University of MinhoPortugalCourses,"18,299",18.4,10%,54:46:00
712,Mississippi State UniversityUnited StatesCoursesEnquire,"23,609",18.6,3%,51:49:00
713,Monterrey Institute of TechnologyMexicoCoursesExplore,"14,215",16.1,11%,41:59:00
714,Nanjing Agricultural UniversityChinaCourses,"26,198",15.9,2%,55:45:00
715,Nanjing Medical UniversityChinaCourses,"13,707",9.1,5%,n/a
716,Nanjing Normal UniversityChinaCourses,"26,894",13.2,3%,70:30:00
717,Nanjing Tech UniversityChinaCourses,"31,846",14.2,1%,n/a
718,University of NantesFranceCourses,"36,520",24.5,10%,56:44:00
719,National Autonomous University of MexicoMexicoCourses,"162,018",13.6,6%,51:49:00
720,National Institute of Applied Sciences of Lyon (INSA Lyon)FranceCourses,"6,125",8.8,29%,32 : 68
721,National Institute of Technology RourkelaIndiaCourses,"6,010",20,4%,0.847916667
722,National University of Science and Technology (MISiS)Russian FederationCourses,"7,334",10.4,24%,38 : 62
723,National Sun Yat-Sen UniversityTaiwanCourses,"9,522",14.9,5%,39 : 61
724,National Taiwan Normal UniversityTaiwanCoursesExplore,"10,621",12.6,26%,56:44:00
725,"University of Nevada, Las VegasUnited StatesCoursesEnquire","25,120",26.1,5%,56:44:00
726,New Mexico State University (Main campus)United StatesCoursesEnquire,"13,329",17.3,8%,53:47:00
727,Nippon Medical SchoolJapanCourses,837,6.3,1%,33 : 67
728,University of North Carolina at GreensboroUnited StatesCoursesEnquire,"18,593",24.9,3%,66:34:00
729,Northeast Normal UniversityChinaCourses,"25,325",16.2,2%,72:28:00
730,Northwestern Polytechnical UniversityChinaCoursesExplore,"27,423",13.6,3%,26 : 74
731,Nottingham Trent UniversityUnited KingdomCoursesEnquire,"23,462",15.9,19%,57:43:00
732,Old Dominion UniversityUnited StatesCoursesEnquire,"19,064",19.3,3%,54:46:00
733,Open University of CataloniaSpainCourses,"20,133",54.6,3%,55:45:00
734,Otto von Guericke University of MagdeburgGermanyCourses,"14,427",12.1,16%,43:57:00
735,University of OviedoSpainCourses,"18,689",10.8,3%,52:48:00
736,Palacký University OlomoucCzech RepublicCourses,"17,968",11.5,12%,69:31:00
737,Panjab UniversityIndiaCourses,"18,360",21.5,1%,47:53:00
738,University of PécsHungaryCoursesExplore,"17,456",13.3,18%,58:42:00
739,Peter the Great St Petersburg Polytechnic UniversityRussian FederationCoursesExplore,"18,420",8.8,24%,40 : 60
740,Polytechnic Institute of PortoPortugalCourses,"18,215",17,6%,46:54:00
741,Polytechnic University of ValenciaSpainCourses,"21,945",9.4,13%,38 : 62
742,Pontifical Catholic University of ChileChileCourses,"27,485",15.2,7%,n/a
743,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)BrazilCourses,"15,415",18.7,6%,52:48:00
744,Portland State UniversityUnited StatesCoursesEnquire,"20,666",18.4,9%,54:46:00
745,University of PretoriaSouth AfricaCoursesExplore,"35,687",23.2,8%,56:44:00
746,Pusan National UniversitySouth KoreaCoursesExplore,"24,409",18.4,11%,47:53:00
747,Université du QuébecCanadaCoursesEnquire,"54,198",20.2,10%,57:43:00
748,University of ReginaCanadaCoursesExplore,"12,585",22.5,15%,60:40:00
749,University of Rennes 1FranceCourses,"27,685",17.4,11%,53:47:00
750,Rikkyo UniversityJapanCourses,"20,542",24.7,3%,52:48:00
751,Rochester Institute of TechnologyUnited StatesCoursesEnquire,"14,200",16.2,18%,34 : 66
752,Roskilde UniversityDenmarkCourses,"6,109",16.1,10%,63:37:00
753,RUDN UniversityRussian FederationCourses,"19,350",10.8,25%,58:42:00
754,Universiti Sains MalaysiaMalaysiaCourses,"21,394",11.2,13%,65:35:00
755,University of SalamancaSpainCourses,"29,243",17.7,15%,58:42:00
756,University of SalfordUnited KingdomCoursesEnquire,"15,947",18.8,25%,51:49:00
757,University of San DiegoUnited StatesCoursesEnquire,"7,671",13,8%,56:44:00
758,University of Santiago de CompostelaSpainCourses,"26,118",15.2,8%,62:38:00
759,University of SassariItalyCourses,"12,227",21.2,1%,61:39:00
760,University of SevilleSpainCourses,"55,395",19.4,7%,54:46:00
761,Sharif University of TechnologyIranCourses,"9,435",19,0%,26 : 74
762,Shenzhen UniversityChinaCoursesExplore,"34,095",17.2,1%,47:53:00
763,Université de SherbrookeCanadaCoursesEnquire,"15,148",12.7,8%,55:45:00
764,Shiraz University of TechnologyIranCourses,"1,512",14.5,0%,36 : 64
765,Sichuan UniversityChinaCourses,"59,998",13.8,3%,50:50:00
766,Sogang UniversitySouth KoreaCourses,"9,636",22.2,8%,43:57:00
767,University of South AlabamaUnited StatesCoursesEnquire,"14,391",15,6%,61:39:00
768,University of South DakotaUnited StatesCoursesEnquire,"15,570",35.3,3%,61:39:00
769,University of Southern QueenslandAustraliaCourses,"11,815",26.4,16%,58:42:00
770,University of SplitCroatiaCourses,"20,093",28.3,2%,n/a
771,Suez Canal UniversityEgyptCourses,"39,113",12.5,1%,62:38:00
772,University of the Sunshine CoastAustraliaCoursesExplore,"8,915",29.2,16%,64:36:00
773,University of SzegedHungaryCourses,"20,388",13.1,14%,57:43:00
774,University of TabrizIranCourses,"23,480",29.9,0%,50:50:00
775,Tallinn University of TechnologyEstoniaCourses,"10,431",20.8,15%,43:57:00
776,Technical University of MadridSpainCourses,"39,269",13.2,13%,32 : 68
777,University of Technology of CompiègneFranceCourses,"4,254",15.9,24%,37 : 63
778,University of TehranIranCourses,"55,645",25.7,2%,43:57:00
779,Tehran University of Medical SciencesIranCourses,"12,230",7.2,6%,58:42:00
780,Universiti Teknologi MalaysiaMalaysiaCourses,"17,726",10.9,17%,52:48:00
781,Universiti Teknologi PetronasMalaysiaCourses,"6,448",16.5,21%,33 : 67
782,University of Texas at ArlingtonUnited StatesCoursesEnquire,"27,061",23.8,15%,55:45:00
783,University of Texas at El PasoUnited StatesCoursesEnquire,"16,744",23.6,8%,53:47:00
784,Texas Tech UniversityUnited StatesCoursesEnquire,"32,486",22.2,9%,46:54:00
785,Tezpur UniversityIndiaCourses,"3,454",12.4,0%,38 : 62
786,University of Trás-os-Montes and Alto DouroPortugalCourses,"6,770",12.4,4%,57:43:00
787,Ulster UniversityUnited KingdomCoursesEnquire,"17,919",18.9,8%,56:44:00
788,University of VigoSpainCourses,"19,699",17,6%,50:50:00
789,University of WarsawPolandCourses,"49,752",14,9%,65:35:00
790,Waseda UniversityJapanCourses,"49,761",16,10%,37 : 63
791,University of the West of EnglandUnited KingdomCoursesEnquire,"20,893",18,20%,53:47:00
792,University of the Western CapeSouth AfricaCourses,"21,246",32.4,8%,60:40:00
793,Western Washington UniversityUnited StatesCoursesEnquire,"13,726",17.7,1%,57:43:00
794,University of WestminsterUnited KingdomCoursesEnquire,"16,966",18.1,47%,59:41:00
795,West Virginia UniversityUnited StatesCoursesEnquire,"23,689",16.8,8%,47:53:00
796,University of WindsorCanadaCoursesEnquire,"13,427",24.8,18%,n/a
797,University of WolverhamptonUnited KingdomCoursesEnquire,"15,468",20.4,21%,59:41:00
798,Yeungnam UniversitySouth KoreaCourses,"20,389",14.5,5%,50:50:00
799,Yokohama City UniversityJapanCourses,"4,910",3.7,2%,56:44:00
800,University of ZaragozaSpainCourses,"28,008",10.3,4%,54:46:00
801,Acharya Nagarjuna UniversityIndiaCourses,"4,730",13.4,5%,35 : 65
802,University of A CoruñaSpainCourses,"15,159",11.4,2%,52:48:00
803,"Adam Mickiewicz University, PoznańPolandCourses","37,630",14,2%,70:30:00
804,AGH University of Science and TechnologyPolandCourses,"31,252",14.1,2%,n/a
805,"University of Agriculture, FaisalabadPakistanCourses","22,178",32,0%,42:58:00
806,Aichi Medical UniversityJapanCourses,"1,272",2.9,1%,60:40:00
807,Ajou UniversitySouth KoreaCourses,"11,349",10,5%,36 : 64
808,Alexandria UniversityEgyptCourses,"175,270",25,3%,54:46:00
809,Al-Farabi Kazakh National UniversityKazakhstanCourses,"16,931",4.6,14%,56:44:00
810,University of AlicanteSpainCourses,"27,639",19,9%,58:42:00
811,Aligarh Muslim UniversityIndiaCourses,"17,884",14.3,2%,32 : 68
812,University of AlmeríaSpainCourses,"12,883",19.2,7%,56:44:00
813,American University of SharjahUnited Arab EmiratesCourses,"5,769",14.2,84%,49:51:00
814,Anadolu UniversityTurkeyCourses,"1,413,003",865.8,1%,44:56:00
815,"Asia University, TaiwanTaiwanCourses","12,320",26,3%,58:42:00
816,Atılım UniversityTurkeyCoursesExplore,"7,624",13.7,7%,40 : 60
817,Austral University of ChileChileCourses,"14,873",16.7,2%,49:51:00
818,Universidad Autónoma de QuerétaroMexicoCourses,"21,812",36.8,1%,56:44:00
819,Azarbaijan Shahid Madani UniversityIranCourses,"6,322",23.9,0%,65:35:00
820,Babeş-Bolyai UniversityRomaniaCourses,"36,888",24.5,2%,64:36:00
821,University of BaghdadIraqCourses,"66,948",10.2,0%,58:42:00
822,Bandung Institute of Technology (ITB)IndonesiaCourses,"18,643",11.8,2%,41:59:00
823,Bauman Moscow State Technical UniversityRussian FederationCourses,"20,510",3.9,7%,25 : 75
824,University of BedfordshireUnited KingdomCoursesEnquire,"10,683",18.8,32%,62:38:00
825,Beijing Jiaotong UniversityChinaCourses,"25,110",13.4,7%,n/a
826,University of BéjaïaAlgeriaCourses,"42,689",25.8,0%,61:39:00
827,Belgorod State National Research UniversityRussian FederationCourses,"13,883",12.9,15%,67:33:00
828,University of BelgradeSerbiaCourses,"99,760",21.1,5%,61:39:00
829,"Birla Institute of Technology and Science, PilaniIndiaCourses","12,612",17.2,0%,0.847916667
830,University of BrasíliaBrazilCourses,"52,039",18.4,2%,51:49:00
831,Brno University of TechnologyCzech RepublicCourses,"21,522",20.8,21%,28 : 72
832,University of BucharestRomaniaCourses,"31,388",24.2,2%,70:30:00
833,Budapest University of Technology and EconomicsHungaryCourses,"19,499",17.6,7%,30 : 70
834,University of BurgosSpainCourses,"7,394",13.4,3%,56:44:00
835,Cairo UniversityEgyptCourses,"233,999",42.1,2%,47:53:00
836,"California Polytechnic State University, San Luis ObispoUnited StatesCoursesEnquire","19,461",20.1,2%,48:52:00
837,Capital Medical UniversityChinaCourses,"12,826",7.1,5%,68:32:00
838,University of Castilla-La ManchaSpainCoursesExplore,"23,309",13.6,6%,56:44:00
839,University of Central LancashireUnited KingdomCoursesEnquire,"18,389",16.4,18%,57:43:00
840,University of Cergy-PontoiseFranceCourses,"17,161",19.1,15%,56:44:00
841,"University of Chemistry and Technology, PragueCzech RepublicCourses","4,312",10,20%,62:38:00
842,Chiang Mai UniversityThailandCourses,"36,635",16.2,1%,61:39:00
843,"China University of Geosciences, WuhanChinaCourses","28,652",17.2,3%,n/a
844,China University of Mining and TechnologyChinaCourses,"45,518",18.8,2%,30 : 70
845,"China University of Petroleum, BeijingChinaCourses","15,127",18.9,4%,n/a
846,China Pharmaceutical UniversityChinaCourses,"15,646",17,2%,n/a
847,Chongqing UniversityChinaCourses,"47,031",17,4%,n/a
848,Chonnam National UniversitySouth KoreaCoursesExplore,"23,261",17.1,5%,49:51:00
849,Chulalongkorn UniversityThailandCoursesExplore,"36,781",12.3,2%,59:41:00
850,Chung Yuan Christian UniversityTaiwanCourses,"16,034",33,11%,43:57:00
851,Comenius University in BratislavaSlovakiaCourses,"21,376",10.4,12%,67:33:00
852,Czech University of Life Sciences Prague (CULS)Czech RepublicCourses,"17,094",20.5,19%,54:46:00
853,Czech Technical University in PragueCzech RepublicCourses,"20,387",13.1,18%,31 : 69
854,University of DebrecenHungaryCoursesExplore,"26,752",17,16%,56:44:00
855,De La Salle UniversityPhilippinesCoursesExplore,"17,679",19.3,3%,52:48:00
856,University of DerbyUnited KingdomCoursesEnquire,"12,500",14.9,13%,56:44:00
857,Dublin Institute of TechnologyIrelandCourses,"15,288",21,20%,42:58:00
858,East Carolina UniversityUnited StatesCoursesEnquire,"25,297",14.1,2%,59:41:00
859,University of East LondonUnited KingdomCoursesEnquire,"10,639",16.9,32%,63:37:00
860,Edge Hill UniversityUnited KingdomCoursesEnquire,"12,025",14.6,5%,68:32:00
861,Erciyes UniversityTurkeyCourses,"38,308",26.7,3%,47:53:00
862,University of ÉvoraPortugalCourses,"7,254",13.9,12%,55:45:00
863,Fayoum UniversityEgyptCourses,"30,087",15,0%,39 : 61
864,Universidade Federal do ABC (UFABC)BrazilCourses,"14,320",20.9,1%,26 : 74
865,Universidade Federal da BahiaBrazilCourses,"32,614",12.7,1%,52:48:00
866,Federal University of PelotasBrazilCourses,"18,700",14,1%,56:44:00
867,Universidade Federal de Santa CatarinaBrazilCourses,"37,964",16.7,3%,49:51:00
868,Federal University of São CarlosBrazilCourses,"18,258",14.6,2%,49:51:00
869,Ferdowsi University of MashhadIranCourses,"23,334",28.4,5%,57:43:00
870,Ferhat Abbas Sétif University 1AlgeriaCourses,"32,283",21.9,1%,62:38:00
871,Florida Atlantic UniversityUnited StatesCoursesEnquire,"23,449",18.7,11%,60:40:00
872,Florida Institute of TechnologyUnited StatesCoursesEnquire,"5,483",13.8,36%,34 : 66
873,University of La FronteraChileCourses,"10,310",26.5,0%,44:56:00
874,Fu Jen Catholic UniversityTaiwanCourses,"23,161",18.9,8%,58:42:00
875,Gebze Technical UniversityTurkeyCourses,"6,620",25.4,2%,34 : 66
876,University of GhanaGhanaCourses,"37,010",24.6,2%,44:56:00
877,University of GuilanIranCourses,"16,525",27.4,0%,56:44:00
878,Hamamatsu University School of MedicineJapanCourses,"1,205",3.8,1%,49:51:00
879,Hyogo College of MedicineJapanCourses,878,1.9,1%,36 : 64
880,Indian Institute of Science Education and Research KolkataIndiaCourses,"1,199",12.5,0%,27 : 73
881,Indian Institute of Technology (Indian School of Mines) DhanbadIndiaCourses,"7,370",23,1%,0.643055556
882,Universidad Industrial de Santander (UIS)ColombiaCourses,"20,014",23.9,0%,46:54:00
883,Inha UniversitySouth KoreaCourses,"19,384",23.7,5%,39 : 61
884,Iran University of Medical SciencesIranCourses,"8,600",8.4,3%,50:50:00
885,University of IsfahanIranCourses,"12,900",19.8,1%,59:41:00
886,Istanbul UniversityTurkeyCourses,"93,109",44.7,8%,48:52:00
887,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-NapocaRomaniaCourses,"7,121",6.9,33%,64:36:00
888,University of JaénSpainCourses,"15,728",19.2,8%,55:45:00
889,Jamia Millia IslamiaIndiaCourses,"11,902",10.9,2%,42:58:00
890,Jeonbuk National UniversitySouth KoreaCoursesExplore,"21,221",20.6,4%,45:55:00
891,Jiangsu UniversityChinaCoursesExplore,"34,251",9.5,4%,42:58:00
892,Jikei University School of MedicineJapanCourses,"1,041",0.9,0%,46:54:00
893,Jilin UniversityChinaCoursesExplore,"69,305",10.7,3%,48:52:00
894,Jinan UniversityChinaCoursesExplore,"35,904",14.4,28%,59:41:00
895,The University of JordanJordanCourses,"31,305",16.7,15%,66:34:00
896,Kagawa UniversityJapanCourses,"6,426",9.5,2%,40 : 60
897,Kanazawa UniversityJapanCourses,"10,430",10.4,5%,36 : 64
898,Kansai Medical UniversityJapanCourses,845,1.2,2%,37 : 63
899,Kaohsiung Medical UniversityTaiwanCourses,"6,896",12,7%,56:44:00
900,King Mongkut’s University of Technology ThonburiThailandCourses,"16,410",22.3,1%,47:53:00
901,K.N. Toosi University of TechnologyIranCourses,"6,646",21.6,1%,33 : 67
902,Kochi UniversityJapanCourses,"5,563",8.2,2%,45:55:00
903,Kumamoto UniversityJapanCourses,"10,237",7.7,7%,37 : 63
904,Kuwait UniversityKuwaitCourses,"37,207",22,14%,73:27:00
905,Kyungpook National UniversitySouth KoreaCoursesExplore,"24,981",20.4,6%,44:56:00
906,Kyushu Institute of Technology (Kyutech)JapanCourses,"5,723",16.4,4%,0.602083333
907,University of LatviaLatviaCourses,"15,197",13.6,5%,63:37:00
908,Leeds Beckett UniversityUnited KingdomCoursesEnquire,"20,099",20,13%,50:50:00
909,University of MariborSloveniaCourses,"12,571",14.4,5%,54:46:00
910,University of Marrakech Cadi AyyadMoroccoCourses,"85,610",55.6,1%,48:52:00
911,University of MazandaranIranCourses,"13,164",36.2,2%,64:36:00
912,Metropolitan Autonomous UniversityMexicoCourses,"57,742",20.1,0%,48:52:00
913,Mohammed V University of RabatMoroccoCourses,"75,254",33.1,4%,56:44:00
914,University of MurciaSpainCoursesExplore,"30,233",18.1,7%,61:39:00
915,Nagasaki UniversityJapanCourses,"9,144",6.9,4%,37 : 63
916,Nagoya City UniversityJapanCourses,"4,385",7.5,3%,52:48:00
917,National Central UniversityTaiwanCourses,"11,277",9.7,10%,34 : 66
918,National Chengchi UniversityTaiwanCourses,"14,670",17.8,16%,57:43:00
919,National Chung Hsing UniversityTaiwanCourses,"15,163",15.5,4%,39 : 61
920,National University of CuyoArgentinaCourses,"45,269",10.1,8%,58:42:00
921,National Dong Hwa UniversityTaiwanCoursesExplore,"10,154",17.9,9%,50:50:00
922,"National Institute of Technology, TiruchirappalliIndiaCourses","5,981",18.5,7%,1.011805556
923,National University of San MartínArgentinaCourses,"14,981",15.6,5%,66:34:00
924,National University of Sciences and TechnologyPakistanCourses,"10,446",7.6,3%,35 : 65
925,National Taipei UniversityTaiwanCourses,"8,580",16.9,4%,54:46:00
926,National Taipei University of TechnologyTaiwanCoursesExplore,"10,092",16.3,8%,26 : 74
927,National Taiwan Ocean UniversityTaiwanCourses,"8,707",21.9,7%,31 : 69
928,Niigata UniversityJapanCoursesExplore,"12,430",7.9,4%,38 : 62
929,Normandy UniversityFranceCoursesVerify Documents,"66,189",20.7,11%,n/a
930,Northeastern UniversityChinaCourses,"33,718",14.4,4%,n/a
931,University of Northern British Columbia (UNBC)CanadaCoursesEnquire,"2,684",14.2,9%,60:40:00
932,Northwest UniversityChinaCourses,"23,155",14.4,3%,56:44:00
933,NorthWest A&F UniversityChinaCourses,"29,666",15.5,1%,48:52:00
934,Novosibirsk State Technical UniversityRussian FederationCourses,"12,643",11.6,17%,43:57:00
935,Oakland UniversityUnited StatesCoursesEnquire,"15,927",19.3,3%,58:42:00
936,Ocean University of ChinaChinaCourses,"32,161",17.6,3%,52:48:00
937,Okayama UniversityJapanCourses,"13,189",7.9,4%,39 : 61
938,Osaka City UniversityJapanCourses,"8,325",8.8,4%,36 : 64
939,Osmania UniversityIndiaCourses,"12,017",16.3,3%,29 : 71
940,University of OstravaCzech RepublicCourses,"9,382",20.4,7%,70:30:00
941,Pablo de Olavide UniversitySpainCourses,"12,025",15.2,17%,60:40:00
942,Paris Nanterre UniversityFranceCourses,"32,735",35,17%,62:38:00
943,University of PatrasGreeceCourses,"26,098",29.9,4%,49:51:00
944,Pondicherry UniversityIndiaCourses,"6,185",17,0%,38 : 62
945,Pontifical Catholic University of PeruPeruCourses,"22,322",7,3%,47:53:00
946,Pontifical Catholic University of Rio Grande do Sul (PUCRS)BrazilCourses,"19,398",23.2,0%,50:50:00
947,Universiti Putra MalaysiaMalaysiaCourses,"23,853",10.2,20%,64:36:00
948,University Rey Juan CarlosSpainCourses,"36,643",26.6,14%,58:42:00
949,Riga Technical UniversityLatviaCourses,"10,564",26.6,10%,34 : 66
950,Robert Gordon UniversityUnited KingdomCoursesEnquire,"9,406",18,23%,61:39:00
951,University of RoehamptonUnited KingdomCoursesEnquire,"7,692",17.1,29%,72:28:00
952,Saitama UniversityJapanCourses,"8,602",13.7,5%,33 : 67
953,Samara National Research University (Samara University)Russian FederationCoursesExplore,"9,934",10.3,7%,51:49:00
954,Universidade Estadual Paulista (Unesp)BrazilCourses,"30,718",9.7,4%,49:51:00
955,Sapporo Medical UniversityJapanCourses,"1,332",3.5,0%,41:59:00
956,University of Science and Technology BeijingChinaCourses,"24,090",14.9,4%,36 : 64
957,University of SeoulSouth KoreaCourses,"8,857",16.8,5%,n/a
958,University of SfaxTunisiaCourses,"33,185",14.4,1%,67:33:00
959,Shahid Beheshti UniversityIranCourses,"18,263",21.3,1%,52:48:00
960,Shahid Beheshti University of Medical SciencesIranCourses,"12,604",9,1%,62:38:00
961,Shanghai UniversityChinaCourses,"36,382",13.4,6%,47:53:00
962,Shantou UniversityChinaCourses,"9,981",11,1%,51:49:00
963,University of SharjahUnited Arab EmiratesCourses,"13,957",23.1,63%,65:35:00
964,Sheffield Hallam UniversityUnited KingdomCoursesEnquire,"24,924",16.6,14%,55:45:00
965,Shinshu UniversityJapanCourses,"10,700",9.9,3%,32 : 68
966,Shiraz UniversityIranCourses,"13,861",20.7,0%,49:51:00
967,Sidi Mohamed Ben Abdellah UniversityMoroccoCourses,"94,163",63.2,2%,40 : 60
968,Sohag UniversityEgyptCourses,"48,895",28.2,0%,58:42:00
969,Southern Medical UniversityChinaCourses,"18,658",6.5,5%,59:41:00
970,University of South WalesUnited KingdomCoursesEnquire,"16,500",17.5,20%,52:48:00
971,Sri Venkateswara UniversityIndiaCourses,"7,747",17.3,0%,40 : 60
972,Staffordshire UniversityUnited KingdomCoursesExplore,"9,456",15.3,14%,50:50:00
973,Sultan Qaboos UniversityOmanCourses,"7,624",8.9,3%,50:50:00
974,Suranaree University of TechnologyThailandCourses,"15,068",31.9,1%,54:46:00
975,University of TalcaChileCourses,"10,628",23.6,1%,52:48:00
976,Tanta UniversityEgyptCourses,"138,971",28.2,2%,56:44:00
977,Teesside UniversityUnited KingdomCoursesEnquire,"11,580",17.9,12%,56:44:00
978,Universiti Tenaga Nasional (UNITEN)MalaysiaCourses,"7,893",17.7,7%,40 : 60
979,Texas State UniversityUnited StatesCoursesEnquire,"31,120",19.7,1%,58:42:00
980,Thapar UniversityIndiaCourses,"7,503",15.5,1%,28 : 72
981,Toho UniversityJapanCourses,"5,096",13.4,0%,50:50:00
982,Tokushima UniversityJapanCourses,"7,566",8.8,2%,35 : 65
983,Tokyo University of Agriculture and TechnologyJapanCourses,"5,795",14.9,6%,30 : 70
984,Tokyo Medical UniversityJapanCourses,"1,333",1.5,0%,50:50:00
985,Tokyo University of ScienceJapanCoursesExplore,"19,162",24.8,2%,0.929861111
986,Toyohashi University of Technology (TUT)JapanCourses,"2,350",9.9,7%,0.438194444
987,Tribhuvan UniversityNepalCourses,"359,377",44.6,0%,44:56:00
988,Tshwane University of TechnologySouth AfricaCourses,"42,846",32.3,2%,52:48:00
989,Universiti Utara MalaysiaMalaysiaCourses,"13,171",12.1,23%,65:35:00
990,Vilnius UniversityLithuaniaCourses,"16,773",11.6,8%,65:35:00
991,VIT UniversityIndiaCourses,"30,941",17.9,3%,27 : 73
992,Warsaw University of TechnologyPolandCourses,"31,672",13.4,5%,34 : 66
993,Wuhan University of TechnologyChinaCourses,"50,924",14,3%,30 : 70
994,Xiangtan UniversityChinaCoursesExplore,"30,928",21.2,1%,53:47:00
995,Xidian UniversityChinaCourses,"33,258",17.4,2%,29 : 71
996,Yamagata UniversityJapanCourses,"8,955",8.6,1%,35 : 65
997,University of YamanashiJapanCourses,"4,725",6.4,4%,31 : 69
998,Yangzhou UniversityChinaCoursesExplore,"36,362",16,3%,55:45:00
999,Yokohama National UniversityJapanCourses,"9,972",12.6,7%,29 : 71
1000,University of ZagrebCroatiaCourses,"66,967",18.7,1%,50:50:00
1001,Ain Shams UniversityEgyptCourses,"171,700",17.4,3%,52:48:00
1002,Akdeniz UniversityTurkeyCourses,"50,491",32,3%,55:45:00
1003,Akita UniversityJapanCourses,"5,074",9.2,4%,35 : 65
1004,Al-Azhar UniversityEgyptCourses,"318,158",41.9,5%,44:56:00
1005,Alexandru Ioan Cuza UniversityRomaniaCourses,"23,255",19.1,6%,65:35:00
1006,Alzahra UniversityIranCourses,"10,590",24.4,1%,100:00:00
1007,Amity UniversityIndiaCourses,"27,278",14,5%,43:57:00
1008,"University of the Andes, VenezuelaVenezuelaCourses","47,565",19,0%,62:38:00
1009,Andhra UniversityIndiaCourses,"9,752",16.8,4%,51:49:00
1010,Universidad Andrés Bello (UNAB)ChileCourses,"44,436",23.5,1%,52:48:00
1011,Ankara UniversityTurkeyCourses,"69,324",18,4%,52:48:00
1012,Annamalai UniversityIndiaCourses,"27,369",14.1,2%,42:58:00
1013,University of AntioquiaColombiaCourses,"40,505",23.3,0%,51:49:00
