Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
667,Guangdong University of TechnologyChinaCourses,"43,332",19.3,0%,29 : 71
668,University of HaifaIsraelCourses,"16,228",9.5,6%,66:34:00
669,Hamburg University of TechnologyGermanyCourses,"5,127",34.2,24%,27 : 73
670,Huazhong Agricultural UniversityChinaCourses,"26,498",16.8,2%,54:46:00
671,University of HuddersfieldUnited KingdomCoursesEnquire,"14,968",21.8,26%,55:45:00
672,University of IdahoUnited StatesCoursesEnquire,"9,779",17.3,8%,49:51:00
673,IDC HerzliyaIsraelCourses,"6,773",45.8,25%,51:49:00
674,"Indian Institute of Science Education and Research, PuneIndiaCourses","1,418",10.4,0%,33 : 67
675,Indian Institute of Science Education and Research KolkataIndiaCourses,"1,442",13.7,0%,26 : 74
676,Indian Institute of Technology GandhinagarIndiaCourses,"1,419",13.1,0%,1.011805556
677,Indian Institute of Technology HyderabadIndiaCourses,"2,350",13.1,0%,0.888888889
678,Indraprastha Institute of Information Technology DelhiIndiaCourses,"1,332",17.1,1%,25 : 75
679,Universitat Internacional de CatalunyaSpainCourses,"4,121",11.6,26%,62:38:00
680,University of International Business and EconomicsChinaCourses,"15,707",16.8,17%,68:32:00
681,University of IoanninaGreeceCourses,"22,956",47.4,4%,56:44:00
682,ISCTE-University Institute of LisbonPortugalCourses,"8,868",23.3,12%,50:50:00
683,Isfahan University of TechnologyIranCourses,"9,373",21.8,1%,48:52:00
684,Jamia Millia IslamiaIndiaCourses,"10,717",9.6,3%,41:59:00
685,Jaume I UniversitySpainCourses,"11,763",15.1,9%,58:42:00
686,Jawaharlal Nehru UniversityIndiaCourses,"7,821",13.8,4%,50:50:00
687,Jiangsu Normal UniversityChinaCourses,"22,372",14.1,3%,n/a
688,Jikei University School of MedicineJapanCourses,"1,090",0.9,0%,49:51:00
689,Jinan UniversityChinaCoursesExplore,"35,812",14.1,29%,59:41:00
690,University of JohannesburgSouth AfricaCoursesExplore,"27,660",25,15%,54:46:00
691,Johannes Kepler University of LinzAustriaCourses,"6,193",10.3,12%,51:49:00
692,Kafrelsheikh UniversityEgyptCourses,"88,281",36.2,1%,52:48:00
693,University of KaiserslauternGermanyCoursesVerify Documents,"14,833",51.5,20%,39 : 61
694,Kansai Medical UniversityJapanCourses,841,1.1,3%,38 : 62
695,Kansas State UniversityUnited StatesCoursesEnquire,"21,036",14.1,8%,50:50:00
696,Kazan Federal UniversityRussian FederationCourses,"25,940",9.7,25%,68:32:00
697,Universiti Kebangsaan MalaysiaMalaysiaCourses,"17,601",10.3,16%,57:43:00
698,Keio UniversityJapanCourses,"34,498",10,9%,37 : 63
699,King George’s Medical UniversityIndiaCourses,"2,934",6.9,0%,46:54:00
700,Kobe UniversityJapanCourses,"15,676",9.9,8%,35 : 65
701,Konkuk UniversitySouth KoreaCourses,"12,047",22.8,17%,51:49:00
702,University of KurdistanIranCourses,"10,555",31,3%,54:46:00
703,University of LagosNigeriaCourses,"34,514",19.9,0%,49:51:00
704,Lakehead UniversityCanadaCoursesExplore,"8,060",24.6,16%,54:46:00
705,University of La LagunaSpainCourses,"18,300",12.7,4%,58:42:00
706,University of LatviaLatviaCourses,"12,007",31.7,7%,70:30:00
707,Lehigh UniversityUnited StatesCoursesEnquireAdmissions Support,"6,545",11,19%,45:55:00
708,University of LilleFranceCourses,"68,393",28.5,14%,57:43:00
709,Lincoln UniversityNew ZealandCoursesEnquire,"2,511",13.8,42%,50:50:00
710,University of LleidaSpainCourses,"8,702",14.2,9%,60:40:00
711,University of LorraineFranceCourses,"59,690",19.5,16%,52:48:00
712,Mae Fah Luang UniversityThailandCourses,"14,218",22.9,5%,72:28:00
713,Mahatma Gandhi UniversityIndiaCourses,"1,653",17.6,1%,68:32:00
714,Mahidol UniversityThailandCoursesExplore,"29,296",9.7,4%,64:36:00
715,University of MaltaMaltaCourses,"10,122",14.4,10%,58:42:00
716,Manchester Metropolitan UniversityUnited KingdomCoursesEnquire,"28,375",15.1,17%,58:42:00
717,Marche Polytechnic UniversityItalyCourses,"10,550",19.8,5%,47:53:00
718,"University of Maryland, Baltimore CountyUnited StatesCoursesEnquire","11,808",18.6,8%,45:55:00
719,Masaryk UniversityCzech RepublicCourses,"31,107",19.6,22%,62:38:00
720,Massey UniversityNew ZealandCoursesEnquire,"18,664",16.5,32%,63:37:00
721,Metropolitan Autonomous UniversityMexicoCourses,"58,623",20.2,0%,48:52:00
722,Miguel Hernández University of ElcheSpainCourses,"11,695",17,6%,48:52:00
723,University of Missouri-St LouisUnited StatesCoursesEnquire,"6,777",15.5,5%,58:42:00
724,University of Mohaghegh ArdabiliIranCourses,"10,427",27.2,0%,54:46:00
725,Montana State UniversityUnited StatesCoursesEnquire,"14,153",17.6,3%,47:53:00
726,Monterrey Institute of TechnologyMexicoCoursesExplore,"14,683",15.1,10%,42:58:00
727,University of NairobiKenyaCourses,"84,000",37.6,0%,31 : 69
728,Nanjing Agricultural UniversityChinaCourses,"26,368",16.3,3%,57:43:00
729,Nanjing University of Information Science and TechnologyChinaCourses,"25,567",16.7,4%,n/a
730,Nanjing Medical UniversityChinaCourses,"19,949",11,5%,n/a
731,Nanjing Tech UniversityChinaCourses,"34,424",13.8,2%,n/a
732,University of NantesFranceCourses,"36,559",24.2,11%,56:44:00
733,National Institute of Applied Sciences of Lyon (INSA Lyon)FranceCourses,"6,292",19.6,28%,34 : 66
734,National University of Science and Technology (MISiS)Russian FederationCourses,"7,168",10.8,26%,40 : 60
735,National Taiwan Normal UniversityTaiwanCoursesExplore,"9,854",10.9,26%,n/a
736,National Technical University of AthensGreeceCourses,"14,419",20.4,7%,33 : 67
737,"University of Nevada, Las VegasUnited StatesCoursesEnquire","25,690",22.4,5%,57:43:00
738,New Mexico State University (Main campus)United StatesCoursesEnquire,"12,400",16.3,7%,55:45:00
739,Nippon Medical SchoolJapanCourses,850,0.9,0%,34 : 66
740,University of North Carolina at GreensboroUnited StatesCoursesEnquire,"19,105",21.5,4%,66:34:00
741,Norwegian University of Life SciencesNorwayCourses,"5,860",6.8,20%,59:41:00
742,Nottingham Trent UniversityUnited KingdomCoursesEnquire,"25,862",14.7,20%,58:42:00
743,Novosibirsk State UniversityRussian FederationCourses,"7,043",6.2,20%,n/a
744,Ohio University (Main campus)United StatesCoursesEnquire,"24,729",23,5%,56:44:00
745,The Open UniversityUnited KingdomCoursesEnquire,"59,908",31.1,8%,63:37:00
746,Open University of CataloniaSpainCourses,"24,756",86.2,5%,56:44:00
747,Oxford Brookes UniversityUnited KingdomCoursesEnquire,"13,591",15.2,26%,59:41:00
748,Ozyegin UniversityTurkeyCourses,"6,280",19.1,4%,43:57:00
749,Palacký University OlomoucCzech RepublicCourses,"17,337",13.8,13%,69:31:00
750,University of PalermoItalyCourses,"29,820",20.7,1%,58:42:00
751,Panjab UniversityIndiaCourses,"19,006",20.3,1%,49:51:00
752,Panthéon-Sorbonne University – Paris 1FranceCourses,"33,714",27.2,21%,60:40:00
753,University of ParmaItalyCourses,"26,046",29.8,6%,56:44:00
754,Parthenope University of NaplesItalyCourses,"12,106",35.9,2%,43:57:00
755,University of PécsHungaryCoursesExplore,"16,798",11.7,24%,57:43:00
756,Universitat Politècnica de CatalunyaSpainCourses,"22,824",10,13%,27 : 73
757,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)BrazilCourses,"14,999",19.5,4%,51:49:00
758,University of PretoriaSouth AfricaCoursesExplore,"35,387",23.1,7%,57:43:00
759,Universiti Putra MalaysiaMalaysiaCourses,"19,937",12.1,25%,61:39:00
760,Université du QuébecCanadaCoursesEnquire,"53,354",19.7,12%,56:44:00
761,University of Rennes 1FranceCourses,"28,137",18.5,11%,53:47:00
762,University of Rhode IslandUnited StatesCoursesEnquire,"16,254",15,3%,58:42:00
763,University of Rome IIIItalyCourses,"32,361",49.9,5%,59:41:00
764,Roskilde UniversityDenmarkCourses,"6,305",17.4,13%,64:36:00
765,Rovira i Virgili UniversitySpainCourses,"12,562",12.3,12%,60:40:00
766,Ryerson UniversityCanadaCoursesExplore,"34,510",42.8,5%,55:45:00
767,Universiti Sains MalaysiaMalaysiaCourses,"21,039",10.7,14%,64:36:00
768,Saint Petersburg State UniversityRussian FederationCourses,"21,865",7.1,15%,63:37:00
769,University of SalentoItalyCourses,"12,462",20.9,1%,63:37:00
770,San Diego State UniversityUnited StatesCoursesEnquire,"31,109",29.9,8%,55:45:00
771,Savitribai Phule Pune UniversityIndiaCourses,"6,182",12.9,3%,60:40:00
772,Shahid Beheshti UniversityIranCourses,"18,438",21.2,2%,51:49:00
773,Shahid Beheshti University of Medical SciencesIranCourses,"12,361",8.6,3%,59:41:00
774,Shandong UniversityChinaCourses,"43,643",13.3,7%,52:48:00
775,University of SharjahUnited Arab EmiratesCourses,"12,688",18.6,58%,67:33:00
776,Shiraz University of TechnologyIranCourses,"1,453",14.4,0%,36 : 64
777,Sichuan UniversityChinaCourses,"67,257",14,4%,50:50:00
778,University of SiegenGermanyCourses,"19,291",40.6,12%,51:49:00
779,Southern Cross UniversityAustraliaCoursesEnquire,"10,197",32.5,32%,61:39:00
780,Southern Medical UniversityChinaCourses,"19,802",11,6%,n/a
781,University of the Sunshine CoastAustraliaCoursesExplore,"10,242",28.5,18%,67:33:00
782,University of TabrizIranCourses,"12,444",16,6%,53:47:00
783,Tabriz University of Medical SciencesIranCourses,"8,075",9.4,0%,52:48:00
784,Universiti Teknologi MalaysiaMalaysiaCourses,"19,988",11.8,17%,44:56:00
785,Universiti Teknologi PetronasMalaysiaCourses,"5,907",15.3,19%,35 : 65
786,University of Texas at ArlingtonUnited StatesCoursesEnquire,"29,817",27.7,14%,57:43:00
787,Texas Tech UniversityUnited StatesCoursesEnquire,"33,464",20.9,9%,47:53:00
788,Thapar UniversityIndiaCourses,"7,996",14.9,1%,24 : 76
789,University of ThessalyGreeceCourses,"17,886",40.7,2%,50:50:00
790,University of ToledoUnited StatesCoursesEnquire,"18,587",15.5,10%,51:49:00
791,TU BraunschweigGermanyCourses,"20,103",10.3,15%,38 : 62
792,University of UdineItalyCourses,"11,776",18,7%,53:47:00
793,University of UlsanSouth KoreaCourses,"12,830",11.5,5%,46:54:00
794,Ulster UniversityUnited KingdomCoursesEnquire,"17,194",17.3,8%,56:44:00
795,Universiti Utara MalaysiaMalaysiaCourses,"12,951",11.6,29%,69:31:00
796,University of the Western CapeSouth AfricaCourses,"22,660",30.1,6%,61:39:00
797,Western Washington UniversityUnited StatesCoursesEnquire,"15,050",18.4,1%,58:42:00
798,University of WindsorCanadaCoursesEnquire,"13,771",30.4,26%,n/a
799,University of Wisconsin-MilwaukeeUnited StatesCoursesEnquire,"20,490",18.7,6%,54:46:00
800,Worcester Polytechnic InstituteUnited StatesCoursesEnquire,"5,761",12.5,22%,35 : 65
801,University of WuppertalGermanyCourses,"23,117",59,11%,52:48:00
802,Xi’an Jiaotong-Liverpool UniversityChinaCoursesExplore,"11,388",23.3,7%,53:47:00
803,Yasouj UniversityIranCourses,"6,023",25.7,0%,50:50:00
804,Yokohama City UniversityJapanCourses,"4,976",4.4,2%,56:44:00
805,University of the AegeanGreeceCourses,"14,297",43.5,1%,56:44:00
806,"University of Agriculture, FaisalabadPakistanCourses","26,756",39.8,0%,44:56:00
807,University of AlcaláSpainCourses,"19,400",14.6,19%,58:42:00
808,University of AlgarvePortugalCourses,"8,008",12.9,19%,57:43:00
809,Aligarh Muslim UniversityIndiaCourses,"19,396",12.2,2%,39 : 61
810,American University in CairoEgyptCourses,"5,832",13.1,5%,55:45:00
811,American University of SharjahUnited Arab EmiratesCourses,"4,784",12.1,81%,52:48:00
812,Amrita Vishwa VidyapeethamIndiaCourses,"15,130",12.1,10%,n/a
813,"University of the Andes, ColombiaColombiaCourses","15,280",12.6,2%,45:55:00
814,"Asia University, TaiwanTaiwanCourses","11,627",31.9,7%,60:40:00
815,Azarbaijan Shahid Madani UniversityIranCourses,"6,470",24,0%,62:38:00
816,University of the Basque CountrySpainCourses,"42,724",15.2,5%,54:46:00
817,Baylor UniversityUnited StatesCoursesEnquire,"17,274",15.3,6%,58:42:00
818,University of BedfordshireUnited KingdomCoursesEnquire,"9,733",18.7,38%,62:38:00
819,Beijing Jiaotong UniversityChinaCourses,"30,200",14.1,8%,39 : 61
820,Benha UniversityEgyptCourses,"110,000",32.4,4%,40 : 60
821,Beni-Suef UniversityEgyptCourses,"73,693",26.7,1%,47:53:00
822,Bharathiar UniversityIndiaCourses,"3,674",15.1,0%,67:33:00
823,Bowling Green State UniversityUnited StatesCoursesEnquire,"15,333",16.3,4%,57:43:00
824,University of BrasíliaBrazilCourses,"45,594",14.9,2%,51:49:00
825,Capital Medical UniversityChinaCourses,"13,374",4.8,5%,67:33:00
826,Cardiff Metropolitan UniversityUnited KingdomCoursesEnquire,"8,941",18.8,18%,55:45:00
827,Carlos III University of MadridSpainCoursesExplore,"17,652",11,16%,44:56:00
828,University of Central LancashireUnited KingdomCoursesEnquire,"17,521",14.2,18%,58:42:00
829,Central Queensland UniversityAustraliaCoursesExplore,"15,905",20.6,35%,53:47:00
830,University of Cergy-PontoiseFranceCourses,"15,380",19.3,16%,58:42:00
831,Chang Gung UniversityTaiwanCourses,"7,358",12.4,5%,47:53:00
832,Charles Sturt UniversityAustraliaCoursesEnquire,"20,280",20.9,33%,57:43:00
833,Chiba UniversityJapanCourses,"13,764",9.8,5%,38 : 62
834,University of ChileChileCourses,"36,433",15.4,6%,48:52:00
835,"China University of Geosciences, BeijingChinaCourses","16,920",14.1,1%,38 : 62
836,"China University of Geosciences, WuhanChinaCourses","29,124",16.2,4%,n/a
837,China University of Mining and TechnologyChinaCourses,"46,973",18.3,2%,33 : 67
838,Chonnam National UniversitySouth KoreaCoursesExplore,"22,835",17.5,8%,48:52:00
839,University of CórdobaSpainCourses,"17,834",14.8,9%,56:44:00
840,Covenant UniversityNigeriaCoursesExplore,"8,601",16,0%,43:57:00
841,University of DebrecenHungaryCoursesExplore,"26,938",14.1,21%,55:45:00
842,Delhi Technological UniversityIndiaCourses,"9,000",22.6,1%,0.806944444
843,University of DerbyUnited KingdomCoursesEnquire,"14,111",14.7,15%,57:43:00
844,East China University of Science and TechnologyChinaCourses,"25,985",15.9,2%,44:56:00
845,Eastern Mediterranean UniversityNorthern CyprusCoursesExplore,"18,205",24.5,81%,41:59:00
846,University of East LondonUnited KingdomCoursesEnquire,"10,699",19,32%,62:38:00
847,École Centrale de LyonFranceCourses,"2,053",14.9,25%,28 : 72
848,Federal University of PelotasBrazilCourses,"22,618",16.7,0%,56:44:00
849,Federal University of Rio de JaneiroBrazilCourses,"59,963",14.6,1%,55:45:00
850,Federation University AustraliaAustraliaCoursesExplore,"11,888",20.7,47%,54:46:00
851,Florida Agricultural and Mechanical UniversityUnited StatesCoursesEnquire,"9,433",15.3,1%,66:34:00
852,Florida Atlantic UniversityUnited StatesCoursesEnquire,"24,678",18.5,10%,57:43:00
853,Florida Institute of TechnologyUnited StatesCoursesEnquire,"5,477",14.3,33%,34 : 66
854,University of FoggiaItalyCourses,"10,355",32,1%,60:40:00
855,Fu Jen Catholic UniversityTaiwanCourses,"19,606",27.7,8%,56:44:00
856,Fuzhou UniversityChinaCourses,"35,717",15.7,2%,41:59:00
857,Government College University FaisalabadPakistanCourses,"19,898",34.7,0%,42:58:00
858,Guru Jambheshwar University of Science and TechnologyIndiaCourses,"5,017",19.1,0%,41:59:00
859,University of HertfordshireUnited KingdomCoursesEnquire,"17,888",15.8,29%,56:44:00
860,Hiroshima UniversityJapanCourses,"15,080",8.9,11%,36 : 64
861,Hyogo College of MedicineJapanCourses,912,2.2,1%,35 : 65
862,Ilmenau University of TechnologyGermanyCourses,"5,807",17.8,22%,27 : 73
863,Imam Abdulrahman Bin Faisal UniversitySaudi ArabiaCoursesExplore,"24,643",8.2,4%,76:24:00
864,Indian Institute of Technology BhubaneswarIndiaCourses,"1,469",10.8,0%,0.602083333
865,Indian Institute of Technology (Indian School of Mines) DhanbadIndiaCourses,"7,322",22,1%,0.684027778
866,Indian Institute of Science Education and Research BhopalIndiaCourses,"1,351",13,0%,32 : 68
867,University of IndonesiaIndonesiaCourses,"41,561",10.2,10%,66:34:00
868,Inha UniversitySouth KoreaCourses,"19,467",23.6,7%,40 : 60
869,Isfahan University of Medical SciencesIranCourses,"11,400",12.3,1%,69:31:00
870,Istanbul UniversityTurkeyCourses,"87,146",38.2,7%,51:49:00
871,Istanbul Technical UniversityTurkeyCourses,"37,861",23,4%,34 : 66
872,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-NapocaRomaniaCourses,"7,635",7.8,33%,65:35:00
873,Jadavpur UniversityIndiaCourses,"12,641",21.2,1%,32 : 68
874,University of JaénSpainCourses,"14,364",17.2,8%,56:44:00
875,Jamia Hamdard UniversityIndiaCourses,"6,827",13.9,6%,55:45:00
876,Jiangsu UniversityChinaCoursesExplore,"36,125",9.6,6%,42:58:00
877,Jilin UniversityChinaCoursesExplore,"71,593",10.8,3%,45:55:00
878,The University of JordanJordanCourses,"31,495",17,16%,68:32:00
879,Juntendo UniversityJapanCourses,"4,953",4.1,2%,53:47:00
880,Kaohsiung Medical UniversityTaiwanCourses,"6,802",12.1,7%,57:43:00
881,Karabük UniversityTurkeyCoursesExplore,"47,464",45.9,17%,41:59:00
882,Karlstad UniversitySwedenCourses,"8,727",13,%,63:37:00
883,Kent State UniversityUnited StatesCoursesEnquire,"23,764",17.6,7%,60:40:00
884,Kerman University of Medical SciencesIranCourses,"5,422",3.9,0%,63:37:00
885,Kharkiv National University of Radio ElectronicsUkraineCoursesExplore,"8,058",11.8,9%,0.888888889
886,Kindai UniversityJapanCourses,"33,614",14.1,2%,31 : 69
887,King Mongkut’s University of Technology ThonburiThailandCourses,"16,498",21.3,6%,47:53:00
888,King Saud bin Abdulaziz University for Health SciencesSaudi ArabiaCourses,"12,238",7.3,0%,52:48:00
889,Kingston UniversityUnited KingdomCoursesEnquire,"14,285",18.3,37%,58:42:00
890,K.N. Toosi University of TechnologyIranCourses,"6,866",22.6,1%,34 : 66
891,Kurume UniversityJapanCourses,"4,995",7.5,2%,n/a
892,Kyoto Prefectural University of MedicineJapanCourses,"1,323",3.3,1%,47:53:00
893,Kyungpook National UniversitySouth KoreaCoursesExplore,"21,323",20.4,9%,44:56:00
894,Lahore University of Management SciencesPakistanCoursesExplore,"4,067",15.1,2%,41:59:00
895,University of Las Palmas de Gran CanariaSpainCourses,"18,377",17.1,8%,57:43:00
896,Lebanese American UniversityLebanonCourses,"7,861",13.1,18%,51:49:00
897,Leeds Beckett UniversityUnited KingdomCoursesEnquire,"19,022",19.4,12%,52:48:00
898,University of LeobenAustriaCourses,"2,635",5,14%,1.011805556
899,University of LjubljanaSloveniaCourses,"38,762",13.9,6%,60:40:00
900,Louisiana Tech UniversityUnited StatesCoursesEnquire,"10,602",25.4,4%,44:56:00
901,"Lumière University, Lyon 2FranceCourses","24,414",49.9,17%,67:33:00
902,Marquette UniversityUnited StatesCoursesEnquire,"10,650",11.9,4%,55:45:00
903,Medical University of WarsawPolandCourses,"9,727",6.3,8%,74:26:00
904,University of MemphisUnited StatesCoursesEnquire,"16,460",14.2,3%,59:41:00
905,Miami UniversityUnited StatesCoursesEnquire,"18,301",25.2,15%,51:49:00
906,Middle East Technical UniversityTurkeyCourses,"23,330",27.8,6%,43:57:00
907,University of MinhoPortugalCourses,"18,504",18.2,13%,55:45:00
908,Mississippi State UniversityUnited StatesCoursesEnquire,"26,823",19.1,3%,51:49:00
909,Nanjing Normal UniversityChinaCourses,"29,862",13.5,4%,69:31:00
910,National Autonomous University of MexicoMexicoCourses,"166,368",16.5,8%,51:49:00
911,National Central UniversityTaiwanCourses,"11,233",10.1,11%,33 : 67
912,National Chengchi UniversityTaiwanCourses,"13,161",15.6,16%,52:48:00
913,National Dong Hwa UniversityTaiwanCoursesExplore,"9,928",18.1,8%,51:49:00
914,National Institute of Technology RourkelaIndiaCourses,"5,808",17.5,4%,0.765972222
915,National University of Sciences and TechnologyPakistanCourses,"10,998",7.5,4%,34 : 66
916,National Sun Yat-Sen UniversityTaiwanCourses,"8,374",13.5,8%,37 : 63
917,National Taipei University of TechnologyTaiwanCoursesExplore,"9,874",15.6,9%,28 : 72
918,National Institute of Technology SilcharIndiaCourses,"3,169",12.8,1%,0.643055556
919,The New SchoolUnited StatesCoursesEnquire,"10,554",9.5,35%,72:28:00
920,University of New Brunswick UNBCanadaCoursesEnquire,"8,570",14.1,13%,52:48:00
921,University of NicosiaCyprusCoursesExplore,"4,683",10.5,51%,51:49:00
922,Niigata UniversityJapanCoursesExplore,"12,093",7.8,3%,38 : 62
923,Normandy UniversityFranceCoursesVerify Documents,"67,205",20.4,11%,55:45:00
924,Northeastern UniversityChinaCourses,"37,339",14.6,4%,n/a
925,Northeast Normal UniversityChinaCourses,"26,862",17.1,2%,75:25:00
926,University of Northern British Columbia (UNBC)CanadaCoursesEnquire,"2,826",14.2,9%,62:38:00
927,NorthWest A&F UniversityChinaCourses,"30,159",14.8,1%,50:50:00
928,Ocean University of ChinaChinaCourses,"27,999",15.3,4%,54:46:00
929,Okayama UniversityJapanCourses,"13,136",10.9,9%,39 : 61
930,Old Dominion UniversityUnited StatesCoursesEnquire,"18,811",18.2,3%,56:44:00
931,Oran 1 UniversityAlgeriaCourses,"25,787",18.8,1%,64:36:00
932,Osmania UniversityIndiaCourses,"13,426",28.5,4%,38 : 62
933,University of OviedoSpainCourses,"21,555",12.3,3%,54:46:00
934,Pablo de Olavide UniversitySpainCourses,"13,736",16.2,14%,59:41:00
935,University of PeshawarPakistanCourses,"6,063",10.1,2%,46:54:00
936,Polytechnic University of ValenciaSpainCourses,"22,019",10.6,15%,39 : 61
937,Pontifical Catholic University of Rio Grande do Sul (PUCRS)BrazilCourses,"16,633",23.1,0%,50:50:00
938,Portland State UniversityUnited StatesCoursesEnquire,"20,202",18.4,8%,56:44:00
939,University of Puerto RicoPuerto RicoCourses,"51,933",13.1,1%,58:42:00
940,Pusan National UniversitySouth KoreaCoursesExplore,"24,992",18.4,9%,47:53:00
941,University of ReginaCanadaCoursesExplore,"13,324",23.7,24%,60:40:00
942,Rikkyo UniversityJapanCourses,"20,298",15.7,5%,n/a
943,Rochester Institute of TechnologyUnited StatesCoursesEnquire,"14,093",15.7,17%,35 : 65
944,University of RoehamptonUnited KingdomCoursesEnquire,"7,825",15.3,28%,70:30:00
945,RUDN UniversityRussian FederationCourses,"20,455",12.8,31%,52:48:00
946,Université Saint-Joseph de BeyrouthLebanonCourses,"7,748",20,5%,64:36:00
947,University of SalamancaSpainCourses,"28,709",17.5,16%,58:42:00
948,University of SalfordUnited KingdomCoursesEnquire,"16,793",18.4,20%,54:46:00
949,University of Santiago de CompostelaSpainCourses,"24,968",14.9,9%,61:39:00
950,Universidade Estadual Paulista (Unesp)BrazilCourses,"38,877",13.8,3%,51:49:00
951,University of Science and Technology BeijingChinaCourses,"25,354",15,4%,37 : 63
952,University of SevilleSpainCourses,"50,970",16.8,10%,61:39:00
953,Shanghai UniversityChinaCourses,"37,395",11.2,5%,50:50:00
954,Shanghai University of Finance and Economics (SUFE)ChinaCourses,"15,613",15,5%,57:43:00
955,Shanghai Maritime UniversityChinaCourses,"21,959",15.8,3%,42:58:00
956,Shantou UniversityChinaCourses,"11,084",12.1,1%,48:52:00
957,Sheffield Hallam UniversityUnited KingdomCoursesEnquire,"25,548",17.2,11%,55:45:00
958,Shiraz UniversityIranCourses,"13,490",18.9,0%,50:50:00
959,Sidi Mohamed Ben Abdellah UniversityMoroccoCourses,"87,278",57.1,2%,47:53:00
960,Sogang UniversitySouth KoreaCourses,"9,749",23.8,11%,45:55:00
961,Sohag UniversityEgyptCourses,"55,753",28.3,0%,59:41:00
962,University of South Bohemia in České BudějoviceCzech RepublicCourses,"9,143",14.4,5%,70:30:00
963,South China Normal UniversityChinaCourses,"31,465",15.7,3%,n/a
964,University of South DakotaUnited StatesCoursesEnquire,"7,282",15.8,3%,n/a
965,Southern Illinois University CarbondaleUnited StatesCoursesEnquire,"11,158",14.9,8%,48:52:00
966,University of SplitCroatiaCourses,"19,867",19.7,2%,n/a
967,Sri Venkateswara UniversityIndiaCourses,"7,707",14.2,0%,41:59:00
968,Sultan Qaboos UniversityOmanCourses,"7,224",7.7,4%,50:50:00
969,University of SzegedHungaryCourses,"18,859",12.1,20%,56:44:00
970,Tallinn UniversityEstoniaCourses,"4,506",11.4,13%,71:29:00
971,Tallinn University of TechnologyEstoniaCourses,"9,437",13.4,14%,43:57:00
972,Technical University of MadridSpainCourses,"37,683",13.1,15%,32 : 68
973,Technological University DublinIrelandCourses,"19,300",18.4,18%,43:57:00
974,University of Technology of CompiègneFranceCourses,"4,308",16,24%,37 : 63
975,University of Technology of TroyesFranceCourses,"3,087",19.3,24%,0.970833333
976,Teesside UniversityUnited KingdomCoursesEnquire,"12,258",19.1,11%,58:42:00
977,Universiti Tenaga Nasional (UNITEN)MalaysiaCourses,"5,736",13.5,9%,38 : 62
978,University of Texas at El PasoUnited StatesCoursesEnquire,"17,883",23.7,8%,53:47:00
979,Tokyo Medical UniversityJapanCourses,"1,370",1.7,1%,49:51:00
980,Tokyo Metropolitan UniversityJapanCourses,"8,853",10.1,5%,38 : 62
981,Tomsk Polytechnic UniversityRussian FederationCourses,"9,118",7.9,28%,33 : 67
982,University of ToursFranceCourses,"27,994",21.9,11%,60:40:00
983,Tribhuvan UniversityNepalCourses,"422,690",31.1,0%,51:49:00
984,"Vietnam National University, HanoiVietnamCoursesExplore","36,410",13.5,1%,54:46:00
985,University of VigoSpainCourses,"18,103",15.8,5%,50:50:00
986,Vilnius UniversityLithuaniaCourses,"16,470",10.3,10%,65:35:00
987,Vilnius Gediminas Technical UniversityLithuaniaCourses,"9,328",14,12%,32 : 68
988,VIT UniversityIndiaCourses,"32,943",19.3,2%,24 : 76
989,Volgograd State Technical UniversityRussian FederationCourses,"14,162",15.2,7%,35 : 65
990,University of WarsawPolandCourses,"41,344",13.3,10%,65:35:00
991,Waseda UniversityJapanCourses,"48,260",15.5,11%,38 : 62
992,Wenzhou UniversityChinaCourses,"15,780",14,5%,58:42:00
993,University of WestminsterUnited KingdomCoursesEnquire,"16,226",19.3,49%,60:40:00
994,University of WolverhamptonUnited KingdomCoursesEnquire,"14,779",18.4,21%,63:37:00
995,Wuhan University of TechnologyChinaCourses,"52,910",14.4,3%,30 : 70
996,Xidian UniversityChinaCourses,"35,133",16.5,2%,28 : 72
997,Yangzhou UniversityChinaCoursesExplore,"33,876",13.8,4%,55:45:00
998,Yeungnam UniversitySouth KoreaCourses,"19,494",14.8,5%,50:50:00
999,University of ZaragozaSpainCourses,"28,036",9.9,7%,54:46:00
1000,Zayed UniversityUnited Arab EmiratesCourses,"7,524",14.6,2%,89:11:00
1001,Zhejiang University of TechnologyChinaCourses,"30,891",14.7,8%,n/a
1002,Acharya Nagarjuna UniversityIndiaCourses,"4,816",10.3,7%,37 : 63
1003,Acıbadem UniversityTurkeyCourses,"2,608",4.7,2%,75:25:00
1004,University of A CoruñaSpainCourses,"14,815",12.4,4%,52:48:00
1005,"Adam Mickiewicz University, PoznańPolandCourses","34,534",13.2,3%,69:31:00
1006,Adolfo Ibáñez UniversityChileCourses,"10,385",28.8,5%,38 : 62
1007,AGH University of Science and TechnologyPolandCourses,"24,949",13.2,3%,34 : 66
1008,Aichi Medical UniversityJapanCourses,"1,291",2.7,1%,59:41:00
1009,Ain Shams UniversityEgyptCourses,"202,325",17.6,2%,49:51:00
1010,Akdeniz UniversityTurkeyCourses,"36,492",33,3%,35 : 65
1011,Akita UniversityJapanCourses,"4,936",10.1,4%,35 : 65
